Studentid,Attendance,Major,Questions,Score,Seniority,Texting,Grade
37333,70,Cs,Always,18,Junior,Rarely,Fail
37334,9,Cs,Always,71,Junior,Rarely,Pass
37335,49,Communication,Always,15,Senior,Always,Fail
37336,77,Stat,Rarely,65,Junior,Always,Pass
37337,34,Stat,Rarely,54,Junior,Rarely,Pass
37338,42,Cs,Always,13,Junior,Rarely,Fail
37339,93,Polsci,Always,9,Sophomore,Rarely,Pass
37340,88,Polsci,Rarely,51,Senior,Rarely,Pass
37341,17,Stat,Rarely,16,Junior,Always,Pass
37342,9,Stat,Always,98,Freshman,Rarely,Pass
37343,71,Cs,Rarely,48,Freshman,Always,Fail
37344,90,Communication,Rarely,95,Junior,Rarely,Pass
37345,81,Cs,Always,92,Junior,Always,Pass
37346,33,Polsci,Always,86,Freshman,Rarely,Pass
37347,9,Stat,Rarely,21,Junior,Always,Pass
37348,13,Polsci,Rarely,42,Senior,Rarely,Fail
37349,46,Communication,Rarely,17,Freshman,Always,Fail
37350,74,Polsci,Always,83,Sophomore,Always,Pass
37351,65,Polsci,Rarely,88,Junior,Rarely,Pass
37352,95,Stat,Rarely,69,Senior,Always,Pass
37353,12,Communication,Always,1,Freshman,Always,Fail
37354,53,Polsci,Rarely,75,Sophomore,Rarely,Fail
37355,97,Cs,Always,41,Junior,Always,Fail
37356,29,Polsci,Rarely,67,Senior,Rarely,Pass
37357,88,Stat,Always,55,Senior,Always,Pass
37358,50,Cs,Always,18,Freshman,Always,Fail
37359,48,Communication,Always,62,Junior,Rarely,Fail
37360,26,Polsci,Rarely,15,Freshman,Always,Fail
37361,35,Polsci,Rarely,48,Sophomore,Always,Fail
37362,95,Polsci,Always,42,Senior,Rarely,Pass
37363,76,Cs,Always,71,Senior,Rarely,Pass
37364,24,Communication,Always,19,Sophomore,Always,Fail
37365,16,Communication,Always,9,Junior,Always,Fail
37366,23,Polsci,Rarely,29,Freshman,Rarely,Fail
37367,22,Stat,Always,51,Senior,Rarely,Pass
37368,21,Communication,Always,78,Sophomore,Rarely,Pass
37369,26,Stat,Always,52,Sophomore,Rarely,Pass
37370,18,Cs,Always,72,Freshman,Always,Pass
37371,75,Communication,Always,80,Senior,Always,Pass
37372,56,Polsci,Rarely,24,Junior,Rarely,Fail
37373,62,Polsci,Rarely,54,Junior,Always,Pass
37374,57,Cs,Rarely,43,Junior,Rarely,Fail
37375,13,Cs,Rarely,50,Freshman,Rarely,Pass
37376,36,Cs,Rarely,22,Junior,Rarely,Fail
37377,72,Stat,Rarely,26,Junior,Rarely,Pass
37378,47,Stat,Rarely,19,Freshman,Rarely,Fail
37379,78,Stat,Always,41,Sophomore,Rarely,Fail
37380,6,Communication,Always,53,Senior,Rarely,Fail
37381,91,Communication,Always,66,Junior,Rarely,Fail
37382,27,Polsci,Rarely,67,Junior,Always,Pass
37383,62,Polsci,Rarely,63,Senior,Always,Pass
37384,93,Communication,Always,3,Sophomore,Rarely,Fail
37385,40,Stat,Always,14,Senior,Always,Pass
37386,40,Cs,Always,83,Junior,Rarely,Pass
37387,34,Polsci,Always,94,Senior,Always,Pass
37388,27,Communication,Always,8,Senior,Always,Fail
37389,43,Polsci,Rarely,60,Junior,Rarely,Fail
37390,51,Polsci,Always,90,Senior,Rarely,Pass
37391,85,Communication,Always,42,Senior,Rarely,Pass
37392,47,Cs,Rarely,12,Junior,Always,Fail
37393,19,Cs,Rarely,79,Freshman,Always,Pass
37394,70,Cs,Always,46,Sophomore,Always,Fail
37395,48,Communication,Always,92,Freshman,Always,Pass
37396,37,Stat,Rarely,79,Freshman,Rarely,Pass
37397,95,Cs,Rarely,37,Sophomore,Always,Fail
37398,30,Polsci,Rarely,44,Senior,Always,Fail
37399,42,Polsci,Rarely,95,Senior,Rarely,Pass
37400,97,Stat,Always,77,Sophomore,Always,Pass
37401,11,Polsci,Rarely,27,Sophomore,Rarely,Fail
37402,78,Polsci,Always,37,Senior,Always,Fail
37403,58,Cs,Rarely,30,Freshman,Rarely,Fail
37404,52,Communication,Always,93,Senior,Rarely,Fail
37405,50,Stat,Always,66,Freshman,Always,Pass
37406,17,Cs,Always,19,Freshman,Always,Fail
37407,10,Polsci,Rarely,22,Junior,Rarely,Fail
37408,12,Polsci,Rarely,26,Junior,Rarely,Fail
37409,57,Polsci,Rarely,20,Senior,Always,Fail
37410,90,Polsci,Rarely,29,Senior,Always,Fail
37411,80,Cs,Rarely,95,Junior,Always,Pass
37412,15,Cs,Rarely,71,Sophomore,Rarely,Pass
37413,37,Cs,Always,17,Senior,Rarely,Fail
37414,0,Communication,Rarely,90,Freshman,Rarely,Pass
37415,8,Polsci,Rarely,69,Sophomore,Always,Fail
37416,42,Cs,Rarely,51,Freshman,Rarely,Pass
37417,81,Polsci,Always,5,Junior,Rarely,Pass
37418,81,Stat,Rarely,69,Freshman,Always,Pass
37419,23,Stat,Rarely,41,Junior,Rarely,Pass
37420,55,Stat,Rarely,79,Junior,Rarely,Pass
37421,75,Cs,Always,13,Sophomore,Rarely,Fail
37422,19,Cs,Always,90,Senior,Always,Pass
37423,79,Stat,Always,96,Junior,Rarely,Pass
37424,23,Stat,Always,80,Junior,Rarely,Pass
37425,47,Stat,Always,3,Senior,Always,Fail
37426,98,Polsci,Rarely,65,Freshman,Always,Pass
37427,93,Communication,Always,50,Junior,Rarely,Pass
37428,79,Stat,Always,57,Senior,Always,Pass
37429,80,Cs,Always,36,Sophomore,Rarely,Fail
37430,90,Cs,Always,100,Junior,Rarely,Pass
37431,33,Stat,Always,79,Sophomore,Always,Pass
37432,97,Cs,Rarely,27,Senior,Always,Fail
37433,76,Polsci,Rarely,61,Freshman,Always,Pass
37434,97,Cs,Rarely,43,Senior,Always,Fail
37435,54,Cs,Always,96,Sophomore,Rarely,Pass
37436,21,Stat,Rarely,97,Freshman,Rarely,Pass
37437,37,Polsci,Rarely,25,Junior,Rarely,Fail
37438,81,Stat,Rarely,63,Sophomore,Always,Pass
37439,83,Stat,Always,29,Sophomore,Always,Pass
37440,14,Communication,Rarely,72,Junior,Always,Pass
37441,48,Polsci,Always,82,Senior,Always,Pass
37442,89,Cs,Always,90,Sophomore,Always,Pass
37443,8,Communication,Rarely,46,Freshman,Rarely,Pass
37444,25,Communication,Always,43,Junior,Rarely,Fail
37445,13,Cs,Always,73,Freshman,Always,Pass
37446,64,Communication,Always,81,Sophomore,Always,Pass
37447,69,Communication,Rarely,64,Junior,Rarely,Pass
37448,67,Cs,Always,97,Freshman,Always,Pass
37449,48,Cs,Always,8,Senior,Rarely,Fail
37450,51,Communication,Rarely,25,Freshman,Rarely,Fail
37451,96,Polsci,Rarely,20,Senior,Rarely,Fail
37452,56,Polsci,Always,97,Junior,Rarely,Pass
37453,66,Polsci,Rarely,99,Sophomore,Always,Fail
37454,92,Cs,Always,23,Senior,Rarely,Fail
37455,24,Polsci,Always,86,Senior,Rarely,Pass
37456,46,Cs,Always,89,Junior,Always,Pass
37457,15,Cs,Rarely,28,Senior,Rarely,Fail
37458,68,Communication,Always,100,Junior,Rarely,Pass
37459,75,Stat,Always,57,Junior,Rarely,Fail
37460,53,Cs,Always,17,Freshman,Rarely,Fail
37461,85,Cs,Rarely,16,Senior,Always,Fail
37462,43,Communication,Always,96,Freshman,Rarely,Fail
37463,98,Communication,Rarely,96,Freshman,Rarely,Pass
37464,98,Stat,Rarely,10,Junior,Always,Pass
37465,36,Cs,Rarely,37,Junior,Rarely,Pass
37466,95,Communication,Rarely,84,Senior,Always,Pass
37467,66,Polsci,Always,34,Junior,Always,Pass
37468,6,Stat,Always,28,Junior,Always,Fail
37469,97,Stat,Always,66,Freshman,Rarely,Pass
37470,62,Cs,Rarely,98,Freshman,Always,Pass
37471,96,Stat,Rarely,86,Junior,Rarely,Pass
37472,88,Polsci,Rarely,40,Senior,Always,Fail
37473,83,Communication,Always,64,Senior,Rarely,Pass
37474,83,Cs,Rarely,58,Sophomore,Always,Pass
37475,63,Polsci,Always,5,Sophomore,Rarely,Pass
37476,43,Communication,Rarely,30,Sophomore,Rarely,Fail
37477,3,Communication,Rarely,95,Senior,Rarely,Pass
37478,26,Polsci,Rarely,54,Freshman,Always,Pass
37479,73,Polsci,Rarely,53,Freshman,Rarely,Pass
37480,24,Cs,Rarely,69,Senior,Rarely,Fail
37481,99,Polsci,Always,75,Junior,Always,Pass
37482,54,Polsci,Rarely,51,Junior,Rarely,Pass
37483,44,Stat,Rarely,91,Freshman,Rarely,Pass
37484,77,Communication,Always,18,Junior,Rarely,Fail
37485,13,Cs,Always,0,Senior,Rarely,Fail
37486,77,Polsci,Always,77,Senior,Always,Pass
37487,70,Polsci,Always,48,Freshman,Rarely,Pass
37488,21,Communication,Always,23,Freshman,Rarely,Fail
37489,75,Stat,Rarely,43,Sophomore,Rarely,Fail
37490,51,Polsci,Rarely,28,Senior,Rarely,Fail
37491,59,Stat,Rarely,97,Senior,Rarely,Pass
37492,18,Communication,Always,14,Sophomore,Always,Fail
37493,29,Polsci,Rarely,68,Sophomore,Rarely,Pass
37494,37,Communication,Always,27,Junior,Always,Fail
37495,86,Cs,Always,87,Senior,Always,Pass
37496,63,Stat,Always,85,Senior,Rarely,Pass
37497,58,Communication,Always,71,Junior,Always,Pass
37498,29,Stat,Rarely,81,Senior,Rarely,Pass
37499,31,Cs,Rarely,54,Junior,Rarely,Pass
37500,14,Stat,Always,72,Senior,Always,Fail
37501,64,Stat,Always,94,Senior,Always,Pass
37502,32,Polsci,Always,39,Freshman,Always,Pass
37503,65,Communication,Always,99,Freshman,Rarely,Pass
37504,50,Stat,Always,4,Freshman,Rarely,Fail
37505,11,Stat,Rarely,86,Junior,Always,Pass
37506,64,Communication,Rarely,65,Sophomore,Rarely,Pass
37507,36,Stat,Rarely,55,Freshman,Rarely,Fail
37508,22,Polsci,Rarely,75,Freshman,Always,Pass
37509,1,Polsci,Always,15,Freshman,Rarely,Pass
37510,28,Communication,Rarely,36,Sophomore,Rarely,Fail
37511,43,Communication,Rarely,75,Senior,Rarely,Fail
37512,83,Cs,Always,51,Sophomore,Always,Pass
37513,68,Stat,Rarely,45,Junior,Rarely,Fail
37514,36,Polsci,Always,19,Sophomore,Always,Pass
37515,2,Communication,Always,41,Junior,Always,Pass
37516,31,Cs,Always,53,Senior,Rarely,Fail
37517,3,Cs,Always,27,Senior,Always,Fail
37518,2,Stat,Always,15,Junior,Rarely,Pass
37519,7,Polsci,Rarely,39,Senior,Always,Fail
37520,30,Cs,Rarely,64,Junior,Rarely,Fail
37521,38,Polsci,Rarely,30,Senior,Always,Fail
37522,43,Cs,Rarely,33,Freshman,Always,Fail
37523,69,Stat,Rarely,0,Freshman,Always,Fail
37524,50,Polsci,Rarely,44,Junior,Rarely,Fail
37525,35,Stat,Always,60,Senior,Rarely,Pass
37526,6,Cs,Always,0,Junior,Rarely,Pass
37527,3,Polsci,Rarely,3,Senior,Always,Fail
37528,63,Communication,Rarely,43,Junior,Always,Pass
37529,99,Polsci,Rarely,100,Sophomore,Always,Fail
37530,65,Communication,Always,13,Freshman,Always,Fail
37531,59,Stat,Rarely,98,Sophomore,Always,Pass
37532,4,Polsci,Rarely,42,Freshman,Always,Fail
37533,39,Cs,Always,27,Junior,Rarely,Fail
37534,12,Communication,Rarely,39,Sophomore,Always,Fail
37535,10,Communication,Always,65,Junior,Always,Pass
37536,69,Stat,Rarely,75,Senior,Rarely,Pass
37537,18,Cs,Rarely,6,Senior,Always,Fail
37538,44,Polsci,Rarely,95,Senior,Always,Pass
37539,38,Polsci,Always,76,Senior,Always,Pass
37540,16,Cs,Always,91,Junior,Rarely,Pass
37541,11,Cs,Rarely,97,Freshman,Rarely,Pass
37542,17,Cs,Always,67,Sophomore,Rarely,Pass
37543,63,Polsci,Always,58,Sophomore,Always,Pass
37544,95,Polsci,Always,19,Sophomore,Rarely,Pass
37545,82,Polsci,Rarely,8,Sophomore,Always,Fail
37546,25,Stat,Rarely,66,Freshman,Always,Pass
37547,72,Cs,Rarely,25,Sophomore,Always,Fail
37548,12,Stat,Always,77,Freshman,Rarely,Pass
37549,27,Stat,Rarely,89,Freshman,Rarely,Pass
37550,32,Communication,Always,27,Senior,Rarely,Fail
37551,62,Cs,Rarely,81,Sophomore,Rarely,Pass
37552,15,Communication,Always,68,Junior,Always,Pass
37553,23,Cs,Always,39,Senior,Rarely,Fail
37554,91,Stat,Always,15,Sophomore,Always,Pass
37555,55,Cs,Always,75,Senior,Rarely,Pass
37556,51,Polsci,Rarely,98,Freshman,Always,Pass
37557,24,Polsci,Rarely,99,Junior,Always,Fail
37558,37,Communication,Rarely,55,Sophomore,Always,Pass
37559,21,Cs,Rarely,91,Freshman,Rarely,Pass
37560,15,Cs,Rarely,83,Junior,Rarely,Pass
37561,48,Stat,Always,75,Junior,Always,Pass
37562,81,Polsci,Always,21,Junior,Rarely,Pass
37563,2,Polsci,Always,21,Senior,Rarely,Pass
37564,20,Polsci,Always,5,Junior,Rarely,Pass
37565,9,Cs,Rarely,46,Senior,Always,Fail
37566,62,Polsci,Always,0,Sophomore,Rarely,Pass
37567,95,Polsci,Rarely,81,Senior,Always,Pass
37568,6,Communication,Always,56,Junior,Rarely,Pass
37569,62,Stat,Rarely,44,Junior,Always,Pass
37570,0,Polsci,Always,78,Freshman,Rarely,Pass
37571,77,Stat,Always,30,Senior,Rarely,Fail
37572,77,Communication,Always,95,Freshman,Always,Pass
37573,46,Communication,Rarely,92,Senior,Rarely,Pass
37574,20,Stat,Rarely,48,Senior,Always,Fail
37575,21,Cs,Rarely,51,Junior,Always,Fail
37576,36,Polsci,Always,86,Junior,Rarely,Pass
37577,58,Polsci,Always,38,Junior,Rarely,Pass
37578,25,Communication,Rarely,13,Sophomore,Always,Fail
37579,79,Cs,Always,37,Senior,Rarely,Fail
37580,24,Stat,Always,41,Senior,Always,Fail
37581,23,Cs,Always,59,Freshman,Always,Pass
37582,16,Polsci,Always,48,Freshman,Rarely,Pass
37583,70,Stat,Always,44,Sophomore,Rarely,Fail
37584,63,Cs,Rarely,61,Sophomore,Rarely,Pass
37585,48,Stat,Rarely,11,Freshman,Rarely,Pass
37586,25,Polsci,Rarely,63,Junior,Always,Pass
37587,46,Communication,Rarely,38,Sophomore,Always,Pass
37588,15,Polsci,Rarely,26,Senior,Always,Fail
37589,41,Polsci,Always,65,Sophomore,Always,Pass
37590,53,Communication,Always,17,Sophomore,Rarely,Fail
37591,89,Cs,Always,90,Junior,Always,Pass
37592,93,Polsci,Always,72,Sophomore,Rarely,Pass
37593,64,Stat,Rarely,58,Freshman,Rarely,Fail
37594,19,Cs,Rarely,30,Senior,Rarely,Fail
37595,37,Stat,Always,60,Junior,Always,Pass
37596,94,Stat,Rarely,64,Junior,Rarely,Pass
37597,1,Cs,Always,47,Sophomore,Always,Fail
37598,41,Polsci,Always,33,Junior,Always,Pass
37599,48,Polsci,Rarely,61,Sophomore,Always,Pass
37600,1,Cs,Rarely,16,Junior,Rarely,Fail
37601,11,Polsci,Always,51,Freshman,Rarely,Pass
37602,41,Communication,Rarely,34,Junior,Always,Fail
37603,13,Stat,Rarely,97,Sophomore,Always,Pass
37604,82,Stat,Always,9,Senior,Rarely,Pass
37605,81,Communication,Rarely,24,Freshman,Rarely,Fail
37606,3,Stat,Rarely,26,Senior,Rarely,Pass
37607,43,Cs,Rarely,42,Freshman,Always,Fail
37608,8,Communication,Always,54,Freshman,Always,Pass
37609,15,Cs,Rarely,41,Sophomore,Rarely,Fail
37610,91,Cs,Always,42,Junior,Rarely,Fail
37611,68,Stat,Always,53,Senior,Rarely,Fail
37612,100,Polsci,Always,32,Sophomore,Rarely,Pass
37613,20,Stat,Always,60,Senior,Rarely,Pass
37614,32,Communication,Always,24,Senior,Rarely,Fail
37615,58,Polsci,Rarely,26,Freshman,Always,Fail
37616,45,Stat,Rarely,24,Freshman,Always,Pass
37617,65,Polsci,Rarely,78,Sophomore,Always,Pass
37618,72,Cs,Rarely,98,Sophomore,Rarely,Pass
37619,95,Stat,Always,93,Senior,Rarely,Pass
37620,16,Polsci,Always,1,Senior,Rarely,Pass
37621,83,Stat,Always,74,Sophomore,Always,Pass
37622,26,Communication,Rarely,53,Freshman,Always,Pass
37623,23,Communication,Always,32,Sophomore,Rarely,Fail
37624,76,Stat,Always,22,Junior,Always,Pass
37625,98,Communication,Rarely,60,Freshman,Rarely,Fail
37626,93,Cs,Always,78,Sophomore,Rarely,Pass
37627,83,Cs,Rarely,11,Sophomore,Always,Fail
37628,5,Stat,Rarely,70,Senior,Always,Pass
37629,70,Stat,Rarely,62,Freshman,Always,Pass
37630,93,Communication,Rarely,24,Junior,Rarely,Fail
37631,8,Polsci,Always,10,Freshman,Always,Pass
37632,84,Polsci,Always,60,Freshman,Rarely,Pass
37633,86,Polsci,Rarely,71,Senior,Always,Pass
37634,96,Cs,Always,92,Senior,Rarely,Pass
37635,76,Stat,Always,18,Senior,Always,Pass
37636,20,Cs,Always,49,Senior,Rarely,Fail
37637,22,Communication,Rarely,45,Junior,Always,Pass
37638,89,Stat,Always,94,Senior,Rarely,Pass
37639,75,Stat,Rarely,18,Junior,Always,Fail
37640,24,Polsci,Always,78,Freshman,Always,Pass
37641,31,Polsci,Rarely,65,Senior,Rarely,Pass
37642,78,Polsci,Always,57,Senior,Always,Pass
37643,27,Polsci,Always,94,Freshman,Rarely,Pass
37644,27,Stat,Rarely,20,Junior,Rarely,Pass
37645,10,Stat,Always,47,Sophomore,Always,Fail
37646,94,Polsci,Always,19,Senior,Always,Pass
37647,64,Polsci,Rarely,92,Senior,Always,Pass
37648,75,Cs,Always,40,Sophomore,Always,Fail
37649,65,Stat,Always,90,Junior,Always,Pass
37650,69,Cs,Rarely,75,Sophomore,Rarely,Pass
37651,74,Cs,Rarely,58,Freshman,Rarely,Pass
37652,58,Cs,Rarely,93,Senior,Always,Pass
37653,54,Cs,Rarely,11,Senior,Rarely,Fail
37654,42,Cs,Always,45,Junior,Always,Pass
37655,9,Cs,Rarely,71,Sophomore,Always,Pass
37656,66,Communication,Rarely,45,Senior,Rarely,Pass
37657,31,Communication,Rarely,76,Senior,Always,Pass
37658,37,Communication,Always,45,Senior,Always,Pass
37659,6,Stat,Always,22,Freshman,Rarely,Pass
37660,47,Cs,Rarely,26,Junior,Rarely,Fail
37661,91,Communication,Rarely,3,Senior,Rarely,Fail
37662,1,Cs,Always,21,Junior,Rarely,Fail
37663,61,Polsci,Rarely,81,Sophomore,Rarely,Fail
37664,78,Stat,Rarely,25,Senior,Rarely,Fail
37665,75,Polsci,Rarely,52,Sophomore,Rarely,Pass
37666,12,Polsci,Always,59,Junior,Always,Pass
37667,10,Stat,Always,15,Freshman,Rarely,Pass
37668,82,Stat,Always,20,Junior,Rarely,Fail
37669,50,Communication,Always,82,Senior,Always,Pass
37670,100,Stat,Rarely,5,Freshman,Always,Pass
37671,26,Stat,Always,88,Freshman,Always,Pass
37672,10,Stat,Always,84,Junior,Rarely,Pass
37673,68,Cs,Always,89,Junior,Always,Pass
37674,37,Polsci,Rarely,64,Sophomore,Always,Pass
37675,99,Cs,Always,40,Junior,Always,Fail
37676,94,Polsci,Always,82,Senior,Always,Pass
37677,20,Stat,Rarely,35,Senior,Always,Pass
37678,99,Communication,Always,98,Sophomore,Rarely,Pass
37679,72,Polsci,Rarely,10,Sophomore,Always,Fail
37680,61,Communication,Rarely,76,Senior,Rarely,Fail
37681,28,Polsci,Rarely,57,Junior,Rarely,Pass
37682,7,Communication,Always,81,Sophomore,Always,Pass
37683,78,Cs,Rarely,2,Senior,Rarely,Fail
37684,40,Stat,Rarely,94,Senior,Rarely,Pass
37685,47,Polsci,Always,33,Sophomore,Rarely,Pass
37686,87,Stat,Rarely,67,Senior,Always,Pass
37687,57,Communication,Rarely,94,Senior,Rarely,Fail
37688,43,Polsci,Always,46,Senior,Always,Pass
37689,2,Cs,Always,23,Sophomore,Rarely,Fail
37690,21,Cs,Always,54,Senior,Rarely,Fail
37691,11,Communication,Always,87,Junior,Rarely,Fail
37692,62,Communication,Rarely,68,Senior,Always,Pass
37693,84,Polsci,Always,54,Sophomore,Rarely,Pass
37694,1,Communication,Rarely,19,Sophomore,Always,Fail
37695,0,Polsci,Rarely,35,Senior,Always,Fail
37696,20,Stat,Always,53,Freshman,Rarely,Pass
37697,67,Communication,Always,71,Sophomore,Always,Pass
37698,84,Polsci,Rarely,22,Senior,Rarely,Fail
37699,5,Communication,Rarely,85,Senior,Rarely,Fail
37700,29,Communication,Always,74,Freshman,Rarely,Fail
37701,80,Stat,Rarely,16,Freshman,Always,Pass
37702,75,Cs,Rarely,94,Freshman,Always,Pass
37703,8,Communication,Always,53,Freshman,Rarely,Pass
37704,70,Communication,Always,24,Sophomore,Rarely,Fail
37705,95,Cs,Always,53,Freshman,Rarely,Pass
37706,42,Polsci,Rarely,29,Senior,Always,Fail
37707,56,Communication,Always,61,Junior,Always,Pass
37708,31,Communication,Rarely,18,Freshman,Always,Fail
37709,67,Communication,Rarely,75,Freshman,Rarely,Pass
37710,0,Communication,Always,86,Sophomore,Rarely,Pass
37711,43,Polsci,Rarely,28,Freshman,Always,Fail
37712,76,Cs,Rarely,13,Senior,Rarely,Fail
37713,37,Cs,Always,46,Senior,Rarely,Fail
37714,65,Polsci,Always,13,Sophomore,Always,Pass
37715,60,Cs,Always,58,Senior,Always,Fail
37716,49,Cs,Always,22,Senior,Always,Fail
37717,82,Polsci,Always,36,Sophomore,Always,Pass
37718,65,Cs,Rarely,28,Junior,Rarely,Fail
37719,93,Polsci,Rarely,100,Freshman,Rarely,Pass
37720,3,Polsci,Always,88,Freshman,Always,Pass
37721,94,Polsci,Always,30,Junior,Rarely,Pass
37722,10,Stat,Always,31,Junior,Rarely,Pass
37723,49,Communication,Always,15,Junior,Always,Fail
37724,81,Polsci,Rarely,69,Junior,Rarely,Pass
37725,27,Cs,Rarely,11,Junior,Rarely,Fail
37726,20,Stat,Rarely,2,Junior,Rarely,Pass
37727,81,Polsci,Always,98,Freshman,Rarely,Pass
37728,94,Cs,Rarely,60,Junior,Rarely,Pass
37729,85,Polsci,Always,84,Junior,Always,Pass
37730,41,Polsci,Always,61,Sophomore,Rarely,Pass
37731,33,Polsci,Rarely,72,Sophomore,Rarely,Pass
37732,65,Polsci,Always,93,Junior,Rarely,Pass
37733,98,Cs,Rarely,26,Freshman,Always,Fail
37734,9,Stat,Always,5,Junior,Always,Pass
37735,66,Cs,Rarely,76,Sophomore,Always,Pass
37736,51,Stat,Rarely,61,Sophomore,Rarely,Pass
37737,43,Polsci,Rarely,83,Sophomore,Always,Pass
37738,45,Stat,Rarely,33,Senior,Always,Pass
37739,97,Stat,Always,0,Freshman,Rarely,Fail
37740,73,Polsci,Rarely,35,Senior,Rarely,Fail
37741,56,Communication,Rarely,25,Senior,Always,Fail
37742,96,Polsci,Always,57,Sophomore,Rarely,Pass
37743,41,Cs,Rarely,17,Sophomore,Rarely,Fail
37744,92,Polsci,Rarely,31,Junior,Always,Fail
37745,4,Communication,Always,72,Senior,Rarely,Pass
37746,28,Polsci,Always,38,Freshman,Always,Pass
37747,41,Communication,Rarely,18,Sophomore,Rarely,Fail
37748,84,Stat,Always,72,Junior,Rarely,Pass
37749,27,Stat,Rarely,98,Freshman,Rarely,Pass
37750,46,Polsci,Always,83,Senior,Rarely,Pass
37751,77,Stat,Always,100,Freshman,Rarely,Pass
37752,78,Stat,Rarely,23,Freshman,Always,Fail
37753,18,Polsci,Always,32,Senior,Rarely,Fail
37754,52,Polsci,Rarely,90,Sophomore,Rarely,Pass
37755,82,Cs,Always,84,Freshman,Rarely,Pass
37756,84,Polsci,Always,85,Senior,Always,Pass
37757,50,Polsci,Rarely,18,Junior,Always,Fail
37758,1,Polsci,Rarely,43,Freshman,Always,Fail
37759,22,Polsci,Rarely,72,Freshman,Rarely,Pass
37760,5,Cs,Rarely,25,Sophomore,Rarely,Fail
37761,70,Communication,Always,14,Freshman,Rarely,Fail
37762,50,Stat,Always,47,Senior,Rarely,Pass
37763,13,Stat,Always,30,Junior,Rarely,Pass
37764,10,Stat,Rarely,38,Freshman,Rarely,Fail
37765,43,Communication,Rarely,47,Senior,Always,Pass
37766,14,Cs,Rarely,42,Senior,Rarely,Fail
37767,86,Polsci,Always,27,Freshman,Rarely,Pass
37768,10,Cs,Always,75,Junior,Rarely,Pass
37769,77,Stat,Rarely,61,Junior,Rarely,Pass
37770,53,Stat,Rarely,24,Sophomore,Rarely,Fail
37771,27,Cs,Rarely,92,Freshman,Always,Pass
37772,82,Cs,Rarely,96,Senior,Rarely,Pass
37773,38,Polsci,Always,13,Sophomore,Rarely,Pass
37774,95,Communication,Rarely,14,Senior,Always,Fail
37775,60,Stat,Rarely,6,Freshman,Always,Fail
37776,68,Stat,Always,52,Freshman,Rarely,Fail
37777,39,Communication,Always,83,Freshman,Rarely,Pass
37778,70,Cs,Rarely,96,Senior,Rarely,Pass
37779,75,Cs,Always,78,Junior,Rarely,Pass
37780,1,Cs,Always,43,Senior,Rarely,Fail
37781,64,Cs,Rarely,96,Freshman,Rarely,Pass
37782,61,Communication,Rarely,80,Freshman,Always,Pass
37783,18,Cs,Rarely,81,Senior,Always,Pass
37784,49,Stat,Always,81,Junior,Rarely,Pass
37785,66,Stat,Rarely,33,Sophomore,Always,Fail
37786,40,Cs,Always,4,Junior,Always,Fail
37787,3,Communication,Always,85,Sophomore,Always,Pass
37788,61,Polsci,Always,71,Senior,Rarely,Pass
37789,73,Cs,Rarely,78,Freshman,Rarely,Pass
37790,90,Cs,Always,57,Senior,Rarely,Fail
37791,74,Stat,Always,88,Freshman,Rarely,Pass
37792,47,Polsci,Always,7,Junior,Rarely,Fail
37793,85,Communication,Rarely,91,Junior,Always,Pass
37794,22,Stat,Always,35,Senior,Rarely,Fail
37795,5,Stat,Always,96,Sophomore,Always,Pass
37796,84,Polsci,Always,78,Junior,Always,Pass
37797,48,Communication,Rarely,90,Sophomore,Rarely,Pass
37798,29,Stat,Rarely,51,Senior,Rarely,Pass
37799,29,Communication,Rarely,46,Sophomore,Always,Pass
37800,39,Cs,Rarely,8,Sophomore,Always,Fail
37801,45,Stat,Rarely,52,Junior,Rarely,Pass
37802,46,Cs,Always,78,Freshman,Rarely,Pass
37803,0,Polsci,Rarely,83,Junior,Always,Pass
37804,100,Stat,Always,59,Junior,Always,Pass
37805,80,Polsci,Always,55,Sophomore,Rarely,Pass
37806,82,Stat,Rarely,9,Freshman,Always,Fail
37807,1,Stat,Always,29,Sophomore,Rarely,Pass
37808,52,Polsci,Rarely,52,Senior,Always,Fail
37809,33,Polsci,Rarely,88,Junior,Always,Pass
37810,43,Stat,Always,45,Junior,Rarely,Fail
37811,78,Stat,Always,55,Freshman,Rarely,Pass
37812,72,Polsci,Rarely,4,Freshman,Always,Fail
37813,72,Stat,Always,47,Senior,Always,Fail
37814,29,Stat,Rarely,3,Sophomore,Rarely,Fail
37815,75,Polsci,Always,75,Junior,Rarely,Pass
37816,42,Stat,Always,74,Freshman,Always,Pass
37817,98,Stat,Always,20,Junior,Rarely,Fail
37818,31,Communication,Rarely,41,Freshman,Always,Pass
37819,70,Communication,Always,48,Senior,Always,Pass
37820,40,Communication,Always,13,Sophomore,Always,Fail
37821,70,Stat,Rarely,35,Senior,Always,Fail
37822,100,Stat,Always,90,Freshman,Rarely,Pass
37823,58,Polsci,Always,35,Sophomore,Always,Pass
37824,22,Cs,Always,45,Junior,Rarely,Fail
37825,26,Stat,Always,64,Sophomore,Rarely,Pass
37826,60,Polsci,Always,16,Junior,Rarely,Pass
37827,41,Cs,Rarely,1,Freshman,Rarely,Fail
37828,40,Cs,Rarely,62,Junior,Always,Fail
37829,42,Polsci,Always,97,Senior,Always,Pass
37830,92,Stat,Rarely,6,Sophomore,Always,Pass
