country,content,imdb_score,Gross,Budget,genre
USA,R,6.76,Low,Low,History
USA,R,7.32,Low,Low,History
USA,R,6.5,Low,Low,Action
USA,R,8.05,Low,Low,Action
USA,R,8.98,Low,Low,History
USA,R,9.09,Low,Low,History
USA,R,7.97,Low,Low,History
USA,R,7.04,Low,Low,Drama
USA,R,8.07,Low,Low,History
UK,PG,7.91,Low,Low,History
UK,PG,7.17,Low,Low,Action
UK,PG,7,Low,Low,Action
UK,PG,7.95,Low,Low,History
UK,R,7.71,Low,Low,History
USA,PG-13,4.71,Low,Low,History
USA,PG-13,3.87,Low,Low,Sci-Fi
USA,PG-13,4.81,Low,Low,History
USA,PG-13,4.76,Low,Low,History
USA,PG,6.76,Low,Low,History
USA,PG,6.63,Low,Low,History
USA,PG,6.66,Low,Low,History
France,R,7.64,Low,Low,History
USA,R,7.67,Low,Low,History
USA,R,6.76,Low,Low,Drama
China,PG-13,7.17,Low,Low,History
China,PG-13,7.16,Low,Low,History
USA,R,7.26,Low,Low,History
USA,R,6.35,Low,Low,Drama
UK,PG-13,6.22,Low,Low,Drama
UK,PG-13,7.26,Low,Low,History
UK,PG-13,6.36,Low,Low,Action
USA,PG,8.39,Low,Low,History
USA,R,5.7,Low,Low,History
USA,R,8.18,Low,Low,History
USA,R,7.33,Low,Low,Action
USA,R,8.19,Low,Low,History
USA,R,5.92,Low,Low,Action
USA,R,6.86,Low,Low,History
USA,R,6.88,Low,Low,History
USA,R,5.9,Low,Low,Drama
USA,R,6.84,Low,Low,History
USA,R,5.92,Low,Low,Action
USA,R,6.48,Low,Medium,Action
USA,R,6.37,Low,Medium,Comedy
USA,R,6.38,Low,Medium,Action
Canada,PG,8.14,Low,Low,History
Canada,PG,8.12,Low,Low,History
USA,R,5.45,Low,Low,Action
USA,R,6.32,Low,Low,History
Canada,R,8.3,Low,Low,History
Canada,R,7.35,Low,Low,Action
Canada,R,7.36,Low,Low,Drama
Canada,R,7.39,Low,Low,Drama
France,R,8.34,Low,Low,History
France,R,8.26,Low,Low,History
USA,PG-13,5.96,Low,Low,Comedy
USA,PG-13,6.77,Low,Low,History
USA,R,6.28,Medium,Medium,Drama
USA,R,6.22,Medium,Medium,Action
USA,R,6.13,Medium,Medium,Action
Netherlands,R,8.11,Low,Low,History
Netherlands,R,8.01,Low,Low,History
Netherlands,R,8,Low,Low,History
USA,R,6.6,Low,Low,Action
USA,R,7.58,Low,Low,History
USA,R,6.66,Low,Low,Action
USA,PG-13,5.58,Low,Low,Action
USA,PG-13,6.48,Low,Low,History
Thailand,R,6.45,Medium,High,Family
Thailand,R,7.23,Medium,High,Action
Thailand,R,6.41,Medium,High,Family
Thailand,R,7.1,Medium,High,Action
UK,R,7.45,Low,Low,History
UK,PG-13,7.61,Medium,Low,History
UK,PG-13,7.75,Medium,Low,History
UK,PG-13,6.79,Medium,Low,Drama
UK,PG-13,7.61,Medium,Low,History
USA,PG-13,7.07,Low,Low,Drama
USA,PG-13,7.93,Low,Low,History
USA,PG-13,3.1,Low,Low,History
USA,PG-13,3.04,Low,Low,History
Spain,R,6.68,Low,Low,Drama
USA,PG,3.55,Low,Low,Comedy
USA,PG,9.27,High,Low,History
USA,PG,9.21,High,Low,History
USA,PG,8.35,High,Low,Action
UK,PG,8.11,High,Low,History
UK,PG,8.11,High,Low,History
UK,PG,8.26,High,Low,History
USA,PG-13,5.78,Medium,Low,Drama
USA,PG-13,6.56,Medium,Low,History
USA,PG-13,6.59,Medium,Low,History
Australia,PG-13,7.7,Medium,Low,Comedy
Australia,PG-13,8.76,Medium,Low,History
Australia,PG-13,8.62,Medium,Low,History
Australia,PG-13,7.88,Medium,Low,Drama
USA,R,6.65,Medium,Low,Drama
USA,R,7.54,Medium,Low,History
USA,R,7.58,Medium,Low,History
USA,R,7.68,Low,Low,Drama
USA,R,7.73,Low,Low,Action
USA,R,8.36,Low,Low,History
USA,R,8.44,Low,Low,History
UK,R,8.18,Low,Low,History
UK,R,7.23,Low,Low,Drama
UK,R,8.15,Low,Low,History
USA,R,4.38,Low,Low,History
USA,R,4.42,Low,Low,History
France,PG-13,8.99,Low,Low,History
France,PG-13,7.96,Low,Low,Comedy
Canada,R,7.8,Low,Low,History
Canada,R,7.74,Low,Low,History
USA,R,6.77,Low,Low,Action
USA,R,6.71,Low,Low,Action
USA,R,7.58,Low,Low,History
USA,R,6.7,Low,Low,Drama
USA,R,8.93,Medium,Low,History
USA,R,4.96,Low,Low,Action
USA,R,5.98,Low,Low,History
USA,R,5.93,Low,Low,History
USA,R,5.02,Low,Low,Drama
USA,R,5.05,Low,Low,Action
USA,R,6.24,Low,Low,History
USA,R,5.36,Low,Low,Action
USA,R,6.38,Low,Low,History
USA,R,6.31,Low,Low,History
USA,R,5.99,Low,Low,History
USA,R,5.09,Low,Low,Drama
UK,R,8.63,Low,Low,History
UK,R,8.75,Low,Low,History
Norway,R,7.74,Low,Medium,Action
Norway,R,7.61,Low,Medium,Action
Norway,R,7.79,Low,Medium,Comedy
Canada,PG-13,8.65,Low,Low,History
Canada,PG-13,8.68,Low,Low,History
Canada,PG-13,8.66,Low,Low,History
Norway,PG-13,5.63,Low,Low,Drama
Norway,PG-13,6.65,Low,Low,History
USA,PG,8.37,Low,Low,History
USA,PG,7.49,Low,Low,Sci-Fi
USA,PG,7.4,Low,Low,Drama
India,R,6.3,Low,Low,Action
India,R,6.35,Low,Low,Action
India,R,7.19,Low,Low,History
India,R,7.22,Low,Low,History
USA,PG-13,6.76,High,Low,Sci-Fi
USA,PG-13,6.69,High,Low,Drama
USA,PG-13,6.69,High,Low,Action
USA,R,6.78,High,Low,Drama
USA,R,6.75,High,Low,Drama
USA,PG-13,7.42,High,Medium,Drama
USA,PG-13,7.31,High,Medium,Comedy
USA,PG-13,7.47,High,Medium,Drama
USA,PG-13,7.34,High,Medium,Action
USA,PG-13,7.33,High,Medium,Comedy
USA,R,7.69,High,Low,History
USA,R,7.68,High,Low,History
USA,PG-13,7,Medium,Low,Drama
USA,R,5.92,High,Low,Drama
USA,PG-13,4.41,Medium,Low,Sci-Fi
USA,PG-13,4.4,Medium,Low,Drama
USA,R,7.29,Medium,Low,Drama
USA,R,7.12,Medium,Low,Action
Mexico,PG-13,8.65,Medium,Low,History
Mexico,PG-13,8.56,Medium,Low,History
USA,R,4.78,Medium,Low,Drama
UK,G,7.28,Low,Low,Drama
UK,G,7.26,Low,Low,Action
UK,G,8.04,Low,Low,History
USA,R,4.9,Medium,Low,Sci-Fi
USA,R,5.94,Medium,Low,History
USA,R,5.09,Medium,Low,Drama
USA,R,5.03,Medium,Low,Action
USA,R,8.25,Medium,Low,History
USA,R,7.5,Medium,Low,Action
USA,R,7.35,Medium,Low,Action
USA,R,8.26,Medium,Low,History
USA,R,5.05,Medium,Low,Drama
USA,R,5.01,Medium,Low,Sci-Fi
USA,R,5.14,Medium,Low,Action
USA,PG,9.16,Low,Low,History
USA,PG,9.18,Low,Low,History
USA,R,9.04,Medium,Low,History
USA,R,9.08,Medium,Low,History
USA,PG-13,6.13,Medium,Low,History
USA,PG-13,5.36,Medium,Low,Drama
USA,PG-13,5.36,Medium,Low,Action
USA,R,8.62,Medium,Low,Action
USA,R,8.56,Medium,Low,Drama
USA,R,6.51,Medium,Low,Drama
USA,R,6.68,Medium,Low,Drama
USA,R,8.46,Medium,Low,History
UK,R,8.69,Medium,Low,History
UK,R,7.81,Medium,Low,Comedy
USA,PG-13,8.46,Medium,Low,History
USA,PG-13,8.31,Medium,Low,History
USA,R,6.18,Medium,Low,History
USA,R,6.12,Medium,Low,History
USA,R,5.17,Medium,Low,Comedy
USA,R,5.14,Medium,Low,Drama
Australia,PG,8.3,Low,Low,History
Australia,PG,7.5,Low,Low,Drama
Australia,PG,7.35,Low,Low,Action
Australia,PG,8.2,Low,Low,History
Australia,PG,8.35,Low,Low,History
USA,G,6,Medium,Low,History
USA,G,5.97,Medium,Low,History
USA,G,5.95,Medium,Low,History
USA,PG-13,8.19,Medium,Low,History
USA,R,7.74,Low,Low,History
USA,R,7.79,Low,Low,History
USA,R,7.31,Medium,Low,History
USA,R,7.33,Medium,Low,History
Canada,PG-13,8.16,Medium,Low,History
Canada,PG-13,8.02,Medium,Low,History
Canada,PG-13,8.03,Medium,Low,History
USA,R,6.64,Medium,Low,History
USA,R,6.54,Medium,Low,History
USA,R,6.31,Medium,Low,Drama
USA,R,6.27,Medium,Low,Action
USA,R,7.28,Medium,Low,History
USA,R,6.14,Medium,Low,Drama
USA,R,6.26,Medium,Low,Action
USA,R,6.28,Medium,Low,Drama
USA,R,5.22,Medium,Low,Action
USA,R,6.22,Medium,Low,History
USA,R,8.37,Medium,Low,History
USA,PG-13,8.45,Medium,Low,History
USA,R,7.46,Low,Low,History
USA,R,6.45,Low,Low,Action
USA,R,6.46,Low,Low,Action
USA,R,5.58,Medium,Low,History
USA,R,4.61,Medium,Low,Drama
USA,PG,6.64,High,Low,Drama
USA,PG,7.52,High,Low,History
USA,PG,7.51,High,Low,History
USA,R,5.42,Medium,Low,Action
USA,R,6.3,Medium,Low,History
USA,R,4.98,Medium,Low,Drama
USA,R,5.06,Medium,Low,Action
Mexico,R,8.65,Medium,Low,History
Mexico,R,7.89,Medium,Low,Drama
Mexico,R,8.67,Medium,Low,History
Mexico,R,8.78,Medium,Low,History
UK,R,8.9,Medium,Low,History
UK,R,8.16,Medium,Low,Drama
USA,PG-13,3.91,Medium,Low,Action
USA,PG-13,4.75,Medium,Low,History
USA,PG-13,3.9,Medium,Low,Drama
USA,R,8.62,Medium,Low,History
USA,R,7.61,Medium,Low,Drama
USA,R,6.04,Medium,Low,Drama
USA,R,5.91,Medium,Low,Action
USA,R,6.33,Medium,Low,Drama
USA,R,6.39,Medium,Low,Drama
USA,R,8.13,Medium,Low,History
USA,R,8.26,Medium,Low,History
USA,PG,6.41,Medium,Low,Action
USA,PG,7.39,Medium,Low,History
USA,PG,6.48,Medium,Low,Action
USA,PG,6.31,Medium,Low,Action
USA,PG,7.22,Medium,Low,History
USA,PG-13,6.14,Medium,Low,History
USA,PG-13,5.27,Medium,Low,Drama
USA,PG-13,5.25,Medium,Low,Drama
USA,PG-13,5.34,Medium,Low,Action
USA,R,7.91,Medium,Low,History
USA,R,7.91,Medium,Low,History
USA,R,7.72,Medium,Low,History
USA,R,6.89,Medium,Low,Action
USA,PG,7.1,Low,Low,History
USA,PG,7.11,Low,Low,History
USA,PG,6.3,Low,Low,Sci-Fi
USA,R,4.46,Medium,Low,History
USA,PG-13,6.1,Medium,Low,Drama
USA,PG-13,7.11,Medium,Low,History
USA,R,4.53,Low,Low,Drama
USA,R,5.47,Low,Low,History
USA,PG,6.94,Low,Low,History
USA,PG,6.92,Low,Low,History
USA,PG,6.81,Low,Low,History
USA,PG,6.9,Low,Low,History
USA,PG,6.94,Low,Low,History
USA,PG-13,7.82,Low,Low,History
USA,PG-13,7.83,Low,Low,History
Canada,R,7.72,Low,Low,Drama
Canada,R,8.66,Low,Low,History
Canada,R,7.85,Low,Low,Action
Canada,R,8.67,Low,Low,History
Canada,R,7.82,Low,Low,Drama
USA,PG,7.65,Low,Low,History
USA,PG,6.75,Low,Low,Drama
USA,PG,7.64,Low,Low,History
USA,R,5.46,Low,Low,Action
USA,R,5.41,Low,Low,Drama
UK,PG,7.2,Low,Low,History
UK,PG,7.33,Low,Low,History
UK,PG,7.26,Low,Low,History
USA,PG-13,8.08,Low,Low,History
USA,PG-13,7.92,Low,Low,History
USA,R,7.98,Low,Low,History
USA,R,7.66,Low,Low,History
USA,R,7.51,Low,Low,History
Italy,PG-13,8.76,Low,Low,Action
USA,R,6.58,Low,Low,Action
USA,R,7.49,Low,Low,History
USA,R,6.46,Low,Low,Action
USA,R,7.34,Low,Low,History
UK,R,8.88,Low,Low,History
UK,R,8.92,Low,Low,History
UK,R,8.06,Low,Low,Drama
USA,PG-13,6.42,Low,Low,History
Canada,R,8.8,Low,Low,History
France,PG-13,8.19,Low,Low,History
USA,PG-13,7.84,Low,Low,History
USA,PG-13,7.83,Low,Low,History
USA,R,7.26,Low,Low,History
USA,R,6.38,Low,Low,Comedy
USA,R,7.1,Low,Low,History
New Zealand,R,7.52,Low,Low,Action
New Zealand,R,8.5,Low,Low,History
New Zealand,R,7.4,Low,Low,Drama
New Zealand,R,7.49,Low,Low,Action
New Zealand,R,8.32,Low,Low,History
USA,PG-13,5.66,Low,Low,History
USA,R,7.39,Low,Low,History
USA,R,7.4,Low,Low,History
USA,R,7.02,Low,Low,Action
USA,R,8.05,Low,Low,History
USA,R,8.09,Low,Low,History
USA,R,7.11,Low,Low,Drama
USA,R,7.08,Low,Low,Action
Spain,R,7.87,Low,Low,Action
Spain,R,8.61,Low,Low,History
USA,R,6.89,Low,Low,Action
USA,R,7.73,Low,Low,History
USA,R,8.04,Low,Low,History
USA,R,7.13,Low,Low,Drama
USA,R,7.11,Low,Low,Action
USA,R,7.07,Low,Low,Action
USA,R,7.92,Low,Low,History
USA,PG-13,8.08,Low,Low,History
USA,R,7.3,Low,Low,History
USA,R,7.29,Low,Low,History
USA,R,6.33,Low,Low,Action
USA,R,6.49,Low,Low,Action
USA,R,7.14,Low,Low,Comedy
USA,R,7.29,Low,Low,Action
USA,R,7.27,Low,Low,Drama
USA,R,7.28,Low,Low,Action
USA,R,6.52,Low,Low,History
USA,R,5.78,Low,Low,Drama
USA,R,6.64,Low,Low,History
USA,PG-13,5.38,Low,Low,History
USA,PG-13,4.54,Low,Low,Drama
USA,PG-13,5.36,Low,Low,History
USA,R,8.08,Low,Low,History
USA,R,8.01,Low,Low,History
USA,R,7.22,Low,Low,Action
USA,R,6.14,Low,Low,Action
USA,R,7.04,Low,Low,History
USA,R,6.18,Low,Low,Action
USA,R,8.59,Low,Low,History
USA,R,8.58,Low,Low,History
USA,R,7.68,Low,Low,Action
Canada,R,8.24,Low,Low,History
Canada,R,7.77,Low,Low,Drama
Canada,R,8.56,Low,Low,History
USA,PG,7.43,Low,Low,Drama
USA,PG,8.32,Low,Low,History
USA,R,7.14,Low,Low,History
Canada,R,4.61,Low,Low,Drama
Canada,R,5.69,Low,Low,History
Canada,R,5.6,Low,Low,History
USA,PG-13,6.4,High,Low,Drama
USA,PG-13,6.35,High,Low,Action
USA,R,6.37,Low,Low,Action
USA,R,7.27,Low,Low,History
USA,R,6.3,Low,Low,Action
Germany,R,3.49,Low,Low,Drama
Germany,R,3.48,Low,Low,Action
Germany,R,3.48,Low,Low,Drama
USA,R,4.26,Low,Low,Action
USA,R,5.27,Low,Low,History
USA,R,4.24,Low,Low,Drama
USA,R,7.19,Low,Low,History
USA,R,6.27,Low,Low,Sci-Fi
USA,R,7.06,Low,Low,History
USA,R,5.29,Low,Low,History
USA,R,5.16,Low,Low,History
USA,PG-13,5.4,Low,Low,History
USA,PG-13,4.5,Low,Low,Comedy
USA,PG-13,5.41,Low,Low,History
USA,R,8.49,Low,Low,History
USA,R,7.62,Low,Low,Comedy
USA,R,8.46,Low,Low,History
USA,PG,6.81,Low,Medium,Comedy
USA,PG,6.75,Low,Medium,Comedy
USA,PG,6.18,Low,Low,History
Bahamas,R,5.38,Low,Low,History
Bahamas,R,4.44,Low,Low,Action
UK,R,5.45,Low,Low,History
UK,R,4.43,Low,Low,Action
UK,R,5.32,Low,Low,History
UK,R,5.33,Low,Low,History
USA,PG,7.71,Low,Low,History
USA,PG,7.8,Low,Low,History
USA,PG,6.93,Low,Low,Action
USA,PG-13,4.89,Low,Low,Drama
USA,PG-13,5.73,Low,Low,History
USA,PG-13,4.9,Low,Low,Action
USA,PG-13,4.97,Low,Low,Sci-Fi
Czech Republic,R,7.53,Low,High,History
Czech Republic,R,6.77,Low,High,Family
Czech Republic,R,7.47,Low,High,Drama
Czech Republic,R,6.76,Low,High,Family
USA,R,9.01,Medium,Low,History
UK,R,6.59,Low,Low,Drama
UK,R,6.65,Low,Low,Action
USA,R,5.94,Medium,Low,Drama
UK,R,7.79,Low,Low,History
UK,R,7.81,Low,Low,History
USA,R,8.35,Low,Low,History
USA,R,7.6,Low,Low,Action
USA,R,6.85,Low,Low,Drama
USA,R,6.78,Low,Low,Drama
USA,R,6.71,Low,Low,Action
USA,R,6.75,Low,Low,Sci-Fi
UK,PG-13,7.71,Low,Low,History
UK,PG-13,7.85,Low,Low,History
USA,R,7.43,Low,Low,Action
USA,R,8.45,Low,Low,History
USA,R,7.45,Low,Low,Drama
USA,R,8.36,Low,Low,History
Denmark,R,6.65,Low,Low,History
Denmark,R,5.75,Low,Low,Action
USA,R,4.21,Low,Low,History
UK,PG-13,7.84,Low,Low,Drama
UK,PG-13,8.9,Low,Low,History
Canada,R,5.42,Low,Low,Action
France,R,8.3,Low,Low,History
France,R,8.25,Low,Low,History
France,R,7.34,Low,Low,Drama
USA,R,7.75,High,Low,History
USA,R,6.69,Low,Low,History
USA,R,5.9,Low,Low,Drama
USA,R,6.73,Low,Low,History
UK,R,8.17,Medium,Low,History
UK,R,8.05,Medium,Low,History
UK,R,7.25,Medium,Low,Drama
USA,R,7.8,Medium,Medium,Comedy
USA,R,7.53,Low,Low,Drama
USA,R,7.59,Low,Low,Action
USA,R,8.43,Low,Low,History
USA,R,7.42,Low,Low,Action
USA,R,9.43,Low,Low,History
Spain,PG-13,6.69,Low,High,Family
Spain,PG-13,7.3,Low,High,Comedy
UK,R,8.42,Low,Low,History
UK,R,8.45,Low,Low,History
UK,R,7.55,Low,Low,Action
UK,R,8.56,Low,Low,History
USA,PG,6.3,Medium,Low,History
USA,R,8.13,Low,Low,Action
USA,R,9.18,Low,Low,History
USA,R,9.05,Low,Low,History
Mexico,PG-13,6.91,Low,Low,History
Mexico,PG-13,6.94,Low,Low,History
Mexico,PG-13,6.03,Low,Low,Action
Netherlands,R,7.86,Low,Low,Drama
Netherlands,R,7.82,Low,Low,Action
Netherlands,R,8.72,Low,Low,History
USA,R,7.9,Low,Low,History
USA,R,6.97,Low,Low,Action
USA,R,7.84,Low,Low,History
USA,R,7.43,Low,Low,History
USA,R,7.49,Low,Low,History
South Korea,R,7.87,Low,High,Action
South Korea,R,7.11,Low,High,Family
UK,R,7.52,Low,Low,History
UK,R,7.58,Low,Low,History
UK,R,7.43,Low,Low,History
Hong Kong,R,7.45,Low,Medium,Action
Hong Kong,R,7.47,Low,Medium,Comedy
Hong Kong,R,7.45,Low,Medium,Action
Spain,R,7.69,Low,Low,History
Spain,R,6.67,Low,Low,Action
Spain,R,7.69,Low,Low,History
Sweden,R,8.07,Low,Low,Action
Sweden,R,8.94,Low,Low,History
USA,R,6,Low,Low,Drama
USA,R,6.83,Low,Low,History
USA,R,6,Low,Low,Action
USA,R,6.06,Low,Low,Drama
USA,R,9.74,High,Low,History
USA,PG,6.84,Low,Low,History
USA,PG,7.78,Low,Low,History
USA,PG,6.85,Low,Low,Drama
USA,R,6.88,Low,Low,History
USA,R,6.76,Low,Low,History
UK,R,7.05,Low,Low,History
UK,R,6.23,Low,Low,Action
UK,R,7.06,Low,Low,History
UK,R,7.49,Low,Low,Action
UK,R,7.39,Low,Low,Action
Sweden,R,7.68,Low,Low,History
Sweden,R,7.73,Low,Low,History
Sweden,R,6.84,Low,Low,Action
Sweden,R,6.77,Low,Low,Action
New Zealand,PG-13,8.62,Medium,Low,History
New Zealand,PG-13,8.5,Medium,Low,History
USA,PG,5.91,Medium,High,Sci-Fi
USA,PG,5.17,Medium,High,Family
USA,PG,5.29,Medium,High,Family
UK,PG-13,8.14,Low,Low,History
UK,PG-13,8.03,Low,Low,History
Russia,R,6.65,Low,Low,Sci-Fi
Russia,R,6.69,Low,Low,Action
UK,R,7.43,High,Low,Drama
UK,R,7.31,High,Low,Action
UK,R,7.38,High,Low,Action
UK,R,8.31,High,Low,History
Canada,R,7.24,High,Low,History
USA,R,5.01,Low,Low,Drama
USA,R,8.81,Medium,Low,History
USA,PG,8.2,Medium,Low,Drama
USA,PG,9.05,Medium,Low,History
UK,PG-13,5.55,High,High,Family
UK,PG-13,5.48,High,High,Family
UK,PG-13,5.43,High,High,Family
USA,R,7.29,Medium,Low,Drama
USA,R,8.08,Medium,Low,History
USA,PG-13,5.66,Low,Low,Drama
USA,PG-13,6.69,Low,Low,History
USA,R,7.7,Medium,Low,Drama
USA,R,8.59,Medium,Low,History
USA,R,7.44,Low,Low,Drama
USA,R,8.22,Low,Low,History
USA,R,8.26,Low,Low,History
USA,PG,8.37,Low,Low,History
USA,PG,8.31,Low,Low,History
USA,PG,7.37,Low,Low,Drama
USA,R,4.75,Medium,Low,Action
USA,R,4.63,Medium,Low,Drama
USA,R,8.01,Medium,Low,History
USA,R,8.01,Medium,Low,History
USA,R,7.31,Medium,Low,Action
USA,R,8.35,Medium,Low,History
USA,R,7.35,Medium,Low,Drama
France,PG-13,4,Medium,Low,Drama
France,PG-13,5.09,Medium,Low,History
France,PG-13,4.11,Medium,Low,Action
USA,R,8.9,Medium,Low,History
UK,PG-13,6.74,Medium,Low,Drama
UK,PG-13,7.62,Medium,Low,History
UK,PG-13,6.86,Medium,Low,Action
USA,PG-13,5.82,High,High,Action
USA,PG-13,5.16,High,High,Family
USA,PG-13,5.15,High,High,Family
USA,PG-13,5.2,High,High,Family
USA,R,5.57,Medium,Low,History
USA,R,4.98,Low,Low,History
USA,R,7.16,Low,Low,Action
USA,R,7.14,Low,Low,Drama
USA,R,7.96,Low,Low,History
USA,R,7.09,Low,Low,Sci-Fi
USA,R,6,Low,Low,Action
USA,R,6.06,Low,Low,Drama
USA,R,6.09,Low,Low,Action
USA,R,4.75,Low,Low,Action
USA,R,5.51,Low,Low,History
USA,R,4.87,Medium,Medium,Drama
USA,R,4.82,Medium,Medium,Action
USA,R,4.86,Medium,Medium,Drama
Spain,R,7.64,Low,Low,Drama
Spain,R,8.57,Low,Low,History
Spain,R,7.61,Low,Low,Action
USA,R,5.62,Medium,Low,History
USA,R,4.78,Medium,Low,Sci-Fi
USA,R,7.73,Low,Low,History
USA,R,6.8,Low,Low,Drama
USA,R,7.63,Low,Low,History
USA,R,7.09,Low,Low,History
USA,R,6.04,Low,Low,Action
USA,R,6.76,Low,Low,Sci-Fi
USA,R,7.66,Low,Low,History
USA,R,8.03,Low,Low,History
USA,R,7.29,Low,Low,Drama
USA,R,8.03,Low,Low,History
USA,R,3.72,Low,Low,History
USA,R,8.3,Low,Low,History
USA,R,8.67,Low,Low,History
USA,R,6.88,Low,Low,History
USA,R,6.54,Low,Low,Action
USA,R,6.58,Low,Low,Drama
USA,R,6.56,Low,Low,Action
USA,R,7.51,Low,Low,History
USA,R,7.69,Low,Low,History
USA,R,7.68,Low,Low,History
USA,R,6.35,Low,Low,Action
USA,R,6.31,Low,Low,Action
USA,R,7.23,Low,Low,History
USA,R,6.31,Low,Low,Drama
UK,PG,7.99,Low,Low,History
UK,PG,7.09,Low,Low,Sci-Fi
USA,PG-13,8.61,Low,Low,Comedy
USA,PG-13,9.51,Low,Low,History
USA,R,5.76,Low,Low,History
USA,R,4.99,Low,Low,Sci-Fi
USA,PG-13,6.69,Low,Low,Drama
USA,PG-13,7.51,Low,Low,History
USA,R,5.75,Low,Low,Action
USA,R,6.68,Low,Low,History
USA,R,7.01,Low,Low,Action
USA,R,8.03,Low,Low,History
USA,R,6.39,Low,Low,History
USA,R,7.92,Low,Low,History
UK,PG,6.61,Low,Low,Action
UK,PG,6.64,Low,Low,Drama
UK,PG,7.52,Low,Low,History
USA,R,6.04,Low,Low,Action
USA,R,6.89,Low,Low,History
USA,R,5.91,Low,Low,Drama
USA,R,6.09,Low,Low,Action
UK,R,7.24,Low,Low,History
Mexico,PG-13,8.7,Low,Low,History
USA,R,7.96,Low,Low,History
USA,R,7.18,Low,Low,Action
USA,R,7.13,Low,Low,Action
USA,R,6.4,Low,Medium,Comedy
UK,R,6.97,Low,Low,History
UK,R,6.05,Low,Low,Drama
Australia,R,6.23,Low,Medium,Comedy
Australia,R,6.36,Low,Medium,Drama
USA,R,5.05,Low,Low,Drama
USA,R,5.97,Low,Low,History
USA,R,5.96,Low,Low,History
Spain,R,8.79,Low,Low,History
Spain,R,8.62,Low,Low,History
USA,R,7.42,Low,Low,History
USA,R,7.42,Low,Low,History
USA,R,6.63,Low,Low,Drama
USA,R,6.81,Low,Low,History
USA,R,6.72,Low,Low,History
USA,R,6.99,Low,Low,History
USA,R,6.99,Low,Low,History
UK,R,6.44,Low,Low,Action
UK,R,6.38,Low,Low,Action
UK,R,7.24,Low,Low,History
UK,R,7.3,Low,Low,History
Canada,R,6.41,Low,Low,Sci-Fi
Canada,R,7.31,Low,Low,History
USA,PG,7.65,Low,Low,Comedy
USA,PG,8.56,Low,Low,History
USA,PG,8.58,Low,Low,History
USA,PG,8.69,Low,Low,History
Canada,R,5.22,Low,Low,Drama
Canada,R,5.37,Low,Low,Action
Canada,R,5.25,Low,Low,Drama
Canada,R,6.27,Low,Low,History
USA,R,4.73,Low,Low,Drama
Australia,R,6.75,Low,Low,Drama
Australia,R,6.71,Low,Low,Action
USA,R,4.39,Low,Low,Drama
South Africa,PG,5.61,Low,Low,History
South Africa,PG,5.64,Low,Low,History
South Africa,PG,4.79,Low,Low,Drama
South Africa,PG,5.63,Low,Low,History
USA,PG-13,5.4,Low,High,Family
USA,PG-13,5.49,Low,High,Family
USA,PG-13,5.41,Low,High,Family
USA,R,9.14,Low,Low,History
USA,R,8.14,Low,Low,Drama
USA,G,9.26,High,Low,History
USA,G,8.4,High,Low,Drama
USA,G,9.23,High,Low,History
USA,G,9.14,High,Low,History
UK,PG-13,7.03,Low,Low,History
UK,PG-13,7.02,Low,Low,History
USA,R,8.27,Low,Low,History
UK,R,8.3,Low,Low,History
UK,R,8.25,Low,Low,History
UK,R,7.45,Low,Low,Action
Brazil,R,8.46,Low,Low,History
Canada,R,7.9,Low,Low,History
Canada,R,6.98,Low,Low,Action
Canada,R,7.79,Low,Low,History
Iceland,R,7.94,Low,Low,History
UK,R,7.8,Low,Low,History
UK,R,7.96,Low,Low,History
UK,PG-13,6.99,High,Medium,Comedy
UK,PG-13,7.1,High,Medium,Action
UK,PG-13,6.96,High,Medium,Drama
UK,R,8.2,Medium,Low,History
UK,R,7.4,Medium,Low,Comedy
UK,R,8.17,Medium,Low,History
USA,PG,8.89,High,Low,History
USA,R,3.52,Low,Low,Action
USA,R,4.56,Low,Low,History
USA,R,8.38,Medium,Low,History
USA,R,8.31,Medium,Low,History
USA,R,8.52,Medium,Low,History
USA,R,7.52,Medium,Low,Action
USA,R,7.53,Medium,Low,Action
USA,R,6.95,Medium,Low,History
USA,R,6.09,Medium,Low,Drama
USA,R,6.08,Medium,Low,Action
USA,R,6.07,Medium,Low,Sci-Fi
USA,R,7.47,Low,Low,Action
USA,R,8.34,Low,Low,History
USA,R,8.2,Low,Low,History
USA,R,7.44,Low,Low,Drama
UK,R,7.5,Low,Low,Action
USA,R,6.81,Medium,Low,Drama
USA,R,6.88,Medium,Low,Drama
USA,R,4.82,Medium,Low,History
USA,R,7,Low,Low,History
USA,R,6.2,Low,Low,Drama
USA,R,7.01,Low,Low,History
USA,R,8.42,Low,Low,History
USA,R,8.43,Low,Low,History
Argentina,R,9.23,Medium,Low,History
Argentina,R,8.28,Medium,Low,Drama
Argentina,R,8.32,Medium,Low,Action
USA,R,4.81,Low,Low,Action
USA,R,4.8,Low,Low,Drama
USA,PG-13,5.21,Low,Low,Comedy
USA,PG-13,6.24,Low,Low,History
USA,PG-13,6.27,Low,Low,History
USA,PG-13,6.26,Low,Low,History
Mexico,R,7.78,Low,Low,History
Mexico,R,7.87,Low,Low,History
Norway,PG-13,7.11,Low,Medium,Sci-Fi
Norway,PG-13,7.12,Low,Medium,Comedy
Norway,PG-13,7.16,Low,Medium,Comedy
Norway,PG-13,7.14,Low,Medium,Drama
