Party,Music,Host,WasThere,WasNotThere,CaloriesDanc
Fun,Classical,Sonya,Qiong,Vladimir,470
Fun,HipHop,Katya,Ada,Manny,438
ItwasOK,Classical,Alex,Eva,Joe,9
Boring,Rock,Janek,Eva,Angela,408
ItwasOK,HipHop,Sonya,Qiong,Joe,169
Fun,Rock,Alex,Janusz,Vladimir,240
Boring,None,Janek,Qiong,Manny,491
Fun,HipHop,Janek,Qiong,Manny,307
Boring,Rock,Alex,Qiong,Angela,405
Fun,HipHop,Katya,Qiong,Manny,345
Fun,HipHop,Sonya,Eva,Joe,32
Boring,Techno,Sonya,Ada,Angela,195
Boring,Classical,Alex,Eva,Manny,256
ItwasOK,Classical,Xi,Janusz,Manny,207
Fun,HipHop,Janek,Ada,Joe,302
Fun,Classical,Sonya,Janusz,Vladimir,395
Fun,Rock,Katya,Eva,Vladimir,77
Boring,Techno,Alex,Janusz,Angela,447
Fun,HipHop,Janek,Ada,Angela,244
Fun,Techno,Katya,Ada,Manny,183
Boring,Rock,Xi,Ada,Joe,402
Fun,Techno,Katya,Janusz,Vladimir,468
ItwasOK,Rock,Katya,Janusz,Vladimir,350
Boring,Classical,Sonya,Janusz,Joe,95
Fun,None,Katya,Qiong,Vladimir,420
Boring,Classical,Katya,Eva,Angela,289
Boring,Techno,Janek,Janusz,Manny,374
ItwasOK,Classical,Katya,Janusz,Manny,414
Boring,None,Janek,Janusz,Joe,274
ItwasOK,None,Alex,Ada,Joe,7
Boring,Rock,Katya,Billy,Manny,215
Fun,HipHop,Janek,Eva,Manny,360
Fun,Rock,Sonya,Janusz,Vladimir,145
Fun,Techno,Sonya,Janusz,Manny,63
Fun,HipHop,Katya,Qiong,Manny,280
Fun,Rock,Sonya,Ada,Joe,199
Boring,Classical,Katya,Janusz,Joe,238
Boring,None,Xi,Ada,Joe,136
Fun,HipHop,Janek,Billy,Manny,298
Fun,HipHop,Janek,Janusz,Joe,332
Boring,Classical,Janek,Qiong,Manny,478
ItwasOK,Techno,Alex,Billy,Joe,144
Fun,HipHop,Alex,Janusz,Manny,435
Boring,Classical,Katya,Eva,Manny,90
ItwasOK,Rock,Sonya,Janusz,Manny,456
ItwasOK,Techno,Janek,Qiong,Manny,247
Fun,None,Xi,Qiong,Vladimir,215
Boring,Classical,Katya,Ada,Angela,126
Boring,HipHop,Xi,Qiong,Angela,199
ItwasOK,Techno,Janek,Billy,Joe,210
Boring,Classical,Xi,Janusz,Manny,369
Fun,HipHop,Xi,Ada,Vladimir,103
Fun,Rock,Katya,Billy,Manny,57
Fun,None,Katya,Billy,Vladimir,163
Fun,Classical,Janek,Ada,Joe,145
Boring,Classical,Xi,Qiong,Manny,21
Boring,Techno,Xi,Billy,Joe,214
Fun,HipHop,Sonya,Eva,Angela,411
ItwasOK,HipHop,Alex,Qiong,Manny,24
ItwasOK,Techno,Janek,Janusz,Manny,443
Fun,HipHop,Xi,Qiong,Vladimir,495
Boring,Techno,Katya,Qiong,Joe,225
Fun,HipHop,Katya,Qiong,Vladimir,441
Fun,None,Katya,Qiong,Vladimir,491
Fun,Techno,Janek,Janusz,Vladimir,95
ItwasOK,Techno,Katya,Eva,Joe,127
Boring,HipHop,Xi,Ada,Manny,275
ItwasOK,None,Sonya,Qiong,Joe,91
Fun,HipHop,Sonya,Billy,Joe,325
ItwasOK,Classical,Katya,Billy,Joe,13
Fun,HipHop,Janek,Ada,Joe,291
Fun,HipHop,Alex,Janusz,Manny,370
Boring,HipHop,Xi,Ada,Angela,150
Fun,Rock,Katya,Ada,Joe,102
Fun,HipHop,Xi,Billy,Angela,82
Boring,HipHop,Xi,Billy,Angela,61
Boring,Techno,Xi,Ada,Joe,500
Boring,Classical,Xi,Janusz,Angela,64
Boring,Classical,Janek,Qiong,Manny,334
ItwasOK,Classical,Alex,Ada,Joe,198
Boring,None,Xi,Eva,Angela,156
ItwasOK,HipHop,Sonya,Eva,Joe,183
ItwasOK,HipHop,Alex,Janusz,Manny,117
ItwasOK,Classical,Janek,Qiong,Manny,112
ItwasOK,None,Katya,Janusz,Joe,282
Fun,Rock,Janek,Ada,Manny,196
Boring,HipHop,Xi,Billy,Manny,127
Boring,None,Janek,Billy,Joe,351
Boring,Techno,Xi,Janusz,Manny,265
Boring,Classical,Katya,Qiong,Angela,225
Fun,None,Sonya,Eva,Vladimir,247
Boring,HipHop,Xi,Eva,Angela,193
Boring,Rock,Janek,Qiong,Joe,233
Boring,Rock,Xi,Billy,Angela,216
Boring,Classical,Sonya,Eva,Joe,214
ItwasOK,Rock,Katya,Qiong,Joe,387
Fun,None,Sonya,Eva,Angela,405
Fun,HipHop,Sonya,Ada,Vladimir,475
Boring,Techno,Sonya,Qiong,Angela,492
Boring,None,Xi,Eva,Angela,266
ItwasOK,None,Katya,Janusz,Manny,173
ItwasOK,Rock,Alex,Janusz,Joe,408
Fun,HipHop,Xi,Billy,Vladimir,388
Boring,Rock,Xi,Eva,Joe,379
Boring,Techno,Janek,Ada,Angela,267
Boring,Classical,Sonya,Ada,Angela,357
Fun,HipHop,Janek,Janusz,Angela,245
Boring,None,Katya,Ada,Angela,459
ItwasOK,HipHop,Katya,Janusz,Joe,42
Fun,Rock,Sonya,Ada,Vladimir,373
Boring,Rock,Katya,Billy,Manny,330
ItwasOK,Rock,Alex,Billy,Joe,399
Fun,Classical,Janek,Janusz,Joe,436
Boring,Techno,Sonya,Janusz,Angela,44
Fun,Classical,Katya,Eva,Manny,399
ItwasOK,Techno,Alex,Eva,Joe,227
Boring,Rock,Alex,Eva,Manny,409
ItwasOK,Techno,Sonya,Qiong,Manny,378
Fun,Classical,Xi,Janusz,Vladimir,497
Boring,Rock,Janek,Ada,Angela,107
Boring,HipHop,Janek,Eva,Vladimir,156
Boring,Rock,Janek,Qiong,Angela,438
Boring,Techno,Xi,Janusz,Joe,357
Fun,Classical,Katya,Eva,Vladimir,81
Fun,HipHop,Sonya,Janusz,Manny,259
Boring,Rock,Katya,Eva,Manny,271
Fun,Rock,Katya,Eva,Vladimir,95
Boring,HipHop,Xi,Billy,Manny,309
Boring,Classical,Janek,Qiong,Joe,356
Fun,Techno,Alex,Qiong,Vladimir,29
Fun,Rock,Janek,Ada,Joe,189
Boring,Classical,Janek,Janusz,Angela,474
Fun,None,Janek,Eva,Manny,359
ItwasOK,None,Katya,Qiong,Joe,289
Boring,Classical,Xi,Billy,Angela,348
Fun,None,Katya,Billy,Vladimir,315
ItwasOK,Rock,Janek,Billy,Joe,402
Fun,Classical,Katya,Qiong,Vladimir,153
ItwasOK,Techno,Katya,Eva,Manny,261
Boring,Classical,Xi,Qiong,Joe,240
Fun,None,Janek,Eva,Joe,91
Fun,Classical,Alex,Eva,Manny,338
ItwasOK,None,Alex,Janusz,Manny,203
Boring,Classical,Xi,Ada,Joe,73
Fun,HipHop,Alex,Janusz,Vladimir,292
Boring,Rock,Alex,Qiong,Angela,233
Boring,None,Sonya,Qiong,Manny,425
Boring,Classical,Sonya,Qiong,Angela,393
Fun,Classical,Janek,Qiong,Vladimir,352
Fun,HipHop,Xi,Ada,Vladimir,280
Fun,HipHop,Alex,Billy,Vladimir,329
Fun,Classical,Sonya,Ada,Vladimir,409
Fun,None,Xi,Eva,Vladimir,132
Boring,Techno,Sonya,Eva,Manny,164
Fun,None,Alex,Ada,Joe,328
Boring,HipHop,Xi,Billy,Joe,324
ItwasOK,Classical,Alex,Ada,Manny,70
Fun,Techno,Janek,Billy,Vladimir,9
Fun,HipHop,Alex,Ada,Vladimir,436
Fun,HipHop,Katya,Billy,Manny,211
Boring,None,Sonya,Janusz,Joe,87
Fun,None,Xi,Ada,Vladimir,229
Fun,Classical,Katya,Janusz,Vladimir,320
Fun,HipHop,Xi,Ada,Vladimir,162
Boring,Classical,Katya,Eva,Manny,344
Boring,Techno,Janek,Janusz,Joe,38
Fun,HipHop,Sonya,Eva,Angela,468
Fun,None,Alex,Billy,Joe,114
Boring,Classical,Alex,Qiong,Angela,394
Fun,Rock,Alex,Janusz,Vladimir,256
Fun,HipHop,Sonya,Ada,Angela,489
Boring,Rock,Xi,Qiong,Angela,158
Fun,Techno,Janek,Billy,Angela,27
Fun,Techno,Katya,Janusz,Vladimir,51
Fun,Rock,Janek,Billy,Joe,409
Fun,None,Janek,Qiong,Manny,217
Boring,HipHop,Xi,Eva,Angela,208
Boring,Rock,Alex,Eva,Manny,293
Fun,None,Janek,Janusz,Joe,257
Fun,Rock,Sonya,Billy,Manny,433
Boring,Classical,Alex,Janusz,Angela,272
Fun,HipHop,Janek,Janusz,Joe,319
Fun,Classical,Xi,Ada,Vladimir,33
Fun,Techno,Janek,Billy,Manny,247
Boring,None,Sonya,Qiong,Angela,266
Boring,Techno,Sonya,Billy,Manny,500
ItwasOK,None,Katya,Janusz,Manny,461
Fun,None,Katya,Janusz,Vladimir,322
Boring,Classical,Janek,Janusz,Angela,98
Fun,HipHop,Janek,Qiong,Vladimir,149
Fun,HipHop,Katya,Eva,Manny,17
Boring,Techno,Sonya,Billy,Angela,206
Boring,Techno,Janek,Billy,Angela,414
Boring,None,Sonya,Ada,Manny,409
Boring,Techno,Katya,Janusz,Angela,97
Fun,Techno,Katya,Janusz,Vladimir,481
Fun,Techno,Alex,Janusz,Manny,110
Boring,None,Xi,Qiong,Angela,311
Fun,Rock,Janek,Janusz,Joe,356
Fun,Techno,Janek,Billy,Vladimir,304
ItwasOK,None,Alex,Billy,Joe,417
ItwasOK,Classical,Katya,Billy,Joe,431
Boring,None,Xi,Billy,Joe,428
ItwasOK,Classical,Janek,Qiong,Joe,334
Boring,Techno,Xi,Janusz,Joe,72
Boring,Rock,Alex,Qiong,Angela,491
Boring,HipHop,Xi,Ada,Angela,108
ItwasOK,Rock,Sonya,Billy,Manny,313
ItwasOK,None,Sonya,Eva,Joe,160
ItwasOK,Classical,Alex,Ada,Manny,12
Boring,Classical,Sonya,Janusz,Angela,16
Fun,Techno,Janek,Billy,Joe,28
ItwasOK,HipHop,Janek,Ada,Joe,3
Boring,Techno,Sonya,Billy,Angela,15
Boring,Techno,Janek,Janusz,Angela,464
Boring,Rock,Alex,Billy,Angela,368
Boring,Rock,Alex,Janusz,Angela,450
Boring,Classical,Sonya,Janusz,Angela,102
Fun,Techno,Katya,Ada,Vladimir,385
ItwasOK,None,Sonya,Janusz,Manny,280
Fun,Classical,Alex,Eva,Vladimir,461
Fun,HipHop,Xi,Qiong,Vladimir,325
Fun,Rock,Sonya,Eva,Vladimir,332
Fun,Rock,Katya,Ada,Manny,443
Boring,Techno,Xi,Eva,Manny,445
Boring,Rock,Xi,Ada,Angela,405
Boring,Techno,Sonya,Billy,Angela,104
ItwasOK,Techno,Xi,Janusz,Vladimir,79
Boring,Classical,Alex,Qiong,Angela,43
ItwasOK,Rock,Alex,Janusz,Joe,54
Boring,HipHop,Alex,Billy,Angela,6
Fun,HipHop,Katya,Ada,Joe,197
Boring,HipHop,Sonya,Qiong,Manny,67
Boring,Techno,Xi,Janusz,Joe,55
Fun,Rock,Janek,Eva,Manny,228
Fun,Classical,Katya,Qiong,Vladimir,70
Boring,HipHop,Janek,Ada,Manny,10
Boring,None,Sonya,Ada,Angela,77
ItwasOK,Rock,Alex,Janusz,Manny,316
Boring,Techno,Alex,Janusz,Angela,414
ItwasOK,Techno,Alex,Billy,Joe,468
Boring,Classical,Xi,Janusz,Joe,293
Fun,HipHop,Janek,Ada,Angela,284
Fun,Rock,Janek,Eva,Vladimir,484
Boring,None,Janek,Janusz,Angela,183
ItwasOK,Classical,Alex,Ada,Joe,389
ItwasOK,Classical,Alex,Eva,Manny,32
ItwasOK,Classical,Katya,Billy,Manny,164
Fun,None,Katya,Eva,Manny,243
Boring,Rock,Sonya,Qiong,Manny,65
Boring,Techno,Xi,Qiong,Joe,374
Fun,Techno,Janek,Eva,Joe,116
Boring,HipHop,Katya,Ada,Joe,79
Boring,None,Janek,Eva,Angela,150
Fun,Techno,Janek,Janusz,Joe,208
Boring,Rock,Xi,Qiong,Manny,442
Fun,Classical,Janek,Qiong,Vladimir,457
Boring,HipHop,Xi,Janusz,Angela,216
ItwasOK,Rock,Alex,Ada,Joe,441
ItwasOK,Rock,Janek,Janusz,Joe,250
Fun,None,Sonya,Eva,Vladimir,438
Fun,HipHop,Sonya,Eva,Angela,389
Boring,None,Alex,Ada,Angela,485
Boring,Classical,Katya,Billy,Joe,296
Fun,HipHop,Sonya,Janusz,Vladimir,248
Fun,Techno,Xi,Billy,Vladimir,338
Boring,Classical,Xi,Billy,Joe,322
ItwasOK,Techno,Janek,Billy,Manny,72
Boring,Rock,Janek,Ada,Joe,72
Boring,Rock,Janek,Janusz,Joe,456
ItwasOK,Techno,Katya,Eva,Manny,341
Boring,Classical,Xi,Ada,Manny,54
Boring,Classical,Xi,Ada,Angela,276
ItwasOK,Classical,Katya,Billy,Manny,458
Boring,Classical,Janek,Qiong,Angela,265
Boring,Techno,Alex,Eva,Joe,82
Boring,Classical,Xi,Qiong,Joe,213
Fun,HipHop,Sonya,Billy,Angela,279
Fun,None,Xi,Janusz,Vladimir,396
Fun,Techno,Sonya,Qiong,Vladimir,232
Fun,Rock,Alex,Eva,Manny,500
Boring,Rock,Alex,Eva,Angela,437
Boring,None,Alex,Janusz,Angela,357
Boring,Techno,Alex,Ada,Angela,386
Fun,HipHop,Alex,Qiong,Vladimir,460
Fun,HipHop,Janek,Eva,Manny,284
Fun,HipHop,Alex,Ada,Joe,391
Boring,None,Sonya,Eva,Joe,60
Boring,HipHop,Xi,Billy,Angela,429
Boring,HipHop,Janek,Billy,Vladimir,89
Fun,Rock,Alex,Eva,Vladimir,129
Fun,Rock,Sonya,Qiong,Vladimir,159
Boring,HipHop,Janek,Janusz,Joe,144
ItwasOK,Techno,Alex,Billy,Joe,46
Fun,Classical,Katya,Janusz,Vladimir,381
Fun,HipHop,Sonya,Billy,Joe,421
Fun,Classical,Janek,Billy,Joe,425
Fun,HipHop,Sonya,Eva,Joe,363
Boring,Classical,Janek,Ada,Joe,103
Fun,None,Sonya,Eva,Vladimir,140
Boring,Classical,Janek,Janusz,Angela,15
Fun,HipHop,Sonya,Qiong,Manny,435
Fun,Classical,Xi,Eva,Vladimir,451
Boring,None,Sonya,Qiong,Angela,112
Fun,Techno,Janek,Ada,Vladimir,128
Fun,Techno,Katya,Ada,Manny,390
Boring,Techno,Janek,Qiong,Joe,360
Fun,None,Sonya,Ada,Vladimir,223
Fun,Classical,Xi,Eva,Vladimir,393
Boring,Rock,Sonya,Eva,Joe,240
Boring,HipHop,Xi,Janusz,Joe,37
Fun,HipHop,Sonya,Ada,Vladimir,406
Boring,Techno,Sonya,Billy,Manny,173
Fun,Techno,Xi,Eva,Vladimir,296
Boring,Classical,Katya,Eva,Angela,82
Fun,HipHop,Katya,Eva,Vladimir,359
Boring,Techno,Xi,Billy,Manny,283
Fun,Classical,Alex,Qiong,Manny,150
Fun,Techno,Katya,Eva,Vladimir,365
Boring,Classical,Xi,Billy,Manny,407
Boring,Techno,Katya,Qiong,Angela,91
Boring,HipHop,Janek,Billy,Angela,22
Boring,None,Janek,Eva,Manny,152
Boring,Techno,Sonya,Janusz,Angela,299
Boring,Techno,Alex,Eva,Joe,449
Boring,Rock,Xi,Janusz,Joe,476
Fun,None,Janek,Eva,Joe,89
ItwasOK,Classical,Janek,Eva,Joe,223
Boring,HipHop,Janek,Janusz,Angela,130
Boring,None,Alex,Qiong,Angela,379
Fun,Rock,Janek,Eva,Vladimir,118
Boring,Techno,Xi,Janusz,Joe,184
Fun,HipHop,Janek,Ada,Angela,262
ItwasOK,Classical,Alex,Ada,Joe,246
Boring,None,Sonya,Eva,Joe,135
Boring,HipHop,Xi,Billy,Angela,108
Fun,Rock,Katya,Ada,Manny,472
Fun,None,Alex,Ada,Manny,238
Boring,Techno,Katya,Qiong,Joe,165
Fun,None,Alex,Ada,Vladimir,97
ItwasOK,Classical,Sonya,Ada,Manny,162
Fun,Techno,Alex,Ada,Manny,193
Fun,Techno,Janek,Ada,Vladimir,358
ItwasOK,Techno,Alex,Janusz,Joe,388
Fun,None,Alex,Janusz,Vladimir,353
ItwasOK,None,Katya,Qiong,Joe,135
Fun,HipHop,Sonya,Ada,Angela,212
Boring,Classical,Xi,Eva,Angela,161
Fun,Techno,Katya,Billy,Vladimir,128
Boring,None,Xi,Eva,Joe,423
ItwasOK,Techno,Katya,Eva,Joe,274
ItwasOK,Techno,Alex,Janusz,Manny,152
Boring,Techno,Xi,Billy,Joe,422
Boring,Rock,Xi,Ada,Manny,373
Boring,HipHop,Xi,Ada,Joe,362
Boring,Classical,Katya,Qiong,Angela,263
ItwasOK,Rock,Alex,Janusz,Joe,228
Fun,HipHop,Alex,Billy,Vladimir,253
Boring,Classical,Janek,Janusz,Joe,469
Boring,Rock,Alex,Eva,Joe,269
Boring,Techno,Katya,Janusz,Angela,376
Boring,None,Xi,Billy,Joe,178
Boring,Techno,Xi,Eva,Manny,77
Boring,HipHop,Xi,Eva,Angela,108
Boring,None,Sonya,Billy,Angela,405
Fun,Rock,Katya,Janusz,Manny,398
Boring,HipHop,Xi,Janusz,Joe,154
Boring,Rock,Janek,Eva,Angela,174
ItwasOK,Rock,Katya,Ada,Joe,78
Fun,Rock,Janek,Eva,Vladimir,377
Fun,HipHop,Katya,Ada,Angela,322
Boring,HipHop,Xi,Billy,Joe,50
Boring,Classical,Sonya,Qiong,Angela,409
Fun,Rock,Katya,Eva,Vladimir,353
Boring,Classical,Xi,Ada,Joe,231
Boring,Techno,Janek,Ada,Angela,349
Fun,Classical,Xi,Eva,Vladimir,463
Fun,Rock,Katya,Qiong,Vladimir,451
Boring,Techno,Janek,Qiong,Angela,0
Fun,Techno,Janek,Janusz,Vladimir,435
Fun,Classical,Katya,Ada,Vladimir,267
Fun,Rock,Sonya,Janusz,Joe,460
Boring,Rock,Xi,Eva,Angela,346
ItwasOK,Techno,Alex,Billy,Joe,129
Fun,Classical,Alex,Eva,Manny,16
Fun,None,Janek,Eva,Vladimir,8
Boring,Techno,Alex,Billy,Manny,373
Boring,HipHop,Xi,Qiong,Manny,285
Fun,HipHop,Alex,Ada,Vladimir,311
Fun,Rock,Janek,Billy,Vladimir,215
Boring,Classical,Sonya,Billy,Angela,215
ItwasOK,Techno,Katya,Eva,Joe,85
Fun,Rock,Katya,Ada,Joe,318
ItwasOK,Techno,Sonya,Qiong,Manny,303
Fun,Techno,Janek,Billy,Vladimir,453
Boring,None,Sonya,Qiong,Manny,312
Boring,Techno,Sonya,Ada,Manny,162
Boring,Techno,Alex,Janusz,Angela,39
Fun,None,Janek,Eva,Joe,198
Boring,HipHop,Katya,Billy,Joe,192
Boring,Techno,Sonya,Qiong,Angela,376
Fun,HipHop,Sonya,Eva,Vladimir,31
Boring,Classical,Katya,Eva,Angela,43
Boring,Techno,Alex,Eva,Angela,385
Fun,Classical,Sonya,Eva,Joe,173
Boring,Techno,Sonya,Ada,Angela,161
Boring,Techno,Alex,Qiong,Angela,49
Boring,HipHop,Alex,Janusz,Joe,20
Boring,Rock,Sonya,Qiong,Manny,453
Fun,Classical,Alex,Billy,Joe,45
Boring,None,Sonya,Ada,Angela,154
Fun,HipHop,Alex,Qiong,Manny,468
Boring,HipHop,Xi,Janusz,Angela,464
Fun,None,Alex,Qiong,Manny,186
Fun,Rock,Katya,Qiong,Manny,392
Boring,Rock,Alex,Eva,Angela,317
Boring,Techno,Alex,Janusz,Angela,210
Fun,None,Katya,Billy,Vladimir,48
ItwasOK,Techno,Katya,Eva,Manny,408
Fun,Classical,Alex,Billy,Manny,63
ItwasOK,Rock,Janek,Billy,Joe,402
Boring,Classical,Sonya,Eva,Angela,267
Boring,Classical,Katya,Ada,Manny,375
Fun,Rock,Alex,Qiong,Vladimir,339
ItwasOK,Rock,Alex,Janusz,Joe,226
Boring,Rock,Xi,Janusz,Joe,213
Fun,Techno,Sonya,Janusz,Vladimir,68
Fun,Rock,Janek,Janusz,Vladimir,173
ItwasOK,Rock,Alex,Billy,Joe,127
Boring,Classical,Janek,Ada,Angela,45
Fun,Techno,Sonya,Ada,Vladimir,364
Fun,Techno,Sonya,Billy,Manny,14
ItwasOK,Techno,Sonya,Qiong,Manny,258
Fun,None,Sonya,Qiong,Manny,448
Boring,Techno,Xi,Janusz,Manny,20
ItwasOK,Classical,Alex,Eva,Joe,136
Boring,Classical,Alex,Janusz,Vladimir,62
Boring,Classical,Xi,Eva,Joe,150
Boring,Classical,Katya,Qiong,Angela,179
Fun,Rock,Alex,Eva,Manny,359
Boring,None,Katya,Janusz,Angela,82
Boring,Classical,Alex,Qiong,Angela,32
Boring,HipHop,Janek,Ada,Angela,121
Fun,Techno,Janek,Billy,Vladimir,387
Boring,None,Alex,Ada,Angela,6
Boring,HipHop,Katya,Janusz,Angela,134
Boring,Rock,Katya,Qiong,Manny,460
Fun,HipHop,Janek,Billy,Joe,439
Fun,Rock,Katya,Eva,Vladimir,5
Boring,Techno,Xi,Eva,Vladimir,384
Fun,Classical,Xi,Eva,Vladimir,446
ItwasOK,HipHop,Alex,Eva,Manny,137
Boring,HipHop,Xi,Janusz,Joe,307
Fun,None,Katya,Qiong,Joe,313
Fun,None,Xi,Qiong,Vladimir,94
Boring,HipHop,Katya,Billy,Angela,100
Boring,Rock,Katya,Eva,Angela,123
Boring,Classical,Alex,Qiong,Angela,486
Boring,Rock,Xi,Ada,Angela,336
Boring,HipHop,Janek,Ada,Angela,271
Fun,HipHop,Janek,Qiong,Manny,343
Boring,None,Janek,Janusz,Manny,273
Fun,Classical,Katya,Qiong,Joe,173
Boring,None,Alex,Billy,Joe,418
Boring,Rock,Janek,Ada,Angela,149
Fun,HipHop,Alex,Janusz,Manny,253
Fun,None,Alex,Eva,Joe,489
Boring,Classical,Xi,Qiong,Manny,52
Boring,Techno,Alex,Qiong,Joe,27
ItwasOK,Classical,Janek,Billy,Vladimir,275
Fun,None,Katya,Janusz,Vladimir,303
Boring,HipHop,Alex,Ada,Angela,158
Fun,None,Katya,Billy,Vladimir,402
Boring,Techno,Xi,Qiong,Joe,359
Boring,Rock,Sonya,Billy,Angela,216
ItwasOK,HipHop,Katya,Ada,Joe,69
Fun,None,Janek,Janusz,Vladimir,147
Fun,HipHop,Sonya,Billy,Joe,151
Boring,HipHop,Janek,Qiong,Angela,57
Boring,Classical,Katya,Janusz,Manny,406
Boring,None,Xi,Ada,Angela,71
Fun,Classical,Sonya,Billy,Manny,301
Fun,Techno,Alex,Janusz,Manny,497
Boring,Rock,Katya,Qiong,Manny,132
Fun,HipHop,Xi,Eva,Vladimir,425
ItwasOK,Rock,Sonya,Janusz,Manny,447
Fun,None,Sonya,Qiong,Joe,238
Fun,Techno,Janek,Janusz,Joe,421
Fun,HipHop,Sonya,Ada,Vladimir,164
Fun,Rock,Xi,Qiong,Vladimir,321
Boring,None,Alex,Billy,Joe,180
Fun,Classical,Xi,Qiong,Vladimir,135
Fun,Rock,Xi,Janusz,Vladimir,435
Boring,Techno,Janek,Ada,Angela,348
Fun,HipHop,Xi,Qiong,Vladimir,346
Boring,Classical,Janek,Billy,Angela,270
Boring,None,Katya,Ada,Joe,34
ItwasOK,HipHop,Sonya,Ada,Joe,146
Boring,Techno,Janek,Billy,Vladimir,84
Fun,Rock,Katya,Janusz,Vladimir,450
Boring,None,Xi,Ada,Joe,272
ItwasOK,Techno,Katya,Janusz,Manny,94
Fun,None,Janek,Billy,Vladimir,245
ItwasOK,HipHop,Xi,Qiong,Angela,54
Boring,Rock,Sonya,Ada,Manny,430
Fun,Classical,Sonya,Eva,Vladimir,268
Boring,HipHop,Xi,Janusz,Joe,230
Boring,Rock,Xi,Ada,Angela,220
Boring,Techno,Xi,Qiong,Joe,257
Fun,HipHop,Alex,Ada,Angela,391
Boring,Classical,Xi,Ada,Manny,408
Fun,Techno,Sonya,Ada,Vladimir,282
ItwasOK,Techno,Katya,Qiong,Joe,92
Fun,Rock,Katya,Eva,Vladimir,293
Fun,Rock,Sonya,Janusz,Joe,287
Boring,Classical,Alex,Eva,Angela,87
Boring,Rock,Sonya,Janusz,Joe,143
Fun,HipHop,Janek,Qiong,Vladimir,424
Boring,Techno,Xi,Janusz,Manny,48
Boring,HipHop,Xi,Billy,Joe,270
Boring,Techno,Xi,Ada,Angela,333
Boring,HipHop,Xi,Qiong,Joe,370
Boring,Techno,Xi,Ada,Angela,153
Fun,HipHop,Alex,Qiong,Joe,212
Boring,Techno,Xi,Billy,Joe,498
Boring,Rock,Xi,Eva,Angela,114
Fun,None,Xi,Ada,Vladimir,280
Boring,Classical,Janek,Eva,Joe,11
Boring,None,Xi,Janusz,Angela,35
Fun,HipHop,Sonya,Qiong,Vladimir,4
ItwasOK,Rock,Katya,Eva,Joe,195
Fun,None,Janek,Ada,Joe,88
ItwasOK,None,Janek,Billy,Joe,481
Fun,Rock,Sonya,Billy,Vladimir,60
Fun,Rock,Sonya,Ada,Manny,224
Boring,Classical,Sonya,Billy,Angela,190
Fun,HipHop,Alex,Eva,Vladimir,453
Boring,Techno,Alex,Qiong,Manny,126
Boring,HipHop,Janek,Billy,Joe,157
ItwasOK,Techno,Alex,Eva,Manny,231
Boring,Techno,Sonya,Qiong,Angela,499
Boring,Rock,Katya,Ada,Vladimir,456
Fun,Classical,Xi,Eva,Vladimir,475
Boring,Techno,Janek,Qiong,Manny,303
Boring,HipHop,Katya,Billy,Angela,43
Fun,Rock,Janek,Ada,Vladimir,329
ItwasOK,HipHop,Sonya,Janusz,Manny,171
Fun,HipHop,Alex,Ada,Joe,456
Fun,Classical,Sonya,Qiong,Vladimir,345
Boring,Techno,Janek,Eva,Angela,49
Fun,HipHop,Sonya,Eva,Vladimir,214
Fun,Techno,Katya,Eva,Vladimir,50
Boring,Techno,Alex,Ada,Angela,445
Fun,Techno,Katya,Eva,Joe,432
Fun,HipHop,Alex,Janusz,Angela,226
Boring,HipHop,Xi,Eva,Joe,410
Boring,Classical,Janek,Janusz,Angela,365
Boring,None,Alex,Eva,Angela,2
Boring,Classical,Katya,Janusz,Angela,251
Fun,None,Janek,Janusz,Vladimir,439
Fun,Classical,Janek,Qiong,Manny,300
Fun,Techno,Katya,Eva,Vladimir,87
Boring,Rock,Alex,Ada,Angela,180
Fun,HipHop,Katya,Janusz,Angela,444
Fun,Techno,Alex,Janusz,Joe,422
Fun,None,Alex,Janusz,Vladimir,208
Boring,None,Katya,Janusz,Vladimir,305
Boring,Rock,Alex,Janusz,Angela,108
Fun,Classical,Janek,Eva,Manny,264
Fun,Techno,Xi,Billy,Vladimir,218
Fun,HipHop,Alex,Ada,Angela,252
ItwasOK,Rock,Katya,Qiong,Manny,103
Fun,HipHop,Alex,Eva,Vladimir,291
ItwasOK,Techno,Janek,Ada,Manny,152
Fun,HipHop,Janek,Ada,Joe,413
Boring,Rock,Sonya,Eva,Angela,16
Boring,HipHop,Xi,Billy,Joe,364
Boring,Techno,Katya,Qiong,Angela,1
ItwasOK,Rock,Janek,Qiong,Manny,195
Boring,None,Xi,Qiong,Joe,328
Fun,Techno,Xi,Billy,Vladimir,259
Fun,None,Alex,Janusz,Vladimir,382
Boring,Rock,Katya,Qiong,Angela,317
Boring,None,Xi,Eva,Manny,275
Fun,HipHop,Janek,Qiong,Joe,269
Boring,Classical,Xi,Eva,Manny,481
Boring,Techno,Katya,Eva,Manny,84
Fun,Rock,Alex,Qiong,Manny,104
ItwasOK,Techno,Katya,Qiong,Manny,4
ItwasOK,Rock,Katya,Janusz,Manny,398
Boring,None,Xi,Janusz,Manny,163
Fun,Classical,Janek,Billy,Vladimir,5
Boring,None,Xi,Eva,Angela,35
ItwasOK,Rock,Xi,Janusz,Vladimir,320
Fun,Classical,Katya,Qiong,Manny,224
Boring,Techno,Alex,Ada,Joe,500
Boring,Classical,Xi,Billy,Manny,292
