Dealership,Season,Car,Buyer,Buyer_Age
Houston,Spring,Kia,Male,65
Austin,Fall,Subaru,Male,80
Columbus,Summer,Nissan,Female,69
Philladephia,Winter,Nissan,Male,27
Philladephia,Spring,Ram,Female,39
Philladephia,Winter,Ford,Female,41
Houston,Winter,GMC,Male,21
Austin,Winter,Chevrolet,Female,49
Houston,Spring,Subaru,Male,67
Austin,Spring,Hyundai,Female,70
Phoenix,Fall,Honda,Male,71
Phoenix,Spring,Kia,Male,45
NYC,Winter,Hyundai,Male,64
NYC,Winter,Ram,Male,45
Philladephia,Spring,Subaru,Female,21
San Antonio,Winter,Kia,Male,41
Columbus,Winter,Jeep,Female,70
Chicago,Summer,Nissan,Female,18
San Antonio,Fall,Nissan,Female,45
Philladephia,Summer,Kia,Female,78
Seattle,Spring,Ram,Female,58
Phoenix,Winter,Hyundai,Female,60
Houston,Fall,Subaru,Female,35
Columbus,Summer,Ford,Male,61
LA,Fall,Honda,Female,37
NYC,Fall,Nissan,Male,26
Houston,Winter,Chevrolet,Male,75
Seattle,Spring,Ford,Male,35
Philladephia,Summer,Subaru,Female,23
Columbus,Summer,Ram,Male,65
NYC,Summer,Subaru,Male,31
Seattle,Fall,Chevrolet,Male,51
Seattle,Spring,Jeep,Female,38
San Diego,Fall,Jeep,Male,29
Chicago,Summer,Jeep,Female,38
Philladephia,Fall,Ram,Male,55
Austin,Spring,Hyundai,Female,77
Phoenix,Summer,GMC,Female,66
Houston,Fall,Subaru,Male,55
Austin,Fall,Nissan,Male,40
LA,Fall,Ram,Male,50
Houston,Summer,Kia,Male,28
Phoenix,Summer,Jeep,Male,53
LA,Fall,Nissan,Female,58
San Antonio,Summer,Nissan,Female,33
Chicago,Fall,Kia,Male,50
LA,Spring,Ram,Male,57
LA,Winter,Subaru,Female,70
NYC,Fall,Honda,Male,45
Philladephia,Fall,Chevrolet,Male,71
Phoenix,Winter,Jeep,Male,44
San Diego,Winter,GMC,Male,77
NYC,Winter,Jeep,Female,51
LA,Summer,Honda,Female,49
Austin,Fall,Hyundai,Male,34
NYC,Winter,Subaru,Male,37
Philladephia,Spring,GMC,Female,80
San Diego,Fall,GMC,Female,77
Houston,Fall,GMC,Male,57
Philladephia,Spring,Hyundai,Female,47
Austin,Winter,GMC,Female,26
Phoenix,Spring,Jeep,Female,80
Austin,Fall,Toyota,Male,78
LA,Spring,Ram,Male,33
NYC,Summer,GMC,Male,68
San Diego,Winter,Nissan,Female,68
Seattle,Spring,Ford,Male,37
NYC,Winter,Ram,Female,51
San Diego,Winter,GMC,Female,54
Seattle,Winter,Chevrolet,Female,69
Phoenix,Summer,Kia,Male,24
LA,Winter,Toyota,Female,50
San Antonio,Spring,Hyundai,Male,28
NYC,Winter,Ford,Female,22
Chicago,Summer,Toyota,Male,71
San Antonio,Winter,Ram,Male,70
Seattle,Spring,Hyundai,Male,42
Houston,Fall,Toyota,Male,64
San Diego,Winter,Toyota,Female,21
Phoenix,Fall,Hyundai,Female,77
NYC,Fall,Subaru,Male,69
Seattle,Spring,Hyundai,Female,60
Houston,Summer,Honda,Female,54
Chicago,Fall,Hyundai,Male,29
San Antonio,Fall,Jeep,Female,46
Houston,Spring,Nissan,Female,43
Phoenix,Fall,Ram,Male,40
Chicago,Spring,Toyota,Male,43
San Diego,Spring,Subaru,Female,45
San Diego,Spring,Honda,Female,19
Columbus,Winter,Toyota,Male,33
Seattle,Spring,GMC,Male,41
San Antonio,Fall,Ram,Female,80
Philladephia,Spring,GMC,Female,69
Philladephia,Winter,GMC,Female,71
San Antonio,Fall,Jeep,Female,32
San Diego,Spring,Ford,Female,36
San Antonio,Fall,Kia,Male,67
Chicago,Winter,Ford,Female,34
LA,Winter,Honda,Male,35
LA,Summer,Ford,Male,37
Columbus,Summer,Kia,Male,57
Austin,Spring,Toyota,Male,69
Houston,Spring,Hyundai,Female,72
Philladephia,Fall,Hyundai,Female,79
Phoenix,Spring,Ford,Female,26
San Antonio,Summer,Toyota,Female,35
Chicago,Winter,Jeep,Male,53
Phoenix,Fall,Subaru,Male,28
NYC,Spring,Ford,Female,19
Houston,Spring,Jeep,Female,30
Austin,Fall,Honda,Female,56
NYC,Summer,Hyundai,Male,33
San Antonio,Summer,Jeep,Female,69
Phoenix,Winter,GMC,Male,72
Columbus,Spring,Ford,Female,49
Philladephia,Winter,GMC,Female,60
Phoenix,Fall,Honda,Male,79
Houston,Fall,Toyota,Male,40
San Diego,Fall,Subaru,Male,19
Chicago,Summer,Kia,Female,35
San Antonio,Spring,Honda,Male,32
Austin,Spring,Nissan,Male,20
Seattle,Fall,Chevrolet,Female,50
San Antonio,Spring,Kia,Female,53
Austin,Winter,Jeep,Female,18
Columbus,Winter,Subaru,Female,70
Houston,Fall,Nissan,Male,47
Austin,Winter,Toyota,Male,21
San Diego,Summer,Subaru,Male,80
Houston,Spring,Subaru,Male,19
Seattle,Winter,Ram,Female,46
Chicago,Fall,Kia,Male,37
Austin,Spring,GMC,Male,21
Seattle,Summer,Ram,Male,69
Chicago,Winter,GMC,Male,65
Philladephia,Fall,GMC,Male,31
LA,Summer,Nissan,Male,38
San Diego,Summer,Kia,Male,74
Philladephia,Winter,Subaru,Female,43
Columbus,Fall,GMC,Female,35
Austin,Spring,Chevrolet,Male,78
LA,Spring,Chevrolet,Female,18
Austin,Summer,Hyundai,Female,19
LA,Winter,Nissan,Male,50
San Antonio,Summer,GMC,Male,78
Phoenix,Summer,Ford,Male,75
Philladephia,Fall,Honda,Female,28
San Diego,Fall,Jeep,Female,33
Houston,Spring,Chevrolet,Female,44
San Diego,Winter,Toyota,Female,49
Chicago,Winter,Subaru,Male,40
Phoenix,Summer,Kia,Male,74
NYC,Spring,GMC,Male,24
Seattle,Spring,Ram,Male,58
Houston,Winter,Chevrolet,Female,49
Philladephia,Fall,Kia,Male,24
Chicago,Winter,Subaru,Female,77
San Antonio,Summer,Hyundai,Female,48
Philladephia,Fall,Kia,Female,20
NYC,Summer,GMC,Male,23
Houston,Summer,Chevrolet,Male,52
San Antonio,Winter,Ram,Male,75
San Diego,Fall,Ford,Female,59
Phoenix,Fall,Subaru,Female,46
San Antonio,Winter,Honda,Female,40
LA,Fall,Chevrolet,Female,58
Austin,Spring,Jeep,Male,39
Houston,Summer,Ford,Male,40
Austin,Summer,Honda,Female,77
Phoenix,Fall,Kia,Male,38
Philladephia,Fall,Kia,Male,40
San Diego,Spring,Subaru,Female,56
San Antonio,Spring,Ram,Female,23
San Diego,Winter,Ford,Female,37
Chicago,Summer,Toyota,Female,67
Phoenix,Summer,Kia,Female,31
Houston,Winter,GMC,Male,52
Chicago,Summer,Chevrolet,Male,31
San Diego,Summer,Honda,Female,22
Seattle,Summer,GMC,Female,77
NYC,Spring,Chevrolet,Male,51
San Diego,Fall,Chevrolet,Female,24
Philladephia,Summer,Honda,Male,55
Philladephia,Spring,Subaru,Male,68
Houston,Fall,Honda,Male,60
San Diego,Fall,Ram,Female,35
LA,Spring,Jeep,Female,65
Austin,Spring,Ram,Male,36
LA,Fall,Subaru,Female,18
LA,Spring,Nissan,Female,50
Phoenix,Spring,Jeep,Male,44
Chicago,Fall,Chevrolet,Male,68
LA,Summer,Chevrolet,Male,49
LA,Winter,Chevrolet,Female,35
Austin,Summer,Hyundai,Male,25
Columbus,Fall,Toyota,Female,59
Austin,Winter,Toyota,Female,79
Austin,Fall,Ford,Male,77
Philladephia,Summer,Jeep,Female,68
Seattle,Winter,Honda,Male,44
Houston,Spring,Honda,Female,77
Houston,Winter,GMC,Female,61
Chicago,Fall,Ford,Female,52
Houston,Winter,GMC,Female,56
Houston,Summer,Ram,Male,20
NYC,Winter,Subaru,Female,70
LA,Spring,Toyota,Male,44
San Antonio,Fall,Jeep,Female,37
San Antonio,Summer,Nissan,Female,77
San Diego,Summer,Chevrolet,Male,31
San Diego,Summer,Ram,Female,78
Columbus,Winter,Nissan,Male,32
Chicago,Fall,Subaru,Male,20
Seattle,Winter,GMC,Female,20
Phoenix,Winter,Nissan,Male,25
LA,Fall,Kia,Male,22
Chicago,Winter,Kia,Male,64
Phoenix,Fall,GMC,Female,78
San Antonio,Spring,Honda,Female,31
San Antonio,Spring,GMC,Male,18
LA,Fall,Nissan,Male,62
LA,Fall,Nissan,Male,25
Seattle,Fall,Ram,Male,47
Columbus,Winter,Chevrolet,Female,39
San Antonio,Spring,Jeep,Female,71
LA,Fall,Chevrolet,Male,24
Austin,Spring,Subaru,Male,20
Chicago,Summer,Ford,Female,72
Houston,Fall,Ram,Male,79
Phoenix,Summer,Jeep,Female,48
San Diego,Winter,GMC,Male,70
Chicago,Summer,Ram,Male,70
San Antonio,Spring,Nissan,Male,41
Philladephia,Fall,Kia,Male,26
Austin,Winter,Chevrolet,Female,34
Austin,Spring,Jeep,Female,56
NYC,Fall,Toyota,Female,61
San Antonio,Fall,GMC,Female,25
NYC,Spring,Ram,Female,18
NYC,Spring,Honda,Female,61
Seattle,Winter,Nissan,Male,27
Phoenix,Winter,Ford,Male,54
NYC,Spring,Hyundai,Male,62
LA,Winter,GMC,Male,35
Seattle,Winter,Toyota,Female,39
Chicago,Summer,Subaru,Female,19
Austin,Spring,Hyundai,Female,34
LA,Fall,Honda,Female,71
San Antonio,Summer,Ford,Female,25
Columbus,Winter,Subaru,Male,35
Austin,Summer,Subaru,Female,58
Columbus,Spring,Toyota,Female,62
Chicago,Spring,Honda,Male,65
Houston,Winter,Ford,Female,52
Phoenix,Winter,Jeep,Male,33
Austin,Spring,Nissan,Female,44
NYC,Fall,Chevrolet,Male,68
Austin,Spring,Toyota,Male,44
Philladephia,Summer,Jeep,Female,69
NYC,Spring,Honda,Male,71
Columbus,Spring,Hyundai,Female,71
Columbus,Spring,Honda,Male,43
Philladephia,Summer,GMC,Female,71
NYC,Winter,Kia,Male,53
Austin,Summer,Jeep,Male,49
San Antonio,Winter,Jeep,Male,68
San Antonio,Spring,Subaru,Male,74
Phoenix,Summer,Nissan,Male,60
Houston,Winter,Kia,Male,19
San Diego,Fall,GMC,Male,66
Columbus,Summer,Toyota,Male,69
Phoenix,Spring,Subaru,Male,75
Chicago,Summer,Chevrolet,Male,18
San Antonio,Fall,Subaru,Male,69
San Diego,Fall,GMC,Male,34
Seattle,Spring,GMC,Male,18
Philladephia,Fall,GMC,Male,37
Phoenix,Summer,GMC,Female,50
San Antonio,Summer,Ford,Male,62
Chicago,Spring,Hyundai,Female,61
Chicago,Summer,Ram,Male,38
Chicago,Summer,Ford,Male,68
Columbus,Spring,Chevrolet,Male,22
Austin,Winter,Kia,Female,73
LA,Spring,Jeep,Male,22
Chicago,Spring,Nissan,Female,59
LA,Fall,Chevrolet,Female,26
Phoenix,Spring,GMC,Male,55
NYC,Summer,Nissan,Male,38
Chicago,Fall,GMC,Male,59
Chicago,Winter,Subaru,Female,43
Austin,Winter,Honda,Male,60
Columbus,Winter,GMC,Female,59
Columbus,Winter,Chevrolet,Female,26
San Diego,Winter,Toyota,Male,51
NYC,Spring,Subaru,Male,60
NYC,Summer,Chevrolet,Female,35
NYC,Fall,Ram,Male,26
Seattle,Winter,GMC,Female,75
Seattle,Winter,GMC,Male,49
Chicago,Summer,Hyundai,Female,72
NYC,Fall,GMC,Female,77
Phoenix,Summer,Chevrolet,Female,58
LA,Winter,Ram,Male,45
LA,Spring,GMC,Female,57
Philladephia,Spring,Honda,Female,31
NYC,Spring,Hyundai,Female,48
Houston,Summer,Chevrolet,Female,50
Chicago,Fall,Hyundai,Male,67
Phoenix,Fall,Jeep,Female,70
Houston,Fall,Hyundai,Female,42
LA,Winter,Kia,Female,61
Seattle,Fall,Toyota,Female,72
Houston,Winter,Jeep,Male,44
San Antonio,Winter,Nissan,Female,27
San Antonio,Fall,Ram,Male,35
Chicago,Summer,Ford,Male,61
LA,Fall,Kia,Female,75
Chicago,Winter,Toyota,Male,40
Columbus,Spring,Subaru,Male,63
Philladephia,Spring,Ram,Male,64
Houston,Winter,Toyota,Male,63
LA,Winter,Jeep,Female,63
Houston,Summer,Chevrolet,Female,58
Phoenix,Winter,Hyundai,Male,54
Phoenix,Winter,GMC,Male,63
Houston,Spring,Toyota,Female,56
LA,Fall,Subaru,Male,26
Columbus,Summer,Honda,Male,51
Columbus,Winter,Ram,Male,59
Philladephia,Fall,Kia,Male,65
Philladephia,Winter,GMC,Female,43
San Diego,Winter,Chevrolet,Female,69
Seattle,Fall,Ram,Female,69
San Antonio,Fall,Kia,Female,67
Seattle,Winter,Ford,Female,23
NYC,Spring,Toyota,Female,47
Philladephia,Winter,Kia,Female,72
Seattle,Spring,GMC,Male,71
Houston,Fall,Ford,Male,40
San Diego,Winter,Hyundai,Male,51
Columbus,Summer,Hyundai,Male,37
San Antonio,Spring,Subaru,Male,44
San Diego,Winter,Ford,Female,70
San Antonio,Fall,Toyota,Female,53
Chicago,Winter,Kia,Male,64
Philladephia,Fall,Kia,Male,56
Phoenix,Fall,GMC,Male,48
Columbus,Winter,Nissan,Female,24
Seattle,Spring,Honda,Male,25
San Diego,Fall,Hyundai,Female,54
LA,Spring,Jeep,Female,34
Austin,Fall,Ford,Male,77
Seattle,Winter,Chevrolet,Female,27
Houston,Fall,Subaru,Female,31
Phoenix,Spring,Ram,Male,73
San Diego,Summer,Chevrolet,Female,52
San Diego,Fall,Jeep,Female,69
Columbus,Winter,Ford,Male,28
NYC,Winter,Hyundai,Female,20
NYC,Summer,Jeep,Male,49
San Antonio,Summer,Ram,Female,79
Austin,Summer,Jeep,Female,27
LA,Fall,Kia,Female,38
San Antonio,Fall,Subaru,Female,80
San Diego,Fall,Jeep,Female,57
Seattle,Spring,Ford,Female,30
San Diego,Spring,Nissan,Female,33
Austin,Summer,Kia,Female,70
Austin,Winter,GMC,Female,48
Philladephia,Fall,Nissan,Female,63
Houston,Fall,Toyota,Female,29
NYC,Fall,Chevrolet,Female,33
Seattle,Fall,Toyota,Male,66
LA,Summer,Chevrolet,Male,29
Columbus,Fall,Subaru,Female,56
San Diego,Fall,Honda,Male,52
Houston,Spring,Ram,Male,65
Seattle,Summer,Honda,Male,21
LA,Spring,Nissan,Male,34
Philladephia,Fall,Hyundai,Male,64
Columbus,Summer,GMC,Female,42
Chicago,Summer,Chevrolet,Male,62
Houston,Fall,Kia,Male,36
San Diego,Winter,Honda,Male,80
Columbus,Spring,Toyota,Male,68
San Antonio,Fall,GMC,Female,19
Chicago,Fall,Nissan,Female,50
Columbus,Fall,Subaru,Female,55
Phoenix,Winter,Jeep,Female,76
Phoenix,Spring,Toyota,Female,36
San Diego,Winter,Subaru,Female,58
Chicago,Summer,Chevrolet,Female,64
LA,Spring,Hyundai,Female,51
LA,Summer,Nissan,Male,53
Philladephia,Fall,Kia,Male,44
NYC,Spring,Subaru,Female,22
NYC,Winter,Ford,Female,69
NYC,Winter,Chevrolet,Male,20
LA,Summer,Ford,Female,37
San Diego,Spring,GMC,Female,22
Chicago,Fall,Chevrolet,Female,58
Seattle,Winter,Hyundai,Male,80
LA,Spring,Chevrolet,Female,32
NYC,Spring,Ford,Male,48
NYC,Summer,Hyundai,Male,24
Philladephia,Winter,Subaru,Female,60
Philladephia,Summer,Chevrolet,Female,33
Philladephia,Winter,Honda,Male,51
Austin,Summer,Honda,Male,23
Philladephia,Winter,Ram,Male,55
San Diego,Summer,Honda,Male,24
Seattle,Winter,Toyota,Male,38
San Diego,Spring,Hyundai,Male,25
San Diego,Winter,Honda,Male,58
LA,Fall,Subaru,Female,26
Chicago,Fall,Ram,Male,78
Austin,Fall,Kia,Male,48
Seattle,Fall,Ford,Male,35
San Antonio,Spring,Subaru,Female,18
San Antonio,Summer,Chevrolet,Male,66
San Diego,Spring,Honda,Male,37
LA,Spring,Kia,Female,79
NYC,Winter,Nissan,Female,18
Philladephia,Summer,Hyundai,Female,51
Austin,Winter,Jeep,Female,72
Columbus,Summer,Jeep,Male,34
San Antonio,Summer,Hyundai,Female,41
Phoenix,Winter,Kia,Female,25
Phoenix,Summer,Nissan,Male,52
San Diego,Fall,Chevrolet,Male,37
Columbus,Fall,Toyota,Female,25
San Diego,Spring,Hyundai,Female,60
NYC,Fall,Chevrolet,Male,53
LA,Summer,Jeep,Male,54
LA,Summer,Ram,Male,65
Houston,Summer,Hyundai,Female,27
Phoenix,Fall,Ram,Male,76
Phoenix,Winter,Toyota,Male,57
Phoenix,Fall,Ram,Male,22
NYC,Summer,Subaru,Female,76
Austin,Spring,Chevrolet,Female,79
San Diego,Winter,Toyota,Male,25
Philladephia,Winter,Honda,Female,57
NYC,Summer,Toyota,Male,26
LA,Spring,Subaru,Female,20
Austin,Winter,Honda,Male,23
San Diego,Spring,Toyota,Male,29
Seattle,Summer,Toyota,Male,65
LA,Fall,GMC,Female,70
San Antonio,Spring,Toyota,Female,19
Columbus,Spring,Hyundai,Male,46
Columbus,Summer,Kia,Female,56
San Antonio,Spring,Subaru,Male,44
San Antonio,Winter,Chevrolet,Female,34
Columbus,Winter,Jeep,Female,45
NYC,Winter,Subaru,Female,56
Chicago,Winter,GMC,Male,30
LA,Winter,Toyota,Male,76
San Diego,Summer,Subaru,Female,51
Houston,Winter,Jeep,Female,32
Philladephia,Spring,Hyundai,Male,25
Austin,Spring,GMC,Female,55
Philladephia,Spring,Subaru,Female,47
Austin,Spring,Chevrolet,Female,62
Austin,Fall,Honda,Male,74
Philladephia,Spring,Subaru,Female,70
Austin,Winter,Ram,Male,73
LA,Summer,Chevrolet,Male,57
San Antonio,Winter,Toyota,Male,19
NYC,Winter,Kia,Female,18
Phoenix,Summer,GMC,Female,47
Philladephia,Winter,Hyundai,Female,80
Houston,Summer,Jeep,Female,30
NYC,Summer,GMC,Female,74
Columbus,Winter,Hyundai,Male,56
Philladephia,Winter,GMC,Female,50
San Diego,Spring,Honda,Male,62
Columbus,Summer,Hyundai,Female,41
Seattle,Spring,Chevrolet,Male,32
Austin,Spring,Toyota,Female,62
Chicago,Winter,Ford,Female,65
San Diego,Summer,Ram,Male,18
LA,Winter,Toyota,Female,66
Philladephia,Fall,GMC,Male,50
Houston,Winter,Jeep,Female,73
NYC,Fall,Honda,Male,19
Columbus,Winter,Jeep,Female,38
Houston,Spring,Subaru,Male,51
NYC,Spring,Ford,Male,47
San Antonio,Spring,Hyundai,Male,64
Austin,Spring,Toyota,Male,80
Chicago,Summer,Nissan,Male,38
Philladephia,Winter,Ford,Male,34
Seattle,Winter,Nissan,Male,39
Houston,Fall,Ram,Female,35
Austin,Summer,Toyota,Female,60
Chicago,Spring,Subaru,Male,29
Phoenix,Summer,Kia,Female,32
Chicago,Fall,GMC,Male,48
Philladephia,Summer,Hyundai,Female,73
Houston,Summer,Nissan,Female,63
Austin,Spring,Ford,Female,65
NYC,Fall,Hyundai,Male,78
San Diego,Spring,Ford,Female,63
LA,Winter,Hyundai,Female,37
Columbus,Summer,Nissan,Female,44
San Diego,Spring,Toyota,Male,40
Houston,Summer,Honda,Male,51
Seattle,Winter,Jeep,Male,22
LA,Summer,Jeep,Male,63
Houston,Winter,Subaru,Female,38
Columbus,Fall,Kia,Male,68
Austin,Winter,GMC,Male,18
San Antonio,Fall,Nissan,Female,51
LA,Spring,Kia,Male,70
Phoenix,Fall,Subaru,Female,66
San Diego,Spring,Toyota,Male,24
Columbus,Spring,Chevrolet,Male,19
San Antonio,Spring,Honda,Male,52
San Diego,Spring,Ram,Male,76
San Diego,Summer,Toyota,Female,31
LA,Winter,Hyundai,Male,44
LA,Summer,Ford,Female,67
San Antonio,Winter,GMC,Male,37
Philladephia,Winter,Chevrolet,Male,71
Seattle,Summer,Jeep,Female,43
LA,Spring,Nissan,Male,72
Seattle,Summer,Jeep,Female,66
NYC,Summer,Hyundai,Female,74
Seattle,Summer,Hyundai,Male,46
San Antonio,Fall,Toyota,Female,32
Philladephia,Winter,Honda,Male,36
Austin,Fall,Jeep,Female,24
LA,Fall,Ram,Female,56
Phoenix,Winter,Subaru,Male,72
Houston,Winter,Jeep,Male,50
Houston,Winter,GMC,Male,65
Philladephia,Spring,Honda,Male,30
Phoenix,Fall,Toyota,Male,77
Chicago,Summer,Nissan,Male,30
Philladephia,Fall,GMC,Male,20
Austin,Fall,Jeep,Female,78
Philladephia,Winter,Kia,Female,54
LA,Summer,Ford,Male,23
San Diego,Summer,Jeep,Female,71
Seattle,Winter,Chevrolet,Male,23
San Diego,Fall,GMC,Female,18
LA,Fall,Honda,Male,55
Columbus,Fall,GMC,Female,69
LA,Winter,Toyota,Female,29
Columbus,Fall,Jeep,Female,77
Austin,Winter,Ram,Male,75
Austin,Spring,Ram,Female,66
San Antonio,Summer,GMC,Female,53
NYC,Winter,Honda,Female,46
NYC,Summer,Nissan,Male,18
LA,Winter,Kia,Male,34
NYC,Fall,Nissan,Male,72
Philladephia,Summer,Kia,Male,45
Austin,Summer,Nissan,Female,69
Phoenix,Summer,Nissan,Female,34
LA,Fall,Nissan,Male,80
Houston,Fall,Honda,Female,26
San Diego,Summer,Kia,Female,22
NYC,Summer,Subaru,Female,55
Chicago,Winter,Nissan,Female,23
LA,Winter,Ram,Female,80
Seattle,Spring,Subaru,Male,44
San Diego,Summer,Chevrolet,Male,74
Phoenix,Fall,Toyota,Female,37
Phoenix,Summer,Subaru,Male,37
San Diego,Summer,Hyundai,Male,39
Austin,Fall,Jeep,Male,46
Philladephia,Winter,Honda,Female,53
Austin,Spring,Chevrolet,Female,54
Philladephia,Winter,Chevrolet,Male,60
Philladephia,Spring,Kia,Male,31
Philladephia,Fall,Ford,Female,41
Austin,Summer,Chevrolet,Male,38
LA,Spring,Hyundai,Female,77
San Diego,Spring,Ram,Female,19
Philladephia,Summer,Honda,Male,50
San Antonio,Spring,Honda,Female,53
Austin,Summer,Kia,Female,21
San Diego,Fall,GMC,Female,70
Philladephia,Fall,Hyundai,Female,70
San Diego,Winter,Subaru,Female,25
Columbus,Summer,Toyota,Female,20
Phoenix,Fall,Chevrolet,Female,68
Houston,Summer,Chevrolet,Male,29
Seattle,Summer,Ram,Male,53
San Diego,Winter,Chevrolet,Male,63
Columbus,Spring,Hyundai,Male,47
Austin,Spring,Ford,Male,45
LA,Winter,Hyundai,Male,75
Houston,Summer,Chevrolet,Male,30
Houston,Spring,Subaru,Female,77
San Diego,Fall,Nissan,Male,73
Columbus,Summer,Hyundai,Female,77
Phoenix,Winter,Ford,Male,58
Phoenix,Summer,Ford,Female,46
Chicago,Spring,Honda,Female,49
Philladephia,Winter,Kia,Male,60
LA,Winter,Ram,Male,74
Columbus,Spring,Kia,Female,51
Phoenix,Winter,Ford,Male,45
Seattle,Winter,Nissan,Male,27
LA,Summer,Ram,Female,70
San Diego,Winter,Hyundai,Male,40
San Diego,Winter,Hyundai,Female,40
San Antonio,Spring,Hyundai,Male,71
Philladephia,Spring,Ram,Female,56
San Antonio,Winter,Kia,Male,29
San Antonio,Spring,Kia,Male,71
NYC,Summer,Subaru,Female,58
NYC,Winter,Subaru,Male,45
LA,Summer,Hyundai,Female,28
Houston,Winter,GMC,Female,42
San Antonio,Winter,Jeep,Female,74
San Antonio,Spring,GMC,Female,38
Philladephia,Summer,GMC,Female,24
San Diego,Summer,Kia,Female,49
Chicago,Fall,Subaru,Female,73
Philladephia,Fall,Ram,Male,22
Austin,Fall,Chevrolet,Male,66
Seattle,Fall,Honda,Female,37
San Diego,Fall,Ford,Male,66
Seattle,Fall,Kia,Female,41
Seattle,Winter,GMC,Male,52
Columbus,Winter,Nissan,Female,64
Chicago,Fall,Nissan,Female,19
Seattle,Summer,Chevrolet,Male,80
LA,Summer,Subaru,Male,75
Chicago,Summer,Subaru,Female,30
Philladephia,Spring,Subaru,Male,64
LA,Fall,Nissan,Male,36
NYC,Fall,Nissan,Female,30
Austin,Spring,Hyundai,Female,18
San Antonio,Fall,Honda,Female,33
Columbus,Spring,Kia,Male,72
San Diego,Fall,Jeep,Female,42
Chicago,Fall,Toyota,Female,35
San Diego,Winter,Ford,Male,74
NYC,Fall,Subaru,Female,44
Phoenix,Fall,Toyota,Female,54
San Diego,Summer,Nissan,Female,77
Phoenix,Fall,Subaru,Male,75
Houston,Spring,Honda,Female,55
San Antonio,Spring,Ford,Female,63
Austin,Winter,Hyundai,Male,79
Seattle,Winter,GMC,Male,53
San Antonio,Winter,Toyota,Female,21
San Diego,Fall,Hyundai,Female,66
Seattle,Winter,Subaru,Male,58
Chicago,Winter,Ram,Male,77
Houston,Fall,Hyundai,Female,62
Columbus,Winter,GMC,Female,65
LA,Summer,Hyundai,Male,42
Philladephia,Summer,GMC,Female,72
San Diego,Winter,Kia,Female,30
San Diego,Winter,Toyota,Male,77
Philladephia,Spring,Hyundai,Female,41
Seattle,Winter,Jeep,Male,57
Columbus,Spring,Chevrolet,Male,27
LA,Winter,Toyota,Male,78
San Diego,Winter,Ram,Male,37
Houston,Summer,Toyota,Male,66
Columbus,Fall,Chevrolet,Female,63
NYC,Summer,Toyota,Male,67
San Antonio,Fall,GMC,Male,79
Austin,Winter,GMC,Female,26
Philladephia,Winter,Nissan,Male,42
LA,Summer,Subaru,Male,49
Austin,Winter,Chevrolet,Female,41
Austin,Summer,Jeep,Female,59
Phoenix,Summer,Honda,Female,43
Austin,Fall,Chevrolet,Female,30
Chicago,Winter,Ram,Male,19
Austin,Winter,Ram,Male,62
Austin,Fall,Hyundai,Female,74
Austin,Fall,Ford,Female,18
Houston,Spring,Kia,Female,37
Columbus,Fall,Honda,Female,78
Phoenix,Winter,Nissan,Female,40
Seattle,Spring,Jeep,Male,47
Phoenix,Summer,Chevrolet,Male,40
Chicago,Spring,Subaru,Male,22
San Diego,Summer,Nissan,Female,44
Philladephia,Summer,GMC,Male,26
Chicago,Fall,Nissan,Female,62
Phoenix,Spring,Chevrolet,Male,30
Phoenix,Summer,Chevrolet,Female,57
Philladephia,Spring,Subaru,Female,75
Chicago,Fall,Chevrolet,Male,32
LA,Fall,Honda,Female,45
Austin,Fall,Ford,Female,60
Columbus,Spring,Jeep,Male,32
Columbus,Fall,Nissan,Male,41
LA,Winter,Ford,Female,28
San Antonio,Summer,Ford,Female,63
Seattle,Winter,GMC,Male,35
LA,Winter,Hyundai,Female,49
NYC,Spring,Ram,Male,24
San Diego,Winter,Ford,Female,65
LA,Winter,Subaru,Female,77
San Antonio,Winter,Jeep,Female,35
Columbus,Winter,Honda,Female,62
Austin,Summer,Toyota,Female,70
NYC,Fall,Kia,Female,28
LA,Winter,Kia,Female,21
Phoenix,Summer,Jeep,Female,64
Phoenix,Winter,GMC,Female,60
San Antonio,Winter,Toyota,Male,64
Phoenix,Summer,Ram,Male,46
Houston,Summer,Nissan,Male,71
Chicago,Fall,Chevrolet,Male,60
Houston,Spring,Subaru,Female,71
Houston,Summer,Subaru,Male,47
Austin,Winter,GMC,Male,74
Philladephia,Winter,Chevrolet,Female,55
Chicago,Fall,Ram,Male,65
Columbus,Spring,Ford,Male,40
LA,Summer,Hyundai,Female,41
Philladephia,Spring,Honda,Female,40
Columbus,Spring,Chevrolet,Male,49
Phoenix,Spring,Jeep,Female,32
NYC,Spring,Hyundai,Male,19
Phoenix,Winter,Toyota,Male,33
Houston,Winter,Chevrolet,Male,70
LA,Fall,Kia,Female,63
Phoenix,Winter,GMC,Male,60
Seattle,Spring,Subaru,Male,34
Houston,Spring,Honda,Female,44
Columbus,Summer,Jeep,Male,70
Houston,Spring,Ram,Male,61
LA,Fall,Nissan,Male,42
LA,Summer,Ram,Male,73
Columbus,Fall,Hyundai,Male,29
Phoenix,Winter,Toyota,Female,29
San Antonio,Spring,Kia,Male,49
Austin,Winter,Subaru,Female,57
Austin,Fall,Nissan,Male,50
Philladephia,Fall,Hyundai,Male,52
Chicago,Summer,GMC,Male,60
San Diego,Fall,Honda,Female,38
Seattle,Spring,Honda,Male,55
San Diego,Summer,Subaru,Male,37
