"Studentid","Attendance","Major","Questions","Score","Seniority","Texting","Grade"
"43300","87","Polsci","Rarely","100","Junior","Always","Fail"
"43301","40","Stat","Rarely","8","Junior","Rarely","Fail"
"43302","84","Cs","Always","65","Sophomore","Always","Pass"
"43303","29","Stat","Always","85","Sophomore","Always","Pass"
"43304","2","Cs","Rarely","91","Senior","Rarely","Pass"
"43305","60","Stat","Always","32","Sophomore","Rarely","Fail"
"43306","52","Communication","Rarely","64","Junior","Rarely","Pass"
"43307","20","Communication","Rarely","4","Freshman","Rarely","Fail"
"43308","35","Cs","Rarely","33","Junior","Rarely","Pass"
"43309","58","Communication","Always","23","Sophomore","Always","Fail"
"43310","5","Polsci","Rarely","2","Senior","Always","Fail"
"43311","84","Cs","Always","0","Senior","Always","Fail"
"43312","40","Cs","Always","75","Sophomore","Always","Pass"
"43313","84","Polsci","Rarely","40","Senior","Always","Fail"
"43314","92","Cs","Rarely","74","Senior","Rarely","Pass"
"43315","11","Communication","Rarely","58","Senior","Rarely","Pass"
"43316","71","Stat","Rarely","3","Junior","Rarely","Fail"
"43317","43","Polsci","Rarely","82","Junior","Rarely","Pass"
"43318","67","Polsci","Rarely","85","Senior","Rarely","Fail"
"43319","100","Cs","Always","27","Freshman","Rarely","Fail"
"43320","67","Cs","Rarely","75","Freshman","Always","Pass"
"43321","5","Cs","Always","52","Sophomore","Rarely","Pass"
"43322","88","Stat","Always","63","Senior","Rarely","Pass"
"43323","63","Polsci","Always","4","Junior","Rarely","Fail"
"43324","81","Stat","Rarely","28","Freshman","Always","Fail"
"43325","59","Stat","Always","22","Freshman","Rarely","Fail"
"43326","37","Communication","Always","82","Freshman","Rarely","Fail"
"43327","10","Communication","Always","81","Freshman","Always","Pass"
"43328","6","Polsci","Always","47","Junior","Rarely","Fail"
"43329","5","Cs","Always","71","Senior","Rarely","Pass"
"43330","67","Polsci","Rarely","62","Sophomore","Rarely","Pass"
"43331","18","Cs","Always","96","Senior","Always","Pass"
"43332","30","Cs","Always","76","Sophomore","Always","Pass"
"43333","19","Communication","Rarely","50","Freshman","Rarely","Pass"
"43334","37","Stat","Rarely","39","Sophomore","Always","Fail"
"43335","89","Communication","Rarely","32","Senior","Rarely","Fail"
"43336","47","Communication","Rarely","2","Sophomore","Always","Fail"
"43337","30","Cs","Rarely","40","Freshman","Rarely","Fail"
"43338","39","Communication","Always","9","Sophomore","Always","Fail"
"43339","0","Communication","Rarely","53","Freshman","Rarely","Pass"
"43340","94","Stat","Rarely","76","Freshman","Rarely","Pass"
"43341","9","Stat","Always","74","Junior","Always","Pass"
"43342","61","Communication","Always","78","Sophomore","Always","Pass"
"43343","86","Stat","Rarely","17","Freshman","Rarely","Fail"
"43344","62","Polsci","Rarely","73","Senior","Always","Pass"
"43345","97","Communication","Always","59","Junior","Rarely","Pass"
"43346","95","Stat","Rarely","49","Senior","Always","Pass"
"43347","75","Cs","Rarely","49","Junior","Always","Fail"
"43348","21","Communication","Rarely","79","Sophomore","Rarely","Pass"
"43349","76","Polsci","Rarely","56","Freshman","Always","Pass"
"43350","17","Polsci","Always","99","Freshman","Always","Pass"
"43351","73","Polsci","Rarely","69","Senior","Rarely","Pass"
"43352","69","Communication","Always","55","Senior","Always","Pass"
"43353","36","Communication","Always","42","Junior","Always","Pass"
"43354","95","Cs","Rarely","11","Junior","Always","Fail"
"43355","43","Stat","Rarely","71","Sophomore","Always","Pass"
"43356","86","Stat","Always","77","Freshman","Always","Pass"
"43357","60","Polsci","Always","19","Senior","Always","Pass"
"43358","39","Cs","Always","29","Freshman","Rarely","Fail"
"43359","30","Stat","Rarely","14","Junior","Rarely","Pass"
"43360","89","Stat","Always","3","Sophomore","Always","Pass"
"43361","78","Stat","Rarely","25","Junior","Always","Pass"
"43362","70","Stat","Always","63","Junior","Rarely","Pass"
"43363","1","Stat","Always","67","Freshman","Rarely","Pass"
"43364","30","Polsci","Always","14","Sophomore","Rarely","Pass"
"43365","72","Communication","Always","9","Freshman","Rarely","Fail"
"43366","36","Cs","Rarely","32","Junior","Always","Fail"
"43367","22","Cs","Rarely","67","Senior","Rarely","Fail"
"43368","40","Cs","Always","2","Sophomore","Always","Fail"
"43369","19","Polsci","Always","47","Senior","Always","Pass"
"43370","30","Communication","Rarely","78","Freshman","Always","Pass"
"43371","62","Stat","Always","60","Junior","Rarely","Pass"
"43372","96","Cs","Rarely","37","Freshman","Always","Fail"
"43373","48","Cs","Rarely","79","Freshman","Always","Pass"
"43374","14","Stat","Rarely","22","Junior","Rarely","Pass"
"43375","34","Stat","Always","42","Freshman","Always","Fail"
"43376","4","Stat","Rarely","27","Junior","Rarely","Fail"
"43377","84","Communication","Rarely","67","Freshman","Always","Pass"
"43378","12","Polsci","Rarely","33","Junior","Rarely","Fail"
"43379","17","Communication","Rarely","57","Junior","Rarely","Pass"
"43380","38","Stat","Always","30","Senior","Rarely","Fail"
"43381","91","Stat","Rarely","3","Senior","Rarely","Fail"
"43382","98","Communication","Rarely","99","Senior","Always","Pass"
"43383","66","Polsci","Always","79","Junior","Always","Fail"
"43384","65","Communication","Always","48","Freshman","Always","Pass"
"43385","12","Polsci","Always","29","Junior","Always","Pass"
"43386","11","Cs","Always","91","Senior","Always","Pass"
"43387","2","Communication","Always","93","Senior","Rarely","Fail"
"43388","98","Polsci","Always","54","Junior","Always","Pass"
"43389","2","Stat","Always","100","Senior","Always","Fail"
"43390","7","Cs","Always","17","Sophomore","Rarely","Fail"
"43391","39","Cs","Always","29","Junior","Rarely","Fail"
"43392","17","Communication","Rarely","35","Freshman","Rarely","Fail"
"43393","91","Communication","Rarely","83","Sophomore","Rarely","Pass"
"43394","40","Polsci","Always","99","Junior","Rarely","Pass"
"43395","14","Communication","Always","27","Junior","Always","Fail"
"43396","5","Communication","Always","84","Junior","Rarely","Pass"
"43397","18","Cs","Always","97","Freshman","Always","Pass"
"43398","67","Communication","Always","19","Freshman","Always","Fail"
"43399","21","Cs","Rarely","5","Freshman","Always","Fail"
"43400","88","Stat","Always","71","Sophomore","Always","Pass"
"43401","62","Communication","Always","92","Freshman","Always","Pass"
"43402","22","Polsci","Always","30","Sophomore","Rarely","Pass"
"43403","15","Stat","Always","8","Sophomore","Rarely","Pass"
"43404","16","Polsci","Always","67","Sophomore","Always","Pass"
"43405","55","Polsci","Rarely","60","Senior","Always","Fail"
"43406","62","Stat","Always","9","Freshman","Always","Fail"
"43407","99","Cs","Rarely","72","Junior","Always","Pass"
"43408","33","Polsci","Always","4","Junior","Always","Pass"
"43409","83","Polsci","Rarely","68","Senior","Always","Pass"
"43410","94","Cs","Always","89","Senior","Always","Pass"
"43411","50","Stat","Rarely","49","Senior","Always","Fail"
"43412","83","Stat","Rarely","7","Junior","Rarely","Pass"
"43413","54","Polsci","Always","75","Sophomore","Always","Fail"
"43414","64","Communication","Rarely","12","Freshman","Always","Fail"
"43415","20","Communication","Always","2","Senior","Always","Fail"
"43416","55","Cs","Rarely","38","Freshman","Always","Fail"
"43417","57","Stat","Always","64","Senior","Always","Pass"
"43418","83","Cs","Always","25","Junior","Always","Fail"
"43419","83","Polsci","Always","14","Sophomore","Always","Pass"
"43420","61","Cs","Rarely","64","Junior","Rarely","Fail"
"43421","4","Cs","Always","31","Freshman","Always","Fail"
"43422","13","Polsci","Rarely","77","Freshman","Rarely","Pass"
"43423","28","Stat","Rarely","39","Senior","Always","Pass"
"43424","28","Stat","Always","44","Freshman","Rarely","Pass"
"43425","42","Communication","Rarely","44","Sophomore","Always","Pass"
"43426","46","Cs","Always","93","Freshman","Rarely","Pass"
"43427","65","Cs","Rarely","82","Freshman","Rarely","Pass"
"43428","36","Communication","Always","98","Senior","Always","Pass"
"43429","41","Communication","Always","84","Sophomore","Always","Pass"
"43430","43","Cs","Rarely","54","Sophomore","Always","Pass"
"43431","37","Cs","Rarely","13","Sophomore","Rarely","Fail"
"43432","89","Polsci","Rarely","27","Junior","Always","Fail"
"43433","95","Cs","Rarely","66","Sophomore","Rarely","Pass"
"43434","19","Cs","Always","25","Junior","Rarely","Fail"
"43435","51","Cs","Rarely","92","Sophomore","Rarely","Pass"
"43436","4","Communication","Rarely","40","Freshman","Always","Pass"
"43437","27","Polsci","Always","88","Senior","Always","Pass"
"43438","44","Stat","Always","28","Junior","Always","Fail"
"43439","70","Stat","Rarely","85","Sophomore","Rarely","Pass"
"43440","99","Polsci","Always","21","Senior","Always","Pass"
"43441","72","Communication","Rarely","13","Sophomore","Rarely","Pass"
"43442","72","Stat","Rarely","94","Junior","Rarely","Pass"
"43443","31","Polsci","Always","64","Freshman","Rarely","Fail"
"43444","79","Polsci","Always","16","Senior","Always","Fail"
"43445","95","Polsci","Always","34","Junior","Rarely","Pass"
"43446","2","Cs","Always","47","Sophomore","Rarely","Fail"
"43447","28","Polsci","Rarely","49","Freshman","Rarely","Fail"
"43448","51","Communication","Rarely","44","Freshman","Rarely","Pass"
"43449","58","Communication","Always","12","Junior","Always","Fail"
"43450","78","Stat","Rarely","56","Freshman","Always","Pass"
"43451","60","Communication","Rarely","55","Sophomore","Rarely","Pass"
"43452","100","Cs","Always","70","Junior","Always","Pass"
"43453","91","Stat","Rarely","77","Freshman","Rarely","Pass"
"43454","98","Polsci","Rarely","76","Senior","Rarely","Pass"
"43455","81","Stat","Rarely","52","Senior","Rarely","Fail"
"43456","6","Stat","Rarely","66","Freshman","Rarely","Pass"
"43457","16","Polsci","Rarely","2","Junior","Rarely","Fail"
"43458","45","Polsci","Always","75","Senior","Always","Pass"
"43459","68","Cs","Always","1","Junior","Rarely","Fail"
"43460","19","Communication","Rarely","53","Senior","Always","Pass"
"43461","21","Stat","Always","10","Sophomore","Rarely","Pass"
"43462","84","Communication","Rarely","15","Freshman","Rarely","Fail"
"43463","27","Communication","Rarely","95","Junior","Always","Pass"
"43464","66","Stat","Rarely","51","Freshman","Rarely","Pass"
"43465","80","Cs","Rarely","40","Junior","Rarely","Fail"
"43466","75","Polsci","Rarely","25","Junior","Always","Fail"
"43467","37","Cs","Rarely","42","Senior","Always","Fail"
"43468","92","Polsci","Always","15","Senior","Rarely","Fail"
"43469","80","Polsci","Rarely","42","Senior","Always","Fail"
"43470","82","Communication","Always","53","Freshman","Rarely","Pass"
"43471","75","Cs","Always","68","Senior","Rarely","Fail"
"43472","27","Polsci","Rarely","32","Junior","Rarely","Fail"
"43473","71","Cs","Always","88","Junior","Rarely","Pass"
"43474","15","Polsci","Rarely","34","Sophomore","Rarely","Fail"
"43475","45","Cs","Rarely","84","Sophomore","Rarely","Pass"
"43476","62","Polsci","Always","13","Junior","Always","Pass"
"43477","11","Stat","Rarely","76","Freshman","Always","Pass"
"43478","2","Stat","Rarely","9","Senior","Always","Fail"
"43479","1","Stat","Always","81","Junior","Rarely","Pass"
"43480","95","Stat","Rarely","68","Junior","Always","Pass"
"43481","42","Communication","Always","85","Junior","Always","Pass"
"43482","31","Cs","Always","60","Junior","Always","Fail"
"43483","86","Communication","Rarely","47","Sophomore","Always","Pass"
"43484","47","Stat","Rarely","17","Senior","Rarely","Fail"
"43485","3","Stat","Rarely","56","Senior","Rarely","Pass"
"43486","58","Cs","Rarely","42","Sophomore","Always","Fail"
"43487","52","Communication","Rarely","16","Sophomore","Always","Fail"
"43488","37","Polsci","Always","84","Sophomore","Always","Fail"
"43489","16","Cs","Always","16","Sophomore","Always","Fail"
"43490","68","Communication","Always","83","Sophomore","Rarely","Pass"
"43491","67","Stat","Rarely","28","Freshman","Rarely","Pass"
"43492","17","Polsci","Rarely","81","Junior","Always","Pass"
"43493","63","Polsci","Always","82","Senior","Always","Pass"
"43494","90","Stat","Rarely","26","Freshman","Rarely","Pass"
"43495","6","Stat","Rarely","80","Senior","Rarely","Pass"
"43496","57","Polsci","Rarely","84","Sophomore","Rarely","Pass"
"43497","98","Cs","Rarely","47","Freshman","Rarely","Pass"
"43498","5","Cs","Always","14","Senior","Always","Fail"
"43499","42","Communication","Always","91","Freshman","Always","Pass"
"43500","44","Communication","Always","88","Freshman","Always","Pass"
"43501","21","Stat","Always","35","Freshman","Always","Fail"
"43502","90","Polsci","Rarely","84","Junior","Always","Pass"
"43503","44","Stat","Rarely","48","Senior","Always","Pass"
"43504","81","Stat","Always","26","Sophomore","Rarely","Fail"
"43505","29","Cs","Always","48","Junior","Always","Fail"
"43506","72","Cs","Always","94","Freshman","Rarely","Pass"
"43507","93","Polsci","Rarely","52","Junior","Always","Pass"
"43508","62","Stat","Always","14","Junior","Always","Fail"
"43509","92","Cs","Always","79","Sophomore","Always","Pass"
"43510","87","Polsci","Always","25","Junior","Always","Pass"
"43511","13","Cs","Always","84","Freshman","Rarely","Pass"
"43512","25","Cs","Always","5","Junior","Always","Fail"
"43513","63","Communication","Always","13","Junior","Always","Fail"
"43514","29","Polsci","Rarely","23","Sophomore","Always","Fail"
"43515","81","Polsci","Always","79","Junior","Always","Pass"
"43516","99","Communication","Rarely","83","Junior","Always","Pass"
"43517","92","Communication","Rarely","29","Senior","Rarely","Fail"
"43518","79","Polsci","Always","66","Senior","Always","Pass"
"43519","69","Communication","Rarely","41","Junior","Always","Pass"
"43520","55","Stat","Always","83","Freshman","Always","Pass"
"43521","69","Polsci","Rarely","17","Sophomore","Rarely","Fail"
"43522","81","Cs","Always","55","Junior","Rarely","Fail"
"43523","77","Polsci","Always","36","Sophomore","Rarely","Fail"
"43524","49","Cs","Always","18","Junior","Rarely","Fail"
"43525","98","Communication","Always","89","Sophomore","Always","Pass"
"43526","71","Stat","Always","0","Senior","Always","Fail"
"43527","51","Communication","Always","24","Junior","Always","Pass"
"43528","55","Communication","Always","74","Freshman","Always","Pass"
"43529","62","Cs","Rarely","2","Sophomore","Rarely","Fail"
"43530","28","Communication","Rarely","66","Junior","Rarely","Pass"
"43531","76","Cs","Rarely","93","Sophomore","Rarely","Pass"
"43532","45","Communication","Always","49","Senior","Always","Pass"
"43533","76","Communication","Rarely","61","Junior","Rarely","Pass"
"43534","67","Cs","Always","100","Sophomore","Always","Pass"
"43535","27","Cs","Always","55","Junior","Rarely","Fail"
"43536","18","Communication","Always","48","Junior","Always","Pass"
"43537","74","Polsci","Always","100","Freshman","Always","Pass"
"43538","71","Polsci","Rarely","36","Senior","Always","Fail"
"43539","56","Cs","Always","36","Junior","Always","Fail"
"43540","71","Stat","Rarely","69","Sophomore","Always","Pass"
"43541","59","Communication","Rarely","81","Sophomore","Always","Pass"
"43542","44","Communication","Rarely","70","Freshman","Always","Pass"
"43543","95","Stat","Always","34","Junior","Rarely","Fail"
"43544","46","Cs","Always","21","Sophomore","Rarely","Fail"
"43545","15","Cs","Always","61","Sophomore","Rarely","Pass"
"43546","98","Polsci","Always","17","Senior","Rarely","Pass"
"43547","45","Stat","Rarely","35","Sophomore","Rarely","Pass"
"43548","36","Stat","Rarely","12","Freshman","Rarely","Fail"
"43549","36","Communication","Rarely","78","Sophomore","Rarely","Fail"
"43550","15","Cs","Rarely","88","Senior","Always","Pass"
"43551","82","Stat","Always","86","Sophomore","Always","Fail"
"43552","66","Communication","Rarely","74","Senior","Always","Pass"
"43553","14","Polsci","Always","76","Freshman","Always","Fail"
"43554","63","Cs","Rarely","100","Junior","Always","Pass"
"43555","29","Communication","Always","72","Junior","Always","Pass"
"43556","34","Stat","Always","65","Junior","Always","Pass"
"43557","71","Cs","Rarely","39","Sophomore","Always","Fail"
"43558","4","Communication","Rarely","23","Freshman","Always","Fail"
"43559","79","Communication","Rarely","9","Sophomore","Rarely","Fail"
"43560","73","Communication","Always","98","Freshman","Rarely","Pass"
"43561","16","Cs","Always","46","Freshman","Always","Fail"
"43562","40","Polsci","Rarely","35","Senior","Rarely","Fail"
"43563","29","Cs","Always","72","Freshman","Always","Pass"
"43564","7","Stat","Always","64","Freshman","Rarely","Pass"
"43565","11","Stat","Always","25","Junior","Always","Pass"
"43566","67","Communication","Rarely","56","Senior","Always","Pass"
"43567","97","Communication","Always","15","Freshman","Always","Pass"
"43568","0","Communication","Always","46","Senior","Rarely","Fail"
"43569","35","Cs","Rarely","54","Freshman","Rarely","Pass"
"43570","68","Polsci","Rarely","7","Junior","Always","Fail"
"43571","1","Communication","Rarely","91","Freshman","Always","Pass"
"43572","74","Stat","Rarely","47","Junior","Always","Fail"
"43573","23","Polsci","Rarely","67","Junior","Rarely","Pass"
"43574","82","Stat","Rarely","48","Freshman","Always","Pass"
"43575","94","Communication","Rarely","52","Senior","Rarely","Pass"
"43576","88","Polsci","Always","28","Freshman","Rarely","Pass"
"43577","95","Stat","Always","81","Senior","Always","Pass"
"43578","16","Cs","Rarely","1","Junior","Always","Fail"
"43579","3","Polsci","Rarely","62","Senior","Always","Pass"
"43580","5","Stat","Always","90","Sophomore","Always","Fail"
"43581","26","Polsci","Rarely","84","Freshman","Rarely","Pass"
"43582","35","Cs","Always","13","Junior","Always","Fail"
"43583","63","Cs","Rarely","0","Freshman","Rarely","Pass"
"43584","23","Cs","Always","53","Junior","Always","Pass"
"43585","71","Communication","Rarely","44","Junior","Always","Pass"
"43586","79","Polsci","Rarely","76","Senior","Rarely","Pass"
"43587","78","Communication","Always","46","Junior","Always","Pass"
"43588","26","Polsci","Rarely","68","Freshman","Always","Pass"
"43589","37","Stat","Always","78","Junior","Rarely","Pass"
"43590","94","Stat","Rarely","38","Senior","Rarely","Pass"
"43591","7","Stat","Rarely","9","Freshman","Always","Pass"
"43592","64","Communication","Rarely","44","Junior","Always","Pass"
"43593","54","Cs","Rarely","60","Freshman","Always","Pass"
"43594","35","Polsci","Always","63","Senior","Rarely","Pass"
"43595","39","Cs","Rarely","97","Sophomore","Rarely","Pass"
"43596","72","Cs","Always","32","Junior","Rarely","Fail"
"43597","87","Polsci","Always","61","Freshman","Rarely","Pass"
"43598","97","Cs","Rarely","61","Junior","Rarely","Fail"
"43599","63","Communication","Rarely","71","Freshman","Always","Pass"
"43600","50","Stat","Rarely","86","Junior","Always","Pass"
"43601","93","Stat","Always","92","Junior","Rarely","Pass"
"43602","40","Polsci","Always","73","Junior","Rarely","Fail"
"43603","61","Communication","Rarely","88","Senior","Rarely","Pass"
"43604","79","Polsci","Always","83","Senior","Always","Pass"
"43605","62","Communication","Rarely","47","Sophomore","Rarely","Pass"
"43606","40","Stat","Always","14","Freshman","Rarely","Pass"
"43607","60","Cs","Always","12","Junior","Always","Fail"
"43608","76","Stat","Always","60","Junior","Rarely","Pass"
"43609","30","Stat","Always","90","Junior","Rarely","Pass"
"43610","28","Polsci","Always","70","Junior","Rarely","Pass"
"43611","94","Cs","Always","11","Sophomore","Always","Fail"
"43612","2","Polsci","Rarely","18","Freshman","Always","Fail"
"43613","3","Cs","Rarely","39","Sophomore","Always","Fail"
"43614","40","Polsci","Always","12","Junior","Always","Pass"
"43615","5","Stat","Rarely","9","Freshman","Rarely","Pass"
"43616","22","Cs","Always","67","Freshman","Always","Pass"
"43617","45","Polsci","Rarely","51","Senior","Always","Pass"
"43618","1","Polsci","Always","5","Freshman","Always","Fail"
"43619","26","Cs","Always","39","Senior","Rarely","Fail"
"43620","13","Cs","Rarely","17","Senior","Always","Fail"
"43621","81","Polsci","Rarely","81","Sophomore","Always","Fail"
"43622","51","Stat","Always","66","Senior","Rarely","Pass"
"43623","35","Communication","Always","59","Junior","Rarely","Pass"
"43624","97","Cs","Rarely","94","Sophomore","Rarely","Pass"
"43625","77","Communication","Always","70","Senior","Always","Pass"
"43626","32","Communication","Always","16","Senior","Always","Fail"
"43627","21","Stat","Rarely","2","Sophomore","Rarely","Fail"
"43628","17","Polsci","Always","84","Freshman","Rarely","Pass"
"43629","74","Stat","Always","94","Freshman","Rarely","Pass"
"43630","89","Communication","Always","91","Freshman","Always","Pass"
"43631","98","Stat","Rarely","76","Senior","Always","Pass"
"43632","58","Cs","Always","96","Sophomore","Always","Pass"
"43633","32","Communication","Always","5","Sophomore","Rarely","Fail"
"43634","64","Cs","Rarely","98","Sophomore","Rarely","Pass"
"43635","46","Stat","Always","44","Sophomore","Rarely","Fail"
"43636","95","Cs","Always","93","Senior","Rarely","Pass"
"43637","21","Polsci","Rarely","13","Freshman","Rarely","Fail"
"43638","72","Stat","Rarely","36","Freshman","Always","Pass"
"43639","62","Cs","Always","64","Junior","Rarely","Pass"
"43640","54","Cs","Rarely","67","Freshman","Rarely","Pass"
"43641","49","Communication","Rarely","88","Junior","Always","Pass"
"43642","14","Stat","Always","73","Junior","Always","Pass"
"43643","29","Cs","Rarely","58","Sophomore","Rarely","Pass"
"43644","73","Stat","Always","43","Junior","Rarely","Fail"
"43645","16","Communication","Rarely","59","Junior","Rarely","Pass"
"43646","76","Cs","Rarely","100","Sophomore","Always","Pass"
"43647","14","Polsci","Always","7","Senior","Rarely","Pass"
"43648","48","Communication","Always","20","Senior","Always","Fail"
"43649","37","Communication","Rarely","31","Junior","Always","Fail"
"43650","6","Cs","Always","12","Sophomore","Rarely","Fail"
"43651","45","Communication","Always","75","Freshman","Always","Pass"
"43652","70","Polsci","Rarely","34","Junior","Rarely","Fail"
"43653","26","Stat","Rarely","59","Freshman","Always","Fail"
"43654","71","Cs","Rarely","32","Sophomore","Rarely","Fail"
"43655","59","Communication","Always","34","Freshman","Rarely","Fail"
"43656","91","Polsci","Rarely","29","Freshman","Always","Fail"
"43657","31","Stat","Always","21","Senior","Always","Pass"
"43658","19","Stat","Rarely","50","Junior","Always","Pass"
"43659","40","Cs","Always","95","Junior","Always","Pass"
"43660","60","Stat","Rarely","10","Junior","Always","Pass"
"43661","65","Stat","Rarely","59","Junior","Always","Pass"
"43662","54","Polsci","Rarely","41","Senior","Rarely","Fail"
"43663","77","Polsci","Always","29","Freshman","Rarely","Pass"
"43664","16","Cs","Rarely","41","Sophomore","Rarely","Fail"
"43665","54","Polsci","Always","15","Freshman","Always","Fail"
"43666","58","Cs","Always","81","Junior","Always","Pass"
"43667","92","Communication","Always","28","Freshman","Always","Fail"
"43668","88","Stat","Rarely","17","Senior","Rarely","Pass"
"43669","21","Cs","Rarely","31","Sophomore","Always","Fail"
"43670","9","Stat","Always","88","Junior","Always","Pass"
"43671","15","Cs","Rarely","61","Senior","Always","Fail"
"43672","92","Stat","Rarely","2","Freshman","Always","Pass"
"43673","37","Communication","Always","77","Sophomore","Rarely","Pass"
"43674","17","Polsci","Always","62","Senior","Always","Pass"
"43675","14","Polsci","Rarely","81","Sophomore","Always","Pass"
"43676","59","Communication","Always","41","Senior","Always","Pass"
"43677","71","Communication","Rarely","60","Sophomore","Always","Pass"
"43678","57","Stat","Always","22","Senior","Always","Pass"
"43679","50","Polsci","Rarely","3","Junior","Always","Fail"
"43680","56","Cs","Rarely","37","Senior","Rarely","Fail"
"43681","19","Cs","Always","45","Freshman","Always","Fail"
"43682","54","Stat","Always","19","Senior","Rarely","Pass"
"43683","58","Communication","Rarely","18","Sophomore","Rarely","Fail"
"43684","91","Cs","Rarely","22","Senior","Rarely","Fail"
"43685","38","Communication","Always","7","Junior","Always","Fail"
"43686","33","Cs","Rarely","11","Sophomore","Rarely","Fail"
"43687","36","Polsci","Always","25","Senior","Rarely","Pass"
"43688","93","Communication","Always","90","Junior","Rarely","Pass"
"43689","21","Stat","Rarely","80","Sophomore","Always","Pass"
"43690","44","Stat","Rarely","41","Sophomore","Always","Pass"
"43691","22","Stat","Rarely","0","Sophomore","Rarely","Fail"
"43692","92","Communication","Rarely","13","Senior","Always","Pass"
"43693","16","Communication","Always","86","Sophomore","Always","Pass"
"43694","81","Stat","Rarely","72","Junior","Rarely","Pass"
"43695","13","Cs","Always","2","Junior","Rarely","Fail"
"43696","48","Communication","Rarely","3","Sophomore","Always","Pass"
"43697","8","Polsci","Rarely","12","Senior","Always","Fail"
"43698","6","Cs","Rarely","70","Sophomore","Rarely","Pass"
"43699","39","Cs","Rarely","49","Senior","Rarely","Fail"
"43700","7","Communication","Always","9","Junior","Always","Fail"
"43701","56","Cs","Rarely","89","Junior","Rarely","Pass"
"43702","99","Cs","Always","9","Sophomore","Rarely","Fail"
"43703","3","Stat","Rarely","82","Freshman","Always","Pass"
"43704","39","Polsci","Always","37","Senior","Rarely","Fail"
"43705","44","Cs","Always","39","Junior","Always","Fail"
"43706","32","Stat","Always","25","Freshman","Rarely","Pass"
"43707","18","Polsci","Always","33","Senior","Rarely","Fail"
"43708","59","Polsci","Always","47","Sophomore","Always","Pass"
"43709","42","Cs","Rarely","83","Freshman","Always","Pass"
"43710","89","Stat","Rarely","37","Freshman","Always","Fail"
"43711","66","Polsci","Rarely","39","Freshman","Rarely","Fail"
"43712","54","Communication","Rarely","50","Senior","Always","Pass"
"43713","43","Stat","Rarely","74","Senior","Rarely","Pass"
"43714","80","Cs","Rarely","69","Sophomore","Always","Pass"
"43715","33","Cs","Rarely","20","Freshman","Rarely","Fail"
"43716","81","Polsci","Always","100","Sophomore","Rarely","Fail"
"43717","87","Cs","Rarely","71","Sophomore","Always","Pass"
"43718","55","Communication","Always","31","Senior","Always","Fail"
"43719","45","Stat","Always","82","Freshman","Always","Pass"
"43720","85","Cs","Always","60","Sophomore","Always","Pass"
"43721","42","Cs","Rarely","10","Sophomore","Always","Fail"
"43722","20","Stat","Always","39","Sophomore","Always","Pass"
"43723","32","Cs","Rarely","11","Junior","Always","Fail"
"43724","19","Polsci","Rarely","37","Senior","Always","Fail"
"43725","100","Stat","Rarely","27","Sophomore","Always","Pass"
"43726","41","Polsci","Always","43","Junior","Rarely","Pass"
"43727","53","Polsci","Rarely","80","Freshman","Rarely","Pass"
"43728","5","Cs","Always","74","Sophomore","Always","Pass"
"43729","57","Communication","Always","30","Junior","Always","Fail"
"43730","52","Stat","Always","19","Senior","Always","Fail"
"43731","84","Cs","Rarely","99","Sophomore","Always","Pass"
"43732","89","Communication","Rarely","25","Junior","Always","Pass"
"43733","55","Polsci","Always","70","Sophomore","Rarely","Pass"
"43734","49","Polsci","Rarely","96","Junior","Always","Pass"
"43735","98","Cs","Always","62","Senior","Rarely","Fail"
"43736","31","Communication","Always","89","Freshman","Always","Pass"
"43737","17","Stat","Rarely","65","Sophomore","Always","Pass"
"43738","53","Polsci","Always","33","Freshman","Rarely","Pass"
"43739","57","Cs","Rarely","71","Sophomore","Always","Pass"
"43740","90","Stat","Rarely","43","Senior","Rarely","Pass"
"43741","59","Communication","Rarely","49","Sophomore","Always","Pass"
"43742","23","Stat","Rarely","63","Freshman","Always","Pass"
"43743","68","Stat","Rarely","4","Senior","Always","Pass"
"43744","76","Cs","Rarely","28","Senior","Always","Fail"
"43745","16","Stat","Rarely","50","Sophomore","Rarely","Pass"
"43746","16","Communication","Always","98","Senior","Rarely","Pass"
"43747","83","Polsci","Always","38","Senior","Always","Pass"
"43748","56","Stat","Rarely","42","Junior","Rarely","Fail"
"43749","87","Cs","Always","25","Freshman","Rarely","Fail"
"43750","54","Cs","Rarely","9","Junior","Rarely","Fail"
"43751","84","Stat","Always","53","Sophomore","Rarely","Fail"
"43752","51","Polsci","Always","40","Junior","Rarely","Pass"
"43753","45","Cs","Rarely","13","Freshman","Always","Fail"
"43754","41","Polsci","Rarely","21","Senior","Always","Fail"
"43755","44","Stat","Rarely","70","Senior","Rarely","Pass"
"43756","19","Polsci","Always","98","Sophomore","Rarely","Pass"
"43757","43","Stat","Always","48","Freshman","Always","Pass"
"43758","32","Polsci","Rarely","41","Junior","Rarely","Fail"
"43759","73","Stat","Always","51","Sophomore","Rarely","Pass"
"43760","72","Cs","Always","89","Senior","Rarely","Pass"
"43761","33","Stat","Always","48","Sophomore","Always","Fail"
"43762","26","Polsci","Always","29","Senior","Rarely","Fail"
"43763","88","Cs","Rarely","97","Senior","Always","Pass"
"43764","96","Stat","Rarely","4","Sophomore","Always","Fail"
"43765","22","Stat","Rarely","96","Junior","Always","Pass"
"43766","51","Stat","Rarely","21","Sophomore","Rarely","Fail"
