country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,PG,4.76,High,High,Family,Quit
USA,G,7.14,Low,Medium,Comedy,Survived
USA,PG-13,4.77,High,High,Family,Quit
USA,R,5.62,High,Low,Drama,Quit
USA,R,8.32,Low,Low,Drama,LikedIt
USA,PG-13,6.32,High,High,Family,LovedIt
USA,PG,6.93,High,Medium,Drama,FellAsleep
USA,PG-13,4.83,High,High,Action,Quit
UK,PG,6.82,Medium,Medium,Comedy,FellAsleep
USA,PG,6.6,Low,Low,History,FellAsleep
USA,PG-13,3.81,Medium,Medium,Sci-Fi,Quit
USA,PG-13,4.08,Medium,Medium,Action,Quit
USA,R,8.26,Low,Low,History,Quit
Canada,PG-13,7.81,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.75,Medium,Low,Comedy,FellAsleep
Hong Kong,R,7.47,High,Medium,Comedy,LovedIt
UK,PG-13,5.35,High,High,Family,Quit
USA,PG-13,6.95,High,Medium,Comedy,Quit
USA,R,6.89,Low,Medium,History,Quit
France,R,9.58,Low,Medium,Action,LikedIt
USA,PG-13,6.1,High,Low,Action,LovedIt
Italy,PG,6.93,Medium,Medium,History,Quit
USA,PG-13,8.33,Low,Low,History,Survived
Canada,PG-13,5.53,Medium,Medium,Action,Quit
USA,PG-13,8.07,Medium,Medium,Comedy,LikedIt
USA,PG-13,7.16,High,High,Action,Quit
USA,R,5.16,High,Low,Drama,Quit
UK,R,4.16,High,Low,History,FellAsleep
UK,R,9.2,Medium,Low,History,Survived
USA,R,7.67,High,Low,History,LovedIt
USA,R,7.86,High,High,Family,LovedIt
UK,R,10.33,Low,Low,History,LikedIt
Canada,R,5.22,Low,Low,Drama,Quit
USA,PG-13,6.44,High,Medium,Comedy,LovedIt
USA,PG-13,6.37,High,High,Family,Survived
USA,PG-13,7.26,High,High,Action,Quit
USA,PG-13,5.62,Medium,Medium,Action,Quit
USA,R,8.15,Medium,Medium,Comedy,LikedIt
USA,PG-13,8.04,Medium,Medium,Comedy,LikedIt
USA,PG-13,7.06,High,Medium,Comedy,LovedIt
USA,PG,6.95,Low,Low,Drama,Quit
USA,PG-13,6.25,High,Medium,Action,Quit
USA,PG-13,8.4,High,Medium,Comedy,LikedIt
USA,PG-13,7.57,Medium,High,Sci-Fi,LikedIt
USA,PG-13,3.45,Medium,Medium,Comedy,Quit
USA,PG-13,6.52,Medium,Medium,Drama,Survived
USA,R,10.43,Low,Low,History,LikedIt
USA,PG,7.01,High,High,Drama,LovedIt
USA,G,7.14,Low,Medium,Drama,Survived
USA,PG-13,6.16,Medium,Medium,Comedy,Survived
USA,R,5.74,High,Low,Action,Quit
Hong Kong,R,7.6,Medium,Low,History,FellAsleep
USA,R,7.79,Medium,High,History,LovedIt
USA,PG-13,3.54,Medium,Medium,Comedy,Quit
Germany,R,5.72,Medium,Medium,Action,Quit
UK,R,6.22,High,Low,History,LovedIt
USA,PG-13,6.71,High,High,Family,Survived
USA,PG-13,5.04,Medium,Medium,Comedy,Quit
USA,R,5.93,Low,Medium,Comedy,LovedIt
USA,R,7.29,Medium,High,Family,Survived
USA,R,8.7,Low,Low,History,Survived
USA,PG,6.3,Medium,Medium,Comedy,FellAsleep
USA,PG,7.15,Medium,High,History,Quit
USA,PG,8.89,High,Medium,Comedy,FellAsleep
USA,PG,5.81,High,Medium,Comedy,FellAsleep
USA,PG,6.25,High,High,Family,Survived
USA,PG,5.72,High,Low,History,Quit
USA,PG-13,7.51,High,High,Family,FellAsleep
USA,R,9.87,Low,Low,History,LikedIt
USA,R,10.26,Low,Low,History,LikedIt
USA,PG,5.59,High,High,Family,Quit
USA,PG,5.72,Low,Low,Drama,Quit
France,PG,7.08,High,Low,History,Survived
USA,R,8.58,High,Low,History,LovedIt
UK,R,8.46,Medium,Medium,Comedy,LikedIt
USA,R,5.23,Low,Low,History,Quit
USA,PG,6.46,High,Medium,Drama,Survived
USA,R,6.57,High,High,Family,LovedIt
USA,PG-13,6.59,High,Medium,Drama,LovedIt
USA,R,8.55,Low,Low,History,LikedIt
USA,R,5.16,Medium,Medium,Drama,Quit
Australia,PG,7.35,Low,Low,Action,Survived
UK,PG-13,7.13,Medium,High,Action,FellAsleep
USA,PG,7.45,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.95,High,Medium,Drama,Quit
France,PG-13,8.99,Low,Low,History,Survived
Brazil,R,6.56,High,Low,Drama,LovedIt
France,PG,7.13,Low,Low,History,Survived
USA,R,8.42,Low,Low,Action,Survived
USA,PG,5.17,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6.1,High,High,Family,Survived
USA,R,8.29,High,Medium,Action,Survived
USA,PG,8.33,High,High,Family,LikedIt
USA,R,6.99,Low,Low,History,FellAsleep
USA,PG-13,7.22,High,Medium,Sci-Fi,Quit
Germany,R,7.28,Low,Medium,Comedy,Survived
USA,PG-13,7.06,Medium,Medium,Comedy,Survived
USA,PG-13,3.62,High,High,Family,Quit
USA,R,9.67,High,Medium,Action,LikedIt
USA,PG-13,4.91,High,High,Family,Quit
USA,R,7.55,Medium,Low,Action,LikedIt
USA,PG-13,6,High,High,Family,FellAsleep
France,R,7.26,High,Low,Drama,LovedIt
USA,PG-13,5.34,High,High,Family,Quit
USA,R,6.12,Low,Medium,Action,Quit
USA,PG-13,6.71,High,High,Action,FellAsleep
USA,R,5.98,Low,Low,History,Quit
USA,PG-13,6.35,Medium,Medium,Action,Survived
USA,PG,5.94,Medium,Medium,Comedy,FellAsleep
USA,PG-13,2.99,High,Medium,Action,Quit
USA,R,5.4,High,High,Drama,Quit
USA,PG,6.05,High,Medium,Comedy,FellAsleep
Canada,R,7.08,High,Low,History,LovedIt
Czech Republic,R,6.77,Low,High,Family,FellAsleep
USA,PG-13,6.71,High,Medium,Comedy,LovedIt
USA,PG-13,7.04,High,Medium,Drama,LovedIt
USA,R,5.34,Low,Medium,Action,Quit
USA,PG-13,6.88,Medium,Medium,Comedy,Survived
USA,R,7.57,Low,Low,Action,FellAsleep
USA,R,6.77,Medium,High,Action,Quit
USA,PG-13,8.85,High,High,Action,LikedIt
USA,R,9.91,Low,Medium,Comedy,LikedIt
USA,PG-13,4.67,Medium,High,Family,Quit
USA,PG,8.49,Medium,Low,History,FellAsleep
USA,PG-13,6.25,Medium,Medium,Comedy,Survived
USA,R,8,High,Medium,Comedy,Quit
USA,PG-13,6.2,High,Medium,Drama,FellAsleep
USA,PG-13,6.12,Medium,Medium,Action,Quit
USA,PG-13,5.81,High,Medium,Action,Quit
USA,R,9.8,Low,Low,Comedy,LikedIt
USA,PG-13,6.75,High,Medium,Comedy,Quit
USA,R,6.88,Medium,Medium,Action,FellAsleep
USA,G,8.87,Low,Medium,Comedy,LikedIt
Mexico,R,6.05,Low,Low,History,FellAsleep
UK,R,6.01,Medium,Medium,Drama,Survived
USA,R,8.11,High,Medium,Comedy,LovedIt
USA,PG-13,5.49,Medium,High,Family,Quit
USA,PG-13,9.29,Medium,Low,Drama,LikedIt
USA,PG,5.15,High,Medium,Comedy,FellAsleep
USA,PG,4.93,High,High,Family,Quit
USA,PG-13,4.15,Medium,High,Family,Quit
USA,R,7.94,Medium,Low,Drama,Quit
USA,PG,5.7,High,High,Family,Quit
USA,PG-13,3.07,High,Low,History,Quit
USA,R,8.03,Medium,Medium,Action,LikedIt
USA,PG-13,7.29,High,High,Drama,Survived
USA,R,8.2,Low,Low,Action,LikedIt
USA,PG-13,5.66,High,High,Family,Quit
USA,R,8.5,High,High,Action,FellAsleep
USA,PG,7.13,High,Medium,Comedy,FellAsleep
USA,R,6.17,Medium,Medium,Comedy,Quit
USA,PG,5.99,High,Medium,Comedy,FellAsleep
USA,PG-13,6.12,High,Medium,Comedy,Quit
USA,R,7.7,Medium,Medium,Comedy,FellAsleep
USA,PG,5.1,Low,Low,Sci-Fi,Quit
USA,R,5.7,Medium,Medium,Action,Quit
USA,R,5.97,Medium,Medium,Drama,LovedIt
USA,PG-13,7.18,High,Low,History,LovedIt
Canada,PG,5.15,High,Medium,Comedy,FellAsleep
USA,R,7.88,High,High,Action,FellAsleep
USA,PG-13,3.76,Medium,High,Action,Quit
USA,R,5.19,Low,Medium,Action,Quit
USA,PG-13,5.92,High,Low,History,Quit
USA,PG-13,7.76,High,High,Drama,LovedIt
USA,G,8.31,High,High,Sci-Fi,LovedIt
USA,R,5.6,High,High,Family,Quit
UK,R,6.26,Low,Medium,Comedy,Survived
USA,R,5.42,Medium,Low,Action,Quit
UK,PG-13,6.77,Low,Medium,Comedy,FellAsleep
USA,R,6.84,Low,Medium,Action,Quit
USA,R,5.85,High,Medium,Action,Quit
USA,PG-13,5.78,High,Low,Drama,Quit
USA,R,6.88,High,Low,History,LovedIt
USA,PG-13,6.11,Medium,Low,Action,Survived
USA,PG,5.24,High,High,Sci-Fi,Quit
UK,R,6.58,Low,Low,Drama,Quit
China,PG,4.14,Low,Low,History,Quit
UK,R,7.84,Medium,Low,History,Quit
USA,R,9.84,Medium,Low,History,LikedIt
USA,PG-13,5.89,Medium,Medium,Comedy,Quit
Canada,R,6.74,High,Medium,Drama,FellAsleep
USA,R,10.26,Medium,Low,History,LikedIt
USA,PG-13,5.5,Medium,High,Family,Quit
USA,PG,9.79,High,Medium,Action,LikedIt
Germany,R,7.3,Medium,High,Family,Quit
USA,PG,6.07,High,High,Family,FellAsleep
UK,PG,6.71,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.58,Medium,Medium,Drama,Quit
USA,R,6.48,Low,Medium,Action,Survived
USA,PG,4.9,High,High,Sci-Fi,Quit
USA,PG-13,7.08,Low,Medium,History,Quit
USA,PG,5.93,High,Medium,Comedy,FellAsleep
USA,R,6.59,Low,Medium,Comedy,Quit
USA,PG,6.61,Medium,Medium,Comedy,FellAsleep
USA,R,9.49,High,Medium,Drama,LikedIt
USA,PG,6.34,High,Medium,Comedy,FellAsleep
USA,PG-13,7.02,High,Medium,Comedy,LovedIt
USA,R,5.62,High,High,Family,Quit
USA,R,7.94,Medium,Low,Drama,FellAsleep
USA,G,9.81,Medium,Medium,Comedy,LovedIt
USA,R,6.69,High,High,Family,Survived
USA,R,5.7,High,Medium,Comedy,Quit
USA,PG-13,4.56,Medium,Medium,Comedy,Quit
USA,R,9.62,Medium,High,Action,LikedIt
USA,PG-13,6.96,Medium,Low,Action,Quit
Australia,R,5.31,Low,Medium,Comedy,Quit
UK,PG,4.09,Medium,Medium,Comedy,FellAsleep
UK,R,6.9,Medium,High,Family,Quit
Germany,PG,6.19,Medium,High,Sci-Fi,Survived
UK,PG,7.52,Low,Low,History,FellAsleep
UK,R,8.6,Medium,High,Family,Quit
USA,R,6.83,High,Medium,Action,FellAsleep
USA,PG,6.53,Medium,Medium,Comedy,FellAsleep
USA,PG-13,8.5,Low,Low,History,Survived
USA,R,7.62,Medium,Medium,Sci-Fi,Quit
USA,R,5.47,High,High,Family,Quit
USA,R,6.62,Medium,High,Action,Survived
USA,G,7.72,High,High,Family,FellAsleep
USA,PG,6.64,High,High,Family,Survived
USA,PG,7.28,High,Medium,Sci-Fi,FellAsleep
USA,PG-13,8.62,High,Medium,Drama,LovedIt
USA,PG-13,5.96,Medium,Medium,Drama,Quit
USA,PG-13,6.06,High,High,Family,Survived
USA,PG-13,5.68,Medium,High,Drama,Quit
UK,R,7.95,High,Low,Drama,LikedIt
USA,PG-13,6.9,Medium,Medium,Drama,FellAsleep
France,R,9.1,Low,Low,Action,LikedIt
USA,R,4.45,Low,Medium,Comedy,Quit
USA,PG-13,5.97,High,High,Family,Quit
USA,PG-13,6.76,Medium,Medium,Comedy,Quit
USA,PG-13,5.4,High,High,Family,Quit
USA,PG,6.38,Medium,Medium,Comedy,FellAsleep
USA,R,6.43,High,Low,Action,LovedIt
USA,PG,8.85,High,Medium,Comedy,FellAsleep
Australia,R,5.39,Low,Medium,Action,Quit
USA,PG,5.18,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.48,Medium,Medium,Comedy,Quit
USA,PG,7.88,Medium,Medium,Comedy,Quit
USA,PG-13,5.2,Low,Medium,Action,Quit
USA,PG-13,6.49,Low,Low,History,Quit
USA,PG,6.59,High,High,Sci-Fi,FellAsleep
USA,R,8.56,Medium,Low,Drama,FellAsleep
USA,R,5.59,Medium,Low,Sci-Fi,Quit
USA,PG-13,4.99,High,High,Sci-Fi,Quit
USA,PG-13,4.04,Low,Medium,Comedy,Quit
USA,PG,6.79,High,Medium,Comedy,FellAsleep
USA,PG-13,4.8,High,High,Family,Quit
USA,PG-13,6.28,Medium,Medium,Comedy,FellAsleep
USA,R,7.64,Medium,Medium,Action,FellAsleep
USA,PG-13,5.25,Medium,Medium,Comedy,Quit
USA,PG-13,4.19,Medium,Medium,Comedy,Quit
USA,R,6.85,High,Medium,Drama,LovedIt
USA,R,9.77,Low,Low,History,LikedIt
UK,R,10.22,Low,Low,History,LikedIt
USA,PG-13,5.99,High,High,Family,Quit
USA,R,7.96,High,Low,History,LovedIt
UK,PG-13,6.92,Low,Medium,Comedy,Quit
France,R,5.83,Medium,High,Family,Quit
USA,G,7.35,High,High,Family,Quit
USA,R,8.41,High,Medium,Comedy,Survived
USA,R,3.78,Low,Medium,Drama,Quit
France,G,2.96,Low,Medium,Comedy,Quit
UK,PG,8.3,High,Medium,Comedy,FellAsleep
USA,R,6.59,High,High,Family,LovedIt
South Korea,PG-13,3.8,Low,Medium,Comedy,Quit
USA,PG,9.76,High,High,Family,LikedIt
USA,PG-13,5.28,Medium,Medium,Comedy,Quit
USA,PG-13,6.69,High,Medium,Drama,LovedIt
USA,PG,5.23,Medium,Medium,Comedy,FellAsleep
USA,R,4.91,Low,Medium,Comedy,Quit
USA,PG-13,5.49,Medium,High,Family,Quit
USA,PG-13,7.18,High,Medium,Action,FellAsleep
USA,PG,6.94,High,High,Sci-Fi,FellAsleep
USA,R,5.15,Low,High,Family,Quit
USA,PG-13,6.34,Low,Low,History,FellAsleep
USA,PG,9.18,Low,Low,History,LikedIt
UK,PG,3.55,Low,High,Family,Quit
USA,R,8.7,Medium,Medium,Action,LikedIt
Canada,R,5.9,High,Low,History,Quit
USA,PG,4.87,Medium,Medium,Action,Quit
USA,R,5.1,Medium,High,Family,Quit
USA,R,5.75,Low,Low,Drama,Quit
USA,R,5.22,Medium,High,Drama,Quit
USA,G,8.1,High,Medium,Comedy,LovedIt
USA,PG-13,6.05,High,Medium,Comedy,Quit
USA,PG-13,7.48,High,High,Drama,LovedIt
UK,R,7.37,High,Low,History,LovedIt
Canada,R,5.35,Medium,Medium,Drama,Quit
USA,PG-13,6.42,Medium,Medium,Comedy,FellAsleep
USA,R,8.77,High,Medium,Comedy,FellAsleep
France,R,8.8,Low,Medium,Action,LikedIt
USA,R,6.91,High,High,Action,LovedIt
UK,PG-13,7.14,Low,Medium,Comedy,FellAsleep
USA,R,5.51,Low,Low,History,Quit
USA,PG-13,5.6,High,High,Action,Quit
USA,PG-13,7.29,Medium,Low,Drama,Survived
UK,PG-13,7.55,High,High,Drama,Quit
USA,R,6.34,Medium,Medium,Drama,FellAsleep
Germany,R,8.93,Medium,Medium,Drama,LikedIt
USA,PG-13,9.05,Medium,High,Family,LikedIt
USA,PG-13,6.69,High,Low,Action,Survived
USA,R,6.25,High,Low,Drama,LovedIt
USA,R,6.83,High,Medium,Comedy,LovedIt
USA,G,9.05,Low,Medium,Sci-Fi,LikedIt
USA,R,5.49,Medium,Medium,Action,Quit
USA,G,7.99,High,Low,Comedy,Survived
USA,R,7.2,Medium,Medium,Drama,FellAsleep
USA,R,7.88,Low,Low,History,Quit
Germany,PG,5.96,Low,Low,History,Quit
UK,R,9.27,Medium,Medium,Comedy,LikedIt
UK,PG,7.03,High,Medium,History,LovedIt
Australia,R,9.82,Medium,Medium,Action,LikedIt
USA,PG-13,8.24,High,High,Family,LovedIt
Sweden,R,8.84,Low,Low,Action,LikedIt
Russia,R,7.48,Low,Medium,Comedy,LikedIt
USA,PG-13,6.98,Medium,Medium,Comedy,LovedIt
USA,PG-13,5.81,Medium,Medium,Action,Quit
USA,PG-13,6.17,Medium,Medium,Comedy,FellAsleep
Germany,R,6.91,High,Medium,Action,LovedIt
USA,PG-13,8.12,High,High,History,FellAsleep
USA,R,4.9,Medium,Medium,Comedy,Quit
Slovakia,R,6.16,Low,Low,Sci-Fi,FellAsleep
USA,PG-13,6.14,High,Medium,Comedy,LovedIt
Australia,G,5.25,Medium,High,Family,Quit
USA,PG-13,6.6,High,High,Family,Quit
USA,PG,6.35,High,High,Family,Survived
USA,PG-13,6.07,High,High,Family,FellAsleep
USA,PG-13,4.87,High,Medium,Comedy,Quit
UK,PG-13,8.24,High,Medium,Action,FellAsleep
USA,PG-13,8.56,Medium,Medium,Drama,LikedIt
USA,PG-13,5.41,Medium,Medium,Sci-Fi,Quit
USA,R,5.66,Low,Low,Action,Quit
Canada,PG,8.12,Low,Low,History,Survived
USA,PG,6.35,High,High,Family,Survived
France,PG-13,7.96,Low,Low,Comedy,Quit
USA,R,7.74,High,High,Action,FellAsleep
USA,PG-13,5.16,Low,Medium,Comedy,Quit
USA,PG-13,7.56,High,High,Family,LovedIt
USA,PG-13,6.05,Medium,Medium,Comedy,Survived
USA,PG-13,4.92,High,High,Family,Quit
USA,R,8.86,Medium,Medium,Comedy,LikedIt
Canada,PG,4.91,High,High,Family,Quit
USA,G,5.95,Medium,Medium,Comedy,Quit
USA,R,6.83,Low,Low,History,FellAsleep
USA,R,5.49,Low,Medium,Action,Quit
USA,R,8.81,High,Low,History,LovedIt
USA,PG-13,7.44,High,Medium,Comedy,LovedIt
USA,R,8.28,Low,Medium,Comedy,LikedIt
Australia,G,5.85,Medium,High,Sci-Fi,Quit
USA,R,5.81,High,Medium,Comedy,Quit
USA,R,10.6,High,Low,History,LikedIt
USA,PG-13,5.49,High,Medium,Comedy,Quit
USA,PG-13,6.84,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.37,High,High,Family,Quit
Germany,R,8.46,Low,Low,History,Quit
USA,R,6.12,High,High,Family,FellAsleep
USA,R,8.21,Low,Low,History,FellAsleep
USA,PG-13,5.26,High,High,Family,Quit
France,R,6.99,Low,Low,Drama,Survived
UK,R,6.76,High,Medium,Drama,Quit
USA,PG,7.89,High,Medium,Comedy,FellAsleep
UK,PG-13,8.26,Medium,Low,History,LovedIt
Japan,R,7.55,Low,High,Family,Survived
USA,PG-13,6.22,High,Medium,Drama,Quit
USA,PG-13,9.64,Medium,Low,History,LikedIt
France,PG,7.21,High,Medium,Comedy,FellAsleep
USA,R,8.59,Medium,Low,History,FellAsleep
USA,PG-13,8.32,High,High,Family,LikedIt
USA,PG,5.5,Low,Medium,Comedy,FellAsleep
USA,R,8.63,High,Low,History,LovedIt
USA,PG,7.34,High,High,Comedy,FellAsleep
USA,R,8.14,High,High,Family,LikedIt
USA,R,7.42,High,Medium,Action,Quit
USA,R,7.83,Low,Low,History,Quit
Australia,PG-13,7.44,High,Low,History,Survived
USA,R,6.99,Medium,Medium,Action,Survived
USA,PG-13,9.1,High,High,Sci-Fi,LikedIt
USA,R,5.97,Low,Low,Action,Quit
USA,PG-13,4.71,Low,Low,History,Quit
USA,PG-13,5.73,Low,Low,History,Quit
Australia,R,7.11,High,Medium,Comedy,LovedIt
Indonesia,R,8.66,Low,Low,History,FellAsleep
USA,PG-13,5.57,Medium,High,Sci-Fi,Quit
USA,PG,8.15,High,High,Sci-Fi,LikedIt
USA,PG,4.65,High,Medium,Comedy,FellAsleep
USA,PG,7.08,High,Medium,Comedy,FellAsleep
USA,PG-13,5.77,Medium,Medium,Action,Quit
UK,R,9.27,Low,Low,Action,LikedIt
USA,R,6.33,High,Medium,Comedy,LovedIt
USA,R,5.68,High,Medium,Drama,Quit
USA,R,3.5,Low,Low,Drama,Quit
USA,R,5.6,Medium,High,Family,Quit
USA,R,8.61,Medium,Medium,Comedy,LikedIt
USA,PG-13,6.25,High,Medium,Comedy,LovedIt
USA,PG-13,5.5,High,High,Family,Quit
USA,PG-13,5.62,Low,Medium,Comedy,Quit
USA,R,6.85,High,Medium,Action,LovedIt
USA,R,6.06,Medium,Medium,Comedy,FellAsleep
Japan,PG-13,3.96,High,Medium,Comedy,Quit
USA,PG-13,5.16,Medium,Low,Action,Quit
USA,PG,7.99,High,High,Sci-Fi,FellAsleep
USA,PG,4.59,Medium,High,Family,Quit
USA,PG-13,3.2,Medium,Medium,Action,Quit
USA,R,5.42,High,Medium,Comedy,Quit
USA,PG,7.62,High,High,Family,Quit
USA,R,4.95,Medium,High,Family,Quit
USA,PG,5.12,High,High,Family,Quit
Hong Kong,R,8.53,High,Low,History,LovedIt
USA,PG,5.12,Medium,High,Family,Quit
USA,R,6.82,High,High,Sci-Fi,Quit
USA,R,6.01,Medium,Medium,Action,Quit
UK,PG-13,7.87,High,Medium,Comedy,LovedIt
USA,R,7.27,Medium,Medium,Comedy,Quit
USA,R,5.54,High,Medium,Action,Quit
USA,R,7.12,Medium,Low,Action,FellAsleep
USA,PG-13,7.42,Medium,Low,History,LovedIt
USA,PG-13,6.38,High,High,Family,FellAsleep
USA,PG,4.31,Medium,Medium,Comedy,FellAsleep
USA,R,8.82,Low,Low,History,Quit
USA,R,7.78,High,Medium,Action,Quit
USA,PG-13,8.01,High,Medium,History,FellAsleep
USA,R,7.09,Low,Low,History,Survived
USA,R,4.26,Low,Low,Action,Quit
USA,PG-13,6.45,Medium,High,Family,FellAsleep
USA,PG,3.62,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6.54,High,High,Family,LovedIt
USA,R,7.62,High,Low,History,LovedIt
USA,PG,6.18,High,High,Family,LovedIt
USA,R,5.37,Low,Low,Drama,Quit
USA,R,11.41,Low,Low,History,LikedIt
France,R,7.13,Medium,Medium,Drama,FellAsleep
USA,R,7.69,Medium,Low,History,FellAsleep
USA,R,5.65,Low,Low,History,Quit
USA,R,3.7,High,Low,History,Quit
USA,PG,9.1,High,High,Family,LikedIt
USA,PG-13,8.52,Medium,Medium,Comedy,LikedIt
USA,PG,5.84,High,High,Family,Quit
Australia,R,7.45,High,High,Family,LovedIt
USA,G,8.66,High,High,Family,LikedIt
USA,PG-13,7.57,High,High,Drama,LovedIt
UK,PG,8.14,Low,Medium,Comedy,FellAsleep
USA,PG,6.47,Low,Medium,Comedy,FellAsleep
UK,R,7.07,Low,Low,Drama,Quit
UK,R,5.76,Low,Low,Action,Quit
USA,R,6.23,Medium,Low,Drama,Survived
USA,PG-13,5.87,High,High,Action,Quit
USA,G,2.81,High,Medium,Comedy,Quit
USA,R,6.21,Medium,Medium,Drama,FellAsleep
USA,R,5.53,High,Medium,Drama,Quit
USA,PG-13,6.55,Low,Low,Drama,Quit
UK,G,9.03,High,Medium,Comedy,LikedIt
USA,R,4.87,Medium,Medium,Drama,Quit
USA,R,7.4,Low,Low,Drama,FellAsleep
USA,PG,6.91,Medium,Medium,Sci-Fi,Quit
UK,PG-13,6.95,High,Medium,History,LovedIt
USA,PG,5.33,High,High,Family,Quit
USA,PG-13,5.97,High,High,Family,FellAsleep
USA,PG-13,6.72,High,Medium,History,LovedIt
USA,PG-13,8.94,Low,Low,History,LovedIt
USA,PG,8.39,High,High,Family,LikedIt
USA,PG,8.78,Medium,Medium,Sci-Fi,LikedIt
USA,R,8.13,Low,Low,Action,Survived
USA,PG,6.24,High,Medium,Drama,LovedIt
USA,PG,7.22,High,High,Family,Quit
Canada,R,4.92,Medium,Medium,Drama,Quit
USA,PG,9.02,High,Low,History,FellAsleep
USA,R,8.53,Medium,Low,History,Quit
UK,R,9.09,Low,Medium,Drama,LikedIt
Germany,R,7.18,High,Medium,Comedy,LovedIt
USA,R,8.05,High,Medium,Comedy,Quit
USA,R,6.66,Medium,Medium,Comedy,Quit
USA,R,6.67,Low,Medium,Comedy,Survived
India,PG,5.32,Low,Low,Drama,Quit
USA,PG-13,5.24,Medium,High,Family,Quit
USA,R,7.11,Low,Low,Action,Survived
USA,PG-13,9.82,Low,Low,History,LikedIt
USA,R,7.83,Medium,Medium,Drama,Survived
Denmark,R,9.33,Low,Low,History,Quit
USA,PG,7.85,Medium,Medium,Comedy,FellAsleep
Canada,PG,5.95,High,Medium,Comedy,FellAsleep
West Germany,R,8.4,High,Medium,Comedy,LovedIt
USA,R,5.14,Medium,Low,Drama,Survived
USA,PG-13,6.08,High,Medium,Action,LovedIt
USA,R,6.14,Low,Medium,Comedy,Survived
USA,PG-13,6.83,High,Medium,Comedy,Quit
USA,PG-13,6.22,Medium,Medium,Comedy,Survived
USA,R,5.81,Medium,Medium,History,Quit
Bulgaria,R,7.02,Low,Low,History,LikedIt
USA,G,4.61,Medium,Medium,Comedy,Quit
USA,PG-13,5.09,High,Medium,Action,Quit
USA,PG-13,6.76,Medium,Medium,Drama,FellAsleep
Spain,PG-13,5.96,Low,Medium,History,Quit
USA,PG-13,11.02,Low,Low,History,LikedIt
USA,PG,4.79,High,High,Family,Quit
Canada,PG-13,5.59,Medium,Medium,Comedy,Quit
USA,PG,7.78,High,Medium,Comedy,FellAsleep
South Africa,PG,5.63,Low,Low,History,Quit
USA,PG-13,7.34,High,Medium,History,Survived
France,R,6.2,High,Medium,Comedy,Survived
USA,PG,6.75,High,Low,Drama,LovedIt
USA,PG-13,6.22,High,High,Sci-Fi,Survived
France,PG,6.69,High,Medium,Comedy,FellAsleep
USA,R,7.32,Medium,Medium,Comedy,FellAsleep
France,R,5.88,Medium,High,Family,Quit
USA,PG-13,6.7,High,High,Family,LovedIt
USA,PG-13,7.18,High,Medium,Comedy,Survived
USA,PG-13,4.14,High,Medium,Action,Quit
USA,PG,6.63,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.79,High,High,Family,Quit
UK,R,6.18,Low,Low,Drama,Survived
USA,R,8.1,Medium,Medium,Comedy,LikedIt
USA,R,6.26,Medium,Medium,Comedy,FellAsleep
Canada,R,9.86,Low,Medium,Comedy,LikedIt
Germany,PG-13,7.45,Medium,Low,History,FellAsleep
USA,PG,6.53,High,High,Family,Survived
USA,PG,7.04,Medium,Medium,Comedy,FellAsleep
USA,R,6.75,High,Low,Drama,Survived
USA,G,6.76,Medium,Medium,Comedy,Survived
USA,PG,5.1,Low,High,Family,Quit
France,PG,6.86,High,Low,History,LovedIt
UK,R,7.83,Low,Low,History,FellAsleep
USA,PG-13,5.13,High,Medium,Drama,Quit
USA,R,9.72,Medium,Low,History,LikedIt
France,R,6.6,Low,Medium,Comedy,Quit
USA,R,3.04,Medium,High,Family,Quit
Norway,PG,6.06,Low,High,Family,FellAsleep
USA,PG,5.7,High,High,Family,Quit
UK,PG-13,7.84,High,Medium,Comedy,LovedIt
USA,PG,8.56,High,High,Family,LikedIt
USA,R,9.17,Low,Medium,Action,LikedIt
India,PG-13,8.17,High,Medium,Comedy,LovedIt
USA,R,7.57,Low,Low,Drama,Survived
USA,R,9.83,Low,Low,History,LikedIt
France,R,6.63,Medium,Medium,Action,FellAsleep
USA,PG,6.51,High,Medium,Comedy,FellAsleep
USA,R,8.22,High,High,Action,Quit
USA,PG-13,6.27,High,High,Family,Quit
USA,PG-13,5.45,Medium,Medium,Comedy,Quit
USA,PG,6.49,Medium,Medium,Drama,FellAsleep
Spain,R,9.61,Low,Low,Action,LikedIt
USA,R,7.1,High,High,Action,Survived
USA,PG,6.05,Medium,High,Family,FellAsleep
USA,PG-13,7,Medium,Low,Comedy,Quit
USA,R,8.31,Low,Low,Action,LikedIt
USA,PG,5.93,Medium,Medium,Comedy,FellAsleep
USA,PG-13,8.11,High,Medium,Drama,LovedIt
USA,R,7.01,High,Medium,Comedy,FellAsleep
Norway,R,7.74,Low,Medium,Action,Quit
USA,PG,10.13,Low,Low,History,LikedIt
USA,R,6.26,Medium,Medium,Action,Quit
USA,R,6.19,Medium,Medium,Action,Quit
