"Party","Music","Host","WasThere","WasNotThere","CaloriesDanc"
"ItwasOK","None","Alex","Eva","Angela",2
"ItwasOK","HipHop","Janek","Qiong","Angela",484
"Boring","HipHop","Sonya","Billy","Angela",135
"Boring","Classical","Sonya","Qiong","Manny",145
"Fun","Rock","Janek","Eva","Vladimir",488
"ItwasOK","Techno","Janek","Eva","Manny",479
"Boring","Techno","Katya","Eva","Joe",401
"Fun","HipHop","Katya","Eva","Manny",212
"ItwasOK","Classical","Janek","Eva","Vladimir",234
"Boring","Classical","Katya","Eva","Angela",43
"Boring","Rock","Alex","Ada","Angela",346
"Fun","HipHop","Xi","Janusz","Angela",401
"Boring","HipHop","Alex","Eva","Angela",102
"Fun","Classical","Katya","Ada","Vladimir",258
"Fun","HipHop","Katya","Qiong","Angela",126
"ItwasOK","HipHop","Xi","Billy","Manny",328
"Boring","Rock","Katya","Ada","Manny",134
"Boring","Techno","Xi","Billy","Manny",276
"ItwasOK","HipHop","Katya","Ada","Joe",138
"Boring","Classical","Janek","Qiong","Manny",161
"ItwasOK","Classical","Alex","Billy","Manny",253
"Boring","None","Katya","Eva","Angela",287
"Fun","HipHop","Xi","Qiong","Angela",215
"Fun","None","Katya","Billy","Manny",423
"Fun","HipHop","Sonya","Eva","Angela",449
"Boring","Rock","Xi","Ada","Angela",484
"Boring","None","Sonya","Janusz","Manny",451
"Fun","HipHop","Alex","Eva","Manny",133
"ItwasOK","None","Sonya","Qiong","Joe",466
"ItwasOK","Classical","Katya","Qiong","Angela",194
"Boring","None","Sonya","Billy","Angela",166
"Boring","Techno","Katya","Qiong","Angela",121
"ItwasOK","None","Xi","Qiong","Joe",109
"ItwasOK","Classical","Sonya","Billy","Manny",153
"Fun","Rock","Alex","Qiong","Manny",263
"Boring","Classical","Sonya","Eva","Angela",38
"ItwasOK","HipHop","Alex","Eva","Vladimir",416
"Boring","Rock","Sonya","Eva","Angela",242
"Boring","Classical","Sonya","Eva","Manny",157
"Fun","HipHop","Katya","Janusz","Vladimir",450
"Fun","None","Alex","Janusz","Vladimir",96
"Boring","Classical","Xi","Ada","Angela",276
"Fun","Techno","Katya","Qiong","Vladimir",102
"Boring","HipHop","Janek","Ada","Angela",83
"Fun","None","Xi","Billy","Vladimir",66
"Fun","HipHop","Alex","Qiong","Joe",278
"Fun","Rock","Katya","Ada","Vladimir",456
"Fun","Techno","Janek","Eva","Vladimir",417
"ItwasOK","Rock","Alex","Eva","Manny",44
"Fun","None","Alex","Eva","Vladimir",42
"Fun","Techno","Xi","Eva","Vladimir",497
"Boring","Techno","Xi","Billy","Joe",94
"ItwasOK","Rock","Katya","Billy","Angela",475
"Fun","Techno","Xi","Billy","Vladimir",435
"Fun","None","Sonya","Ada","Vladimir",223
"Boring","Techno","Alex","Eva","Joe",445
"Fun","Techno","Sonya","Ada","Joe",249
"Boring","Rock","Sonya","Qiong","Manny",453
"Fun","Techno","Janek","Janusz","Vladimir",209
"Boring","HipHop","Sonya","Eva","Joe",179
"Fun","Classical","Katya","Qiong","Vladimir",314
"Boring","Rock","Xi","Qiong","Angela",454
"ItwasOK","Rock","Alex","Billy","Joe",207
"Boring","Techno","Katya","Eva","Angela",398
"ItwasOK","None","Janek","Janusz","Vladimir",401
"Fun","Classical","Katya","Janusz","Vladimir",243
"Fun","Techno","Xi","Billy","Vladimir",222
"Fun","None","Xi","Ada","Vladimir",229
"Fun","HipHop","Katya","Eva","Manny",111
"Boring","HipHop","Alex","Qiong","Angela",200
"Fun","Techno","Xi","Qiong","Manny",456
"Boring","None","Janek","Billy","Joe",82
"Fun","Rock","Sonya","Billy","Manny",201
"ItwasOK","Techno","Alex","Eva","Vladimir",468
"Fun","Techno","Janek","Billy","Vladimir",84
"ItwasOK","None","Xi","Eva","Joe",186
"Fun","HipHop","Katya","Billy","Joe",213
"Boring","Techno","Janek","Eva","Joe",286
"Fun","Classical","Janek","Ada","Vladimir",381
"Fun","Techno","Janek","Ada","Vladimir",272
"Fun","None","Katya","Eva","Vladimir",293
"ItwasOK","HipHop","Alex","Qiong","Manny",468
"Boring","None","Sonya","Qiong","Manny",181
"Fun","Rock","Sonya","Ada","Manny",295
"Fun","Rock","Sonya","Billy","Vladimir",207
"ItwasOK","Classical","Janek","Qiong","Vladimir",4
"ItwasOK","Techno","Sonya","Eva","Manny",14
"Fun","Classical","Xi","Qiong","Vladimir",354
"Fun","Techno","Katya","Qiong","Vladimir",96
"Boring","HipHop","Xi","Eva","Joe",266
"Fun","HipHop","Xi","Billy","Manny",265
"Fun","Classical","Janek","Eva","Manny",371
"Boring","Techno","Katya","Eva","Angela",147
"Fun","Classical","Alex","Qiong","Manny",150
"Boring","None","Sonya","Eva","Manny",200
"Fun","HipHop","Katya","Eva","Manny",17
"Fun","Techno","Katya","Qiong","Vladimir",328
"Boring","Classical","Janek","Eva","Angela",387
"Fun","None","Janek","Janusz","Joe",339
"Fun","Classical","Sonya","Ada","Joe",476
"ItwasOK","Rock","Alex","Billy","Joe",399
"Fun","HipHop","Katya","Billy","Vladimir",3
"Fun","Classical","Sonya","Eva","Vladimir",268
"Fun","Rock","Sonya","Billy","Vladimir",69
"Fun","Classical","Alex","Janusz","Manny",68
"Boring","Classical","Sonya","Ada","Angela",1
"ItwasOK","None","Katya","Janusz","Manny",158
"ItwasOK","Classical","Sonya","Qiong","Joe",174
"Boring","Techno","Katya","Ada","Joe",174
"Fun","HipHop","Katya","Ada","Vladimir",474
"Fun","Rock","Xi","Qiong","Vladimir",26
"ItwasOK","Techno","Janek","Janusz","Manny",30
"Boring","None","Janek","Ada","Angela",273
"ItwasOK","Techno","Katya","Ada","Manny",349
"Fun","Classical","Katya","Qiong","Vladimir",415
"Fun","None","Katya","Eva","Vladimir",241
"ItwasOK","HipHop","Sonya","Billy","Angela",235
"ItwasOK","Techno","Alex","Eva","Manny",231
"ItwasOK","HipHop","Sonya","Ada","Joe",98
"Fun","HipHop","Janek","Qiong","Vladimir",424
"Boring","Classical","Xi","Ada","Angela",22
"Boring","HipHop","Sonya","Ada","Manny",420
"Boring","Rock","Alex","Ada","Angela",180
"ItwasOK","HipHop","Xi","Eva","Vladimir",162
"Fun","Rock","Sonya","Billy","Angela",405
"Boring","Techno","Xi","Eva","Joe",222
"ItwasOK","Rock","Janek","Ada","Manny",301
"Boring","Classical","Katya","Qiong","Angela",82
"Boring","None","Janek","Janusz","Angela",337
"ItwasOK","None","Janek","Eva","Joe",153
"Fun","Classical","Alex","Ada","Manny",337
"Fun","HipHop","Janek","Qiong","Vladimir",149
"ItwasOK","Techno","Xi","Janusz","Vladimir",383
"Fun","Classical","Xi","Janusz","Manny",268
"Fun","Rock","Janek","Eva","Manny",228
"Fun","Classical","Sonya","Ada","Vladimir",123
"Fun","HipHop","Katya","Ada","Vladimir",358
"ItwasOK","None","Sonya","Billy","Angela",22
"Fun","Rock","Katya","Qiong","Joe",12
"Boring","Rock","Alex","Qiong","Angela",99
"ItwasOK","Techno","Xi","Eva","Joe",282
"Fun","Rock","Janek","Qiong","Vladimir",402
"Fun","HipHop","Sonya","Eva","Angela",303
"ItwasOK","Techno","Xi","Eva","Angela",8
"ItwasOK","HipHop","Katya","Eva","Manny",27
"Fun","HipHop","Janek","Billy","Joe",439
"Fun","HipHop","Janek","Eva","Manny",360
"Fun","Rock","Katya","Billy","Vladimir",145
"Fun","HipHop","Alex","Eva","Vladimir",206
"Boring","None","Alex","Eva","Manny",223
"Boring","None","Alex","Ada","Manny",273
"ItwasOK","Rock","Janek","Billy","Joe",402
"Boring","Techno","Xi","Billy","Joe",160
"Fun","None","Katya","Billy","Joe",341
"Boring","HipHop","Xi","Qiong","Manny",479
"Fun","HipHop","Alex","Billy","Vladimir",426
"Boring","Classical","Sonya","Eva","Angela",57
"ItwasOK","Rock","Alex","Qiong","Manny",443
"Boring","Classical","Janek","Janusz","Angela",359
"Fun","Rock","Xi","Janusz","Vladimir",385
"ItwasOK","Techno","Alex","Janusz","Joe",416
"ItwasOK","Classical","Alex","Billy","Manny",58
"Fun","None","Sonya","Billy","Vladimir",306
"Boring","Techno","Xi","Billy","Manny",500
"Fun","Techno","Alex","Eva","Manny",147
"Boring","Rock","Janek","Ada","Joe",203
"Boring","Classical","Janek","Billy","Angela",369
"Fun","HipHop","Katya","Eva","Vladimir",359
"ItwasOK","Rock","Xi","Eva","Joe",321
"Fun","Classical","Xi","Eva","Joe",419
"Boring","Classical","Alex","Qiong","Angela",231
"Fun","Techno","Katya","Janusz","Vladimir",245
"Boring","None","Alex","Ada","Manny",339
"Boring","Classical","Alex","Qiong","Angela",271
"Fun","None","Alex","Janusz","Vladimir",153
"Boring","Techno","Katya","Qiong","Joe",150
"Boring","Classical","Katya","Ada","Manny",398
"Boring","Classical","Sonya","Janusz","Joe",95
"ItwasOK","Rock","Janek","Ada","Manny",161
"Fun","HipHop","Alex","Ada","Vladimir",383
"Fun","Classical","Alex","Qiong","Vladimir",116
"Fun","None","Janek","Janusz","Angela",327
"ItwasOK","Rock","Sonya","Eva","Manny",228
"Boring","Rock","Janek","Qiong","Manny",223
"ItwasOK","HipHop","Xi","Eva","Vladimir",54
"ItwasOK","Rock","Katya","Eva","Angela",495
"ItwasOK","None","Sonya","Janusz","Joe",335
"ItwasOK","HipHop","Sonya","Janusz","Manny",401
"ItwasOK","HipHop","Sonya","Ada","Vladimir",406
"Fun","HipHop","Janek","Eva","Manny",304
"Fun","HipHop","Xi","Ada","Angela",397
"Fun","HipHop","Janek","Billy","Manny",26
"Boring","Techno","Sonya","Eva","Manny",485
"Fun","HipHop","Sonya","Janusz","Angela",338
"Boring","HipHop","Katya","Ada","Manny",2
"Boring","None","Xi","Janusz","Angela",64
"Boring","None","Xi","Qiong","Vladimir",153
"Boring","Classical","Xi","Billy","Angela",198
"ItwasOK","None","Sonya","Eva","Angela",73
"Fun","None","Alex","Janusz","Vladimir",367
"Boring","Classical","Sonya","Qiong","Joe",292
"Fun","HipHop","Xi","Eva","Vladimir",170
"ItwasOK","None","Alex","Billy","Manny",260
"Fun","Rock","Alex","Ada","Joe",37
"Boring","Classical","Katya","Qiong","Joe",461
"Fun","None","Sonya","Billy","Vladimir",419
"Fun","Rock","Janek","Ada","Vladimir",62
"Fun","None","Alex","Billy","Angela",451
"Boring","Rock","Alex","Qiong","Angela",421
"Fun","Techno","Katya","Qiong","Vladimir",445
"ItwasOK","Classical","Xi","Billy","Joe",279
"ItwasOK","Techno","Sonya","Ada","Joe",222
"Fun","HipHop","Janek","Billy","Manny",408
"Fun","Rock","Janek","Janusz","Joe",478
"Fun","HipHop","Alex","Ada","Angela",252
"Fun","Rock","Janek","Eva","Joe",175
"Boring","Rock","Sonya","Eva","Joe",211
"Fun","None","Katya","Qiong","Vladimir",298
"Fun","Classical","Xi","Janusz","Vladimir",128
"Boring","Techno","Xi","Ada","Angela",153
"Fun","Classical","Alex","Eva","Manny",16
"Fun","None","Sonya","Qiong","Manny",15
"Fun","HipHop","Alex","Billy","Joe",427
"Boring","Classical","Xi","Eva","Joe",288
"Boring","Classical","Alex","Janusz","Joe",305
"Fun","Classical","Alex","Qiong","Vladimir",17
"Fun","Classical","Janek","Billy","Vladimir",302
"Fun","HipHop","Xi","Janusz","Joe",310
"Boring","Classical","Xi","Janusz","Angela",99
"ItwasOK","Techno","Janek","Billy","Manny",60
"ItwasOK","Rock","Janek","Ada","Manny",24
"Boring","Techno","Xi","Billy","Joe",498
"Fun","None","Xi","Janusz","Vladimir",496
"Boring","Techno","Janek","Janusz","Angela",250
"ItwasOK","Techno","Alex","Ada","Manny",179
"Fun","HipHop","Katya","Eva","Joe",62
"Fun","None","Xi","Janusz","Vladimir",396
"Boring","Classical","Alex","Billy","Manny",24
"Fun","None","Sonya","Janusz","Joe",38
"Boring","Classical","Xi","Billy","Angela",41
"Boring","Techno","Katya","Qiong","Angela",1
"Fun","HipHop","Janek","Janusz","Angela",314
"Boring","None","Xi","Janusz","Manny",304
"Boring","None","Alex","Ada","Joe",412
"Boring","HipHop","Alex","Eva","Vladimir",279
"ItwasOK","None","Xi","Billy","Joe",441
"Boring","Classical","Janek","Qiong","Angela",148
"Fun","HipHop","Xi","Eva","Joe",255
"Boring","HipHop","Sonya","Janusz","Angela",8
"Boring","HipHop","Alex","Billy","Vladimir",92
"Fun","None","Alex","Qiong","Vladimir",44
"Fun","HipHop","Sonya","Ada","Vladimir",114
"Fun","Classical","Xi","Ada","Vladimir",33
"Boring","Techno","Xi","Janusz","Angela",150
"Fun","HipHop","Katya","Ada","Manny",275
"Boring","Classical","Janek","Eva","Manny",143
"Boring","Rock","Katya","Ada","Manny",56
"Boring","None","Alex","Janusz","Angela",494
"Boring","Classical","Katya","Billy","Angela",338
"Fun","None","Alex","Billy","Angela",309
"ItwasOK","Rock","Alex","Qiong","Manny",386
"Fun","HipHop","Alex","Ada","Joe",482
"Fun","Techno","Sonya","Ada","Vladimir",31
"Fun","HipHop","Xi","Eva","Joe",427
"Fun","HipHop","Xi","Billy","Manny",476
"Fun","Classical","Janek","Janusz","Joe",40
"Boring","Techno","Janek","Qiong","Joe",461
"Boring","Techno","Xi","Eva","Angela",240
"Fun","Classical","Xi","Qiong","Vladimir",378
"Fun","HipHop","Janek","Billy","Angela",220
"Fun","Techno","Alex","Qiong","Vladimir",412
"Fun","Rock","Xi","Ada","Vladimir",188
"Fun","Classical","Janek","Janusz","Vladimir",150
"Fun","HipHop","Sonya","Eva","Manny",461
"Boring","Rock","Janek","Billy","Joe",87
"Boring","None","Xi","Billy","Angela",389
"Boring","None","Alex","Janusz","Angela",339
"Boring","Rock","Katya","Eva","Manny",95
"Boring","Techno","Katya","Eva","Joe",12
"Boring","Classical","Katya","Eva","Angela",176
"Fun","Classical","Xi","Eva","Vladimir",384
"Fun","HipHop","Alex","Janusz","Angela",22
"Boring","HipHop","Janek","Janusz","Vladimir",346
"Fun","Techno","Katya","Qiong","Vladimir",81
"Boring","Classical","Alex","Ada","Manny",337
"ItwasOK","Rock","Janek","Eva","Manny",481
"Fun","Rock","Sonya","Billy","Vladimir",460
"ItwasOK","Rock","Janek","Billy","Manny",237
"Boring","HipHop","Alex","Eva","Manny",178
"ItwasOK","None","Katya","Ada","Joe",263
"Fun","Rock","Xi","Billy","Vladimir",370
"Boring","Techno","Alex","Eva","Manny",214
"Boring","Rock","Janek","Ada","Manny",169
"ItwasOK","Rock","Janek","Ada","Manny",438
"Fun","Techno","Alex","Billy","Vladimir",177
"Fun","None","Xi","Janusz","Manny",455
"ItwasOK","None","Xi","Qiong","Joe",51
"Boring","Techno","Xi","Janusz","Joe",2
"ItwasOK","Classical","Janek","Billy","Manny",130
"ItwasOK","None","Janek","Qiong","Manny",258
"Fun","None","Alex","Qiong","Manny",405
"Fun","Classical","Katya","Qiong","Manny",125
"Boring","Rock","Xi","Janusz","Angela",103
"Boring","HipHop","Janek","Billy","Joe",157
"Boring","Rock","Katya","Janusz","Joe",12
"Boring","Techno","Janek","Ada","Angela",267
"ItwasOK","Techno","Xi","Eva","Manny",144
"Boring","HipHop","Sonya","Janusz","Angela",40
"Boring","None","Alex","Eva","Angela",430
"ItwasOK","Techno","Xi","Janusz","Angela",112
"Boring","Classical","Alex","Janusz","Angela",23
"ItwasOK","Rock","Katya","Ada","Joe",265
"ItwasOK","None","Xi","Billy","Manny",153
"Boring","Classical","Alex","Qiong","Angela",223
"Fun","Rock","Katya","Eva","Angela",411
"Boring","Techno","Xi","Eva","Manny",399
"ItwasOK","Rock","Alex","Qiong","Manny",137
"ItwasOK","Classical","Xi","Billy","Vladimir",348
"Boring","HipHop","Alex","Ada","Angela",5
"Boring","Classical","Alex","Eva","Joe",0
"ItwasOK","Classical","Xi","Eva","Joe",150
"Boring","Rock","Alex","Billy","Manny",285
"Boring","None","Alex","Eva","Angela",336
"ItwasOK","Rock","Janek","Ada","Manny",383
"ItwasOK","Rock","Alex","Eva","Manny",27
"ItwasOK","Classical","Sonya","Eva","Vladimir",473
"Boring","Rock","Xi","Billy","Angela",358
"Fun","None","Xi","Qiong","Vladimir",136
"ItwasOK","Classical","Janek","Ada","Joe",265
"Boring","Rock","Alex","Qiong","Angela",62
"ItwasOK","Classical","Katya","Qiong","Manny",409
"Boring","Techno","Alex","Ada","Manny",238
"Boring","None","Katya","Qiong","Joe",393
"ItwasOK","None","Janek","Billy","Manny",460
"ItwasOK","Classical","Katya","Eva","Manny",169
"Fun","Rock","Katya","Qiong","Joe",411
"Fun","Techno","Xi","Ada","Joe",425
"Fun","HipHop","Xi","Janusz","Vladimir",28
"Fun","HipHop","Katya","Billy","Joe",166
"Fun","HipHop","Janek","Qiong","Vladimir",260
"Fun","Classical","Katya","Billy","Vladimir",332
"Fun","Rock","Janek","Eva","Vladimir",431
"Boring","Techno","Janek","Janusz","Manny",231
"Boring","Techno","Xi","Eva","Manny",450
"Fun","HipHop","Xi","Billy","Vladimir",125
"Fun","Classical","Janek","Billy","Vladimir",331
"ItwasOK","Classical","Sonya","Billy","Manny",412
"ItwasOK","Techno","Janek","Janusz","Vladimir",364
"Boring","None","Janek","Qiong","Angela",491
"Boring","None","Sonya","Qiong","Manny",312
"ItwasOK","Classical","Alex","Qiong","Joe",487
"Boring","Classical","Janek","Ada","Manny",24
"Fun","Classical","Xi","Eva","Manny",481
"ItwasOK","HipHop","Katya","Billy","Manny",10
"Boring","Classical","Sonya","Eva","Angela",234
"Boring","HipHop","Xi","Ada","Angela",108
"ItwasOK","HipHop","Sonya","Billy","Manny",323
"Boring","Techno","Katya","Janusz","Angela",94
"ItwasOK","Techno","Xi","Billy","Joe",295
"Fun","HipHop","Xi","Janusz","Vladimir",277
"ItwasOK","Techno","Sonya","Billy","Angela",104
"Fun","Techno","Xi","Billy","Vladimir",488
"Fun","None","Sonya","Janusz","Vladimir",277
"Fun","Classical","Janek","Janusz","Vladimir",190
"Boring","Techno","Sonya","Eva","Manny",58
"ItwasOK","Classical","Alex","Eva","Joe",411
"ItwasOK","Rock","Alex","Janusz","Manny",316
"Boring","Classical","Sonya","Eva","Joe",214
"Fun","HipHop","Alex","Eva","Manny",482
"ItwasOK","Classical","Xi","Billy","Manny",484
"Boring","None","Janek","Qiong","Angela",356
"ItwasOK","Rock","Alex","Janusz","Manny",340
"ItwasOK","Techno","Katya","Qiong","Manny",103
"Fun","HipHop","Alex","Eva","Angela",252
"Boring","None","Sonya","Janusz","Angela",454
"Fun","None","Sonya","Qiong","Joe",377
"Fun","Classical","Xi","Janusz","Joe",36
"Fun","Classical","Xi","Billy","Vladimir",191
"ItwasOK","Classical","Xi","Qiong","Angela",333
"Boring","Classical","Alex","Eva","Joe",102
"Fun","None","Janek","Billy","Vladimir",466
"Boring","Classical","Sonya","Qiong","Joe",20
"Fun","None","Katya","Eva","Joe",369
"Fun","Rock","Sonya","Billy","Vladimir",240
"Fun","None","Katya","Eva","Manny",253
"ItwasOK","Classical","Katya","Eva","Manny",209
"Boring","Rock","Alex","Eva","Manny",293
"Fun","Rock","Sonya","Janusz","Vladimir",208
"Boring","HipHop","Katya","Qiong","Joe",142
"Fun","Classical","Alex","Eva","Vladimir",362
"Boring","Rock","Janek","Qiong","Angela",431
"Boring","Rock","Xi","Eva","Angela",310
"Boring","Rock","Janek","Eva","Vladimir",369
"Boring","Techno","Xi","Janusz","Angela",402
"Boring","HipHop","Janek","Billy","Joe",195
"Fun","Rock","Sonya","Eva","Joe",375
"Boring","None","Xi","Eva","Angela",375
"Fun","Classical","Janek","Janusz","Angela",498
"ItwasOK","HipHop","Sonya","Eva","Manny",153
"Boring","HipHop","Sonya","Janusz","Angela",138
"Boring","HipHop","Sonya","Janusz","Vladimir",413
"Fun","HipHop","Xi","Eva","Vladimir",143
"Boring","Classical","Xi","Eva","Angela",19
"Fun","Techno","Xi","Ada","Vladimir",404
"ItwasOK","Rock","Katya","Janusz","Manny",168
"Fun","None","Sonya","Janusz","Vladimir",333
"ItwasOK","HipHop","Katya","Ada","Joe",69
"Fun","Rock","Alex","Qiong","Vladimir",41
"Fun","Rock","Katya","Janusz","Manny",403
"Boring","Techno","Katya","Ada","Angela",254
"Boring","Classical","Xi","Eva","Manny",472
"ItwasOK","Techno","Janek","Janusz","Joe",364
"ItwasOK","None","Xi","Eva","Joe",73
"Fun","Rock","Alex","Billy","Manny",172
"Fun","Classical","Katya","Qiong","Joe",192
"Fun","Techno","Janek","Billy","Joe",164
"Fun","None","Xi","Ada","Vladimir",494
"Fun","Rock","Xi","Billy","Vladimir",281
"Fun","Techno","Sonya","Janusz","Vladimir",166
"Boring","Techno","Xi","Billy","Angela",466
"Boring","None","Alex","Billy","Angela",156
"Boring","Rock","Alex","Janusz","Angela",438
"Boring","Classical","Xi","Ada","Joe",342
"Boring","Techno","Alex","Qiong","Manny",130
"ItwasOK","Techno","Xi","Janusz","Manny",415
"Boring","Rock","Katya","Eva","Angela",180
"Fun","None","Katya","Billy","Manny",146
"Boring","HipHop","Xi","Qiong","Angela",54
"Fun","Techno","Katya","Qiong","Vladimir",267
"ItwasOK","Techno","Xi","Janusz","Joe",72
"ItwasOK","Techno","Janek","Qiong","Angela",49
"ItwasOK","Techno","Xi","Janusz","Joe",88
"Fun","HipHop","Alex","Ada","Joe",456
"Fun","Classical","Xi","Billy","Vladimir",247
"Boring","Classical","Katya","Qiong","Angela",225
"Fun","HipHop","Katya","Ada","Vladimir",395
"Fun","None","Janek","Ada","Vladimir",347
"Boring","None","Xi","Qiong","Vladimir",362
"ItwasOK","Techno","Xi","Billy","Vladimir",174
"ItwasOK","None","Janek","Qiong","Manny",24
"Boring","HipHop","Sonya","Billy","Joe",128
"Boring","Techno","Alex","Qiong","Joe",360
"Boring","Rock","Katya","Ada","Angela",6
"Boring","Techno","Katya","Ada","Angela",264
"Boring","HipHop","Alex","Janusz","Angela",245
"Fun","HipHop","Janek","Ada","Manny",375
"Boring","Techno","Katya","Eva","Vladimir",365
"Boring","HipHop","Sonya","Qiong","Angela",95
"Fun","Rock","Janek","Janusz","Vladimir",350
"Boring","Rock","Sonya","Qiong","Angela",5
"Fun","Rock","Janek","Janusz","Vladimir",91
"Fun","HipHop","Xi","Janusz","Joe",230
"Fun","Rock","Xi","Eva","Vladimir",433
"Fun","Rock","Sonya","Billy","Joe",393
"Boring","Techno","Xi","Eva","Angela",114
"Fun","Rock","Alex","Billy","Manny",38
"Boring","Rock","Janek","Ada","Angela",107
"Fun","Techno","Xi","Ada","Joe",217
"Fun","None","Janek","Qiong","Joe",34
"Boring","Classical","Katya","Janusz","Angela",216
"Fun","None","Sonya","Billy","Joe",413
"ItwasOK","Rock","Alex","Ada","Manny",430
"Fun","Rock","Alex","Billy","Vladimir",456
"Fun","HipHop","Janek","Ada","Joe",302
"Fun","Techno","Janek","Janusz","Vladimir",438
"ItwasOK","HipHop","Katya","Ada","Vladimir",15
"Fun","HipHop","Katya","Qiong","Manny",347
"Boring","Classical","Alex","Billy","Joe",131
"Boring","None","Xi","Ada","Manny",212
"Fun","HipHop","Sonya","Janusz","Angela",288
"Boring","None","Sonya","Ada","Manny",409
"Fun","Techno","Xi","Janusz","Vladimir",142
"Boring","Classical","Katya","Janusz","Angela",70
"Fun","HipHop","Janek","Ada","Vladimir",419
"Fun","HipHop","Xi","Eva","Angela",208
"Fun","HipHop","Katya","Eva","Vladimir",472
"Fun","HipHop","Xi","Qiong","Vladimir",71
"Fun","HipHop","Alex","Eva","Vladimir",296
"Fun","HipHop","Xi","Eva","Joe",454
"Fun","HipHop","Janek","Ada","Angela",264
"Fun","Techno","Katya","Eva","Manny",283
"Boring","Techno","Alex","Janusz","Joe",448
"Boring","Techno","Janek","Eva","Joe",223
"ItwasOK","Techno","Xi","Qiong","Manny",23
"Boring","HipHop","Alex","Billy","Joe",315
"Fun","HipHop","Sonya","Ada","Vladimir",368
"Boring","Techno","Sonya","Billy","Joe",65
"Fun","Classical","Alex","Ada","Vladimir",118
"ItwasOK","HipHop","Alex","Janusz","Manny",10
"Boring","HipHop","Katya","Janusz","Joe",75
"Fun","HipHop","Alex","Billy","Angela",322
"Boring","None","Alex","Janusz","Angela",161
"Boring","Classical","Xi","Eva","Vladimir",213
"ItwasOK","Rock","Alex","Janusz","Joe",197
"Fun","Classical","Katya","Janusz","Vladimir",381
"ItwasOK","Classical","Alex","Ada","Vladimir",47
"Fun","None","Sonya","Eva","Vladimir",492
"Boring","HipHop","Xi","Ada","Joe",115
"Fun","Techno","Alex","Billy","Manny",408
"ItwasOK","Classical","Katya","Qiong","Joe",267
"ItwasOK","Classical","Katya","Qiong","Angela",103
"ItwasOK","HipHop","Janek","Qiong","Joe",30
"Fun","HipHop","Katya","Billy","Joe",349
"Boring","Classical","Xi","Billy","Manny",289
"Fun","Techno","Janek","Ada","Vladimir",358
"Boring","None","Alex","Ada","Joe",117
"Boring","Techno","Sonya","Billy","Joe",398
"Boring","Classical","Xi","Janusz","Angela",279
"ItwasOK","Techno","Sonya","Billy","Angela",108
"ItwasOK","Classical","Alex","Ada","Joe",389
"ItwasOK","Classical","Alex","Ada","Manny",70
"Boring","Classical","Janek","Janusz","Manny",244
"Boring","Classical","Sonya","Ada","Manny",62
"ItwasOK","None","Alex","Eva","Manny",102
"Boring","None","Alex","Eva","Manny",258
"Boring","Rock","Sonya","Eva","Angela",275
"Boring","Techno","Janek","Eva","Angela",238
"ItwasOK","Rock","Janek","Qiong","Joe",67
"Fun","Classical","Alex","Janusz","Vladimir",314
"Fun","Techno","Janek","Billy","Angela",2
"Boring","None","Alex","Eva","Angela",223
"Boring","Rock","Xi","Ada","Manny",36
"Fun","Classical","Sonya","Billy","Manny",301
"Boring","Techno","Xi","Ada","Manny",456
"Fun","Rock","Katya","Janusz","Manny",207
"Boring","Techno","Xi","Eva","Vladimir",396
"Fun","HipHop","Alex","Qiong","Vladimir",13
"Fun","Classical","Janek","Janusz","Manny",404
"ItwasOK","None","Alex","Janusz","Manny",203
"Boring","Rock","Janek","Eva","Angela",378
"Fun","HipHop","Alex","Eva","Vladimir",291
"Boring","Rock","Xi","Eva","Manny",330
"Boring","Rock","Janek","Ada","Manny",170
"Boring","Techno","Janek","Ada","Angela",404
"Fun","Techno","Janek","Eva","Manny",461
"Fun","None","Janek","Qiong","Joe",337
"Fun","None","Sonya","Janusz","Joe",334
"ItwasOK","Classical","Alex","Eva","Manny",342
"Fun","Rock","Sonya","Eva","Angela",314
"Boring","Techno","Sonya","Billy","Vladimir",408
"Fun","Techno","Alex","Janusz","Joe",433
"Fun","Techno","Xi","Ada","Vladimir",476
"Fun","Rock","Xi","Billy","Vladimir",245
"Fun","HipHop","Sonya","Eva","Manny",467
"ItwasOK","None","Xi","Eva","Manny",418
"Fun","Techno","Xi","Ada","Vladimir",151
"Boring","Rock","Alex","Eva","Manny",19
"Boring","HipHop","Katya","Ada","Joe",79
"Fun","Rock","Xi","Billy","Vladimir",375
"ItwasOK","Rock","Alex","Qiong","Vladimir",339
"Boring","Classical","Alex","Janusz","Manny",485
"Fun","Techno","Alex","Qiong","Manny",217
"Fun","Rock","Janek","Qiong","Vladimir",394
"ItwasOK","HipHop","Xi","Ada","Manny",80
"Fun","None","Katya","Qiong","Vladimir",478
"Fun","Techno","Sonya","Janusz","Vladimir",44
"Boring","Rock","Janek","Janusz","Joe",312
"Fun","HipHop","Alex","Eva","Joe",277
"Fun","None","Alex","Qiong","Vladimir",29
"Boring","Classical","Katya","Eva","Manny",344
"Fun","None","Katya","Billy","Joe",227
"Boring","Techno","Janek","Billy","Manny",195
"Fun","HipHop","Alex","Janusz","Vladimir",109
"Fun","Techno","Sonya","Eva","Vladimir",213
"Fun","Rock","Katya","Ada","Joe",173
"Boring","None","Xi","Billy","Manny",181
"Boring","None","Sonya","Eva","Angela",303
"Fun","Techno","Katya","Janusz","Manny",295
