Studentid,Attendance,Major,Questions,Score,Seniority,Texting
43280,10,Communication,Always,26,Freshman,Rarely
43281,14,Stat,Always,92,Freshman,Always
43282,15,Cs,Always,30,Senior,Rarely
43283,80,Stat,Rarely,89,Freshman,Always
43284,0,Polsci,Always,88,Senior,Rarely
43285,45,Communication,Always,38,Freshman,Always
43286,89,Communication,Always,68,Senior,Rarely
43287,83,Cs,Rarely,11,Junior,Always
43288,70,Communication,Rarely,2,Junior,Always
43289,22,Polsci,Always,35,Sophomore,Rarely
43290,32,Cs,Always,31,Sophomore,Always
43291,87,Stat,Rarely,5,Senior,Always
43292,96,Communication,Always,72,Junior,Always
43293,23,Stat,Always,31,Freshman,Rarely
43294,68,Communication,Always,94,Junior,Rarely
43295,52,Cs,Rarely,40,Senior,Always
43296,88,Stat,Rarely,97,Junior,Rarely
43297,7,Stat,Always,41,Junior,Always
43298,17,Cs,Always,85,Sophomore,Rarely
43299,60,Cs,Always,0,Senior,Always
43300,87,Polsci,Rarely,100,Junior,Always
43301,40,Stat,Rarely,8,Junior,Rarely
43302,84,Cs,Always,65,Sophomore,Always
43303,29,Stat,Always,85,Sophomore,Always
43304,2,Cs,Rarely,91,Senior,Rarely
43305,60,Stat,Always,32,Sophomore,Rarely
43306,52,Communication,Rarely,64,Junior,Rarely
43307,20,Communication,Rarely,4,Freshman,Rarely
43308,35,Cs,Rarely,33,Junior,Rarely
43309,58,Communication,Always,23,Sophomore,Always
43310,5,Polsci,Rarely,2,Senior,Always
43311,84,Cs,Always,0,Senior,Always
43312,40,Cs,Always,75,Sophomore,Always
43313,84,Polsci,Rarely,40,Senior,Always
43314,92,Cs,Rarely,74,Senior,Rarely
43315,11,Communication,Rarely,58,Senior,Rarely
43316,71,Stat,Rarely,3,Junior,Rarely
43317,43,Polsci,Rarely,82,Junior,Rarely
43318,67,Polsci,Rarely,85,Senior,Rarely
43319,100,Cs,Always,27,Freshman,Rarely
43320,67,Cs,Rarely,75,Freshman,Always
43321,5,Cs,Always,52,Sophomore,Rarely
43322,88,Stat,Always,63,Senior,Rarely
43323,63,Polsci,Always,4,Junior,Rarely
43324,81,Stat,Rarely,28,Freshman,Always
43325,59,Stat,Always,22,Freshman,Rarely
43326,37,Communication,Always,82,Freshman,Rarely
43327,10,Communication,Always,81,Freshman,Always
43328,6,Polsci,Always,47,Junior,Rarely
43329,5,Cs,Always,71,Senior,Rarely
43330,67,Polsci,Rarely,62,Sophomore,Rarely
43331,18,Cs,Always,96,Senior,Always
43332,30,Cs,Always,76,Sophomore,Always
43333,19,Communication,Rarely,50,Freshman,Rarely
43334,37,Stat,Rarely,39,Sophomore,Always
43335,89,Communication,Rarely,32,Senior,Rarely
43336,47,Communication,Rarely,2,Sophomore,Always
43337,30,Cs,Rarely,40,Freshman,Rarely
43338,39,Communication,Always,9,Sophomore,Always
43339,0,Communication,Rarely,53,Freshman,Rarely
43340,94,Stat,Rarely,76,Freshman,Rarely
43341,9,Stat,Always,74,Junior,Always
43342,61,Communication,Always,78,Sophomore,Always
43343,86,Stat,Rarely,17,Freshman,Rarely
43344,62,Polsci,Rarely,73,Senior,Always
43345,97,Communication,Always,59,Junior,Rarely
43346,95,Stat,Rarely,49,Senior,Always
43347,75,Cs,Rarely,49,Junior,Always
43348,21,Communication,Rarely,79,Sophomore,Rarely
43349,76,Polsci,Rarely,56,Freshman,Always
43350,17,Polsci,Always,99,Freshman,Always
43351,73,Polsci,Rarely,69,Senior,Rarely
43352,69,Communication,Always,55,Senior,Always
43353,36,Communication,Always,42,Junior,Always
43354,95,Cs,Rarely,11,Junior,Always
43355,43,Stat,Rarely,71,Sophomore,Always
43356,86,Stat,Always,77,Freshman,Always
43357,60,Polsci,Always,19,Senior,Always
43358,39,Cs,Always,29,Freshman,Rarely
43359,30,Stat,Rarely,14,Junior,Rarely
43360,89,Stat,Always,3,Sophomore,Always
43361,78,Stat,Rarely,25,Junior,Always
43362,70,Stat,Always,63,Junior,Rarely
43363,1,Stat,Always,67,Freshman,Rarely
43364,30,Polsci,Always,14,Sophomore,Rarely
43365,72,Communication,Always,9,Freshman,Rarely
43366,36,Cs,Rarely,32,Junior,Always
43367,22,Cs,Rarely,67,Senior,Rarely
43368,40,Cs,Always,2,Sophomore,Always
43369,19,Polsci,Always,47,Senior,Always
43370,30,Communication,Rarely,78,Freshman,Always
43371,62,Stat,Always,60,Junior,Rarely
43372,96,Cs,Rarely,37,Freshman,Always
43373,48,Cs,Rarely,79,Freshman,Always
43374,14,Stat,Rarely,22,Junior,Rarely
43375,34,Stat,Always,42,Freshman,Always
43376,4,Stat,Rarely,27,Junior,Rarely
43377,84,Communication,Rarely,67,Freshman,Always
43378,12,Polsci,Rarely,33,Junior,Rarely
43379,17,Communication,Rarely,57,Junior,Rarely
43380,38,Stat,Always,30,Senior,Rarely
43381,91,Stat,Rarely,3,Senior,Rarely
43382,98,Communication,Rarely,99,Senior,Always
43383,66,Polsci,Always,79,Junior,Always
43384,65,Communication,Always,48,Freshman,Always
43385,12,Polsci,Always,29,Junior,Always
43386,11,Cs,Always,91,Senior,Always
43387,2,Communication,Always,93,Senior,Rarely
43388,98,Polsci,Always,54,Junior,Always
43389,2,Stat,Always,100,Senior,Always
43390,7,Cs,Always,17,Sophomore,Rarely
43391,39,Cs,Always,29,Junior,Rarely
43392,17,Communication,Rarely,35,Freshman,Rarely
43393,91,Communication,Rarely,83,Sophomore,Rarely
43394,40,Polsci,Always,99,Junior,Rarely
43395,14,Communication,Always,27,Junior,Always
43396,5,Communication,Always,84,Junior,Rarely
43397,18,Cs,Always,97,Freshman,Always
43398,67,Communication,Always,19,Freshman,Always
43399,21,Cs,Rarely,5,Freshman,Always
43400,88,Stat,Always,71,Sophomore,Always
43401,62,Communication,Always,92,Freshman,Always
43402,22,Polsci,Always,30,Sophomore,Rarely
43403,15,Stat,Always,8,Sophomore,Rarely
43404,16,Polsci,Always,67,Sophomore,Always
43405,55,Polsci,Rarely,60,Senior,Always
43406,62,Stat,Always,9,Freshman,Always
43407,99,Cs,Rarely,72,Junior,Always
43408,33,Polsci,Always,4,Junior,Always
43409,83,Polsci,Rarely,68,Senior,Always
43410,94,Cs,Always,89,Senior,Always
43411,50,Stat,Rarely,49,Senior,Always
43412,83,Stat,Rarely,7,Junior,Rarely
43413,54,Polsci,Always,75,Sophomore,Always
43414,64,Communication,Rarely,12,Freshman,Always
43415,20,Communication,Always,2,Senior,Always
43416,55,Cs,Rarely,38,Freshman,Always
43417,57,Stat,Always,64,Senior,Always
43418,83,Cs,Always,25,Junior,Always
43419,83,Polsci,Always,14,Sophomore,Always
43420,61,Cs,Rarely,64,Junior,Rarely
43421,4,Cs,Always,31,Freshman,Always
43422,13,Polsci,Rarely,77,Freshman,Rarely
43423,28,Stat,Rarely,39,Senior,Always
43424,28,Stat,Always,44,Freshman,Rarely
43425,42,Communication,Rarely,44,Sophomore,Always
43426,46,Cs,Always,93,Freshman,Rarely
43427,65,Cs,Rarely,82,Freshman,Rarely
43428,36,Communication,Always,98,Senior,Always
43429,41,Communication,Always,84,Sophomore,Always
43430,43,Cs,Rarely,54,Sophomore,Always
43431,37,Cs,Rarely,13,Sophomore,Rarely
43432,89,Polsci,Rarely,27,Junior,Always
43433,95,Cs,Rarely,66,Sophomore,Rarely
43434,19,Cs,Always,25,Junior,Rarely
43435,51,Cs,Rarely,92,Sophomore,Rarely
43436,4,Communication,Rarely,40,Freshman,Always
43437,27,Polsci,Always,88,Senior,Always
43438,44,Stat,Always,28,Junior,Always
43439,70,Stat,Rarely,85,Sophomore,Rarely
43440,99,Polsci,Always,21,Senior,Always
43441,72,Communication,Rarely,13,Sophomore,Rarely
43442,72,Stat,Rarely,94,Junior,Rarely
43443,31,Polsci,Always,64,Freshman,Rarely
43444,79,Polsci,Always,16,Senior,Always
43445,95,Polsci,Always,34,Junior,Rarely
43446,2,Cs,Always,47,Sophomore,Rarely
43447,28,Polsci,Rarely,49,Freshman,Rarely
43448,51,Communication,Rarely,44,Freshman,Rarely
43449,58,Communication,Always,12,Junior,Always
43450,78,Stat,Rarely,56,Freshman,Always
43451,60,Communication,Rarely,55,Sophomore,Rarely
43452,100,Cs,Always,70,Junior,Always
43453,91,Stat,Rarely,77,Freshman,Rarely
43454,98,Polsci,Rarely,76,Senior,Rarely
43455,81,Stat,Rarely,52,Senior,Rarely
43456,6,Stat,Rarely,66,Freshman,Rarely
43457,16,Polsci,Rarely,2,Junior,Rarely
43458,45,Polsci,Always,75,Senior,Always
43459,68,Cs,Always,1,Junior,Rarely
43460,19,Communication,Rarely,53,Senior,Always
43461,21,Stat,Always,10,Sophomore,Rarely
43462,84,Communication,Rarely,15,Freshman,Rarely
43463,27,Communication,Rarely,95,Junior,Always
43464,66,Stat,Rarely,51,Freshman,Rarely
43465,80,Cs,Rarely,40,Junior,Rarely
43466,75,Polsci,Rarely,25,Junior,Always
43467,37,Cs,Rarely,42,Senior,Always
43468,92,Polsci,Always,15,Senior,Rarely
43469,80,Polsci,Rarely,42,Senior,Always
43470,82,Communication,Always,53,Freshman,Rarely
43471,75,Cs,Always,68,Senior,Rarely
43472,27,Polsci,Rarely,32,Junior,Rarely
43473,71,Cs,Always,88,Junior,Rarely
43474,15,Polsci,Rarely,34,Sophomore,Rarely
43475,45,Cs,Rarely,84,Sophomore,Rarely
43476,62,Polsci,Always,13,Junior,Always
43477,11,Stat,Rarely,76,Freshman,Always
43478,2,Stat,Rarely,9,Senior,Always
43479,1,Stat,Always,81,Junior,Rarely
43480,95,Stat,Rarely,68,Junior,Always
43481,42,Communication,Always,85,Junior,Always
43482,31,Cs,Always,60,Junior,Always
43483,86,Communication,Rarely,47,Sophomore,Always
43484,47,Stat,Rarely,17,Senior,Rarely
43485,3,Stat,Rarely,56,Senior,Rarely
43486,58,Cs,Rarely,42,Sophomore,Always
43487,52,Communication,Rarely,16,Sophomore,Always
43488,37,Polsci,Always,84,Sophomore,Always
43489,16,Cs,Always,16,Sophomore,Always
43490,68,Communication,Always,83,Sophomore,Rarely
43491,67,Stat,Rarely,28,Freshman,Rarely
43492,17,Polsci,Rarely,81,Junior,Always
43493,63,Polsci,Always,82,Senior,Always
43494,90,Stat,Rarely,26,Freshman,Rarely
43495,6,Stat,Rarely,80,Senior,Rarely
43496,57,Polsci,Rarely,84,Sophomore,Rarely
43497,98,Cs,Rarely,47,Freshman,Rarely
43498,5,Cs,Always,14,Senior,Always
43499,42,Communication,Always,91,Freshman,Always
43500,44,Communication,Always,88,Freshman,Always
43501,21,Stat,Always,35,Freshman,Always
43502,90,Polsci,Rarely,84,Junior,Always
43503,44,Stat,Rarely,48,Senior,Always
43504,81,Stat,Always,26,Sophomore,Rarely
43505,29,Cs,Always,48,Junior,Always
43506,72,Cs,Always,94,Freshman,Rarely
43507,93,Polsci,Rarely,52,Junior,Always
43508,62,Stat,Always,14,Junior,Always
43509,92,Cs,Always,79,Sophomore,Always
43510,87,Polsci,Always,25,Junior,Always
43511,13,Cs,Always,84,Freshman,Rarely
43512,25,Cs,Always,5,Junior,Always
43513,63,Communication,Always,13,Junior,Always
43514,29,Polsci,Rarely,23,Sophomore,Always
43515,81,Polsci,Always,79,Junior,Always
43516,99,Communication,Rarely,83,Junior,Always
43517,92,Communication,Rarely,29,Senior,Rarely
43518,79,Polsci,Always,66,Senior,Always
43519,69,Communication,Rarely,41,Junior,Always
43520,55,Stat,Always,83,Freshman,Always
43521,69,Polsci,Rarely,17,Sophomore,Rarely
43522,81,Cs,Always,55,Junior,Rarely
43523,77,Polsci,Always,36,Sophomore,Rarely
43524,49,Cs,Always,18,Junior,Rarely
43525,98,Communication,Always,89,Sophomore,Always
43526,71,Stat,Always,0,Senior,Always
43527,51,Communication,Always,24,Junior,Always
43528,55,Communication,Always,74,Freshman,Always
43529,62,Cs,Rarely,2,Sophomore,Rarely
43530,28,Communication,Rarely,66,Junior,Rarely
43531,76,Cs,Rarely,93,Sophomore,Rarely
43532,45,Communication,Always,49,Senior,Always
43533,76,Communication,Rarely,61,Junior,Rarely
43534,67,Cs,Always,100,Sophomore,Always
43535,27,Cs,Always,55,Junior,Rarely
43536,18,Communication,Always,48,Junior,Always
43537,74,Polsci,Always,100,Freshman,Always
43538,71,Polsci,Rarely,36,Senior,Always
43539,56,Cs,Always,36,Junior,Always
43540,71,Stat,Rarely,69,Sophomore,Always
43541,59,Communication,Rarely,81,Sophomore,Always
43542,44,Communication,Rarely,70,Freshman,Always
43543,95,Stat,Always,34,Junior,Rarely
43544,46,Cs,Always,21,Sophomore,Rarely
43545,15,Cs,Always,61,Sophomore,Rarely
43546,98,Polsci,Always,17,Senior,Rarely
43547,45,Stat,Rarely,35,Sophomore,Rarely
43548,36,Stat,Rarely,12,Freshman,Rarely
43549,36,Communication,Rarely,78,Sophomore,Rarely
43550,15,Cs,Rarely,88,Senior,Always
43551,82,Stat,Always,86,Sophomore,Always
43552,66,Communication,Rarely,74,Senior,Always
43553,14,Polsci,Always,76,Freshman,Always
43554,63,Cs,Rarely,100,Junior,Always
43555,29,Communication,Always,72,Junior,Always
43556,34,Stat,Always,65,Junior,Always
43557,71,Cs,Rarely,39,Sophomore,Always
43558,4,Communication,Rarely,23,Freshman,Always
43559,79,Communication,Rarely,9,Sophomore,Rarely
43560,73,Communication,Always,98,Freshman,Rarely
43561,16,Cs,Always,46,Freshman,Always
43562,40,Polsci,Rarely,35,Senior,Rarely
43563,29,Cs,Always,72,Freshman,Always
43564,7,Stat,Always,64,Freshman,Rarely
43565,11,Stat,Always,25,Junior,Always
43566,67,Communication,Rarely,56,Senior,Always
43567,97,Communication,Always,15,Freshman,Always
43568,0,Communication,Always,46,Senior,Rarely
43569,35,Cs,Rarely,54,Freshman,Rarely
43570,68,Polsci,Rarely,7,Junior,Always
43571,1,Communication,Rarely,91,Freshman,Always
43572,74,Stat,Rarely,47,Junior,Always
43573,23,Polsci,Rarely,67,Junior,Rarely
43574,82,Stat,Rarely,48,Freshman,Always
43575,94,Communication,Rarely,52,Senior,Rarely
43576,88,Polsci,Always,28,Freshman,Rarely
43577,95,Stat,Always,81,Senior,Always
43578,16,Cs,Rarely,1,Junior,Always
43579,3,Polsci,Rarely,62,Senior,Always
43580,5,Stat,Always,90,Sophomore,Always
43581,26,Polsci,Rarely,84,Freshman,Rarely
43582,35,Cs,Always,13,Junior,Always
43583,63,Cs,Rarely,0,Freshman,Rarely
43584,23,Cs,Always,53,Junior,Always
43585,71,Communication,Rarely,44,Junior,Always
43586,79,Polsci,Rarely,76,Senior,Rarely
43587,78,Communication,Always,46,Junior,Always
43588,26,Polsci,Rarely,68,Freshman,Always
43589,37,Stat,Always,78,Junior,Rarely
43590,94,Stat,Rarely,38,Senior,Rarely
43591,7,Stat,Rarely,9,Freshman,Always
43592,64,Communication,Rarely,44,Junior,Always
43593,54,Cs,Rarely,60,Freshman,Always
43594,35,Polsci,Always,63,Senior,Rarely
43595,39,Cs,Rarely,97,Sophomore,Rarely
43596,72,Cs,Always,32,Junior,Rarely
43597,87,Polsci,Always,61,Freshman,Rarely
43598,97,Cs,Rarely,61,Junior,Rarely
43599,63,Communication,Rarely,71,Freshman,Always
43600,50,Stat,Rarely,86,Junior,Always
43601,93,Stat,Always,92,Junior,Rarely
43602,40,Polsci,Always,73,Junior,Rarely
43603,61,Communication,Rarely,88,Senior,Rarely
43604,79,Polsci,Always,83,Senior,Always
43605,62,Communication,Rarely,47,Sophomore,Rarely
43606,40,Stat,Always,14,Freshman,Rarely
43607,60,Cs,Always,12,Junior,Always
43608,76,Stat,Always,60,Junior,Rarely
43609,30,Stat,Always,90,Junior,Rarely
43610,28,Polsci,Always,70,Junior,Rarely
43611,94,Cs,Always,11,Sophomore,Always
43612,2,Polsci,Rarely,18,Freshman,Always
43613,3,Cs,Rarely,39,Sophomore,Always
43614,40,Polsci,Always,12,Junior,Always
43615,5,Stat,Rarely,9,Freshman,Rarely
43616,22,Cs,Always,67,Freshman,Always
43617,45,Polsci,Rarely,51,Senior,Always
43618,1,Polsci,Always,5,Freshman,Always
43619,26,Cs,Always,39,Senior,Rarely
43620,13,Cs,Rarely,17,Senior,Always
43621,81,Polsci,Rarely,81,Sophomore,Always
43622,51,Stat,Always,66,Senior,Rarely
43623,35,Communication,Always,59,Junior,Rarely
43624,97,Cs,Rarely,94,Sophomore,Rarely
43625,77,Communication,Always,70,Senior,Always
43626,32,Communication,Always,16,Senior,Always
43627,21,Stat,Rarely,2,Sophomore,Rarely
43628,17,Polsci,Always,84,Freshman,Rarely
43629,74,Stat,Always,94,Freshman,Rarely
43630,89,Communication,Always,91,Freshman,Always
43631,98,Stat,Rarely,76,Senior,Always
43632,58,Cs,Always,96,Sophomore,Always
43633,32,Communication,Always,5,Sophomore,Rarely
43634,64,Cs,Rarely,98,Sophomore,Rarely
43635,46,Stat,Always,44,Sophomore,Rarely
43636,95,Cs,Always,93,Senior,Rarely
43637,21,Polsci,Rarely,13,Freshman,Rarely
43638,72,Stat,Rarely,36,Freshman,Always
43639,62,Cs,Always,64,Junior,Rarely
43640,54,Cs,Rarely,67,Freshman,Rarely
43641,49,Communication,Rarely,88,Junior,Always
43642,14,Stat,Always,73,Junior,Always
43643,29,Cs,Rarely,58,Sophomore,Rarely
43644,73,Stat,Always,43,Junior,Rarely
43645,16,Communication,Rarely,59,Junior,Rarely
43646,76,Cs,Rarely,100,Sophomore,Always
43647,14,Polsci,Always,7,Senior,Rarely
43648,48,Communication,Always,20,Senior,Always
43649,37,Communication,Rarely,31,Junior,Always
43650,6,Cs,Always,12,Sophomore,Rarely
43651,45,Communication,Always,75,Freshman,Always
43652,70,Polsci,Rarely,34,Junior,Rarely
43653,26,Stat,Rarely,59,Freshman,Always
43654,71,Cs,Rarely,32,Sophomore,Rarely
43655,59,Communication,Always,34,Freshman,Rarely
43656,91,Polsci,Rarely,29,Freshman,Always
43657,31,Stat,Always,21,Senior,Always
43658,19,Stat,Rarely,50,Junior,Always
43659,40,Cs,Always,95,Junior,Always
43660,60,Stat,Rarely,10,Junior,Always
43661,65,Stat,Rarely,59,Junior,Always
43662,54,Polsci,Rarely,41,Senior,Rarely
43663,77,Polsci,Always,29,Freshman,Rarely
43664,16,Cs,Rarely,41,Sophomore,Rarely
43665,54,Polsci,Always,15,Freshman,Always
43666,58,Cs,Always,81,Junior,Always
43667,92,Communication,Always,28,Freshman,Always
43668,88,Stat,Rarely,17,Senior,Rarely
43669,21,Cs,Rarely,31,Sophomore,Always
43670,9,Stat,Always,88,Junior,Always
43671,15,Cs,Rarely,61,Senior,Always
43672,92,Stat,Rarely,2,Freshman,Always
43673,37,Communication,Always,77,Sophomore,Rarely
43674,17,Polsci,Always,62,Senior,Always
43675,14,Polsci,Rarely,81,Sophomore,Always
43676,59,Communication,Always,41,Senior,Always
43677,71,Communication,Rarely,60,Sophomore,Always
43678,57,Stat,Always,22,Senior,Always
43679,50,Polsci,Rarely,3,Junior,Always
43680,56,Cs,Rarely,37,Senior,Rarely
43681,19,Cs,Always,45,Freshman,Always
43682,54,Stat,Always,19,Senior,Rarely
43683,58,Communication,Rarely,18,Sophomore,Rarely
43684,91,Cs,Rarely,22,Senior,Rarely
43685,38,Communication,Always,7,Junior,Always
43686,33,Cs,Rarely,11,Sophomore,Rarely
43687,36,Polsci,Always,25,Senior,Rarely
43688,93,Communication,Always,90,Junior,Rarely
43689,21,Stat,Rarely,80,Sophomore,Always
43690,44,Stat,Rarely,41,Sophomore,Always
43691,22,Stat,Rarely,0,Sophomore,Rarely
43692,92,Communication,Rarely,13,Senior,Always
43693,16,Communication,Always,86,Sophomore,Always
43694,81,Stat,Rarely,72,Junior,Rarely
43695,13,Cs,Always,2,Junior,Rarely
43696,48,Communication,Rarely,3,Sophomore,Always
43697,8,Polsci,Rarely,12,Senior,Always
43698,6,Cs,Rarely,70,Sophomore,Rarely
43699,39,Cs,Rarely,49,Senior,Rarely
43700,7,Communication,Always,9,Junior,Always
43701,56,Cs,Rarely,89,Junior,Rarely
43702,99,Cs,Always,9,Sophomore,Rarely
43703,3,Stat,Rarely,82,Freshman,Always
43704,39,Polsci,Always,37,Senior,Rarely
43705,44,Cs,Always,39,Junior,Always
43706,32,Stat,Always,25,Freshman,Rarely
43707,18,Polsci,Always,33,Senior,Rarely
43708,59,Polsci,Always,47,Sophomore,Always
43709,42,Cs,Rarely,83,Freshman,Always
43710,89,Stat,Rarely,37,Freshman,Always
43711,66,Polsci,Rarely,39,Freshman,Rarely
43712,54,Communication,Rarely,50,Senior,Always
43713,43,Stat,Rarely,74,Senior,Rarely
43714,80,Cs,Rarely,69,Sophomore,Always
43715,33,Cs,Rarely,20,Freshman,Rarely
43716,81,Polsci,Always,100,Sophomore,Rarely
43717,87,Cs,Rarely,71,Sophomore,Always
43718,55,Communication,Always,31,Senior,Always
43719,45,Stat,Always,82,Freshman,Always
43720,85,Cs,Always,60,Sophomore,Always
43721,42,Cs,Rarely,10,Sophomore,Always
43722,20,Stat,Always,39,Sophomore,Always
43723,32,Cs,Rarely,11,Junior,Always
43724,19,Polsci,Rarely,37,Senior,Always
43725,100,Stat,Rarely,27,Sophomore,Always
43726,41,Polsci,Always,43,Junior,Rarely
43727,53,Polsci,Rarely,80,Freshman,Rarely
43728,5,Cs,Always,74,Sophomore,Always
43729,57,Communication,Always,30,Junior,Always
43730,52,Stat,Always,19,Senior,Always
43731,84,Cs,Rarely,99,Sophomore,Always
43732,89,Communication,Rarely,25,Junior,Always
43733,55,Polsci,Always,70,Sophomore,Rarely
43734,49,Polsci,Rarely,96,Junior,Always
43735,98,Cs,Always,62,Senior,Rarely
43736,31,Communication,Always,89,Freshman,Always
43737,17,Stat,Rarely,65,Sophomore,Always
43738,53,Polsci,Always,33,Freshman,Rarely
43739,57,Cs,Rarely,71,Sophomore,Always
43740,90,Stat,Rarely,43,Senior,Rarely
43741,59,Communication,Rarely,49,Sophomore,Always
43742,23,Stat,Rarely,63,Freshman,Always
43743,68,Stat,Rarely,4,Senior,Always
43744,76,Cs,Rarely,28,Senior,Always
43745,16,Stat,Rarely,50,Sophomore,Rarely
43746,16,Communication,Always,98,Senior,Rarely
43747,83,Polsci,Always,38,Senior,Always
43748,56,Stat,Rarely,42,Junior,Rarely
43749,87,Cs,Always,25,Freshman,Rarely
43750,54,Cs,Rarely,9,Junior,Rarely
43751,84,Stat,Always,53,Sophomore,Rarely
43752,51,Polsci,Always,40,Junior,Rarely
43753,45,Cs,Rarely,13,Freshman,Always
43754,41,Polsci,Rarely,21,Senior,Always
43755,44,Stat,Rarely,70,Senior,Rarely
43756,19,Polsci,Always,98,Sophomore,Rarely
43757,43,Stat,Always,48,Freshman,Always
43758,32,Polsci,Rarely,41,Junior,Rarely
43759,73,Stat,Always,51,Sophomore,Rarely
43760,72,Cs,Always,89,Senior,Rarely
43761,33,Stat,Always,48,Sophomore,Always
43762,26,Polsci,Always,29,Senior,Rarely
43763,88,Cs,Rarely,97,Senior,Always
43764,96,Stat,Rarely,4,Sophomore,Always
43765,22,Stat,Rarely,96,Junior,Always
43766,51,Stat,Rarely,21,Sophomore,Rarely
43767,43,Communication,Always,2,Senior,Rarely
43768,64,Stat,Always,11,Freshman,Rarely
43769,10,Polsci,Rarely,82,Freshman,Rarely
43770,25,Cs,Rarely,58,Sophomore,Always
43771,92,Polsci,Always,59,Senior,Rarely
43772,31,Polsci,Rarely,2,Sophomore,Always
43773,100,Communication,Rarely,91,Freshman,Always
43774,89,Cs,Always,9,Senior,Always
43775,96,Communication,Always,39,Sophomore,Rarely
43776,17,Communication,Always,5,Sophomore,Always
43777,68,Stat,Rarely,52,Sophomore,Always
43778,100,Communication,Rarely,21,Freshman,Always
43779,46,Cs,Rarely,88,Sophomore,Rarely
43780,92,Stat,Always,1,Freshman,Rarely
43781,22,Communication,Always,69,Freshman,Always
43782,15,Cs,Always,86,Sophomore,Rarely
43783,9,Cs,Rarely,40,Senior,Rarely
43784,45,Cs,Rarely,41,Junior,Always
43785,6,Communication,Rarely,96,Junior,Always
43786,64,Cs,Rarely,84,Junior,Rarely
43787,2,Communication,Always,99,Senior,Rarely
43788,19,Communication,Rarely,1,Senior,Always
43789,92,Stat,Always,19,Junior,Always
43790,17,Polsci,Always,35,Sophomore,Always
43791,28,Cs,Always,9,Senior,Always
43792,67,Stat,Rarely,20,Freshman,Rarely
43793,82,Polsci,Always,74,Freshman,Always
43794,36,Stat,Rarely,72,Sophomore,Always
43795,25,Communication,Rarely,16,Senior,Rarely
43796,12,Polsci,Rarely,45,Junior,Rarely
43797,65,Stat,Rarely,26,Sophomore,Always
43798,69,Communication,Always,25,Junior,Always
43799,15,Communication,Always,36,Junior,Always
43800,33,Polsci,Rarely,51,Senior,Always
43801,97,Stat,Rarely,85,Junior,Rarely
43802,25,Cs,Rarely,11,Senior,Always
43803,91,Polsci,Always,70,Freshman,Rarely
43804,59,Polsci,Rarely,21,Sophomore,Rarely
43805,7,Cs,Rarely,84,Freshman,Rarely
43806,20,Cs,Always,14,Freshman,Rarely
43807,27,Polsci,Rarely,71,Freshman,Rarely
43808,47,Stat,Rarely,60,Senior,Always
43809,27,Stat,Always,68,Senior,Always
43810,11,Stat,Always,50,Freshman,Rarely
43811,70,Communication,Rarely,53,Sophomore,Always
43812,25,Polsci,Rarely,10,Senior,Rarely
43813,100,Cs,Always,15,Freshman,Always
43814,70,Polsci,Always,14,Sophomore,Rarely
43815,0,Polsci,Rarely,88,Sophomore,Rarely
43816,29,Polsci,Rarely,11,Junior,Always
43817,16,Stat,Always,54,Sophomore,Rarely
43818,26,Cs,Rarely,80,Junior,Always
43819,19,Polsci,Rarely,93,Freshman,Rarely
43820,50,Cs,Rarely,43,Junior,Rarely
43821,18,Stat,Always,100,Freshman,Rarely
43822,92,Stat,Rarely,15,Sophomore,Always
43823,37,Communication,Rarely,2,Sophomore,Always
43824,91,Communication,Always,30,Junior,Always
43825,3,Communication,Rarely,29,Freshman,Always
43826,51,Communication,Always,86,Freshman,Rarely
43827,66,Cs,Rarely,12,Sophomore,Rarely
43828,33,Cs,Always,95,Freshman,Always
43829,6,Polsci,Always,21,Sophomore,Always
43830,53,Communication,Always,69,Junior,Rarely
43831,12,Cs,Rarely,15,Junior,Always
43832,15,Communication,Rarely,55,Senior,Rarely
43833,93,Stat,Always,40,Senior,Rarely
43834,55,Communication,Rarely,36,Junior,Always
43835,93,Polsci,Rarely,34,Freshman,Rarely
43836,67,Cs,Always,20,Senior,Always
43837,17,Polsci,Rarely,63,Sophomore,Always
43838,79,Cs,Rarely,0,Senior,Rarely
43839,5,Polsci,Always,20,Sophomore,Rarely
43840,88,Communication,Rarely,98,Junior,Rarely
43841,27,Stat,Always,65,Junior,Always
43842,20,Stat,Rarely,19,Freshman,Always
43843,52,Polsci,Always,94,Junior,Rarely
43844,10,Polsci,Always,97,Senior,Always
43845,66,Stat,Rarely,49,Senior,Rarely
43846,74,Cs,Rarely,49,Junior,Rarely
43847,53,Communication,Rarely,90,Sophomore,Always
43848,32,Stat,Rarely,90,Freshman,Rarely
43849,60,Communication,Rarely,16,Freshman,Rarely
43850,8,Polsci,Rarely,75,Junior,Always
43851,5,Stat,Rarely,28,Freshman,Rarely
43852,64,Stat,Always,68,Junior,Always
43853,62,Stat,Rarely,18,Freshman,Always
43854,89,Cs,Always,83,Senior,Always
43855,94,Polsci,Rarely,23,Senior,Always
43856,92,Polsci,Rarely,49,Sophomore,Rarely
43857,53,Communication,Always,13,Junior,Rarely
43858,36,Polsci,Rarely,75,Senior,Rarely
43859,76,Communication,Always,83,Sophomore,Always
43860,80,Cs,Always,59,Junior,Rarely
43861,62,Cs,Always,9,Freshman,Always
43862,47,Polsci,Always,95,Sophomore,Always
43863,15,Communication,Rarely,76,Senior,Always
