GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
2.21,8,10221,Buisness,1992,66.96,120,1
2.09,44,10209,Buisness,1994,70.09,121,1
2.57,3,10257,Buisness,1996,67.9,122,0
2.23,16,10223,Buisness,1998,66.16,121,0
2.48,11,10248,Buisness,2000,66.55,121,0
3.06,18,10306,Buisness,2002,70,120,3
2.57,10,10257,Buisness,2004,68.43,120,1
2.97,57,10297,Buisness,2006,66.78,124,0
3.02,8,10302,Buisness,2008,68.43,121,0
2.16,17,10216,Buisness,2010,67.34,124,0
2.77,43,10277,Buisness,2012,68.76,120,1
2.43,4,10243,Buisness,2014,69.55,124,0
2.23,36,10223,Buisness,1960,69.58,123,2
1.82,20,10182,Buisness,1962,66.23,126,1
2.68,23,10268,Buisness,1964,66.42,121,1
2.1,1,10210,Buisness,1966,70.41,122,1
2.54,5,10254,Buisness,1968,68.57,123,0
1.55,27,10155,Buisness,1970,65.81,121,3
3.16,1,10316,Buisness,1972,66.01,125,0
2.78,10,10278,Buisness,1974,66.99,121,2
2.56,33,10256,Buisness,1976,67.88,124,0
2.25,62,10225,Buisness,1978,70.61,125,0
1.99,42,10199,Buisness,1980,70.31,122,1
2.76,37,10276,Buisness,1982,67.7,123,0
2.49,32,10249,Buisness,1984,67.54,121,1
2.46,6,10246,Buisness,1986,68.15,121,2
2.86,1,10286,Buisness,1988,67.99,121,0
2.63,56,10263,Buisness,1990,64.77,122,1
2.51,20,10251,Buisness,1992,65.82,122,1
2.38,0,10238,Buisness,1994,64.68,121,0
3.58,4,10358,Buisness,1996,70.08,120,1
2.82,37,10282,Buisness,1998,68,121,0
2.89,8,10289,Buisness,2000,70.58,123,0
2.44,2,10244,Buisness,2002,66.98,123,1
2.1,115,10210,Buisness,2004,69.41,127,0
2.26,13,10226,Buisness,2006,68.06,121,2
2.14,18,10214,Buisness,2008,68.79,122,1
2.86,55,10286,Buisness,2010,66.96,126,0
3.55,1,10355,Buisness,2012,68.1,120,1
2.49,2,10249,Buisness,2014,67.01,125,1
3.54,36,10354,Buisness,1960,66.68,120,2
2.92,4,10292,Buisness,1962,65.74,123,0
1.49,8,10149,Buisness,1964,65.3,123,0
2.56,13,10256,Buisness,1966,69.72,120,0
2.05,15,10205,Buisness,1968,67.18,123,1
2.5,7,10250,Buisness,1970,72.46,121,4
2.19,41,10219,Buisness,1972,69.64,122,0
2.21,62,10221,Buisness,1974,67.4,123,1
2.04,12,10204,Buisness,1976,70.74,120,1
2.97,33,10297,Buisness,1978,69.27,121,1
3.19,7,10319,Buisness,1980,65.52,121,3
2.16,1,10216,Buisness,1982,68.85,121,1
1.56,6,10156,Buisness,1984,66.17,121,1
2.98,20,10298,Buisness,1986,71.61,121,1
3.01,6,10301,Buisness,1988,69.84,120,0
2.24,22,10224,Buisness,1990,66.64,121,1
1.89,22,10189,Buisness,1992,66.77,120,2
3.16,25,10316,Buisness,1994,69.96,122,1
2.13,8,10213,Buisness,1996,64.77,122,1
2.88,29,10288,Buisness,1998,68.89,123,0
3.14,6,10314,Buisness,2000,67.5,120,1
2.06,31,10206,Buisness,2002,69.5,123,0
2.36,71,10236,Buisness,2004,66.67,121,1
2.04,86,10204,Buisness,2006,68.02,121,3
1.83,7,10183,Buisness,2008,66.87,120,0
2.55,13,10255,Buisness,2010,68.34,121,0
1.99,2,10199,Buisness,2012,68.86,120,6
2.64,78,10264,Buisness,2014,67.78,129,1
2.1,65,10210,Buisness,1960,65.93,125,0
2.55,9,10255,Buisness,1962,68.84,122,0
3.13,1,10313,Buisness,1964,70.69,123,1
2.14,4,10214,Buisness,1966,69.03,123,0
2.65,86,10265,Buisness,1968,65.78,120,1
2.29,1,10229,Buisness,1970,70.3,121,1
2.52,6,10252,Buisness,1972,71.37,121,0
2.25,17,10225,Buisness,1974,67.99,124,0
2.33,91,10233,Buisness,1976,67.61,122,1
1.82,32,10182,Buisness,1978,66.5,123,3
3.18,4,10318,Buisness,1980,67.06,122,1
2.34,22,10234,Buisness,1982,67.06,121,2
3.03,20,10303,Buisness,1984,66.19,122,1
1.76,3,10176,Buisness,1986,67.67,122,1
1.89,12,10189,Buisness,1988,64.53,120,4
3.17,12,10317,Buisness,1990,70.59,120,0
2.36,27,10236,Buisness,1992,70.81,121,0
2.49,14,10249,Buisness,1994,68.89,124,1
2.52,10,10252,Buisness,1996,68.87,121,1
3.07,26,10307,Buisness,1998,71.21,122,2
2.69,14,10269,Buisness,2000,70.56,125,1
2.4,8,10240,Buisness,2002,66.27,121,1
2.44,24,10244,Buisness,2004,69.5,123,1
2.11,36,10211,Buisness,2006,69.21,121,1
2.91,2,10291,Buisness,2008,68.89,124,0
2.61,20,10261,Buisness,2010,65.83,123,3
1.97,12,10197,Buisness,2012,67.17,121,0
2.77,6,10277,Buisness,2014,67.47,121,2
2.42,4,10242,Buisness,1960,70.9,121,1
2.75,19,10275,Buisness,1962,64.2,122,0
2.56,26,10256,Buisness,1964,69.45,124,2
2.48,1,10248,Buisness,1966,65.62,124,0
2.23,38,10223,Buisness,1968,68.94,121,0
2.45,26,10245,Buisness,1970,69.14,124,0
2.43,9,10243,Buisness,1972,67.98,123,3
2.47,4,10247,Buisness,1974,67.35,120,1
3.04,60,10304,Buisness,1976,69.23,121,1
2.73,7,10273,Buisness,1978,67.6,123,3
2.66,23,10266,Buisness,1980,69.08,120,0
1.96,60,10196,Buisness,1982,65.54,122,0
1.71,0,10171,Buisness,1984,67.65,120,0
2.64,14,10264,Buisness,1986,71.32,123,2
3.09,7,10309,Buisness,1988,67.39,122,0
2.85,11,10285,Buisness,1990,67.36,121,1
2.34,73,10234,Buisness,1992,71.85,120,0
2.42,4,10242,Buisness,1994,69.53,123,0
3.18,35,10318,Buisness,1996,68.21,122,0
1.98,13,10198,Buisness,1998,69.64,122,1
3.12,31,10312,Buisness,2000,65.36,120,1
2.4,62,10240,Buisness,2002,68.43,121,0
2.14,9,10214,Buisness,2004,71.61,122,5
2.77,0,10277,Buisness,2006,66.86,121,1
2.16,5,9784,Buisness,1961,64.95,121,2
1.94,5,9806,Buisness,1963,68.01,122,0
1.9,90,9810,Buisness,1965,69.01,121,4
2.4,34,9760,Buisness,1967,72.83,121,1
1.94,79,9806,Buisness,1969,64.76,120,0
2.28,7,9772,Buisness,1971,69.81,123,1
1.69,8,9831,Buisness,1973,67.87,122,0
2.98,69,9702,Buisness,1975,69.37,123,3
2.64,32,9736,Buisness,1977,68.36,123,1
1.63,7,9837,Buisness,1979,66.97,120,0
2.07,4,9793,Buisness,1981,69.5,124,2
2.92,11,9708,Buisness,1983,65.9,121,2
3.09,4,9691,Buisness,1985,68.11,125,1
2.3,1,9770,Buisness,1987,70.34,120,1
2.92,8,9708,Buisness,1989,67.59,122,0
2.03,7,9797,Buisness,1991,68.4,123,0
2.86,2,9714,Buisness,1993,68.25,120,0
2.5,10,9750,Buisness,1995,68.83,121,1
2.88,12,9712,Buisness,1997,65.71,122,0
2.97,18,9703,Buisness,1999,66.58,121,0
2.54,22,9746,Buisness,2001,65.82,120,1
1.59,35,9841,Buisness,2003,67.92,120,1
2.77,4,9723,Buisness,2005,70.39,122,0
2.5,36,9750,Buisness,2007,69,120,1
1.83,7,9817,Buisness,2009,68.15,122,1
2.27,16,9773,Buisness,2011,67.76,122,0
2.28,8,9772,Buisness,2013,67.1,122,0
2.6,1,9740,Buisness,2015,68.37,122,1
2.03,3,9797,Buisness,1961,68.52,123,0
2.69,2,9731,Buisness,1963,66.93,121,0
2.27,4,9773,Buisness,1965,70.06,123,0
3.31,3,9669,Buisness,1967,67.48,124,0
2.15,21,9785,Buisness,1969,71.69,121,1
2.45,4,9755,Buisness,1971,68.14,121,1
2.6,15,9740,Buisness,1973,67.56,121,5
3.05,3,9695,Buisness,1975,70.76,124,0
2.56,64,9744,Buisness,1977,69.61,120,4
2.71,2,9729,Buisness,1979,65.79,122,1
1.84,27,9816,Buisness,1981,69.05,120,1
2.66,10,9734,Buisness,1983,67.35,121,0
2.57,24,9743,Buisness,1985,66.79,120,1
2.63,13,9737,Buisness,1987,66.01,123,0
3.49,57,9651,Buisness,1989,67.85,121,1
2.14,0,9786,Buisness,1991,69.88,122,0
1.84,2,9816,Buisness,1993,70.75,122,1
1.93,1,9807,Buisness,1995,68.15,120,0
2.21,16,9779,Buisness,1997,71.42,121,1
1.98,18,9802,Buisness,1999,68.32,121,0
1.47,16,9853,Buisness,2001,71.13,121,0
2.47,13,9753,Buisness,2003,68.09,122,0
2.38,12,9762,Buisness,2005,67.92,122,1
1.77,16,9823,Buisness,2007,68.95,121,1
2.99,42,9701,Buisness,2009,63.84,121,0
2.88,4,9712,Buisness,2011,67.23,122,1
2.26,19,9774,Buisness,2013,68.61,132,0
2.77,3,9723,Buisness,2015,66.57,121,1
2.03,1,9797,Buisness,1961,69.12,125,1
1.9,16,9810,Buisness,1963,71.92,121,0
3.23,50,9677,Buisness,1965,64.22,120,0
2.8,10,9720,Buisness,1967,66.95,122,1
2.41,1,9759,Buisness,1969,68.46,120,0
3.33,47,9667,Buisness,1971,65.02,121,2
2.25,4,9775,Buisness,1973,66.21,121,0
2.25,3,9775,Buisness,1975,67.39,120,1
3.05,33,9695,Buisness,1977,69.15,124,1
2.5,23,9750,Buisness,1979,67.87,120,0
2.96,20,9704,Buisness,1981,67.3,121,2
1.64,20,9836,Buisness,1983,67.57,122,0
2.19,30,9781,Buisness,1985,68.69,121,1
3.54,14,9646,Buisness,1987,68.28,121,0
1.96,6,9804,Buisness,1989,68.37,122,1
2.18,30,9782,Buisness,1991,65.63,121,1
1.56,29,9844,Buisness,1993,72.17,121,2
2.35,6,9765,Buisness,1995,66.14,122,0
2.8,84,9720,Buisness,1997,66.54,124,1
2.47,8,9753,Buisness,1999,66.38,122,1
2.57,36,9743,Buisness,2001,67.69,121,1
2.76,31,9724,Buisness,2003,66.9,122,0
2.33,3,9767,Buisness,2005,70.12,122,0
2.8,40,9720,Buisness,2007,66.32,121,1
1.82,25,9818,Buisness,2009,66.37,122,0
2.91,4,9709,Buisness,2011,68.75,121,1
2.22,5,9778,Buisness,2013,67.67,121,1
2.49,62,9751,Buisness,2015,70.22,127,2
2.06,21,9794,Buisness,1961,68.32,121,0
2.53,74,9747,Buisness,1963,68.98,122,2
2.57,1,9743,Buisness,1965,68.35,124,0
2.66,8,9734,Buisness,1967,66.84,121,0
2.67,13,9733,Buisness,1969,69.63,126,0
2.82,16,9718,Buisness,1971,66.7,121,2
2.62,7,9738,Buisness,1973,64.18,121,0
2.16,31,9784,Buisness,1975,67.14,121,1
2.3,38,9770,Buisness,1977,70.57,120,1
2.06,14,9794,Buisness,1979,62.95,125,1
1.88,35,9812,Buisness,1981,67.9,120,1
2.94,22,9706,Buisness,1983,66.1,124,0
2.66,24,9734,Buisness,1985,64.96,121,0
2.7,17,9730,Buisness,1987,69.4,121,2
2.37,10,9763,Buisness,1989,70.94,124,1
2.74,35,9726,Buisness,1991,72.02,123,1
2.65,33,9735,Buisness,1993,68.76,120,3
3.14,41,9686,Buisness,1995,69.55,121,1
2.15,20,9785,Buisness,1997,64.61,121,1
1.55,7,9845,Buisness,1999,68.23,120,0
2.76,55,9724,Buisness,2001,72.62,123,2
2.26,18,9774,Buisness,2003,69.98,123,1
2.54,1,9746,Buisness,2005,65.87,128,0
2.26,15,9774,Buisness,2007,68.08,123,2
3.13,8,9687,Buisness,2009,68.41,121,0
1.2,64,9880,Buisness,2011,68.89,129,2
3.08,10,9692,Buisness,2013,65.72,123,1
2.33,27,9767,Buisness,2015,67.25,121,0
2.81,21,9719,Buisness,1961,72.05,120,1
2.75,26,9725,Buisness,1963,65.5,124,0
2.52,3,9748,Buisness,1965,68.62,121,1
2.44,22,9756,Buisness,1967,68.9,121,0
2.9,33,9710,Buisness,1969,68.89,122,1
1.96,9,9804,Buisness,1971,68.98,121,0
2.08,23,9792,Buisness,1973,68.23,121,0
2.87,13,9713,Buisness,1975,68.07,121,0
2.43,1,9757,Buisness,1977,69.44,120,1
2.5,6,9750,Buisness,1979,68.15,120,2
2.89,3,9711,Buisness,1981,66.92,121,1
1.65,40,9835,Buisness,1983,69.29,122,1
2.35,12,9765,Buisness,1985,68,124,2
2.58,26,9742,Buisness,1987,67.46,129,1
2.7,1,9730,Buisness,1989,66.98,122,1
2.75,6,9725,Buisness,1991,67.38,123,1
2.15,1,9785,Buisness,1993,64.88,123,0
2.37,2,9763,Buisness,1995,71.18,125,0
2.9,19,9710,Buisness,1997,70.01,122,2
3.23,15,9677,Buisness,1999,67.11,120,3
2.13,1,9787,Buisness,2001,67.94,120,0
1.63,8,9837,Buisness,2003,67.63,123,2
1.36,25,9864,Buisness,2005,68.76,121,1
2.56,8,9744,Buisness,2007,68.83,121,0
2.47,1,9753,Buisness,2009,68.64,125,1
2.56,49,9744,Buisness,2011,69.08,120,0
2.4,12,9760,Buisness,2013,72.54,122,1
3.05,2,9695,Buisness,2015,68.96,122,1
2.59,28,9741,Buisness,1961,67.65,121,0
2.66,6,9734,Buisness,1963,64.15,122,2
2.75,25,9725,Buisness,1965,67.83,123,0
2.69,4,9731,Buisness,1967,64.12,121,1
2.59,49,9741,Buisness,1969,68.13,123,0
3.05,5,9695,Buisness,1971,68.43,121,0
2.15,14,9785,Buisness,1973,68.27,121,0
2.09,10,9791,Buisness,1975,72.06,120,0
2.04,76,9796,Buisness,1977,68.79,120,1
2.53,21,9747,Buisness,1979,66.36,124,1
2.54,30,9746,Buisness,1981,69.88,122,3
2.1,7,9790,Buisness,1983,64.86,121,0
2.28,15,9772,Buisness,1985,69.99,126,1
2.15,1,9785,Buisness,1987,66.28,121,2
1.85,56,9815,Buisness,1989,67.39,121,0
1.93,6,9807,Buisness,1991,65.58,120,3
3.06,32,9694,Buisness,1993,69.51,121,2
2.42,16,9758,Buisness,1995,66.95,122,0
2.41,3,9759,Buisness,1997,64.74,121,0
3,34,9700,Buisness,1999,69.93,121,2
2.99,29,9701,Buisness,2001,67.29,121,1
2,97,9800,Buisness,2003,65.2,122,1
2.91,25,9709,Buisness,2005,67.8,126,2
2.44,2,9756,Buisness,2007,70.7,123,0
3.09,51,9691,Buisness,2009,68.58,121,0
2.15,54,9785,Buisness,2011,67.52,122,1
2.29,8,9771,Buisness,2013,64.55,127,1
2.38,70,9762,Buisness,2015,67.21,122,1
2.03,12,9797,Buisness,1961,68.21,121,1
1.87,5,9813,Buisness,1963,68.93,121,3
2.47,11,9753,Buisness,1965,69.58,120,0
2.68,45,9732,Buisness,1967,68.41,122,1
1.87,6,9813,Buisness,1969,68.19,121,0
2.55,21,9745,Buisness,1971,66.09,121,0
2.59,21,9741,Buisness,1973,67.7,121,0
2.76,29,9724,Buisness,1975,69.25,120,1
2.02,3,9798,Buisness,1977,64.59,121,0
2.24,10,9776,Buisness,1979,67.09,121,4
1.91,17,9809,Buisness,1981,69.15,125,0
2.24,6,9776,Buisness,1983,68.43,123,0
2.87,2,9713,Buisness,1985,66.9,121,1
3.02,17,9698,Buisness,1987,67.02,120,1
2.63,55,9737,Buisness,1989,70.17,122,0
2.53,13,9747,Buisness,1991,67.87,121,1
1.73,7,9827,Buisness,1993,69.43,121,1
3,29,9700,Buisness,1995,65.93,127,1
2.8,4,9720,Buisness,1997,69.69,121,1
2.84,50,9716,Buisness,1999,71.48,121,1
2.2,6,9780,Buisness,2001,69.1,122,1
2.68,9,9732,Buisness,2003,70.36,123,0
2.48,4,9752,Buisness,2005,67.35,121,0
2.46,33,9754,Buisness,2007,66.84,121,1
1.99,48,9801,Buisness,2009,65.49,121,0
2.65,8,9735,Buisness,2011,68.27,122,2
1.84,7,9816,Buisness,2013,65.47,120,2
2.02,11,9798,Buisness,2015,66.2,123,0
2.09,24,9791,Buisness,1961,69.99,127,1
2.88,5,9712,Buisness,1963,68.78,121,1
2.01,1,9799,Buisness,1965,61.42,124,1
1.89,5,9811,Buisness,1967,66.88,121,1
2.05,30,9795,Buisness,1969,69.59,122,1
1.53,23,9847,Buisness,1971,71.05,120,1
2.69,4,9731,Buisness,1973,68.13,121,3
2.58,3,9742,Buisness,1975,67.6,124,2
2.38,21,9762,Buisness,1977,71.08,121,1
2.78,9,9722,Buisness,1979,65.62,122,2
3.2,11,9680,Buisness,1981,67.91,120,0
2.89,4,9711,Buisness,1983,69.7,122,2
2.21,41,9779,Buisness,1985,67.06,122,1
2.58,8,9742,Buisness,1987,65.12,127,1
2.13,7,9787,Buisness,1989,69.28,134,0
1.98,11,9802,Buisness,1991,69.95,125,1
2.66,8,9734,Buisness,1993,67.41,121,1
2.54,48,9746,Buisness,1995,67.66,126,1
1.68,4,9832,Buisness,1997,65.73,120,1
2.24,11,9776,Buisness,1999,67.79,125,0
2.51,3,9749,Buisness,2001,66.17,121,1
3.25,53,9675,Buisness,2003,67.2,123,1
2.39,3,9761,Buisness,2005,67.54,121,1
3.05,6,9695,Buisness,2007,68.57,122,2
2.72,7,9728,Buisness,2009,67.69,124,1
3.35,32,9665,Buisness,2011,66.02,120,1
2.02,24,9798,Buisness,2013,66.5,136,0
2.68,18,9732,Buisness,2015,68.52,121,4
3.01,17,9699,Buisness,1961,65.27,127,1
2.25,24,9775,Buisness,1963,67.16,122,1
2.1,26,9790,Buisness,1965,65.08,120,1
2.74,14,9726,Buisness,1967,70.12,120,3
2.6,2,9740,Buisness,1969,68.06,122,1
2.58,38,9742,Buisness,1971,66.94,123,0
2.65,7,9735,Buisness,1973,69.4,120,1
3,9,9700,Buisness,1975,69.07,121,0
2.74,34,9726,Buisness,1977,66.7,120,0
2.2,26,9780,Buisness,1979,67.09,126,1
2.58,21,9742,Buisness,1981,67.28,121,1
2.51,6,9749,Buisness,1983,66.69,121,1
3.23,10,9677,Buisness,1985,68.64,122,1
1.87,34,9813,Buisness,1987,67.05,121,3
2.19,67,9781,Buisness,1989,67.79,121,0
2.22,45,9778,Buisness,1991,69.13,122,0
3.18,7,9682,Buisness,1993,65.14,123,0
3.24,4,9676,Buisness,1995,67.26,121,0
2.74,18,9726,Buisness,1997,67.53,120,4
2.09,9,9791,Buisness,1999,69.02,121,2
2.86,11,9714,Buisness,2001,66.31,120,1
2.43,0,9757,Buisness,2003,66.33,122,1
2.33,49,9767,Buisness,2005,69.1,120,1
2.34,20,9766,Buisness,2007,65.25,121,4
2.8,5,9720,Buisness,2009,64.54,123,1
2.19,6,9781,Buisness,2011,68.74,120,0
2.52,38,9748,Buisness,2013,69.7,123,0
1.93,3,9807,Buisness,2015,66.17,122,0
1.92,35,9808,Buisness,1961,68.99,120,1
2.07,31,9793,Buisness,1963,66.71,121,1
3.16,11,9684,Buisness,1965,66.88,122,0
2.55,42,9745,Buisness,1967,65.28,120,0
2.82,11,9718,Buisness,1969,68.47,122,1
2.6,22,9740,Buisness,1971,71.83,123,2
2.99,4,9701,Buisness,1973,71.7,124,0
2.35,21,9765,Buisness,1975,68.6,122,0
1.83,1,9817,Buisness,1977,66.39,124,1
2.36,61,9764,Buisness,1979,67.58,124,0
1.92,40,9808,Buisness,1981,67.58,121,1
2.75,3,9725,Buisness,1983,68.43,123,0
2.67,11,9733,Buisness,1985,68.92,127,0
2.68,10,9732,Buisness,1987,70.15,126,0
1.83,21,9817,Buisness,1989,67.66,122,0
3.07,13,9693,Buisness,1991,66.59,120,0
2.53,25,9747,Buisness,1993,64.49,121,0
2.19,0,9781,Buisness,1995,68.24,121,0
1.46,19,9854,Buisness,1997,66.48,120,2
1.96,12,9804,Buisness,1999,69.91,125,0
2.55,6,9745,Buisness,2001,66.41,120,3
2.78,12,9722,Buisness,2003,63.51,120,3
3.51,10,9649,Buisness,2005,67.33,122,0
1.94,14,9806,Buisness,2007,68.79,124,0
2.79,54,9721,Buisness,2009,66.9,122,0
2.55,5,9745,Buisness,2011,69.12,123,0
1.88,12,9812,Buisness,2013,69.71,120,0
2.99,1,9701,Buisness,2015,68.71,121,4
2.41,3,9759,Buisness,1961,69.79,121,1
2.93,37,9707,Buisness,1963,68.86,124,0
2.35,2,9765,Buisness,1965,69.18,121,0
2.65,14,9735,Buisness,1967,67.3,123,0
2.5,14,9750,Buisness,1969,69.26,127,1
2.41,29,9759,Buisness,1971,67.06,129,3
1.9,21,9810,Buisness,1973,67.68,121,3
2.85,22,9715,Buisness,1975,67.33,120,1
2.18,2,9782,Buisness,1977,67.06,121,0
2.78,11,9722,Buisness,1979,67.45,121,0
2.12,24,9788,Buisness,1981,68.62,122,0
2.93,8,9707,Buisness,1983,66.64,121,0
2.29,2,9771,Buisness,1985,64.86,121,1
3.12,20,9688,Buisness,1987,68,121,0
2.54,8,9746,Buisness,1989,66.36,121,2
3.09,7,9691,Buisness,1991,67.45,122,1
2.01,12,9799,Buisness,1993,67.95,121,0
2.51,14,9749,Buisness,1995,69.14,124,1
2.12,4,9788,Buisness,1997,69.35,120,1
2.26,6,9774,Buisness,1999,67.27,122,1
2.6,6,9740,Buisness,2001,66.26,121,1
2.27,6,9773,Buisness,2003,67.11,122,0
3.01,20,9699,Buisness,2005,68.62,121,0
2.56,2,9744,Buisness,2007,71.7,121,0
2.14,5,9786,Buisness,2009,66.24,132,0
2.4,0,9760,Buisness,2011,70.78,122,0
2.88,11,9712,Buisness,2013,67.84,126,3
2.74,8,9726,Buisness,2015,65.68,121,1
2.55,0,9745,Buisness,1961,70.12,120,1
2.21,18,9779,Buisness,1963,74.35,124,1
2.91,18,9709,Buisness,1965,67.39,122,4
1.66,9,9834,Buisness,1967,68.68,122,0
2.03,22,9797,Buisness,1969,67.11,120,1
2.55,3,9745,Buisness,1971,68.21,122,1
2.31,22,9769,Buisness,1973,67.14,121,1
2.72,9,9728,Buisness,1975,68.02,122,0
2.9,0,9710,Buisness,1977,70.52,120,0
3.47,14,9653,Buisness,1979,70.89,120,0
2.71,7,9729,Buisness,1981,68.01,121,1
2.98,7,9702,Buisness,1983,68.86,121,0
2.63,7,9737,Buisness,1985,66.98,122,2
2.88,15,9712,Buisness,1987,68.47,120,2
2.15,13,9785,Buisness,1989,68.11,123,4
2.55,7,9745,Buisness,1991,68.79,121,0
3.13,123,9687,Buisness,1993,67.95,120,0
2.18,12,9782,Buisness,1995,64.24,123,0
3.13,42,9687,Buisness,1997,66.48,125,1
3.07,50,9693,Buisness,1999,66.67,126,2
2.63,11,9737,Buisness,2001,67.27,121,1
3.12,3,9688,Buisness,2003,66.75,120,0
2.1,2,9790,Buisness,2005,67.84,123,3
2.63,90,9737,Buisness,2007,70.28,123,1
2.93,13,9707,Buisness,2009,69.35,123,0
2.18,8,9782,Buisness,2011,67.62,121,1
2.44,20,9756,Buisness,2013,69.6,120,0
3.09,2,9691,Buisness,2015,70.45,121,0
1.83,3,9817,Buisness,1961,67.88,121,0
2.51,74,9749,Buisness,1963,68.15,121,0
2.75,29,9725,Buisness,1965,67.13,127,0
2.45,0,9755,Buisness,1967,65.21,120,1
2.65,7,9735,Buisness,1969,68.07,122,0
2.36,6,9764,Buisness,1971,64.72,126,1
2.59,10,9741,Buisness,1973,71.27,121,2
1.99,16,9801,Buisness,1975,67.98,121,1
3.26,8,9674,Buisness,1977,72.21,120,0
1.72,62,9828,Buisness,1979,71.64,122,0
2.46,1,9754,Buisness,1981,68.94,124,1
2.81,71,9719,Buisness,1983,65.58,124,0
2.05,64,9795,Buisness,1985,68.24,120,1
2.27,60,9773,Buisness,1987,68.07,124,2
2.64,12,9736,Buisness,1989,69.34,121,0
1.81,3,9819,Buisness,1991,72.11,121,0
2.89,14,9711,Buisness,1993,71.76,122,1
2.73,25,9727,Buisness,1995,70.79,121,2
2.55,51,9745,Buisness,1997,70.36,124,0
2.85,0,9715,Buisness,1999,69.74,121,2
1.93,2,9807,Buisness,2001,71.83,121,0
2.37,90,9763,Buisness,2003,70.97,120,6
2.11,52,9789,Buisness,2005,68.19,123,0
2.84,4,9716,Buisness,2007,69.84,120,0
2.83,7,9717,Buisness,2009,67.02,121,2
2.02,2,9798,Buisness,2011,69.57,124,2
2.45,28,9755,Buisness,2013,67.97,123,3
2.07,2,9793,Buisness,2015,67.09,123,2
2.81,4,9719,Buisness,1961,68.79,120,0
2.13,6,9787,Buisness,1963,70.82,120,2
2.82,4,9718,Buisness,1965,64.87,121,1
2.43,24,9757,Buisness,1967,67.59,125,0
2.51,6,9749,Buisness,1969,67.64,121,1
2.53,21,9747,Buisness,1971,68.09,122,2
2.58,16,9742,Buisness,1973,67.78,125,1
2.56,5,9744,Buisness,1975,69.03,121,0
2.44,6,9756,Buisness,1977,68.83,122,2
2.27,9,9773,Buisness,1979,69.84,120,0
2.61,20,9739,Buisness,1981,72.35,122,1
2.45,1,9755,Buisness,1983,72.11,122,2
2.3,51,9770,Buisness,1985,67.54,125,2
2.09,60,9791,Buisness,1987,69.83,121,0
1.36,19,9864,Buisness,1989,68.69,124,0
2.63,7,9737,Buisness,1991,66.61,121,1
2.45,2,9755,Buisness,1993,67.5,121,1
2.81,2,9719,Buisness,1995,64.57,121,0
3.53,33,9647,Buisness,1997,69.32,120,1
2.88,49,9712,Buisness,1999,64.57,123,0
2.82,6,9718,Buisness,2001,71.33,121,1
1.27,10,9873,Buisness,2003,68.76,123,1
2.7,1,9730,Buisness,2005,68.3,121,1
2.4,4,9760,Buisness,2007,63.94,121,2
2.79,1,9721,Buisness,2009,68.71,133,2
2.03,14,9797,Buisness,2011,68.38,122,1
2.41,4,9759,Buisness,2013,70.14,121,0
1.78,3,9822,Buisness,2015,70.2,122,0
2.49,41,9751,Buisness,1961,68.08,121,0
2.21,11,9779,Buisness,1963,66.02,121,4
3.02,14,9698,Buisness,1965,66.93,125,1
2.67,39,9733,Buisness,1967,67.55,122,4
2.64,0,9736,Buisness,1969,66.21,121,0
2.14,51,9786,Buisness,1971,69.14,123,1
1.87,1,9813,Buisness,1973,67.02,120,1
2.3,6,9770,Buisness,1975,72.05,121,2
2.89,41,9711,Buisness,1977,70.05,122,1
2.1,7,9790,Buisness,1979,69.66,120,1
3.14,42,9686,Buisness,1981,69.06,125,3
2.37,12,9763,Buisness,1983,68.89,120,0
2.93,12,9707,Buisness,1985,68.7,121,0
2.09,14,9791,Buisness,1987,71.21,120,2
2.47,8,9753,Buisness,1989,63.76,123,2
2.32,16,9768,Buisness,1991,66.18,121,1
2.27,46,9773,Buisness,1993,64.17,127,0
2.62,6,9738,Buisness,1995,70.66,121,3
2.37,57,9763,Buisness,1997,67.67,120,2
3.4,8,9660,Buisness,1999,69.15,121,0
2.74,10,9726,Buisness,2001,64.14,121,0
2.41,47,9759,Buisness,2003,71.37,122,1
2.44,6,9756,Buisness,2005,67.93,122,0
1.43,1,9857,Buisness,2007,69.11,121,1
2.59,6,9741,Buisness,2009,69.73,121,1
1.46,10,9854,Buisness,2011,68.54,123,0
2.58,11,9742,Buisness,2013,67.88,120,2
2.97,37,9703,Buisness,2015,68.82,120,0
2.23,16,9777,Buisness,1961,69.8,120,0
1.46,53,9854,Buisness,1963,68.92,120,2
1.37,11,9863,Buisness,1965,71.2,120,1
2.59,11,9741,Buisness,1967,69.92,128,0
2.15,19,9785,Buisness,1969,67.71,121,2
2.95,15,9705,Buisness,1971,69.55,121,0
2,29,9800,Buisness,1973,66.72,120,1
2.44,8,9756,Buisness,1975,66.38,121,0
2.12,18,9788,Buisness,1977,67.52,120,1
1.77,15,9823,Buisness,1979,64.8,125,0
2.45,15,9755,Buisness,1981,64.42,122,1
2.37,6,9763,Buisness,1983,68.52,121,0
2.64,64,9736,Buisness,1985,68.11,120,1
3.69,13,9631,Buisness,1987,68.08,126,2
2.15,7,9785,Buisness,1989,68.74,122,3
2.27,9,9773,Buisness,1991,65.51,121,1
3.06,25,9694,Buisness,1993,68.41,124,1
2.8,29,9720,Buisness,1995,67.38,120,1
