IDN,AGE,COUNTRY,GENDER,IMMIGRANT,INCOME,HAPPINESS
36580,18,United Kingdom,Male,0,53353,4.21
87254,36,Israel,Male,0,104460,8.42
42770,69,Botswana,Female,0,56700,4.72
15422,46,Burundi,Male,0,29046,2.47
79544,30,Australia,Male,0,96786,8.36
65310,45,Mauritania,Female,0,80103,6.49
79862,55,Sudan,Male,0,94262,7.60
18499,30,Tanzania,Female,0,32031,2.31
16221,64,Angola,Male,1,32218,7.42
53074,36,Vietnam,Female,0,68440,5.40
45408,21,Gabon,Male,0,59253,4.24
71029,47,Netherlands,Female,0,88283,7.52
25333,21,Lesotho,Female,0,40128,3.23
52867,57,Palestinian Territories,Female,0,67319,5.61
58277,58,Lebanon,Male,0,73069,6.62
92368,38,Singapore,Female,0,108916,9.45
16369,68,Somaliland region,Female,0,31149,2.69
65946,43,Kuwait,Female,0,82227,6.47
60912,30,Libya,Female,0,76034,6.34
20071,58,Saudi Arabia,Female,1,36893,4.12
11347,29,Botswana,Male,0,25078,2.30
11077,68,Cyprus,Male,0,27537,2.69
82371,57,Estonia,Female,0,97553,8.63
80985,29,Spain,Female,0,97286,8.35
59394,36,Qatar,Female,0,75820,6.40
13087,28,Cameroon,Female,0,27437,2.29
68573,54,Kenya,Male,0,82712,6.58
87732,29,Botswana,Female,0,101683,8.35
76668,32,Peru,Male,0,92431,7.37
42874,32,Japan,Female,0,58767,4.35
78633,30,Romania,Male,0,93645,7.35
70463,43,Togo,Female,0,83314,6.47
14895,23,Chile,Female,0,31392,2.24
68326,67,Paraguay,Male,0,84085,7.72
58548,64,Laos,Male,0,73335,6.68
71683,27,Kenya,Male,0,86023,7.32
84296,42,Mali,Female,1,98877,6.19
17033,20,Guinea,Male,0,30878,2.21
28643,54,Netherlands,Female,0,46032,3.56
80661,54,Mauritius,Female,0,96070,8.60
47513,34,Singapore,Female,0,64038,5.38
91671,42,Albania,Male,1,107252,8.05
99798,62,Malta,Male,0,115653,9.69
46775,34,Mexico,Male,0,63590,5.38
38621,50,United States,Female,1,56088,9.08
70597,48,Macedonia,Male,1,85362,7.05
53319,19,Finland,Female,1,71183,3.10
88746,27,Australia,Male,0,105826,8.33
43857,46,Vietnam,Male,1,59841,9.37
65143,35,Slovakia,Female,0,80949,6.39
43457,51,Bahrain,Female,0,58724,4.54
11543,48,Mauritius,Male,0,26808,2.49
94790,42,Germany,Female,0,111421,9.49
97603,57,Jamaica,Female,0,112895,9.64
60545,23,Russia,Male,1,76322,6.14
95704,62,Norway,Female,0,113389,9.69
96094,31,El Salvador,Female,1,112407,3.89
84304,63,Liberia,Male,1,98980,3.37
70177,21,Peru,Male,0,85832,7.26
39280,49,Croatia,Male,0,54846,4.52
48539,51,Lebanon,Female,0,63336,5.55
23706,24,Kazakhstan,Male,1,39414,6.14
16598,70,Egypt,Male,0,30679,2.71
47282,24,Turkmenistan,Female,0,62630,5.28
56092,48,Paraguay,Male,0,71787,5.52
37998,28,Bolivia,Female,0,53758,4.31
62993,59,Norway,Female,0,80486,6.63
40719,54,Spain,Male,1,57168,6.49
35181,28,Oman,Female,0,51841,4.31
78060,55,Finland,Male,0,95270,7.60
97763,20,Guinea,Female,0,111538,9.27
70010,63,El Salvador,Male,0,85816,7.68
87454,25,Palestinian Territories,Male,0,102062,8.31
59448,43,Russia,Male,0,74769,6.47
55982,59,Georgia,Female,1,70215,3.56
58536,55,Bosnia and Herzegovina,Female,0,73256,6.59
28619,21,Mali,Female,0,42594,3.23
68384,24,Russia,Female,0,83642,6.28
29633,69,Bosnia and Herzegovina,Male,0,44353,3.71
34721,39,Argentina,Female,0,51160,4.42
85955,39,Madagascar,Female,0,99684,8.45
69963,60,Ecuador,Male,0,85807,7.65
73042,68,Romania,Female,0,87932,7.73
76337,38,United Arab Emirates,Female,0,93405,7.43
17010,50,South Korea,Male,0,33117,2.51
28492,69,Bahrain,Male,0,43702,3.71
38509,70,Madagascar,Male,0,52480,4.73
49478,59,Slovakia,Female,0,65361,5.63
15767,26,Armenia,Female,0,30056,2.27
48645,47,Uganda,Female,0,62849,5.51
85903,59,New Zealand,Female,0,102946,8.65
44495,30,El Salvador,Female,0,60077,5.34
94240,31,Bolivia,Male,0,109943,9.38
59632,22,Iraq,Female,1,74928,3.25
81098,37,Kosovo,Male,0,96315,8.43
59685,53,Vietnam,Male,0,75224,6.57
98817,56,Argentina,Male,0,115358,9.63
88817,56,Taiwan,Male,0,105048,8.62
10416,27,Singapore,Male,0,26976,2.28
54119,24,Georgia,Female,0,68157,5.28
68505,38,Iraq,Male,0,83283,6.42
30320,21,Montenegro,Female,0,45505,3.23
52750,19,Ukraine,Female,1,67884,1.95
32526,25,Saudi Arabia,Female,0,48874,4.28
87448,67,Uzbekistan,Male,1,103587,7.55
37170,58,Bolivia,Female,0,52892,4.61
86851,55,Trinidad and Tobago,Female,0,103201,8.61
84080,24,Chad,Male,0,98148,8.30
46685,60,Kyrgyzstan,Female,0,61639,5.64
77060,36,Singapore,Female,0,93596,7.41
49019,60,Jordan,Male,1,64653,7.88
38580,22,China,Female,0,53496,4.25
27575,59,Djibouti,Male,0,42028,3.61
99553,41,Chad,Female,0,113603,9.48
30957,59,China,Female,0,45930,3.61
94008,41,Slovakia,Female,0,109758,9.48
31248,54,Kosovo,Male,0,46397,3.56
81898,57,Montenegro,Female,1,97400,2.99
48208,32,Singapore,Female,0,64531,5.36
27465,20,Lesotho,Female,0,42140,3.22
63689,64,Paraguay,Male,0,79396,6.68
10617,33,Philippines,Female,0,25461,2.34
33547,45,United Arab Emirates,Male,0,50520,4.48
24202,40,South Africa,Male,0,39181,3.42
72656,54,Mauritius,Male,0,88055,7.59
96063,52,Singapore,Female,0,112431,9.59
19061,48,Tajikistan,Male,0,33336,2.49
40640,31,Somaliland region,Male,0,55233,4.34
50434,65,Colombia,Male,0,66762,5.69
99357,25,Sierra Leone,Male,0,113625,9.32
22885,18,Indonesia,Male,1,38768,7.48
92558,59,Mongolia,Male,0,107401,8.65
89720,49,Ireland,Male,1,107496,8.85
11234,33,Burkina Faso,Female,1,25718,7.45
63530,37,Nicaragua,Female,0,78907,6.41
20528,20,Ireland,Male,0,37583,3.22
91457,49,Turkmenistan,Female,0,106993,8.55
81227,36,Hungary,Male,0,95813,7.41
99311,30,South Africa,Female,0,114223,9.37
42565,22,Haiti,Female,0,56891,4.25
55257,67,Azerbaijan,Female,0,69706,5.71
42638,24,Austria,Male,0,59796,4.27
46704,59,Honduras,Male,0,61757,5.63
14083,45,Cameroon,Male,0,28406,2.46
91304,40,Bosnia and Herzegovina,Male,0,106053,8.46
54455,67,Dominican Republic,Male,0,69444,5.71
97422,30,Central African Republic,Female,0,110874,9.37
26246,23,Turkmenistan,Male,0,41793,3.25
91558,61,Myanmar,Male,0,105963,8.67
67824,39,Tunisia,Male,0,82633,6.43
95984,70,Romania,Female,0,110975,9.77
82138,66,Moldova,Female,0,97716,8.72
58462,70,Oman,Male,0,75153,6.74
82241,31,Congo-Kinshasa,Female,0,96724,8.37
13479,39,Lithuania,Male,0,28738,2.40
79970,65,Togo,Male,0,92678,7.70
74400,22,Iceland,Female,0,91516,7.27
26137,64,Croatia,Female,0,41744,3.66
95166,61,Congo-Brazzaville,Male,0,109501,9.68
19332,66,Colombia,Female,0,35500,2.67
13076,32,Philippines,Male,0,27919,2.33
88035,67,Sri Lanka,Male,0,102094,8.73
15874,25,United States,Male,0,32822,2.26
51653,39,Australia,Male,0,68832,5.43
37727,51,Zimbabwe,Male,0,52544,4.54
30155,34,United States,Male,0,47240,3.36
88115,37,India,Male,0,102642,8.43
90244,63,Turkey,Female,0,105510,8.69
54212,36,Algeria,Male,1,69878,5.84
49004,25,Central African Republic,Female,0,62492,5.29
11281,59,Netherlands,Male,0,28654,2.60
96540,46,France,Female,0,113064,9.53
85288,45,Bolivia,Female,0,100961,8.51
48070,47,Malta,Male,1,64484,4.65
31472,39,South Korea,Female,0,47601,3.41
22222,19,Chile,Female,1,38906,1.82
95556,27,Nigeria,Male,0,110566,9.34
46267,42,Jamaica,Female,0,61398,5.46
11184,20,Turkey,Male,0,26409,2.21
31365,68,Sudan,Female,0,45605,3.70
53102,46,Egypt,Male,0,67276,5.50
52028,18,Iran,Female,0,66611,5.22
95217,28,Mozambique,Female,0,110057,9.35
10100,47,Bulgaria,Male,0,23834,1.48
73274,53,Guinea,Male,0,86893,7.58
35578,66,Malaysia,Female,0,51196,4.69
34949,22,Kyrgyzstan,Female,0,49785,4.25
35493,46,Sudan,Female,0,49757,4.49
50370,57,Latvia,Male,0,65322,5.61
91302,39,Mauritius,Female,0,106621,8.45
96698,29,Malawi,Female,0,110779,9.36
86048,41,Germany,Female,0,102648,8.47
27281,42,Palestinian Territories,Male,0,41852,3.44
94619,22,Bulgaria,Male,0,108525,9.29
52989,25,Botswana,Male,0,66897,5.29
47569,27,Laos,Male,0,62249,5.31
94773,39,Portugal,Female,1,110152,2.65
30198,30,Saudi Arabia,Female,0,46620,3.32
25401,58,United Arab Emirates,Male,1,42823,3.82
86405,48,Sudan,Male,0,100690,8.54
26543,65,Peru,Male,0,42141,3.67
35764,57,Belgium,Female,0,52546,4.60
86955,32,Russia,Female,0,102358,8.38
26435,31,South Africa,Female,0,41328,3.33
70443,50,Costa Rica,Female,0,87550,7.55
81968,32,Finland,Male,0,99271,8.38
98715,65,Haiti,Male,0,113053,9.72
62434,69,Hungary,Female,0,77024,6.73
64709,53,Honduras,Female,0,79818,6.57
39452,59,Hungary,Male,0,54165,4.62
97018,61,Uganda,Male,1,112153,6.33
84856,48,Yemen,Male,0,98921,8.54
98058,70,Malawi,Male,0,112139,9.77
71185,31,Gabon,Male,0,85178,7.36
64184,33,Australia,Female,0,81498,6.37
33923,31,Hungary,Male,0,48486,4.34
57341,47,North Cyprus,Male,1,73305,7.61
83942,66,Ireland,Female,1,101630,4.19
40717,54,Indonesia,Female,1,56406,7.82
17448,43,Sri Lanka,Female,0,31489,2.44
65419,64,Sweden,Female,0,82906,6.68
79805,32,Haiti,Female,0,94098,7.37
81966,57,Iceland,Female,0,99228,8.63
94803,60,Macedonia,Male,0,109137,9.67
12791,57,Bulgaria,Female,0,26523,2.58
72935,37,Malta,Male,0,88892,7.42
26941,50,Swaziland,Male,0,41668,3.52
89553,33,Ireland,Female,1,107347,1.86
40176,23,Norway,Female,1,58493,8.09
84819,29,Cameroon,Male,0,99140,8.35
22259,46,Mauritius,Male,1,37993,5.88
19529,63,Ghana,Female,1,34775,4.05
20390,37,Bosnia and Herzegovina,Male,1,35367,8.13
79114,61,Cameroon,Male,0,93389,7.66
58462,61,Ukraine,Female,0,73487,6.65
51549,36,Ghana,Male,1,66795,8.30
72337,41,El Salvador,Female,0,88117,7.46
36448,49,Mexico,Male,0,53554,4.52
98511,67,Colombia,Male,0,114760,9.74
98026,64,Israel,Female,0,115163,9.71
33048,66,Mauritius,Female,0,48546,4.69
95321,30,Estonia,Female,0,110613,9.37
33658,65,Netherlands,Male,0,50956,4.68
91981,54,Israel,Male,0,109170,9.61
88849,58,Niger,Male,0,102841,8.64
22637,24,Niger,Male,0,36775,3.26
42429,23,Armenia,Female,0,56656,4.26
71177,22,Guinea,Female,0,84943,7.27
18905,30,Bulgaria,Female,0,32767,2.31
47256,55,Japan,Female,0,63066,5.59
42189,22,Canada,Male,1,60175,9.31
64609,61,Zambia,Female,0,79604,6.65
32425,28,Belarus,Female,1,48365,6.33
10481,30,Ethiopia,Female,0,24783,2.31
56689,65,Croatia,Female,0,72197,6.69
46402,20,Thailand,Male,0,62777,5.24
14750,35,Mozambique,Male,0,29606,2.36
91359,50,Turkmenistan,Female,1,107516,7.86
73531,57,Philippines,Female,0,88373,7.62
48933,51,China,Male,0,63750,5.55
74475,27,Chile,Female,0,91075,7.32
46956,32,Netherlands,Male,1,64819,5.66
66172,28,Uganda,Male,0,80522,6.32
22803,23,Palestinian Territories,Male,0,37520,3.25
97795,21,Qatar,Male,0,114420,9.28
75376,41,Congo-Brazzaville,Female,0,89686,7.46
23762,27,Hong Kong,Female,0,39112,3.29
91899,20,Niger,Female,0,106004,8.26
61624,66,Syria,Male,0,75532,6.70
75721,25,Venezuela,Female,1,93349,8.01
33658,21,Ireland,Male,0,50723,4.24
50151,18,Oman,Male,0,66804,5.22
84717,36,Lebanon,Female,0,99633,8.42
21581,37,Vietnam,Male,0,37068,3.39
50818,19,Swaziland,Male,0,65452,5.23
12214,35,Chad,Male,0,26210,2.36
17044,35,Rwand2a4,Male,0,30520,2.36
55030,66,Suriname,Male,0,71288,5.70
20191,55,Mozambique,Female,0,35011,2.56
23770,59,Jordan,Male,0,38973,3.61
10806,37,Botswana,Male,0,24663,2.38
41222,27,Trinidad and Tobago,Female,0,57522,4.30
75344,42,Croatia,Male,0,90805,7.47
57465,30,Belarus,Male,0,72937,6.34
99138,52,Morocco,Female,0,114036,9.59
29491,70,Azerbaijan,Female,0,44022,3.72
75055,28,Malta,Female,0,90765,7.33
15190,29,Palestinian Territories,Male,0,29641,2.30
40177,47,Belgium,Male,0,57071,4.50
12919,48,Sudan,Male,0,27264,2.49
45771,50,Kyrgyzstan,Male,0,60738,5.54
95166,25,Mali,Female,0,109294,9.32
22320,57,Poland,Female,0,38052,3.59
96034,29,Mexico,Male,0,113095,9.36
43156,70,Ukraine,Male,0,58087,4.73
11314,24,Sudan,Female,1,25802,7.99
46497,38,Ethiopia,Female,0,60935,5.42
57237,69,Latvia,Female,0,72277,6.73
36717,60,Slovakia,Male,0,52671,4.63
81116,51,Niger,Female,0,95273,7.56
58780,38,Israel,Male,0,75948,6.42
62620,56,Macedonia,Female,1,77841,9.03
20603,45,Iraq,Male,0,35186,2.46
88088,29,Zimbabwe,Male,0,102789,8.35
45080,51,Russia,Female,0,60277,5.55
46796,48,Burkina Faso,Male,0,60871,5.52
47717,63,Zimbabwe,Male,0,62313,5.67
49399,35,Yemen,Female,0,63435,5.39
43316,33,Nepal,Female,0,57430,4.36
57825,56,Cyprus,Female,1,74366,3.58
52453,34,France,Female,0,69028,5.38
85122,70,Togo,Male,0,97993,8.76
97362,38,Latvia,Female,0,112200,9.45
44664,61,Luxembourg,Female,0,61569,5.65
48551,59,Italy,Male,0,64364,5.63
44494,33,Oman,Female,0,61328,5.37
20367,44,Lesotho,Male,0,35159,2.45
10006,25,Belarus,Male,0,25224,2.26
61559,54,Lebanon,Male,0,76258,6.58
77215,48,Afghanistan,Male,0,91160,7.53
35061,59,Malta,Female,1,51274,8.92
53934,68,Liberia,Female,0,67924,5.72
48899,20,Botswana,Female,0,62814,5.24
74035,35,Congo-Brazzaville,Female,0,88141,7.40
55436,60,Georgia,Male,0,69530,5.64
49216,26,Indonesia,Female,0,64415,5.30
69335,21,Romania,Female,0,84240,7.26
15939,37,Saudi Arabia,Male,0,32246,2.38
28945,34,Togo,Male,0,41880,3.36
11775,32,Togo,Female,0,24728,2.33
65102,39,Burkina Faso,Female,0,79241,6.43
10512,55,Kuwait,Male,0,27012,2.56
47347,59,Portugal,Male,0,62450,5.63
62042,45,Kenya,Male,0,76265,6.49
59676,60,Lebanon,Female,0,74480,6.64
43777,64,Chad,Female,0,57664,4.67
77361,23,Myanmar,Female,0,91748,7.28
76892,64,Qatar,Male,0,93509,7.69
41696,23,Senegal,Female,0,55643,4.26
68266,45,Suriname,Female,0,84299,7.50
30171,57,Thailand,Male,0,46353,3.59
50921,55,Niger,Male,0,64941,5.59
89794,20,Lesotho,Male,0,104429,8.26
59813,21,Somaliland region,Female,0,74498,6.25
26476,53,Kyrgyzstan,Male,0,41375,3.55
22959,33,Malta,Female,0,38933,3.35
22132,34,North Cyprus,Male,1,37697,6.40
85852,67,Greece,Male,0,101101,8.73
94120,22,Burundi,Male,0,107686,8.28
93159,49,Guinea,Male,0,106825,8.55
92212,51,Iran,Male,0,106799,8.57
13461,21,Russia,Male,0,28686,2.22
28079,46,Nepal,Male,0,42043,3.48
97876,21,Uzbekistan,Female,0,113251,9.28
94218,70,Norway,Male,0,111909,9.77
95255,22,Serbia,Male,0,110011,9.29
50314,58,Niger,Female,0,64246,5.62
29053,18,Sudan,Female,0,43326,3.20
67390,65,Iceland,Female,0,84788,7.70
34493,21,Spain,Male,1,51268,6.69
30862,59,Armenia,Male,0,45115,3.61
54211,30,Oman,Female,0,71043,5.34
24379,45,Afghanistan,Male,0,38222,3.47
49938,28,Argentina,Male,1,66928,4.43
12400,46,Kuwait,Male,0,28694,2.47
90456,29,Lebanon,Male,0,105117,8.35
79370,35,Burundi,Female,0,93086,7.40
82166,35,Nepal,Male,0,96272,8.41
67754,30,Swaziland,Male,0,82386,6.34
89788,52,Chile,Male,0,106326,8.58
20518,33,Iraq,Female,0,35312,2.34
32704,42,Comoros,Male,0,46295,3.44
60620,28,Spain,Male,0,76820,6.32
45650,44,Nepal,Male,0,59552,4.47
67618,61,Kenya,Male,0,81923,6.65
57289,23,Kuwait,Female,1,73996,1.97
91375,43,Suriname,Male,0,107586,8.49
54387,21,Turkey,Female,0,69482,5.25
45952,18,Swaziland,Female,1,61495,4.50
86730,27,Luxembourg,Male,1,103830,2.40
20562,24,Poland,Male,0,36210,3.26
42229,23,Mauritania,Female,0,57006,4.26
70986,21,North Cyprus,Female,0,86431,7.26
43147,26,Israel,Male,0,60286,5.30
58529,41,Yemen,Female,0,72479,6.45
87396,46,Mozambique,Male,0,102370,8.52
39282,30,Sri Lanka,Male,0,53354,4.33
18751,29,Malaysia,Female,0,34322,2.30
49750,21,Zimbabwe,Female,0,64355,5.25
22183,25,Macedonia,Male,0,36661,3.27
13167,31,South Korea,Male,0,29280,2.32
30289,56,Zimbabwe,Female,0,45120,3.58
97516,35,Peru,Male,0,113152,9.42
16688,18,Central African Republic,Male,0,30311,2.19
83386,69,Panama,Female,0,100456,8.75
19751,26,Tanzania,Male,0,33480,2.27
50513,44,Trinidad and Tobago,Female,1,67385,4.98
98284,27,Tanzania,Female,0,111814,9.34
82922,26,Cambodia,Male,0,96821,8.32
83541,67,Georgia,Female,0,97510,8.73
18460,67,Finland,Female,1,35999,6.22
38696,57,Norway,Female,0,56378,4.60
35179,40,Nicaragua,Male,0,50628,4.43
32616,40,Burundi,Female,0,46085,3.42
50319,53,Denmark,Female,0,67968,5.57
37650,63,Comoros,Male,0,51496,4.66
34912,37,Gabon,Male,0,48979,4.40
55914,37,India,Male,0,70561,5.41
17913,29,Sierra Leone,Male,0,32034,2.30
49889,35,Austria,Male,0,66995,5.39
14326,62,Gabon,Female,0,28201,2.63
72904,39,Taiwan,Female,0,89023,7.44
89960,23,Thailand,Female,0,106257,8.29
59318,29,Finland,Male,0,76609,6.33
52987,65,Iraq,Female,0,67635,5.69
18909,27,Germany,Male,0,35509,2.28
16085,22,Slovenia,Male,0,32041,2.23
31258,59,Congo-Kinshasa,Male,0,45781,3.61
99274,60,Czech Republic,Female,0,115578,9.67
52825,46,United Kingdom,Male,0,69529,5.50
74449,39,Jamaica,Male,0,89628,7.44
27934,50,Slovakia,Female,0,43751,3.52
14120,26,Jamaica,Female,0,29269,2.27
78259,66,France,Male,0,94877,7.71
67742,20,Azerbaijan,Female,0,82107,6.24
51482,19,Colombia,Male,0,67636,5.23
69919,24,Portugal,Male,0,84957,7.29
47598,26,Croatia,Female,0,63227,5.30
75220,22,India,Female,0,89846,7.27
66343,45,Kazakhstan,Female,0,81886,6.49
44817,44,Qatar,Male,1,61629,2.40
22130,31,Burundi,Male,0,35723,2.32
15012,64,Sweden,Female,0,32329,2.65
84421,18,Russia,Female,0,99804,8.24
83478,30,Canada,Female,0,100870,8.36
18086,48,Germany,Male,0,34641,2.49
94958,19,Libya,Male,0,110182,9.26
98154,69,Sri Lanka,Male,0,112174,9.76
41065,60,Honduras,Male,0,56199,4.63
46863,53,Sweden,Male,1,64482,5.20
84714,27,Panama,Female,1,102154,9.19
95684,55,Oman,Male,0,112404,9.62
96293,41,Serbia,Male,0,111123,9.48
66726,45,Kuwait,Female,0,83079,6.49
90302,20,Spain,Female,1,107067,2.15
63208,37,Morocco,Female,0,78095,6.41
57448,39,Bosnia and Herzegovina,Male,0,72207,6.43
68597,19,Switzerland,Male,0,86211,7.24
42863,59,Colombia,Male,0,59176,4.62
58666,19,Morocco,Male,0,73550,6.23
14244,43,Jordan,Male,1,30125,6.69
18557,30,Syria,Male,0,32449,2.31
99019,39,Hungary,Male,0,113758,9.46
48480,41,Norway,Female,0,65990,5.45
37853,63,Mongolia,Male,1,53329,3.27
66418,36,Libya,Female,0,81764,6.40
40462,65,Iceland,Male,0,57610,4.68
39421,38,Malta,Female,0,55309,4.41
19186,70,Australia,Male,0,36407,3.72
58357,44,Moldova,Female,0,73999,6.48
66960,69,Paraguay,Female,0,82620,6.73
84368,42,Cyprus,Male,0,100629,8.48
31521,36,Burundi,Female,0,45237,3.38
54105,51,Cameroon,Male,0,68262,5.55
92464,22,South Korea,Female,0,108740,9.29
79742,38,Macedonia,Female,1,94920,2.42
67698,66,Central African Republic,Female,0,81336,6.70
10601,51,Libya,Male,0,25808,2.52
67489,42,Philippines,Male,1,82850,4.00
73426,47,Mexico,Male,1,91110,9.32
27893,42,Jordan,Female,0,43204,3.44
52610,22,Israel,Male,0,69856,5.26
90400,30,Morocco,Female,1,105402,5.15
10049,49,Lithuania,Female,0,25235,2.50
35225,24,Czech Republic,Male,0,51523,4.27
56106,29,Chad,Male,0,70027,5.33
55145,39,Swaziland,Male,0,70034,5.43
24010,25,Kuwait,Male,1,41038,4.69
13044,60,Indonesia,Female,0,28148,2.61
82894,40,Vietnam,Female,0,98243,8.46
84216,43,Burundi,Male,0,97937,8.49
62558,36,Vietnam,Male,0,77904,6.40
78289,39,Armenia,Female,0,92508,7.44
84399,47,United States,Female,0,101413,8.53
77673,57,Iceland,Female,0,94965,7.62
59616,19,Burundi,Male,0,73110,6.23
84808,42,Italy,Female,1,101129,4.28
97648,36,Serbia,Male,0,112394,9.43
26434,21,Bulgaria,Female,0,40209,3.23
31019,35,Lithuania,Female,0,46255,3.37
16773,68,Dominican Republic,Male,0,31503,2.69
18114,22,Qatar,Male,0,34760,2.23
35320,47,Bangladesh,Female,0,50134,4.50
74682,42,Nicaragua,Male,0,90133,7.47
73824,22,Libya,Male,0,88920,7.27
89442,63,Kyrgyzstan,Male,0,104298,8.69
32261,40,Gabon,Male,0,46310,3.42
42485,58,Tajikistan,Female,0,56887,4.61
49374,23,Guinea,Female,0,63031,5.27
56377,49,Jamaica,Female,1,72423,6.74
68207,36,United Arab Emirates,Female,0,85363,7.41
14556,69,Benin,Female,0,28036,2.70
75367,64,Luxembourg,Female,0,92304,7.69
82089,25,Argentina,Male,1,98757,7.55
61315,27,Turkmenistan,Female,0,76885,6.31
46045,22,Guatemala,Male,0,61741,5.26
17664,37,Ireland,Male,0,34651,2.38
92828,69,Uzbekistan,Male,0,108338,9.76
36739,37,Mozambique,Male,0,51616,4.40
38534,21,Jordan,Female,0,53949,4.24
62519,28,Ghana,Male,1,77859,4.85
70467,48,Croatia,Female,1,86192,7.34
61647,21,Burkina Faso,Female,0,75762,6.25
36396,69,Pakistan,Female,0,51566,4.72
51308,33,Egypt,Female,0,65452,5.37
53286,52,New Zealand,Male,0,70484,5.56
55337,46,Bahrain,Female,0,70571,5.50
86296,49,Botswana,Female,0,100052,8.55
60320,18,Japan,Male,0,76323,6.22
78222,43,Algeria,Female,0,93633,7.48
44761,20,Indonesia,Female,0,59836,4.23
40638,70,Taiwan,Female,0,56619,4.73
33488,68,Iraq,Female,0,48328,4.71
54583,43,Japan,Male,0,70614,5.47
37738,26,Luxembourg,Male,0,54717,4.29
96771,37,Botswana,Male,0,110688,9.44
38033,66,Moldova,Male,0,53791,4.69
11067,63,Russia,Female,0,26503,2.64
65074,70,Estonia,Male,0,80275,6.74
57413,38,Angola,Female,0,72791,6.42
62769,64,Tunisia,Female,0,77486,6.68
86511,67,Liberia,Female,0,100560,8.73
28397,60,United States,Female,0,45451,3.62
88112,25,Slovenia,Female,0,104160,8.31
11912,59,Azerbaijan,Male,0,26325,2.60
60996,49,Zambia,Male,0,75772,6.53
10651,51,Bosnia and Herzegovina,Male,0,25368,2.52
25150,35,South Africa,Male,0,40066,3.37
24441,35,Madagascar,Male,0,38157,3.37
57622,65,Panama,Male,1,74920,9.26
41637,23,Georgia,Female,0,55834,4.26
56641,60,Iraq,Female,0,71385,5.64
43319,36,Colombia,Female,0,59715,4.39
69488,55,France,Female,0,85998,7.60
15540,67,Germany,Female,0,32169,2.68
14951,40,Peru,Female,0,30650,2.41
19805,28,United Kingdom,Female,0,36615,3.30
43433,53,Tajikistan,Male,0,57802,4.56
46819,49,Singapore,Male,0,63205,5.53
83270,48,Georgia,Female,0,97345,8.54
68605,18,Kenya,Female,0,82958,6.22
10357,66,Chile,Female,1,27655,4.05
10865,28,Lesotho,Female,0,25595,2.29
69855,18,Belarus,Female,1,85748,6.44
97512,33,Uruguay,Male,0,113786,9.40
94003,29,Bolivia,Female,1,110024,9.55
53757,48,Costa Rica,Male,0,71032,5.52
42057,46,Bolivia,Male,0,57811,4.49
40191,41,Syria,Male,0,53961,4.44
89372,33,Slovakia,Female,0,105296,8.39
48046,47,Sweden,Male,1,66160,6.34
44153,53,Laos,Female,0,58692,4.56
84290,34,Rwand2a4,Female,0,97745,8.40
55694,55,Israel,Male,0,73014,6.59
80079,25,Suriname,Female,0,96287,8.31
28316,66,Djibouti,Female,0,43014,3.68
61551,50,Palestinian Territories,Female,0,76178,6.54
38751,32,Czech Republic,Female,0,54994,4.35
88650,29,Albania,Female,1,104481,2.62
38498,22,Lebanon,Male,0,53224,4.25
22395,60,Pakistan,Male,1,38239,6.46
98672,24,Uzbekistan,Male,0,114290,9.31
47158,31,Bosnia and Herzegovina,Female,0,61921,5.35
92569,67,Brazil,Male,0,109418,9.74
69536,47,Slovenia,Female,0,85520,7.52
96394,40,Bosnia and Herzegovina,Male,0,110963,9.47
50662,22,Angola,Male,0,66128,5.26
48270,55,Finland,Female,0,65690,5.59
11408,32,Tajikistan,Female,0,25541,2.33
65977,60,Nigeria,Female,0,81121,6.64
88455,47,Mauritius,Female,0,103679,8.53
26373,30,Armenia,Female,0,40585,3.32
75573,55,Montenegro,Female,0,90683,7.60
84163,52,Moldova,Male,0,99981,8.58
53265,56,Laos,Male,0,67986,5.60
46489,24,Ghana,Male,0,61567,5.28
58927,49,Uzbekistan,Female,0,74423,6.53
99738,36,Botswana,Female,0,113444,9.43
34346,60,Rwand2a4,Female,0,48000,4.63
85447,62,Cyprus,Female,0,101742,8.68
56319,28,Turkmenistan,Male,0,71779,5.32
28983,47,Botswana,Female,0,42817,3.49
86540,41,United States,Male,0,103600,8.47
91901,49,Luxembourg,Female,0,108927,9.56
87088,52,Cyprus,Male,0,103386,8.58
53612,62,Estonia,Male,1,69227,8.84
76397,67,Georgia,Female,0,90376,7.72
90160,44,Iran,Female,0,104622,8.50
36939,26,New Zealand,Female,0,54038,4.29
80740,21,Central African Republic,Male,0,94355,7.26
44967,23,Armenia,Female,0,59094,4.26
51897,31,Portugal,Male,1,67680,7.57
20040,55,Macedonia,Male,0,34440,2.56
73718,24,Uganda,Female,0,88086,7.29
87815,60,Bulgaria,Female,0,101829,8.66
31218,44,Jordan,Male,0,46430,3.46
11463,59,Indonesia,Male,0,26776,2.60
69167,32,Jordan,Male,0,84310,7.37
99113,18,Chad,Male,0,113156,9.25
94196,65,Saudi Arabia,Male,0,110704,9.72
50454,21,Argentina,Male,1,67459,2.72
15734,62,Serbia,Female,0,30419,2.63
11367,47,Israel,Female,0,28681,2.48
95606,46,Kazakhstan,Male,0,111020,9.53
18149,52,Iceland,Female,1,36047,4.23
94659,49,Sierra Leone,Female,0,108775,9.56
37257,46,Sri Lanka,Male,0,51261,4.49
