SchoolRank,Income,Tuition,SAT,GPA
98,7581.649074,11500,420,4
92,22168.03183,14500,493,3
57,108870.212,32000,913,3
37,159815.7144,42000,1161,4
12,221230.4359,54500,1460,1.592568599
49,129380.0366,36000,1013,2.100771817
50,126765.1254,35500,998,1.72615332
68,81579.26702,26500,782,1.32845118
51,124450.959,35000,988,3
84,41985.74402,18500,589,3
95,15163.34308,13000,459,3
79,55021.98339,21000,650,4
30,175444.8878,45500,1237,4
78,57020.9886,21500,661,2.463795971
54,115620.2798,33500,946,4
42,146519.6832,39500,1096,3
79,56125.07661,21000,656,3
41,150066.3335,40000,1112,1.333626343
9,228450.1878,56000,1495,3
42,145401.9384,39500,1091,2.276743835
75,64352.87863,23000,697,4
61,98827.32801,30000,863,4
44,140446.7542,38500,1067,3
63,94258.03701,29000,843,1.382840176
71,74881.17248,25000,747,4
21,198506.7514,50000,1346,2.083969408
89,29758.98955,16000,532,3
13,219343.4436,54000,1449,2.27132654
53,119158.9994,34000,964,4
19,204008.4162,51000,1376,3
8,230446.3327,56500,1505,4
64,93412.66509,28500,838,3
70,77711.82736,25500,761,3
70,77214.89154,25500,762,4
96,12776.47567,12500,445,2.104724509
30,176775.2037,45500,1241,1.709642954
100,3640.341753,10500,405,1.234041274
69,78282.34756,26000,767,2.041277538
71,73771.96257,25000,745,3
62,98100.27019,29500,862,4
22,195147.9633,49500,1333,2.5042639
38,157126.5059,41500,1149,4
50,125088.6398,35500,994,4
68,83676.18106,26500,789,2.397486915
52,121589.9861,34500,975,2.474642908
19,204240.1371,51000,1375,3
47,135449.4774,37000,1041,4
9,229533.2259,56000,1497,3
33,168155.1973,44000,1200,2.180753824
25,189070.0587,48000,1300,1.479840425
18,206622.2016,51500,1386,3
6,236113.3318,57500,1528,2.856940687
76,63675.05451,22500,694,4
35,164997.7771,43000,1184,2.845182188
35,163544.9719,43000,1179,4
67,84662.77822,27000,796,3
93,19516.47549,14000,481,1.65508891
31,173156.5428,45000,1227,1.739898016
4,240814.5376,58500,1553,2.73422338
8,231715.5594,56500,1510,1.451422882
22,195384.1844,49500,1331,3
15,212955.4939,53000,1418,3
39,153518.6661,41000,1128,1.054444301
80,53895.59912,20500,645,3
70,78703.24721,25500,766,1.91795289
28,180654.4387,46500,1259,2.42643158
0,250162.452,60500,1597,3
70,77286.44385,25500,758,2.378299259
58,105819.8633,31500,899,2.612201586
76,62471.23489,22500,690,2.926110184
85,39184.08463,18000,575,2.793946191
70,77019.2185,25500,759,4
32,170168.8387,44500,1210,1.191400437
31,173467.7878,45000,1226,3
84,42513.67308,18500,593,3
88,33658.75202,16500,550,4
97,11233.99087,12000,440,2.575163641
50,128243.6983,35500,1006,2.301616923
62,96054.01914,29500,852,2.782593725
67,84345.25069,27000,795,4
37,158289.1961,42000,1151,1.008117886
3,242922.7282,59000,1564,3
66,85671.05302,27500,803,4
70,76762.08044,25500,759,2.692808287
65,89440.99315,28000,817,3
82,48306.2245,19500,622,3
79,55589.39305,21000,656,1.439687807
61,99209.54181,30000,867,4
78,57654.5299,21500,667,4
69,78656.52413,26000,768,1.120014203
84,42125.28096,18500,592,3
59,104331.8325,31000,892,3
3,242870.8194,59000,1562,2.281007625
59,105064.8497,31000,895,3
2,244455.5402,59500,1572,2.044995549
79,54389.40223,21000,648,2.3819549
84,41074.14041,18500,587,4
40,150777.4954,40500,1115,2.774787885
12,219915.0558,54500,1454,2.728074754
92,22186.54302,14500,492,1.316010148
26,186950.0476,47500,1292,1.395826506
26,186303.1089,47500,1290,1.031102117
31,173640.4019,45000,1226,1.968031099
98,8236.432802,11500,427,3
6,235860.9583,57500,1529,4
25,188970.4931,48000,1304,2.746849174
81,51144.59085,20000,633,3
53,119086.4748,34000,961,4
85,41292.35164,18000,585,4
18,204752.3337,51500,1378,4
62,97547.11373,29500,857,3
3,242497.3175,59000,1562,1.830152606
47,134801.4964,37000,1040,2.910215535
42,147378.0296,39500,1100,4
77,59623.15871,22000,674,4
13,218575.4548,54000,1445,2.06061989
41,150445.298,40000,1113,4
54,116131.3757,33500,947,4
10,226677.2342,55500,1485,4
7,233629.5442,57000,1518,4
56,112747.2685,32500,932,4
16,211591.4599,52500,1409,3
92,23484.24417,14500,500,2.572452874
87,35721.84106,17000,557,4
38,157106.4728,41500,1149,4
97,10235.5909,12000,437,3
73,68439.78611,24000,719,4
80,53035.9079,20500,643,1.680404734
75,64197.68117,23000,696,3
87,36280.68218,17000,559,4
76,62066.61744,22500,684,2.684665075
94,19584.79066,13500,478,4
53,118011.601,34000,960,2.382111206
68,81559.88325,26500,783,4
1,248439.6131,60000,1591,2.856560835
49,128387.166,36000,1009,2.13647059
10,225973.2405,55500,1481,2.112670474
71,74604.70464,25000,746,2.15394063
17,208291.3017,52000,1397,3
18,205198.6446,51500,1380,1.431691761
96,13613.06809,12500,452,3
51,124613.1566,35000,991,4
49,130070.3286,36000,1014,3
51,123780.9233,35000,988,2.696636943
60,102556.1306,30500,884,2.188109463
44,141031.6333,38500,1071,3
17,207889.7748,52000,1391,2.850636518
38,155691.474,41500,1140,2.688854233
86,36756.79588,17500,562,3
33,168022.0573,44000,1200,3
5,237702.3988,58000,1540,1.892361641
14,217408.3223,53500,1438,4
21,199515.6651,50000,1351,3
30,176234.6087,45500,1238,3
2,246744.798,59500,1580,2.395245536
75,64001.41407,23000,695,1.299142787
37,158278.9264,42000,1152,2.309977357
24,189784.1396,48500,1306,4
76,61146.41896,22500,684,3
99,4654.676045,11000,410,1.652458454
10,225084.1234,55500,1478,3
72,71519.08875,24500,730,3
67,85043.07365,27000,800,4
3,242920.602,59000,1564,4
91,25580.03922,15000,509,1.332360232
78,59144.64004,21500,670,4
9,227889.3326,56000,1488,4
33,168193.9928,44000,1203,3
50,126451.9663,35500,999,4
83,44977.85326,19000,602,4
1,248170.8673,60000,1587,2.704425826
45,138820.7769,38000,1057,4
79,54372.53256,21000,649,1.525048468
73,69256.5821,24000,723,2.511964891
62,95865.31288,29500,852,1.984679081
21,198931.8181,50000,1351,4
50,125856.9021,35500,998,3
12,221564.056,54500,1461,1.387500761
37,157705.8236,42000,1152,1.983466596
14,217211.9504,53500,1437,4
11,224642.281,55000,1473,3
37,159319.3038,42000,1157,3
40,151107.1761,40500,1116,3
11,222752.969,55000,1465,3
72,71368.31696,24500,733,1.754830728
28,180638.9277,46500,1263,1.823753882
4,239852.1877,58500,1550,4
34,166444.1555,43500,1193,3
55,114320.4643,33000,940,2.854277257
14,216238.6052,53500,1436,4
78,58962.883,21500,669,3
72,71486.09945,24500,731,4
6,235585.5983,57500,1527,4
41,149613.4431,40000,1113,4
63,94229.17057,29000,843,2.800124668
28,181536.7737,46500,1265,4
31,173346.3567,45000,1228,4
74,66902.71229,23500,710,4
79,55411.99151,21000,656,3
14,216545.5707,53500,1437,3
16,209648.129,52500,1402,2.437791602
51,124503.9331,35000,987,4
21,197831.5283,50000,1346,2.788584037
8,230902.0924,56500,1506,3
32,170353.3769,44500,1210,2.629545407
22,194604.3573,49500,1331,2.781974956
3,243042.9061,59000,1566,4
29,178657.7084,46000,1254,4
93,19934.82383,14000,480,4
66,87469.74397,27500,809,3
16,211487.9984,52500,1412,1.021238591
13,218505.7601,54000,1445,2.760268115
62,97958.55522,29500,860,2.737624835
68,81575.4959,26500,781,3
95,14770.56388,13000,456,2.40731986
80,52532.58172,20500,642,2.823724826
9,228163.717,56000,1492,2.896664579
53,119245.8399,34000,962,2.01214845
75,65019.29858,23000,699,2.370748544
46,138140.2232,37500,1054,3
58,106661.9702,31500,904,4
69,81057.93149,26000,777,3
47,133428.7469,37000,1033,4
19,204463.69,51000,1377,1.817297398
54,117757.2094,33500,958,4
34,167563.727,43500,1198,1.97424139
85,41528.2567,18000,585,3
22,196068.8526,49500,1334,4
80,53071.99314,20500,645,2.419314786
50,126453.4078,35500,999,4
34,165744.8096,43500,1187,4
21,199457.5747,50000,1353,3
25,187734.6948,48000,1297,3
0,250525.7498,60500,1598,1.173849792
66,87480.91472,27500,812,2.611304634
44,141727.3242,38500,1074,3
96,12456.37677,12500,448,4
56,112656.1613,32500,931,3
11,222174.1764,55000,1465,4
88,31346.14793,16500,539,1.534973823
5,237633.2106,58000,1536,3
22,194946.359,49500,1330,2.840955244
9,227775.9134,56000,1489,2.599854783
54,116384.2401,33500,950,4
66,87493.46029,27500,811,2.476408212
82,46595.83118,19500,610,2.582476742
73,68742.52504,24000,720,4
59,105662.6317,31000,896,1.483159106
7,232848.0834,57000,1514,2.668365333
39,153196.2718,41000,1129,1.892349378
63,95430.8591,29000,846,3
50,126946.73,35500,1000,3
89,29347.32273,16000,527,4
83,45165.1737,19000,606,3
89,29621.40031,16000,527,4
85,38905.23051,18000,576,1.456650923
42,146380.7016,39500,1094,2.606206509
13,217812.8167,54000,1442,4
77,61228.22843,22000,681,4
20,200333.9422,50500,1356,2.661079808
26,186628.7758,47500,1288,2.486779543
9,229673.3023,56000,1497,4
50,125867.6843,35500,995,4
0,249668.5144,60500,1596,1.450658323
63,94183.26907,29000,842,4
88,31704.5523,16500,541,2.792953015
50,126097.9543,35500,999,1.612790138
3,243888.6148,59000,1566,2.685091676
5,237142.9609,58000,1536,4
10,225261.46,55500,1480,3
2,243840.9176,59500,1570,4
23,194213.9581,49000,1329,2.587087996
80,53278.28765,20500,644,2.880164983
94,18499.56396,13500,473,2.639560956
9,227050.4569,56000,1487,2.557309864
43,144528.5927,39000,1084,1.867866481
86,38260.34258,17500,570,1.667402843
50,125847.185,35500,995,2.733414802
17,207767.3971,52000,1395,2.664865515
58,106601.6806,31500,903,1.124083198
35,164431.2117,43000,1182,2.625819475
6,234469.7667,57500,1524,4
76,63930.1985,22500,694,3
90,27160.44243,15500,517,4
52,120330.3667,34500,970,3
7,233014.2562,57000,1514,3
23,193205.1809,49000,1320,2.756847813
56,111920.6359,32500,928,4
64,92131.38699,28500,831,1.906780668
4,241463.7772,58500,1558,2.263359935
10,225462.2251,55500,1479,2.596457702
54,116238.544,33500,948,1.192208734
84,41587.29472,18500,588,1.171670593
70,75933.34158,25500,754,1.281726797
30,175092.3238,45500,1236,2.893622237
51,125174.0942,35000,992,1.622930824
23,192618.4999,49000,1320,2.433787441
39,153182.7167,41000,1130,2.300144764
47,134583.084,37000,1038,3
2,246404.7699,59500,1582,3
85,39724.59759,18000,580,4
30,176102.4282,45500,1241,2.199361527
31,173500.8483,45000,1227,4
22,195446.9569,49500,1332,4
37,158119.7398,42000,1153,4
70,76532.82837,25500,757,3
89,29379.92237,16000,530,4
49,129063.6268,36000,1013,4
43,144240.8668,39000,1085,4
69,80125.9537,26000,772,4
100,3038.418147,10500,402,2.096373372
54,116657.9797,33500,949,4
29,177862.1439,46000,1249,2.88378231
6,236886.7804,57500,1534,4
2,246191.2205,59500,1578,2.129791467
64,92777.01139,28500,837,4
12,222080.1454,54500,1462,4
68,80738.44294,26500,778,2.997610433
59,105139.2785,31000,894,2.598677796
88,33543.56368,16500,546,3
7,233487.4829,57000,1518,2.000557711
19,203800.4737,51000,1375,4
32,171221.1696,44500,1214,3
86,38316.92707,17500,571,3
48,131439.8765,36500,1024,3
48,130517.3515,36500,1018,4
40,151260.8777,40500,1121,3
42,147277.3342,39500,1099,4
84,42772.78812,18500,591,1.2067552
7,232213.1879,57000,1511,3
51,124810.0751,35000,992,1.032102895
90,28623.31168,15500,525,3
46,135405.0833,37500,1044,4
51,124767.9813,35000,991,2.540248907
44,142968.4066,38500,1078,1.604935879
79,54094.33916,21000,650,1.403932708
46,135797.7261,37500,1045,3
58,107511.8629,31500,908,4
46,135297.3865,37500,1042,4
88,31176.34357,16500,538,1.204855931
81,51470.80848,20000,633,3
61,99337.5117,30000,865,3
2,247200.1331,59500,1582,2.812481563
83,45756.88048,19000,606,4
66,87584.0031,27500,812,1.447840054
35,162580.6241,43000,1175,4
82,48526.11114,19500,619,4
20,200663.6835,50500,1358,3
29,179358.834,46000,1256,4
16,211421.8698,52500,1409,4
47,134445.3469,37000,1039,1.801755611
71,74998.62529,25000,750,4
95,16007.08565,13000,465,4
67,84745.80244,27000,796,4
50,127832.7553,35500,1005,2.665257922
6,234370.119,57500,1524,2.921022809
52,121664.8294,34500,975,4
6,235045.0401,57500,1524,3
54,118474.4624,33500,958,1.60934031
64,92699.69168,28500,836,1.283633152
46,136037.5712,37500,1044,2.590144863
9,228051.2808,56000,1490,2.099824889
95,14606.19062,13000,456,2.728689885
73,70302.1107,24000,726,2.343974792
93,20391.98167,14000,486,1.533804333
14,215428.5763,53500,1432,3
8,230716.9364,56500,1502,2.637097322
87,34880.20315,17000,555,4
79,54743.95661,21000,652,1.584073641
51,123266.6736,35000,985,4
22,195057.7483,49500,1330,3
31,174701.2208,45000,1233,1.009076269
62,96051.60911,29500,850,3
97,10848.13312,12000,438,1.293160455
93,19748.33833,14000,482,1.438573496
61,99791.0423,30000,871,3
47,133372.6965,37000,1031,1.313386146
6,236590.3558,57500,1534,4
55,115321.1895,33000,943,3
95,14578.63011,13000,456,4
59,103929.5821,31000,891,1.251210274
8,229799.52,56500,1501,4
78,57971.35386,21500,666,4
35,164589.4593,43000,1184,3
25,188864.4851,48000,1303,3
32,171441.5476,44500,1217,2.315892964
46,135933.0328,37500,1043,4
65,89271.7713,28000,817,4
95,14847.25803,13000,458,2.825834027
30,176377.2263,45500,1240,3
81,50713.10736,20000,629,1.181491275
88,32433.85799,16500,545,4
70,76323.71789,25500,757,4
22,195604.5155,49500,1332,1.429954326
21,198432.674,50000,1346,4
58,105674.8234,31500,898,2.605297835
21,198876.095,50000,1348,1.736626228
44,142587.2549,38500,1075,1.867237666
62,96926.73948,29500,854,3
0,249103.1827,60500,1594,1.126309674
81,49448.19528,20000,626,2.029835406
64,92050.17823,28500,831,3
79,54956.30535,21000,653,1.770248037
40,150168.4921,40500,1114,1.761733996
91,25598.54434,15000,511,1.497925903
49,128912.2455,36000,1009,1.204427557
22,195553.0946,49500,1334,2.528360107
8,232097.4863,56500,1510,1.028517896
89,30190.64786,16000,534,4
93,20523.28041,14000,486,1.55750919
70,77638.2085,25500,763,1.701992292
74,68577.45131,23500,718,3
70,76153.88106,25500,754,2.837433919
26,186799.5514,47500,1290,4
8,230136.1139,56500,1500,3
53,119419.4155,34000,964,2.081192751
57,108582.4858,32000,911,4
30,175172.9323,45500,1234,1.893662031
48,131642.2044,36500,1025,3
30,177185.975,45500,1246,3
83,45684.51173,19000,608,2.22473193
66,87270.88375,27500,807,1.442673588
22,194800.8836,49500,1331,3
32,171110.5167,44500,1213,4
5,238012.4327,58000,1538,4
89,30968.1137,16000,537,3
52,121959.5203,34500,976,4
8,229624.5103,56500,1498,1.53917218
63,95437.74069,29000,849,4
53,118877.6726,34000,961,4
88,32562.64101,16500,544,4
98,7836.437225,11500,422,3
56,112100.5131,32500,927,2.367840166
85,40587.00405,18000,584,1.22168432
58,108239.7309,31500,908,4
30,176575.1422,45500,1242,4
69,80425.26828,26000,777,2.004901134
39,153875.9149,41000,1131,2.359452742
18,205360.0199,51500,1381,4
0,249791.1046,60500,1595,2.78256034
19,203087.9635,51000,1370,2.834443503
36,161679.0038,42500,1171,2.824536525
42,147306.1283,39500,1101,3
67,83993.63011,27000,792,4
31,172993.5158,45000,1224,2.619352149
10,225830.4386,55500,1479,2.623151201
68,80971.6456,26500,779,3
78,56073.16231,21500,659,2.257699589
47,134538.3747,37000,1036,2.419044374
22,196197.3868,49500,1335,4
20,200765.56,50500,1358,2.322123132
6,236804.3894,57500,1532,1.353482569
25,187619.0173,48000,1297,4
85,39288.16813,18000,578,1.80104348
66,86690.03883,27500,808,3
96,12548.18977,12500,444,2.944769721
79,54395.83242,21000,648,1.320718199
33,168309.5928,44000,1200,2.769281863
60,101485.4669,30500,876,1.884254748
49,129967.306,36000,1015,1.113428181
61,99917.62951,30000,869,3
24,191573.7295,48500,1314,4
16,212384.5089,52500,1414,3
1,246957.606,60000,1585,1.914376693
86,38197.00347,17500,573,3
6,237105.9493,57500,1533,4
74,66601.23625,23500,708,4
43,143682.0833,39000,1084,3
88,32181.70776,16500,540,3
46,137893.5389,37500,1053,3
51,124741.3214,35000,992,1.231598951
83,45969.74034,19000,608,4
19,202368.4874,51000,1367,3
27,184001.9663,47000,1278,1.414864708
25,188098.119,48000,1296,3
89,31090.94616,16000,535,4
75,64097.87387,23000,697,4
70,76597.78091,25500,757,1.379526718
55,113976.533,33000,939,3
24,190326.8222,48500,1310,4
89,30085.76197,16000,530,3
14,216417.0934,53500,1435,1.653039496
57,109021.9309,32000,912,2.126617357
70,77839.62445,25500,764,3
19,203326.0796,51000,1371,3
9,227892.7746,56000,1488,3
26,186560.6344,47500,1291,1.673968329
14,215624.8483,53500,1431,2.989989603
50,127604.8383,35500,1004,2.928043059
34,165024.6467,43500,1187,4
63,94514.96845,29000,844,2.670246517
2,244600.9023,59500,1571,1.567103439
46,135709.606,37500,1043,2.824777673
9,228964.0732,56000,1497,4
99,5447.798126,11000,413,2.422578079
56,112728.021,32500,931,1.638557408
100,4071.710705,10500,404,2.925052832
98,9086.990525,11500,429,4
51,125594.8205,35000,993,1.709591967
71,75019.38116,25000,751,1.772801369
9,227781.1942,56000,1491,1.735230976
35,164310.3276,43000,1180,2.357750805
31,174370.5556,45000,1229,4
35,164634.2951,43000,1183,3
94,16853.5586,13500,467,2.583061128
1,249308.6578,60000,1593,3
19,204163.8633,51000,1377,2.842053257
62,97287.09309,29500,857,4
73,70125.12558,24000,727,4
76,62833.09868,22500,691,3
25,187740.1167,48000,1298,4
42,147070.0374,39500,1100,4
18,206961.0871,51500,1387,1.461082929
63,93920.32312,29000,839,2.779254907
53,120562.1044,34000,969,1.513025776
59,104255.8028,31000,889,1.227364191
58,106005.2006,31500,900,1.597743658
59,104383.5947,31000,893,3
41,148364.8716,40000,1103,2.306625747
94,18511.07386,13500,474,2.739897794
20,200010.7547,50500,1357,4
41,148308.0518,40000,1105,2.779611758
8,231439.245,56500,1507,3
68,83215.81965,26500,787,3
66,86242.61326,27500,803,2.678365438
58,106671.8574,31500,903,3
82,46287.69722,19500,611,2.052991947
66,86091.66395,27500,805,2.229863453
75,64457.7281,23000,698,2.990341454
85,40538.64871,18000,583,3
55,115482.5593,33000,943,1.262116941
35,162609.3503,43000,1176,2.339560374
95,16236.5735,13000,465,1.911451078
80,53298.56678,20500,644,2.538574298
65,88883.11342,28000,817,2.958518289
11,223444.8668,55000,1469,1.17686858
82,47443.74369,19500,617,2.008788066
80,53371.61812,20500,644,3
39,152820.6096,41000,1128,2.513334619
20,201125.6935,50500,1362,1.54030893
36,161866.6387,42500,1170,1.16154082
82,46562.36313,19500,613,2.186777344
35,165399.3996,43000,1185,3
1,248509.9085,60000,1590,2.44926429
66,87532.59384,27500,808,2.685989449
11,224501.9937,55000,1473,2.082154407
19,203599.687,51000,1371,3
6,234186.204,57500,1523,2.352803719
55,115544.4592,33000,944,1.517555402
75,63776.18375,23000,697,1.529365886
48,130528.7913,36500,1018,1.094163252
85,41015.40524,18000,583,4
72,72371.90237,24500,738,2.882718635
17,209232.0461,52000,1400,4
77,61182.02359,22000,680,4
69,78407.72957,26000,767,3
26,186130.0771,47500,1289,2.131103448
30,177302.197,45500,1244,2.007361365
50,126652.0036,35500,998,1.643496515
78,58665.92714,21500,668,2.195398509
28,181742.3748,46500,1269,1.04650303
51,125189.0929,35000,993,2.646319654
24,190449.5898,48500,1307,1.092089209
88,31836.92043,16500,541,4
24,190823.3328,48500,1310,2.521487115
54,115937.1527,33500,948,3
99,5747.015196,11000,415,3
15,213611.1179,53000,1421,2.331167977
10,225852.0438,55500,1482,1.091378571
1,246851.8656,60000,1583,2.463388954
48,132659.4467,36500,1030,1.042809088
14,216416.6364,53500,1437,4
91,25286.0922,15000,508,4
81,50593.05172,20000,631,4
85,40750.73206,18000,582,2.823878608
73,68924.50516,24000,721,4
32,172370.3296,44500,1219,1.99096581
66,87578.13276,27500,812,2.483193254
12,221373.4249,54500,1458,3
97,9888.976301,12000,431,2.44306887
48,133224.6068,36500,1029,3
1,248712.3552,60000,1589,3
50,128000.4554,35500,1004,1.765764619
23,194171.4616,49000,1326,2.499616516
41,149374.6917,40000,1109,3
71,75471.57367,25000,753,3
74,67746.29335,23500,712,4
6,235929.2458,57500,1527,4
13,217032.349,54000,1439,2.200788755
32,171449.0075,44500,1218,2.505094258
83,45866.74056,19000,608,1.923105054
10,225874.1804,55500,1480,2.100242525
20,201220.6802,50500,1360,3
4,241243.36,58500,1554,3
69,79923.50953,26000,773,2.731897497
76,61549.96756,22500,685,1.358759941
8,231685.5592,56500,1507,3
96,13752.89358,12500,452,4
95,15945.29021,13000,465,3
14,216992.7703,53500,1437,3
9,229284.231,56000,1495,1.598107244
24,192086.5941,48500,1315,4
88,32099.02732,16500,541,3
64,92379.10446,28500,831,4
21,197985.9404,50000,1346,2.914256425
21,197904.8885,50000,1343,3
36,161747.8712,42500,1170,1.776960428
28,181968.4408,46500,1268,1.142032893
16,211104.8403,52500,1407,2.379283211
70,77593.87915,25500,763,4
83,45792.37488,19000,608,4
50,126742.737,35500,1001,1.470317406
40,151874.0604,40500,1123,1.213737429
70,76135.84113,25500,755,3
64,92744.52439,28500,836,2.657734959
83,45333.84858,19000,606,4
18,205810.6698,51500,1382,3
21,197820.5532,50000,1343,3
85,41264.50685,18000,584,4
96,12373.37456,12500,445,2.647462538
99,5079.602281,11000,410,4
62,97359.13776,29500,856,2.264107844
2,244719.382,59500,1572,2.378151637
82,46063.24664,19500,611,4
96,12108.08729,12500,443,2.098434683
83,46169.44656,19000,609,3
60,101685.471,30500,878,1.357718535
54,115412.7651,33500,946,2.493288657
13,217707.4129,54000,1440,1.393287711
90,28711.26908,15500,524,4
36,160752.8567,42500,1167,1.486572615
47,135092.9764,37000,1041,1.252999974
72,73793.81183,24500,742,1.805282053
65,90158.88002,28000,822,3
70,78825.46462,25500,766,2.267410376
47,134413.1831,37000,1038,2.921205752
26,184527.0216,47500,1282,2.803797664
63,94258.05859,29000,842,4
55,115540.4783,33000,945,3
8,229759.4658,56500,1500,3
60,101725.8942,30500,881,1.255371093
42,146582.3236,39500,1094,1.865462504
33,168783.9355,44000,1203,4
9,227185.2068,56000,1487,3
83,45036.72746,19000,604,1.561199273
38,157196.7669,41500,1146,1.209608881
37,159829.9021,42000,1159,3
71,73671.71007,25000,743,3
61,100218.8439,30000,870,2.364446618
78,57366.58946,21500,663,2.193406478
27,184151.4155,47000,1277,2.873692565
10,225613.5594,55500,1477,3
13,217394.8003,54000,1439,3
67,84027.07318,27000,795,3
76,62800.96518,22500,690,3
66,86298.6064,27500,805,2.788243425
48,130833.8865,36500,1018,3
69,79986.11319,26000,773,4
40,150953.9066,40500,1119,3
20,201873.6932,50500,1366,4
97,9712.996575,12000,434,3
82,48468.90318,19500,620,1.320139459
59,104961.7762,31000,895,2.23596705
91,25245.92158,15000,510,4
4,240288.0293,58500,1552,2.219416903
39,154652.3816,41000,1134,4
23,193747.8202,49000,1326,4
20,200300.7062,50500,1359,3
85,38847.57053,18000,575,3
37,159498.2341,42000,1160,2.389183395
11,223873.4587,55000,1471,2.287666298
43,144435.0914,39000,1085,3
34,165442.5811,43500,1186,3
31,173463.8812,45000,1228,3
53,119279.1626,34000,964,4
0,249879.1697,60500,1596,1.270781335
11,223964.6107,55000,1473,2.490907811
37,158898.0443,42000,1155,1.642195082
36,161202.6394,42500,1165,1.738252007
10,225406.5642,55500,1478,4
26,186349.9027,47500,1291,4
22,196867.3212,49500,1339,2.764674821
43,144855.6479,39000,1089,1.608618113
95,15438.77592,13000,462,2.749066133
21,198858.1859,50000,1352,1.919476356
14,215937.1018,53500,1432,1.350183414
36,160985.9512,42500,1164,2.99248803
98,8655.950624,11500,426,3
57,110190.6496,32000,921,4
24,190566.6462,48500,1308,2.911889941
52,121967.5321,34500,978,4
19,202843.9722,51000,1367,2.581985646
99,5711.014441,11000,412,4
75,65766.90574,23000,702,4
56,111882.7354,32500,927,1.174258439
88,33325.45993,16500,547,3
62,96604.09341,29500,854,4
88,33837.83729,16500,548,2.125335286
44,141558.1562,38500,1071,2.103901146
15,212933.5193,53000,1416,4
34,166686.878,43500,1194,1.143499902
0,249440.0821,60500,1595,1.405796101
13,217702.2764,54000,1443,4
11,223397.3859,55000,1471,3
35,163523.8505,43000,1177,4
27,183177.0945,47000,1272,2.59848083
52,122751.4211,34500,979,1.775015876
81,51238.32211,20000,633,3
58,106743.5973,31500,901,1.079636924
4,240615.52,58500,1552,2.073137022
38,156584.3081,41500,1143,2.126774367
88,31824.98062,16500,539,1.414460801
57,109478.2288,32000,915,2.691980934
46,136978.7024,37500,1048,1.2165223
42,146090.0754,39500,1092,2.006668727
83,44795.51985,19000,601,3
20,202338.6231,50500,1366,3
23,194387.8061,49000,1328,1.383776766
96,12829.41112,12500,447,2.898877678
12,219777.3873,54500,1450,3
11,223648.7034,55000,1469,3
8,230186.3549,56500,1503,1.343058125
13,219610.6643,54000,1448,1.018657623
20,201756.757,50500,1365,1.064113769
16,210233.0421,52500,1406,2.264596006
32,172588.6894,44500,1222,1.130638755
88,32219.32087,16500,544,3
32,170830.5361,44500,1214,4
55,113619.718,33000,938,1.859405788
43,144031.9818,39000,1084,4
56,112419.5048,32500,929,1.905112703
62,97657.82882,29500,858,1.947346184
74,65649.37968,23500,706,2.021392843
70,77467.16196,25500,763,1.264925692
33,169531.4208,44000,1208,3
60,101905.6182,30500,879,3
88,34146.32856,16500,549,3
5,237952.2882,58000,1538,4
49,130709.9556,36000,1017,4
80,51930.41307,20500,637,4
54,117647.1987,33500,954,2.26044996
26,185807.2545,47500,1285,1.507472757
78,58413.42641,21500,670,4
13,217801.6185,54000,1440,3
25,189280.3135,48000,1304,1.756013934
32,171871.7118,44500,1220,4
5,238486.3685,58000,1543,3
60,102179.2072,30500,881,3
35,165043.1806,43000,1185,4
75,65965.78152,23000,704,2.257651432
54,118299.3657,33500,957,2.020215387
82,47343.23409,19500,616,1.328122668
62,96436.82331,29500,852,2.579967212
86,36591.91433,17500,562,1.915468088
62,95986.60173,29500,852,1.837438835
41,149826.0157,40000,1113,3
72,71745.27334,24500,733,2.440789939
87,34067.06962,17000,553,2.691633223
11,223755.7781,55000,1471,4
99,4721.431699,11000,407,2.135796329
52,121896.0742,34500,975,3
54,118059.826,33500,957,2.604082007
3,243560.9074,59000,1564,3
85,39900.05905,18000,577,1.613021076
65,89017.57308,28000,817,3
60,101550.1883,30500,876,1.252859392
41,150191.9721,40000,1112,2.425233764
99,4528.045602,11000,407,4
86,37339.31184,17500,567,2.367590674
88,33043.67244,16500,547,4
86,37469.17671,17500,565,2.562252107
20,200308.6163,50500,1359,1.708488543
99,4204.301185,11000,407,2.855686427
40,151258.1572,40500,1120,3
86,37040.38239,17500,565,3
31,175077.4404,45000,1233,1.152966536
5,238984.805,58000,1545,2.197773429
67,84297.95389,27000,795,2.529967567
60,101335.3544,30500,876,2.056517582
68,82426.66022,26500,786,3
82,47227.23804,19500,614,1.692685236
84,40868.70954,18500,586,1.293873466
52,121561.8336,34500,976,2.391311652
27,184496.7895,47000,1281,1.074937895
66,86079.6965,27500,802,1.200754549
40,151051.8642,40500,1118,1.778959089
85,40976.48134,18000,585,1.292531829
25,187301.8142,48000,1295,4
69,78273.37724,26000,767,1.125781908
76,62467.6935,22500,687,4
27,182980.8358,47000,1272,1.751314084
80,53244.84863,20500,642,1.379224726
7,233975.4857,57000,1521,3
88,33461.63272,16500,546,4
66,86262.95649,27500,804,3
16,210629.8843,52500,1406,3
31,173554.3021,45000,1225,4
40,152594.3576,40500,1125,2.642181411
24,191752.6315,48500,1317,3
12,220186.335,54500,1451,4
38,156380.0305,41500,1145,3
8,230359.8975,56500,1503,1.073232907
36,162296.896,42500,1174,4
