"IDN","COUNTRY","HAPPINESS"
14237,"Syria",2.2
68008,"Botswana",6.61
84745,"Sweden",8.47
31108,"Ukraine",3.46
62317,"Georgia",6.34
40793,"Estonia",4.27
69921,"Georgia",7.56
96369,"Angola",9.74
55932,"Afghanistan",5.34
73328,"Afghanistan",7.74
31917,"Ecuador",3.38
49943,"Paraguay",5.53
97736,"Argentina",9.68
38822,"Slovakia",5.07
12230,"Iraq",2.65
50183,"Benin",5.42
54473,"Estonia",5.27
82018,"Cyprus",8.64
88657,"Tajikistan",8.7
25506,"Czech Republic",3.26
49162,"Israel",5.36
21248,"Bosnia and Herzegovina",2.57
79808,"Georgia",7.73
59969,"Chile",6.6
74894,"Botswana",7.57
92496,"Italy",9.88
26821,"Algeria",5.24
52125,"Yemen",5.55
60520,"United Kingdom",6.29
45990,"Burkina Faso",5.46
96261,"Singapore",9.48
17611,"Uruguay",2.34
14372,"Swaziland",2.41
72990,"Central African Republic",7.43
78252,"North Cyprus",7.75
21479,"Algeria",3.71
60233,"Bolivia",6.6
25235,"Nepal",3.29
54270,"Madagascar",5.23
78191,"Congo-Kinshasa",7.68
18503,"Niger",2.48
51346,"Japan",3.29
88839,"Kyrgyzstan",8.56
76895,"Dominican Republic",7.53
44909,"Mexico",5.72
92717,"Comoros",8.57
35121,"Austria",4.52
52415,"Denmark",5.59
20830,"Guatemala",3.68
65747,"Belgium",3.61
40992,"Greece",4.64
75067,"Romania",7.64
85196,"Congo-Kinshasa",8.62
60088,"Russia",6.3
94572,"Chad",9.63
56723,"Lesotho",5.38
63827,"Sudan",6.37
12248,"Denmark",2.27
44175,"Lebanon",4.72
66696,"Honduras",6.35
23923,"Georgia",3.63
49286,"Zimbabwe",5.64
16618,"Ghana",2.22
55695,"South Africa",5.74
87040,"France",8.54
89059,"Brazil",8.53
64863,"Mexico",6.34
89668,"Ecuador",8.4
66944,"Central African Republic",6.73
37804,"Thailand",4.35
14829,"Belarus",2.63
67377,"Bahrain",6.61
23046,"Croatia",3.68
81333,"Brazil",3.29
88762,"Bosnia and Herzegovina",8.44
49224,"Iceland",5.33
96960,"Ghana",9.71
24168,"Tunisia",3.46
14533,"Afghanistan",2.58
41019,"Costa Rica",4.45
50176,"Italy",5.4
27741,"Kazakhstan",3.67
96069,"Cameroon",9.27
86639,"Kuwait",8.44
15955,"Botswana",2.69
45300,"Kenya",4.44
84591,"Georgia",8.38
63694,"Spain",9.22
59067,"Qatar",6.34
54577,"Madagascar",5.5
69272,"Iraq",6.55
17014,"Mauritius",2.4
17706,"Swaziland",2.59
82253,"Jordan",8.39
71456,"Iraq",7.72
34979,"Germany",4.37
88861,"Belgium",8.01
46659,"Liberia",5.47
22163,"India",3.35
25323,"Liberia",3.31
85977,"Qatar",8.35
38588,"Sri Lanka",4.27
80235,"Dominican Republic",7.48
85360,"Algeria",8.53
80776,"Kyrgyzstan",7.32
11802,"Afghanistan",2.68
96594,"Botswana",9.7
64218,"Netherlands",2.56
88558,"Costa Rica",8.93
17382,"Moldova",2.23
38816,"Honduras",4.29
59234,"Ireland",4.96
17273,"Kuwait",2.56
79046,"Cameroon",7.43
15011,"Azerbaijan",2.3
78512,"Luxembourg",7.46
68469,"Ireland",7.3
34853,"Lebanon",4.66
24595,"Hungary",3.38
39299,"Iceland",4.51
30164,"Sweden",3.47
61831,"Iraq",6.71
97180,"Rwand2a4",9.57
49623,"Nigeria",5.67
32021,"United States",2.3
57967,"Latvia",6.69
94514,"Kuwait",9.32
91457,"Vietnam",8.7
30863,"Kenya",3.58
27161,"Myanmar",3.64
86241,"South Korea",8.45
96201,"Botswana",9.54
92689,"Qatar",9.72
38070,"Azerbaijan",4.49
41566,"Gabon",4.67
26010,"Ecuador",3.32
53964,"Dominican Republic",5.34
18846,"Uzbekistan",2.7
54004,"Togo",5.63
88120,"Somaliland region",8.6
43440,"Mauritius",4.23
84649,"Uzbekistan",8.71
45282,"Afghanistan",4.6
82159,"Kenya",8.32
41732,"Honduras",4.3
93196,"Lebanon",9.71
17898,"Honduras",9.55
52236,"Azerbaijan",5.52
73394,"Hong Kong",7.62
70334,"Hong Kong",7.65
59384,"Cambodia",6.5
48117,"Tajikistan",5.27
69103,"Belarus",7.43
69974,"Estonia",7.75
96515,"Kosovo",9.34
20454,"Finland",7.71
94138,"France",9.28
10257,"Denmark",2.48
62179,"Spain",6.56
33318,"Venezuela",4.31
95436,"Japan",9.45
50232,"Jordan",5.38
50430,"Cyprus",7.51
82774,"Singapore",8.64
20458,"Iran",2.22
52853,"Ecuador",5.63
16758,"Switzerland",2.4
92581,"Costa Rica",9.47
22767,"Djibouti",3.56
10091,"Senegal",1.61
44423,"Chile",5.68
59004,"Indonesia",6.72
87352,"Uzbekistan",8.65
76170,"Swaziland",7.24
70121,"Kazakhstan",7.61
99799,"Chad",9.28
97044,"Philippines",9.45
97471,"Lithuania",8.62
92005,"Saudi Arabia",9.32
70320,"Bosnia and Herzegovina",7.74
56102,"Trinidad and Tobago",6.54
50610,"India",8.96
15870,"Sri Lanka",2.23
97929,"Egypt",9.36
80286,"Paraguay",7.57
76985,"Netherlands",7.64
91101,"Jordan",8.76
49548,"Hong Kong",5.62
30678,"Canada",3.26
88223,"Comoros",8.46
72042,"Bangladesh",7.58
49900,"Belarus",6.43
33743,"Burundi",3.47
39874,"Swaziland",4.71
52482,"Syria",5.45
90896,"Thailand",8.46
36114,"Belarus",4.24
23785,"Bangladesh",3.23
81934,"Nigeria",8.73
13354,"Mexico",2.26
36490,"Turkmenistan",4.22
63311,"China",6.68
86789,"North Cyprus",8.36
12935,"Uganda",2.45
40979,"Malawi",4.32
93920,"Lesotho",7.29
10083,"Netherlands",6.99
75134,"Tunisia",7.63
51254,"Afghanistan",5.28
90342,"Croatia",8.65
72306,"Malawi",7.69
94150,"Lebanon",9.39
83405,"Albania",8.53
41037,"Yemen",4.62
83067,"New Zealand",8.45
51926,"Congo-Brazzaville",5.45
12246,"Liberia",2.65
76888,"Djibouti",7.32
96381,"Moldova",9.59
78014,"Costa Rica",5.12
79863,"Kenya",7.41
90454,"Jordan",8.51
91695,"Afghanistan",8.65
14206,"Benin",2.46
77959,"Chile",7.49
26740,"Lesotho",3.49
70617,"Iceland",7.4
12955,"Congo-Kinshasa",2.36
37894,"Bosnia and Herzegovina",4.23
46006,"Greece",5.45
98258,"Tajikistan",9.48
19906,"Swaziland",6.75
67738,"Laos",6.49
26606,"Togo",3.4
13865,"Cameroon",2.69
72704,"Kazakhstan",7.42
34095,"Somaliland region",4.52
81555,"Montenegro",8.31
53707,"Laos",5.47
81622,"Congo-Brazzaville",7.33
98483,"Bangladesh",9.41
98790,"Singapore",6.27
93802,"Sierra Leone",8.26
22605,"Oman",3.65
75456,"Spain",7.68
80487,"Guatemala",8.53
76461,"Algeria",7.49
92954,"Bolivia",9.65
21484,"Luxembourg",3.48
56937,"Kyrgyzstan",6.73
61603,"Palestinian Territories",6.56
58290,"Estonia",6.62
22296,"United Kingdom",3.36
70445,"Dominican Republic",7.6
66407,"Taiwan",6.23
40748,"Jordan",4.33
56956,"Botswana",5.48
52143,"South Korea",5.65
46324,"Comoros",4.33
33019,"Uruguay",4.56
99449,"Kyrgyzstan",9.65
14041,"Benin",2.61
57942,"Tajikistan",6.41
94738,"Montenegro",9.53
32338,"Turkmenistan",3.4
26213,"Tajikistan",3.47
94492,"Lithuania",9.32
58403,"Czech Republic",6.68
59329,"Thailand",6.32
97558,"Cameroon",9.27
22787,"France",3.38
68928,"Swaziland",6.62
76890,"Moldova",7.72
65208,"Mauritius",6.58
71986,"Czech Republic",7.55
43688,"Jordan",6.74
46437,"Pakistan",5.73
57795,"Mongolia",6.55
20295,"Mauritius",3.33
30481,"Syria",3.69
72660,"Myanmar",7.71
19920,"Suriname",3.2
68880,"Nepal",6.39
36154,"Romania",4.67
48998,"Oman",5.45
40059,"Poland",4.54
71526,"Afghanistan",7.31
79028,"France",3.41
44102,"Ukraine",7.19
80387,"Netherlands",8.5
10752,"Bahrain",2.39
77404,"Mongolia",7.46
86742,"Yemen",8.43
85177,"Sri Lanka",8.28
75597,"Latvia",7.26
91934,"Oman",9.71
66225,"Armenia",6.7
37759,"Djibouti",4.64
22889,"Mexico",6.22
11547,"Serbia",2.21
13432,"Malta",2.21
24334,"Israel",3.6
57870,"Jamaica",6.42
94403,"Kuwait",9.38
32474,"Zimbabwe",3.5
58645,"Argentina",6.68
84163,"Netherlands",8.45
81719,"Ethiopia",8.37
10440,"Tanzania",2.38
47343,"Mexico",5.67
19621,"Nigeria",2.39
88798,"El Salvador",9.09
65646,"Madagascar",6.5
56249,"South Africa",5.4
83774,"Gabon",8.33
40614,"Mozambique",4.46
25361,"South Korea",3.64
92943,"Italy",9.48
53270,"Somaliland region",5.23
36815,"Azerbaijan",9.73
12908,"Cambodia",2.36
96762,"Lebanon",9.57
10519,"Cyprus",2.52
16904,"Finland",2.47
57020,"Paraguay",6.74
65266,"Germany",6.7
14379,"Slovakia",2.7
25611,"Sweden",3.32
81469,"Jordan",8.43
39408,"Argentina",4.61
22348,"Libya",3.54
37608,"Australia",4.49
63658,"Sweden",6.27
71338,"Mexico",7.54
24474,"Tunisia",3.46
19593,"Bangladesh",2.58
23799,"Romania",3.36
58900,"Congo-Brazzaville",6.48
98579,"Thailand",9.75
68486,"Congo-Kinshasa",6.57
51660,"Thailand",5.54
88032,"Uzbekistan",8.65
80247,"Senegal",7.5
91183,"Mauritania",8.5
12623,"Nigeria",2.58
94587,"Italy",9.34
90214,"South Africa",8.29
10989,"Mongolia",2.56
92170,"Myanmar",7.12
27681,"Kazakhstan",3.59
35032,"Kenya",4.59
39944,"Armenia",9.62
61652,"Serbia",6.45
88912,"Angola",8.61
89998,"Ireland",8.68
20051,"Syria",2.53
52523,"Colombia",5.24
88936,"Suriname",8.4
15544,"Lesotho",2.56
66457,"Nigeria",6.33
98774,"Malta",9.4
76755,"Tajikistan",7.38
61325,"Benin",6.39
13310,"Turkey",2.43
40169,"Bulgaria",4.73
67105,"Malaysia",6.33
16797,"Argentina",2.52
25406,"Spain",3.45
71101,"Poland",7.58
22274,"Burkina Faso",3.27
45929,"Iran",5.61
54602,"Libya",5.7
20789,"Denmark",7.4
76995,"Latvia",7.75
31096,"El Salvador",4.56
15334,"Niger",2.4
74257,"Peru",7.35
99509,"Nigeria",9.43
98756,"Italy",9.66
42521,"Luxembourg",4.43
53008,"Czech Republic",7.51
46661,"Germany",5.24
51726,"Australia",5.34
44786,"Oman",5.43
96585,"Kyrgyzstan",9.31
44349,"United Kingdom",5.26
31410,"Somaliland region",3.28
84778,"Oman",8.28
19986,"Kosovo",2.61
13906,"Congo-Brazzaville",2.28
45422,"Malaysia",5.54
65129,"Belarus",2.61
35711,"Romania",4.52
74281,"Jordan",7.4
29565,"Japan",3.68
62299,"Mozambique",6.73
67894,"Thailand",7.71
35703,"Peru",4.23
49564,"Algeria",5.43
84324,"Algeria",8.57
83483,"Poland",7.81
72951,"Lithuania",7.55
77480,"Madagascar",7.31
47755,"Switzerland",5.56
94859,"Turkmenistan",4.15
90137,"Central African Republic",8.27
51133,"Denmark",7.37
73772,"Costa Rica",7.45
72324,"Senegal",7.55
46198,"Hungary",5.35
29494,"United States",3.59
28646,"Netherlands",3.55
66532,"Bosnia and Herzegovina",6.63
69667,"Nicaragua",7.67
86131,"Vietnam",8.61
80827,"Belarus",8.62
28414,"Ghana",3.48
81939,"Pakistan",8.26
25311,"Djibouti",3.4
42941,"South Korea",4.48
25978,"South Africa",3.23
41284,"Niger",9.69
30397,"Ireland",2.48
46649,"Iraq",5.33
39250,"Finland",4.7
13651,"Taiwan",9.35
60365,"Italy",6.37
39492,"Bangladesh",4.3
76312,"Latvia",7.71
76335,"Kosovo",7.5
63033,"Denmark",6.7
98967,"Malawi",9.31
18742,"Israel",2.25
29532,"Brazil",3.43
87639,"Saudi Arabia",8.35
83715,"Spain",2.3
67786,"Kuwait",7.74
61729,"Rwand2a4",6.73
70086,"Australia",7.39
41882,"Russia",4.41
82764,"Australia",8.26
35961,"Malta",4.6
67580,"Burundi",6.68
67722,"Comoros",6.57
85846,"Ecuador",8.56
56585,"Sierra Leone",5.35
50266,"New Zealand",5.29
98941,"Canada",9.4
15751,"Serbia",2.19
50350,"Cameroon",5.71
65736,"Kenya",6.7
71295,"Haiti",7.32
83456,"Guinea",8.58
12889,"Panama",2.38
90797,"Uzbekistan",8.6
76927,"Bahrain",7.53
56523,"Uruguay",6.67
71869,"India",7.71
48762,"Vietnam",5.62
57619,"Kosovo",6.39
91346,"Nicaragua",8.3
76674,"Taiwan",7.72
41228,"Brazil",6.54
42901,"Congo-Brazzaville",4.35
66910,"Benin",6.72
95298,"Belarus",9.64
98824,"Chad",9.45
93888,"Guatemala",9.28
35123,"Jordan",4.59
98785,"Qatar",9.59
16756,"Senegal",2.66
23568,"Chile",3.56
44230,"Yemen",4.36
44859,"Azerbaijan",4.32
72891,"Bahrain",7.62
36171,"Croatia",4.41
70638,"Bolivia",7.75
28765,"Hungary",3.41
76160,"Colombia",7.71
82929,"Niger",8.46
71027,"Senegal",7.23
28724,"Saudi Arabia",3.22
58627,"Nigeria",6.56
81661,"Estonia",6.65
43643,"Morocco",4.43
95488,"Greece",9.68
84578,"Botswana",8.63
96408,"Rwand2a4",9.5
85091,"Trinidad and Tobago",8.45
36602,"Hong Kong",4.54
20953,"Slovakia",7.39
49852,"Turkey",5.47
78415,"Croatia",7.62
65318,"United Kingdom",6.36
10899,"Honduras",2.71
37875,"Algeria",4.32
69273,"Botswana",6.24
39549,"Germany",4.41
47704,"Jamaica",5.63
47338,"Sudan",5.6
10713,"Mongolia",2.7
19999,"Macedonia",2.41
21942,"Iceland",4.76
50384,"Yemen",5.38
41750,"Rwand2a4",4.49
36020,"Oman",4.53
73402,"Latvia",7.67
35434,"Uruguay",4.73
10107,"Kosovo",2.63
18536,"Bahrain",2.43
27669,"Ecuador",3.39
64797,"Lithuania",6.55
90789,"Syria",8.65
34798,"Philippines",4.4
45087,"Guinea",4.61
48546,"Lebanon",8.76
46054,"Azerbaijan",5.62
80459,"Lithuania",7.52
72124,"Tunisia",7.41
73143,"Kosovo",7.25
57006,"Bosnia and Herzegovina",9.25
83833,"Montenegro",8.3
54063,"Hong Kong",2.52
67252,"Cyprus",4.29
54812,"Malawi",5.51
91474,"Cyprus",8.57
29643,"Bolivia",6.97
39056,"Chile",4.69
78225,"United Arab Emirates",3.06
16310,"Guatemala",2.52
88939,"Nepal",8.55
46210,"Kyrgyzstan",5.24
21680,"Japan",3.5
24085,"Singapore",3.67
19196,"Tanzania",2.5
52700,"Belarus",5.42
89386,"Czech Republic",8.55
28693,"Algeria",3.45
31716,"Dominican Republic",3.38
39787,"Congo-Brazzaville",4.25
45943,"Bosnia and Herzegovina",5.73
85989,"Croatia",6.77
37949,"Morocco",4.28
79928,"Croatia",7.4
16239,"Nepal",2.59
18735,"Luxembourg",2.41
45007,"Croatia",5.65
94460,"South Africa",9.48
36698,"Sri Lanka",4.33
15894,"Australia",2.51
51254,"Tunisia",5.56
26720,"Guatemala",3.21
12099,"Cambodia",2.59
58120,"Singapore",6.27
45094,"Sierra Leone",4.46
69764,"Tanzania",6.25
97083,"Cyprus",9.53
17545,"Haiti",2.39
52393,"Cambodia",5.33
89789,"Israel",8.27
93630,"Germany",9.55
80245,"Madagascar",7.66
47533,"Nigeria",5.51
92142,"Trinidad and Tobago",9.33
99555,"Mexico",9.66
26633,"Belgium",3.47
98523,"Mali",9.26
32443,"South Africa",3.71
99047,"Syria",9.34
63553,"Cambodia",6.46
85470,"United Kingdom",3.61
33146,"China",3.41
68529,"El Salvador",7.28
75550,"Turkmenistan",7.66
79361,"Croatia",7.26
63123,"Pakistan",6.24
62820,"Angola",6.27
67655,"Lebanon",6.37
30114,"Central African Republic",3.29
74728,"Saudi Arabia",7.28
84894,"Ecuador",4.88
42206,"Nigeria",8.17
68460,"Gabon",6.27
68327,"Azerbaijan",6.51
99862,"Swaziland",9.76
45278,"Zimbabwe",5.64
51768,"Ethiopia",5.57
76762,"Mali",7.23
85144,"Senegal",8.69
21345,"Georgia",2.55
20223,"Myanmar",2.23
21969,"Czech Republic",3.51
58865,"Lesotho",6.47
99274,"Latvia",9.73
61807,"Swaziland",6.27
33801,"Azerbaijan",4.28
60820,"Mozambique",6.38
19885,"India",2.5
14038,"Guatemala",2.5
15334,"Kuwait",2.61
82740,"Suriname",8.76
81047,"Romania",8.73
98436,"Montenegro",9.33
45165,"Chad",4.46
68793,"Nicaragua",7.71
37432,"Spain",4.56
30591,"North Cyprus",3.3
39234,"Peru",4.28
79833,"Lesotho",3.62
68580,"Guatemala",7.53
43267,"Nicaragua",4.59
76126,"Spain",7.33
74850,"Romania",7.32
75158,"Palestinian Territories",7.25
52717,"Mongolia",5.67
12997,"Uganda",2.64
31843,"Moldova",3.24
53558,"Estonia",5.7
19692,"Mongolia",2.71
49660,"Israel",5.61
71604,"Malaysia",7.46
34943,"South Korea",4.6
13847,"Botswana",2.68
97389,"Israel",8.87
67738,"Congo-Brazzaville",6.41
76864,"Japan",7.74
20560,"Pakistan",2.61
93080,"Indonesia",9.52
11253,"Ireland",2.23
22234,"Bulgaria",3.43
48421,"Norway",5.54
99379,"Poland",9.66
23726,"Ecuador",3.51
94551,"Saudi Arabia",5.2
19618,"Nicaragua",2.32
90870,"Venezuela",8.37
14243,"Canada",4.78
81285,"Portugal",8.74
39204,"Palestinian Territories",4.31
47013,"Cyprus",7.84
52705,"Jamaica",5.57
97822,"United States",9.4
62057,"Uzbekistan",6.43
22001,"Albania",3.2
75828,"Bulgaria",7.67
59375,"Bosnia and Herzegovina",6.37
69301,"Canada",7.46
28419,"Dominican Republic",3.54
58800,"Vietnam",6.63
86306,"Sweden",8.66
35594,"Germany",4.47
71934,"Zimbabwe",7.23
11877,"Panama",2.39
95992,"United Arab Emirates",7.06
34895,"Singapore",4.72
66872,"Japan",3.21
58597,"Vietnam",6.62
25090,"Congo-Brazzaville",3.64
33684,"Peru",4.42
81929,"Ecuador",8.68
59756,"Ghana",6.66
15407,"Nepal",2.3
36896,"Panama",4.23
57896,"Canada",6.59
94227,"Bangladesh",9.5
63651,"Serbia",6.55
12573,"Iran",2.19
32924,"Madagascar",3.54
89151,"Saudi Arabia",8.66
11300,"Cambodia",2.44
80921,"Burundi",7.43
13962,"Jamaica",3.36
46025,"Chile",5.43
94176,"Jamaica",9.77
37760,"Libya",4.7
45648,"Czech Republic",5.66
88646,"Czech Republic",8.65
87029,"Afghanistan",8.42
72341,"Japan",7.45
98545,"Honduras",9.39
64784,"New Zealand",6.26
62536,"Nigeria",6.59
36418,"Ireland",4.22
98839,"Bangladesh",9.71
98642,"Jamaica",9.55
25935,"Ukraine",3.34
30021,"Peru",3.21
31962,"Mauritius",3.38
67891,"Yemen",6.73
77524,"Chad",7.58
52421,"Moldova",2.09
76478,"Somaliland region",7.55
62918,"Kazakhstan",6.46
98294,"Nicaragua",9.74
27340,"Malaysia",3.27
99889,"Morocco",9.58
75431,"Botswana",7.27
20166,"Netherlands",3.71
52913,"Rwand2a4",5.27
58733,"Djibouti",6.24
95906,"Uganda",9.7
92440,"United Arab Emirates",9.43
76793,"Czech Republic",7.45
34621,"Thailand",2.94
89916,"Greece",8.44
10809,"Turkmenistan",2.65
67373,"Denmark",7.69
87973,"Czech Republic",6.92
13719,"Bahrain",2.54
38157,"Armenia",4.22
85916,"Turkey",8.73
77847,"Venezuela",7.35
40644,"Venezuela",4.7
88779,"Haiti",8.58
53738,"Congo-Brazzaville",5.32
72037,"North Cyprus",7.51
47851,"Taiwan",5.35
48551,"Sweden",5.4
44421,"New Zealand",5.29
10133,"Bosnia and Herzegovina",2.57
71149,"Syria",7.56
35832,"Sudan",4.51
61816,"Chad",6.45
72832,"Sierra Leone",7.68
83809,"Zimbabwe",8.6
17040,"Morocco",2.35
71532,"Bahrain",7.25
66940,"Armenia",6.63
87213,"Slovakia",8.59
47903,"France",5.36
31628,"United States",4.56
53841,"Haiti",5.53
14499,"Spain",2.48
97013,"Sri Lanka",9.67
85051,"Sudan",8.39
64771,"Nigeria",6.54
50013,"Greece",5.44
79812,"Kosovo",7.49
34022,"Denmark",4.73
70978,"Iran",7.59
11330,"Panama",2.69
56450,"Greece",5.62
88444,"Tanzania",8.32
36879,"Trinidad and Tobago",4.11
18994,"Kenya",2.21
15521,"Malaysia",2.63
58298,"Venezuela",6.37
15825,"South Korea",2.48
69458,"Italy",7.65
54025,"Italy",5.26
27003,"Georgia",3.37
25466,"Iran",3.42
46695,"Cameroon",5.54
71991,"Palestinian Territories",7.6
27214,"Niger",3.23
80398,"Hong Kong",3.83
46848,"Congo-Kinshasa",5.45
29698,"Zambia",3.26
58469,"Poland",6.46
76041,"Greece",7.23
21220,"Germany",2.86
60718,"Croatia",6.68
85377,"Guinea",8.55
33703,"Iraq",4.41
34536,"Cambodia",4.38
25712,"Bolivia",3.23
34617,"Colombia",4.62
80944,"China",7.75
95841,"Netherlands",9.59
49298,"Mauritius",5.55
14198,"Chile",2.64
16989,"Hungary",2.39
60811,"Slovenia",6.7
18075,"Iraq",2.6
97354,"Canada",9.22
61399,"Colombia",6.43
30455,"Montenegro",3.46
91237,"Russia",8.56
10559,"India",2.24
45971,"Bosnia and Herzegovina",5.59
67292,"United Arab Emirates",7.71
99702,"Uruguay",9.77
73415,"Canada",7.25
38327,"Jordan",4.64
79887,"Mexico",8.5
23631,"Gabon",3.37
94597,"Liberia",9.48
53786,"Saudi Arabia",5.46
22342,"Moldova",3.35
44430,"El Salvador",5.28
56720,"Poland",6.45
81034,"Macedonia",7.26
82373,"Switzerland",5.09
86974,"Spain",8.33
77439,"Saudi Arabia",7.26
65249,"North Cyprus",6.28
18525,"Malaysia",2.61
79088,"Slovakia",7.6
17568,"Honduras",2.52
14858,"Hong Kong",2.31
45245,"Congo-Kinshasa",4.26
59628,"Egypt",6.47
78175,"Ireland",3.45
41928,"Azerbaijan",4.57
78857,"Central African Republic",7.34
22401,"Nigeria",3.25
63364,"Saudi Arabia",6.41
14651,"Jamaica",4.46
85531,"Hong Kong",9.1
24374,"Sweden",3.32
19859,"Japan",2.65
35805,"Tajikistan",4.25
66264,"Albania",6.44
83577,"Tunisia",8.25
56288,"Burkina Faso",5.57
67554,"New Zealand",3.34
40277,"Yemen",4.5
76895,"Sweden",6.67
99476,"Morocco",9.63
31033,"Netherlands",4.66
60737,"Luxembourg",6.43
40700,"Ireland",4.37
11578,"Georgia",2.36
45160,"Portugal",5.42
26088,"Estonia",2.59
51725,"Costa Rica",5.42
83497,"Bahrain",8.35
19418,"Tanzania",2.53
79621,"Haiti",7.75
85673,"Iceland",8.93
54992,"Trinidad and Tobago",5.71
10543,"Afghanistan",2.49
22024,"France",3.45
98466,"Palestinian Territories",9.45
25192,"Lithuania",3.35
33648,"Australia",4.14
83641,"Malawi",8.74
76124,"Saudi Arabia",7.87
25540,"Syria",3.52
66149,"Ecuador",6.23
73361,"Nepal",7.38
18925,"Hungary",4.98
44640,"Ukraine",5.19
57010,"Gabon",5.37
25803,"Bolivia",3.21
23558,"Jordan",3.5
55943,"Latvia",5.68
92252,"Senegal",8.3
85036,"Trinidad and Tobago",2.58
91546,"Belarus",8.34
89284,"Yemen",8.63
21791,"Kenya",3.49
61873,"Uganda",6.66
91376,"United Arab Emirates",7.07
38442,"Morocco",4.33
93754,"Costa Rica",9.59
20979,"Australia",2.58
12402,"Portugal",2.63
94780,"Canada",9.51
66979,"Uruguay",6.73
69917,"Congo-Kinshasa",7.31
51847,"Ghana",5.25
33584,"Malaysia",4.33
60217,"Japan",6.4
76347,"Nicaragua",7.26
32816,"Costa Rica",4.43
41298,"Sri Lanka",4.69
13789,"Ukraine",2.34
89308,"South Korea",8.68
33739,"Comoros",3.65
61313,"Syria",6.61
38386,"Bolivia",4.66
25778,"Egypt",3.51
43204,"Dominican Republic",4.51
18200,"South Africa",2.56
37512,"Ghana",4.7
40890,"Malawi",4.49
91790,"Tajikistan",8.75
41668,"Comoros",4.36
22644,"Ecuador",3.69
95120,"Armenia",9.33
53494,"Malaysia",5.36
65252,"Burkina Faso",6.51
15997,"Angola",2.45
74370,"Togo",7.74
52058,"Cyprus",3.03
73732,"Vietnam",8.06
85508,"Indonesia",8.68
39427,"Yemen",4.53
90630,"Nicaragua",8.38
69106,"United Kingdom",8.74
40471,"Chad",4.69
45662,"Norway",5.42
84888,"El Salvador",8.28
54591,"Germany",9.4
33860,"Burundi",3.33
15339,"Egypt",2.47
79642,"Bulgaria",7.51
83016,"Luxembourg",6.9
26545,"Sierra Leone",3.47
78320,"Lesotho",7.68
18851,"Kyrgyzstan",2.45
43025,"Mali",4.49
37067,"Iran",4.39
56399,"Sudan",5.36
64990,"Kyrgyzstan",6.39
56099,"United Arab Emirates",6.44
57371,"Venezuela",6.64
43315,"Bolivia",4.35
25248,"Finland",3.36
74136,"Nigeria",9.53
62653,"Zambia",6.63
61134,"Senegal",6.4
47714,"Iceland",5.63
41608,"Croatia",4.47
85733,"Venezuela",9.49
96837,"Argentina",4.34
61498,"South Africa",6.41
12418,"Malaysia",2.54
94840,"Liberia",9.59
73082,"Uzbekistan",7.73
14969,"Slovenia",2.65
74734,"Cambodia",7.45
68996,"Bulgaria",6.72
18409,"Togo",2.69
53386,"Mauritania",5.72
98289,"Angola",9.43
22138,"Sierra Leone",3.47
57085,"Sudan",5.28
48973,"Nigeria",5.23
81175,"Swaziland",7.57
25210,"Argentina",3.53
52808,"Costa Rica",7.51
63716,"Romania",6.6
24990,"Philippines",3.56
66952,"Lithuania",6.5
29577,"Turkmenistan",3.34
66368,"El Salvador",6.71
62821,"Brazil",6.59
59643,"Palestinian Territories",6.71
83565,"Saudi Arabia",8.72
75703,"Kuwait",5.67
12254,"Rwand2a4",2.61
75609,"Cameroon",7.49
46690,"South Africa",5.24
32861,"Greece",4.61
26954,"Angola",3.58
53118,"Comoros",5.27
93923,"Rwand2a4",8.36
23347,"Finland",1.96
68037,"Norway",9.42
32397,"Dominican Republic",3.32
55766,"Angola",5.32
74365,"Burkina Faso",7.36
53591,"Italy",5.44
51775,"Portugal",8.85
47176,"Suriname",5.51
71372,"Malaysia",7.24
95656,"Peru",9.55
76624,"South Africa",7.26
47498,"Mauritius",5.59
20464,"China",2.23
28688,"Australia",3.26
35140,"France",4.4
84314,"Swaziland",8.37
80977,"Russia",8.54
32791,"Latvia",3.63
54771,"Benin",5.26
72768,"Ghana",7.38
72797,"Dominican Republic",7.35
24097,"Ukraine",3.53
54585,"Guatemala",5.44
61961,"Italy",9.65
50765,"Nigeria",5.6
45374,"Kazakhstan",5.62
69536,"Mexico",7.63
50648,"United Kingdom",5.61
90682,"Ethiopia",8.55
33311,"Qatar",4.57
42217,"Mali",4.21
89282,"Mauritius",8.74
20870,"Ukraine",2.45
18927,"France",2.4
58555,"Nepal",6.62
10092,"Bolivia",2.59
74791,"Bolivia",7.44
61549,"Ghana",6.7
34841,"Iceland",4.4
26039,"Dominican Republic",3.7
58547,"Chile",6.4
50635,"Laos",5.68
60243,"China",6.37
97581,"Palestinian Territories",9.37
86194,"Bulgaria",8.69
58392,"Cameroon",4.82
84744,"Guatemala",8.67
21027,"Ecuador",3.27
17476,"Poland",2.2
51005,"Thailand",5.47
19449,"Albania",2.71
43286,"New Zealand",2.17
66434,"Rwand2a4",6.28
11141,"Mauritania",2.63
43318,"Austria",5.4
24064,"Singapore",3.52
55638,"Palestinian Territories",5.56
83998,"North Cyprus",8.64
89780,"Kazakhstan",8.36
12153,"Croatia",5.71
14897,"Russia",2.22
45359,"Rwand2a4",4.48
55487,"Turkey",3.7
33987,"Tajikistan",4.7
98797,"Belgium",9.46
29468,"Mauritania",2.64
