AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
48,Private,HS-grad,9,Transport-moving,United-States
48,Private,HS-grad,9,Exec-managerial,United-States
48,Private,Prof-school,15,Prof-specialty,United-States
48,Self-emp-not-inc,Bachelors,13,Exec-managerial,Japan
48,State-gov,Prof-school,15,Prof-specialty,United-States
48,Private,11th,7,Other-service,United-States
48,Private,HS-grad,9,Adm-clerical,United-States
48,Private,HS-grad,9,Craft-repair,United-States
48,Self-emp-inc,HS-grad,9,Farming-fishing,United-States
48,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
48,Self-emp-not-inc,Some-college,10,Other-service,United-States
48,Private,HS-grad,9,Prof-specialty,United-States
48,Private,Prof-school,15,Sales,United-States
48,Private,Assoc-voc,11,Craft-repair,United-States
48,Private,Some-college,10,Handlers-cleaners,United-States
48,NA,9th,5,NA,United-States
48,Private,7th-8th,4,Machine-op-inspct,United-States
48,Private,Masters,14,Exec-managerial,United-States
48,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
48,Private,HS-grad,9,Machine-op-inspct,United-States
48,Private,Bachelors,13,Tech-support,Philippines
48,Private,10th,6,Exec-managerial,United-States
48,Private,1st-4th,2,Farming-fishing,Mexico
48,Private,HS-grad,9,Handlers-cleaners,United-States
48,Private,HS-grad,9,Sales,United-States
48,Private,HS-grad,9,Machine-op-inspct,United-States
48,Private,Masters,14,Exec-managerial,United-States
48,Private,Masters,14,Prof-specialty,United-States
48,Private,Masters,14,Exec-managerial,United-States
48,Private,Some-college,10,Craft-repair,United-States
48,Private,HS-grad,9,Craft-repair,United-States
48,Private,HS-grad,9,Handlers-cleaners,United-States
48,Private,HS-grad,9,Machine-op-inspct,United-States
48,Private,Some-college,10,Handlers-cleaners,United-States
48,Private,Some-college,10,Exec-managerial,United-States
48,Private,Some-college,10,Prof-specialty,United-States
48,Self-emp-inc,10th,6,Exec-managerial,United-States
48,Private,Some-college,10,Craft-repair,United-States
48,Private,Bachelors,13,Sales,United-States
48,Private,HS-grad,9,Adm-clerical,Trinadad&Tobago
48,Private,7th-8th,4,Machine-op-inspct,United-States
48,Private,Some-college,10,Exec-managerial,United-States
48,Private,10th,6,Transport-moving,United-States
48,Private,Some-college,10,Adm-clerical,United-States
48,Self-emp-not-inc,Some-college,10,Sales,United-States
48,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
48,Private,Some-college,10,Adm-clerical,United-States
48,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
48,Private,Some-college,10,Adm-clerical,United-States
48,Federal-gov,Bachelors,13,Adm-clerical,United-States
48,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
48,Local-gov,Bachelors,13,Prof-specialty,United-States
48,Private,HS-grad,9,Machine-op-inspct,United-States
48,Private,Bachelors,13,Prof-specialty,United-States
48,Private,HS-grad,9,Other-service,Columbia
48,Private,Assoc-voc,11,Other-service,Philippines
48,Private,Assoc-voc,11,Prof-specialty,United-States
48,Private,HS-grad,9,Craft-repair,United-States
48,Private,Masters,14,Prof-specialty,United-States
48,Private,Bachelors,13,Exec-managerial,United-States
48,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
48,Private,HS-grad,9,Sales,United-States
48,Private,HS-grad,9,Adm-clerical,United-States
48,Private,Assoc-acdm,12,Adm-clerical,United-States
48,Federal-gov,HS-grad,9,Handlers-cleaners,United-States
48,State-gov,Masters,14,Prof-specialty,United-States
48,Private,Bachelors,13,Prof-specialty,Italy
48,Private,Some-college,10,Craft-repair,United-States
48,Private,Some-college,10,Sales,United-States
48,Private,Some-college,10,Exec-managerial,United-States
48,Self-emp-not-inc,HS-grad,9,Sales,United-States
48,Self-emp-not-inc,Some-college,10,Sales,United-States
48,Private,Assoc-acdm,12,Exec-managerial,United-States
48,Private,Some-college,10,Prof-specialty,United-States
48,Private,Bachelors,13,Adm-clerical,Philippines
48,State-gov,Bachelors,13,Adm-clerical,United-States
48,Private,HS-grad,9,Exec-managerial,United-States
48,Private,HS-grad,9,Transport-moving,United-States
48,Private,Assoc-acdm,12,Exec-managerial,United-States
48,Self-emp-inc,Bachelors,13,Farming-fishing,United-States
48,Private,Some-college,10,Other-service,United-States
48,Self-emp-not-inc,Masters,14,Sales,England
48,Private,Assoc-acdm,12,Prof-specialty,United-States
48,Private,Masters,14,Prof-specialty,Cuba
48,Self-emp-inc,Some-college,10,Farming-fishing,United-States
48,Private,9th,5,Transport-moving,United-States
48,Private,Assoc-acdm,12,Exec-managerial,United-States
48,Private,Some-college,10,Craft-repair,Cambodia
48,Private,Prof-school,15,Prof-specialty,United-States
48,Private,HS-grad,9,Exec-managerial,United-States
48,State-gov,Some-college,10,Exec-managerial,United-States
48,Private,1st-4th,2,Machine-op-inspct,Portugal
48,Self-emp-inc,HS-grad,9,Craft-repair,United-States
48,Private,Some-college,10,Exec-managerial,United-States
48,Local-gov,Doctorate,9,NA,India
48,Federal-gov,Doctorate,3,Protective-serv,India
48,Private,Doctorate,16,Prof-specialty,United-States
48,Private,Doctorate,16,Prof-specialty,United-States
48,Private,Doctorate,16,Sales,United-States
48,Private,Doctorate,16,Prof-specialty,United-States
48,Private,Doctorate,16,Prof-specialty,United-States
48,Self-emp-inc,Doctorate,16,Prof-specialty,United-States
48,Self-emp-not-inc,Doctorate,16,Prof-specialty,United-States
48,State-gov,Doctorate,16,Prof-specialty,United-States
48,Federal-gov,Doctorate,16,Prof-specialty,United-States
48,Private,Doctorate,16,Prof-specialty,United-States
48,State-gov,Doctorate,16,Prof-specialty,United-States
48,Local-gov,Masters,3,Exec-managerial,India
48,NA,Masters,14,Prof-specialty,India
48,Never-worked,Masters,6,Prof-specialty,India
49,Private,9th,5,Other-service,Jamaica
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,Local-gov,HS-grad,9,Protective-serv,United-States
49,Local-gov,Assoc-voc,11,Craft-repair,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Assoc-voc,11,Handlers-cleaners,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,Bachelors,13,Sales,United-States
49,Local-gov,10th,6,Other-service,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,9th,5,Machine-op-inspct,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Private,Some-college,10,Sales,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Assoc-voc,11,Machine-op-inspct,Peru
49,Self-emp-inc,Masters,14,Exec-managerial,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Some-college,10,Machine-op-inspct,United-States
49,Private,10th,6,Transport-moving,United-States
49,NA,10th,6,NA,United-States
49,Local-gov,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,12th,8,Machine-op-inspct,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,Bachelors,13,Sales,United-States
49,Federal-gov,HS-grad,9,Adm-clerical,United-States
49,Private,HS-grad,9,Sales,United-States
49,State-gov,Some-college,10,Prof-specialty,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Private,HS-grad,9,Tech-support,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Local-gov,HS-grad,9,Protective-serv,United-States
49,Federal-gov,Masters,14,Exec-managerial,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,HS-grad,9,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,State-gov,Doctorate,16,Prof-specialty,NA
49,Private,Assoc-acdm,12,Sales,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Self-emp-inc,Bachelors,13,Sales,United-States
49,Private,Assoc-voc,11,Exec-managerial,Columbia
49,Private,Some-college,10,Tech-support,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Bachelors,13,Adm-clerical,United-States
49,Private,Bachelors,13,Sales,United-States
49,State-gov,11th,7,Adm-clerical,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,Private,11th,7,Craft-repair,Cuba
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,9th,5,Other-service,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Masters,14,Sales,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,9th,5,Other-service,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-inc,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Bachelors,13,Craft-repair,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,Private,Assoc-voc,11,Exec-managerial,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,State-gov,Bachelors,13,Adm-clerical,United-States
49,Local-gov,Masters,14,Exec-managerial,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,7th-8th,4,Prof-specialty,United-States
49,Self-emp-inc,HS-grad,9,Adm-clerical,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Local-gov,Some-college,10,Handlers-cleaners,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Sales,United-States
49,Private,7th-8th,4,Handlers-cleaners,United-States
49,Private,Bachelors,13,Craft-repair,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,Assoc-acdm,12,Exec-managerial,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Local-gov,5th-6th,3,Other-service,United-States
49,Self-emp-inc,Assoc-voc,11,Exec-managerial,United-States
49,Private,7th-8th,4,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Transport-moving,United-States
49,Private,Masters,14,Adm-clerical,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,Private,1st-4th,2,Craft-repair,Portugal
49,Federal-gov,Some-college,10,Adm-clerical,United-States
49,Self-emp-inc,Assoc-voc,11,Exec-managerial,United-States
49,Self-emp-not-inc,10th,6,Farming-fishing,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,11th,7,Craft-repair,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Self-emp-not-inc,Bachelors,13,Sales,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,Federal-gov,Some-college,10,Exec-managerial,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,Self-emp-inc,Masters,14,Prof-specialty,Mexico
49,Private,Some-college,10,Craft-repair,Canada
49,Private,HS-grad,9,Transport-moving,United-States
49,Private,11th,7,Transport-moving,United-States
49,Private,Assoc-voc,11,Craft-repair,Greece
49,Private,11th,7,Machine-op-inspct,United-States
49,Private,Some-college,10,Sales,United-States
49,Private,Assoc-acdm,12,Sales,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,Bachelors,13,Machine-op-inspct,United-States
49,Private,9th,5,Handlers-cleaners,United-States
49,Private,Some-college,10,Sales,England
49,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
49,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Private,Some-college,10,Other-service,United-States
49,Local-gov,Bachelors,13,Protective-serv,United-States
49,Private,HS-grad,9,Other-service,Philippines
49,Local-gov,Some-college,10,Protective-serv,United-States
49,Federal-gov,Some-college,10,Tech-support,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,HS-grad,9,Handlers-cleaners,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,5th-6th,3,Craft-repair,United-States
49,Self-emp-not-inc,HS-grad,9,Sales,Greece
49,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
49,Local-gov,Masters,14,Protective-serv,United-States
49,State-gov,Some-college,10,Machine-op-inspct,United-States
49,Federal-gov,Masters,14,Adm-clerical,United-States
49,Private,7th-8th,4,Craft-repair,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,Assoc-voc,11,Prof-specialty,Germany
49,State-gov,Masters,14,Prof-specialty,United-States
49,Private,Some-college,10,Machine-op-inspct,United-States
49,Private,9th,5,Handlers-cleaners,United-States
49,Private,Bachelors,13,Sales,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,Bachelors,13,Other-service,Philippines
49,Private,HS-grad,9,Exec-managerial,Hungary
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-not-inc,Some-college,10,Craft-repair,Poland
49,State-gov,HS-grad,9,Prof-specialty,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,Assoc-voc,11,Sales,United-States
49,Self-emp-not-inc,11th,7,Exec-managerial,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,HS-grad,9,Sales,Mexico
49,Self-emp-not-inc,Bachelors,13,Farming-fishing,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,State-gov,Some-college,10,Adm-clerical,United-States
49,Private,Some-college,10,Machine-op-inspct,United-States
49,Private,Assoc-acdm,12,Sales,United-States
49,Private,11th,7,Other-service,United-States
49,Local-gov,Some-college,10,Other-service,United-States
49,Private,Some-college,10,Prof-specialty,United-States
49,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
49,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
49,State-gov,Masters,14,Prof-specialty,United-States
49,Private,Bachelors,13,Sales,United-States
49,Federal-gov,Assoc-voc,11,Craft-repair,United-States
49,NA,Some-college,10,NA,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Self-emp-inc,Masters,14,Exec-managerial,United-States
49,Private,Bachelors,13,Priv-house-serv,United-States
49,Private,Assoc-voc,11,Prof-specialty,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Local-gov,9th,5,Handlers-cleaners,United-States
49,Federal-gov,Assoc-voc,11,Exec-managerial,United-States
49,Self-emp-not-inc,HS-grad,9,Sales,United-States
49,Private,Some-college,10,Other-service,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,State-gov,Bachelors,13,Prof-specialty,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,State-gov,Bachelors,13,Prof-specialty,United-States
49,Self-emp-not-inc,Bachelors,13,Craft-repair,United-States
49,Private,Some-college,10,Sales,United-States
49,NA,HS-grad,9,NA,Columbia
49,Local-gov,HS-grad,9,Machine-op-inspct,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,NA,Assoc-voc,11,NA,United-States
49,Local-gov,HS-grad,9,Other-service,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Local-gov,Assoc-acdm,12,Adm-clerical,United-States
49,Private,Some-college,10,Prof-specialty,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-inc,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,Masters,14,Adm-clerical,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
49,Private,Bachelors,13,Adm-clerical,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Local-gov,Masters,14,Exec-managerial,United-States
49,Local-gov,HS-grad,9,Transport-moving,United-States
49,Federal-gov,Bachelors,13,Exec-managerial,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,State-gov,10th,6,Other-service,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,5th-6th,3,Machine-op-inspct,United-States
49,Private,HS-grad,9,Other-service,China
49,Private,7th-8th,4,Machine-op-inspct,Hong
49,Self-emp-not-inc,HS-grad,9,Craft-repair,Mexico
49,Private,Prof-school,15,Prof-specialty,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Bachelors,13,Adm-clerical,United-States
49,Private,5th-6th,3,Craft-repair,United-States
49,Self-emp-inc,Bachelors,13,Adm-clerical,United-States
49,Private,HS-grad,9,Other-service,Columbia
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,Bachelors,13,Other-service,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Federal-gov,Bachelors,13,Exec-managerial,United-States
49,State-gov,HS-grad,9,Exec-managerial,United-States
49,NA,Some-college,10,NA,United-States
49,Private,10th,6,Other-service,Peru
49,Private,Assoc-voc,11,Prof-specialty,United-States
49,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
49,Private,HS-grad,9,Exec-managerial,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,Federal-gov,HS-grad,9,Adm-clerical,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,Private,12th,8,Transport-moving,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Craft-repair,South
49,Private,10th,6,Exec-managerial,United-States
49,Local-gov,Masters,14,Prof-specialty,United-States
49,State-gov,Bachelors,13,Exec-managerial,United-States
49,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
49,Private,12th,8,Machine-op-inspct,United-States
49,Private,HS-grad,9,Craft-repair,Puerto-Rico
49,Self-emp-inc,Masters,14,Sales,United-States
49,Private,Some-college,10,Other-service,United-States
49,Private,Assoc-voc,11,Exec-managerial,United-States
49,Private,Bachelors,13,Protective-serv,United-States
49,Private,9th,5,Handlers-cleaners,United-States
49,Self-emp-inc,Some-college,10,Sales,United-States
49,Self-emp-inc,Assoc-acdm,12,Craft-repair,United-States
49,Private,11th,7,Other-service,United-States
49,Private,Some-college,10,Prof-specialty,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,HS-grad,9,Protective-serv,United-States
49,Local-gov,Some-college,10,Adm-clerical,United-States
49,Private,Assoc-voc,11,Prof-specialty,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,Private,Some-college,10,Sales,United-States
49,Private,9th,5,Craft-repair,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Local-gov,HS-grad,9,Protective-serv,United-States
49,Local-gov,HS-grad,9,Protective-serv,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Some-college,10,Craft-repair,United-States
49,Federal-gov,Bachelors,13,Prof-specialty,United-States
49,Local-gov,HS-grad,9,Adm-clerical,United-States
49,Private,Bachelors,13,Sales,United-States
49,State-gov,Bachelors,13,Prof-specialty,United-States
49,Local-gov,HS-grad,9,Craft-repair,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Private,10th,6,Exec-managerial,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Federal-gov,HS-grad,9,Exec-managerial,United-States
49,Private,HS-grad,9,Adm-clerical,United-States
49,Self-emp-inc,Some-college,10,Craft-repair,United-States
49,Local-gov,Bachelors,13,Exec-managerial,United-States
49,Private,Assoc-voc,11,Sales,NA
49,Private,Masters,14,Exec-managerial,United-States
49,Private,Prof-school,15,Prof-specialty,United-States
49,Local-gov,Bachelors,13,Prof-specialty,France
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Some-college,10,Tech-support,United-States
49,Private,Assoc-voc,11,Adm-clerical,United-States
49,State-gov,Prof-school,15,Exec-managerial,United-States
49,Private,Some-college,10,Sales,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,NA,HS-grad,9,NA,United-States
49,Private,Bachelors,13,Sales,South
49,Private,Masters,14,Sales,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,11th,7,Transport-moving,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,State-gov,Some-college,10,Adm-clerical,United-States
49,Federal-gov,Assoc-acdm,12,Adm-clerical,United-States
49,NA,Some-college,10,NA,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Bachelors,13,Tech-support,United-States
49,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
49,Private,HS-grad,9,Prof-specialty,Puerto-Rico
49,Private,HS-grad,9,Sales,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Self-emp-inc,Some-college,10,Farming-fishing,United-States
49,State-gov,Some-college,10,Farming-fishing,United-States
49,Self-emp-not-inc,HS-grad,9,Other-service,United-States
49,Private,Some-college,10,Other-service,United-States
49,Federal-gov,HS-grad,9,Machine-op-inspct,United-States
49,Private,11th,7,Priv-house-serv,United-States
49,Private,HS-grad,9,Prof-specialty,United-States
49,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
49,Private,11th,7,Exec-managerial,United-States
49,Private,Some-college,10,Handlers-cleaners,United-States
49,Private,11th,7,Other-service,United-States
49,Private,Bachelors,13,Craft-repair,United-States
49,Self-emp-not-inc,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
49,Self-emp-not-inc,HS-grad,9,Sales,United-States
49,Private,10th,6,Machine-op-inspct,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,NA,HS-grad,9,NA,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Self-emp-not-inc,HS-grad,9,Tech-support,United-States
49,Private,7th-8th,4,Other-service,United-States
49,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
49,NA,HS-grad,9,NA,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,NA,HS-grad,9,NA,Puerto-Rico
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,Some-college,10,Exec-managerial,United-States
49,State-gov,Masters,14,Sales,United-States
49,Federal-gov,HS-grad,9,Adm-clerical,United-States
49,Private,Assoc-voc,11,Handlers-cleaners,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Self-emp-not-inc,Bachelors,13,Craft-repair,United-States
49,Self-emp-inc,Bachelors,13,Sales,United-States
49,Private,HS-grad,9,Machine-op-inspct,United-States
49,Self-emp-inc,Some-college,10,Craft-repair,United-States
49,Private,HS-grad,9,Farming-fishing,United-States
49,Federal-gov,Some-college,10,Craft-repair,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Local-gov,Masters,14,Exec-managerial,United-States
49,Self-emp-inc,Bachelors,13,Prof-specialty,United-States
49,Self-emp-not-inc,Assoc-acdm,12,Sales,United-States
49,Private,HS-grad,9,Sales,United-States
49,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,Private,Preschool,1,Other-service,NA
49,State-gov,Some-college,10,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Exec-managerial,United-States
49,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
49,Private,7th-8th,4,Craft-repair,United-States
49,Private,Prof-school,15,Prof-specialty,United-States
49,Local-gov,Some-college,10,Protective-serv,United-States
49,Self-emp-not-inc,Assoc-acdm,12,Exec-managerial,United-States
49,Private,7th-8th,4,Other-service,United-States
49,Private,10th,6,Other-service,United-States
49,Private,Prof-school,15,Prof-specialty,United-States
49,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
49,Local-gov,Some-college,10,Exec-managerial,United-States
49,Private,Bachelors,13,Adm-clerical,Philippines
49,Private,HS-grad,9,Other-service,United-States
49,Private,Assoc-voc,11,Craft-repair,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,HS-grad,9,Protective-serv,United-States
49,Self-emp-not-inc,Some-college,10,Sales,United-States
49,Private,Bachelors,13,Sales,United-States
49,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
49,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
49,NA,Bachelors,13,NA,United-States
49,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
49,NA,9th,5,NA,United-States
49,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
49,Federal-gov,HS-grad,9,Adm-clerical,United-States
49,Local-gov,Some-college,10,Exec-managerial,United-States
49,Private,Masters,14,Prof-specialty,United-States
49,Private,7th-8th,4,Machine-op-inspct,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
49,Private,HS-grad,9,Transport-moving,United-States
49,Local-gov,HS-grad,9,Craft-repair,United-States
49,Private,Assoc-voc,11,Prof-specialty,United-States
49,Private,Some-college,10,Machine-op-inspct,United-States
49,Private,HS-grad,9,Other-service,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,HS-grad,9,Craft-repair,United-States
49,NA,Bachelors,13,NA,United-States
49,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
49,Self-emp-not-inc,Bachelors,13,Farming-fishing,United-States
49,State-gov,Some-college,10,Adm-clerical,United-States
49,NA,HS-grad,9,NA,United-States
49,State-gov,Masters,14,Prof-specialty,United-States
49,Private,Bachelors,13,Exec-managerial,United-States
49,Private,HS-grad,9,Sales,United-States
49,Private,Some-college,10,Transport-moving,United-States
49,Private,Some-college,10,Adm-clerical,United-States
49,Private,Bachelors,13,Prof-specialty,United-States
49,Local-gov,Bachelors,13,Prof-specialty,United-States
49,Private,HS-grad,9,Sales,United-States
49,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
49,Self-emp-inc,Some-college,10,Craft-repair,United-States
49,Self-emp-not-inc,9th,5,Other-service,United-States
