Toss,Location,Time,Tosser,Temprature,Reporter
Tails,MacDonalds,Morning,Kalpana,82,Dev
Heads,Panera,Midday,John,36,Dev
Heads,BurgerKing,Morning,Dev,90,Ayla
Tails,Panera,Midday,Kalpana,25,Dev
Tails,Starbucks,Night,Dev,89,Arpit
Tails,Panera,Midday,Dev,1,Arpit
Tails,MacDonalds,Evening,Kalpana,54,Ayla
Heads,Starbucks,Evening,Kalpana,74,Katia
Tails,Tachos,Morning,Dev,59,Katia
Tails,Panera,Morning,Dev,38,Dev
Tails,Panera,Night,Kalpana,51,Chen
Heads,Starbucks,Morning,Dev,96,Chen
Tails,Tachos,Midday,Kalpana,41,Dev
Heads,BurgerKing,Morning,John,86,Chen
Heads,MacDonalds,Midday,Chen,16,Katia
Heads,BurgerKing,Evening,Kalpana,49,Ayla
Heads,BurgerKing,Midday,John,21,Katia
Heads,MacDonalds,Midday,Katia,23,Arpit
Tails,MacDonalds,Morning,Dev,40,Dev
Tails,BurgerKing,Night,Dev,67,Ayla
Heads,MacDonalds,Midday,Katia,45,Arpit
Heads,Starbucks,Evening,Chen,1,Chen
Tails,Panera,Midday,Kalpana,77,Chen
Heads,Panera,Night,Katia,29,Chen
Tails,Tachos,Morning,Katia,94,Chen
Tails,MacDonalds,Night,John,71,Ayla
Tails,BurgerKing,Morning,Chen,89,Katia
Tails,Panera,Midday,Katia,84,Ayla
Tails,BurgerKing,Night,Chen,94,Chen
Heads,Tachos,Midday,Kalpana,93,Arpit
Heads,Starbucks,Evening,Chen,68,Chen
Tails,BurgerKing,Morning,Katia,88,Dev
Tails,MacDonalds,Morning,Katia,99,Dev
Heads,MacDonalds,Morning,John,82,Dev
Tails,Panera,Morning,Kalpana,77,Katia
Heads,Panera,Midday,Dev,73,Chen
Tails,Tachos,Midday,Kalpana,40,Arpit
Tails,Tachos,Morning,Chen,50,Dev
Tails,Tachos,Night,Katia,34,Ayla
Tails,Panera,Evening,Kalpana,45,Katia
Tails,Tachos,Evening,John,4,Chen
Tails,Tachos,Midday,Katia,55,Ayla
Tails,Tachos,Midday,John,41,Dev
Tails,Tachos,Evening,Chen,29,Arpit
Heads,Panera,Night,Kalpana,78,Dev
Tails,MacDonalds,Evening,Kalpana,76,Arpit
Heads,MacDonalds,Night,Chen,84,Arpit
Tails,Starbucks,Morning,John,32,Chen
Heads,MacDonalds,Midday,John,1,Katia
Heads,BurgerKing,Night,Katia,62,Arpit
Tails,Tachos,Night,Katia,20,Dev
Heads,Panera,Midday,Katia,97,Ayla
Heads,Panera,Morning,Dev,84,Arpit
Tails,Starbucks,Morning,Dev,6,Katia
Tails,BurgerKing,Morning,John,8,Dev
Tails,Starbucks,Morning,John,0,Dev
Heads,Tachos,Night,Katia,28,Dev
Heads,BurgerKing,Morning,Katia,84,Katia
Heads,Starbucks,Morning,Chen,20,Ayla
Heads,Starbucks,Morning,Kalpana,76,Dev
Tails,BurgerKing,Night,Kalpana,70,Katia
Tails,Tachos,Evening,Kalpana,12,Ayla
Heads,BurgerKing,Morning,John,40,Ayla
Heads,Starbucks,Night,Chen,67,Chen
Heads,BurgerKing,Morning,Chen,81,Arpit
Heads,Starbucks,Night,Dev,64,Katia
Tails,Panera,Midday,Chen,46,Ayla
Tails,BurgerKing,Night,Chen,41,Katia
Tails,BurgerKing,Morning,Kalpana,72,Arpit
Tails,Starbucks,Night,Kalpana,34,Chen
Heads,BurgerKing,Night,Kalpana,48,Dev
Tails,Starbucks,Night,John,59,Katia
Heads,Starbucks,Evening,Chen,3,Dev
Heads,BurgerKing,Night,Katia,56,Arpit
Tails,Starbucks,Night,John,45,Ayla
Heads,MacDonalds,Night,Chen,30,Dev
Tails,MacDonalds,Evening,Katia,11,Dev
Tails,BurgerKing,Night,John,68,Ayla
Tails,MacDonalds,Night,Chen,16,Dev
Heads,Starbucks,Morning,Dev,22,Ayla
Tails,Starbucks,Morning,Kalpana,46,Arpit
Heads,Tachos,Morning,Katia,95,Arpit
Heads,Panera,Evening,Chen,31,Ayla
Heads,Tachos,Midday,Dev,89,Dev
Heads,BurgerKing,Morning,Chen,30,Ayla
Heads,Panera,Midday,Katia,46,Katia
Tails,Tachos,Night,John,3,Arpit
Tails,Panera,Midday,Dev,74,Katia
Heads,BurgerKing,Midday,Katia,79,Arpit
Tails,MacDonalds,Night,Kalpana,25,Ayla
Heads,MacDonalds,Night,Katia,68,Katia
Heads,Starbucks,Evening,Chen,79,Arpit
Tails,Starbucks,Evening,Kalpana,29,Dev
Heads,MacDonalds,Evening,John,4,Dev
Heads,MacDonalds,Evening,Chen,30,Arpit
Tails,MacDonalds,Night,Katia,78,Ayla
Heads,Tachos,Evening,John,49,Ayla
Tails,Panera,Morning,Kalpana,55,Ayla
Tails,Tachos,Night,Katia,58,Chen
Tails,Panera,Night,Chen,67,Chen
Heads,Panera,Evening,John,61,Chen
Heads,Starbucks,Night,Chen,74,Dev
Tails,Starbucks,Night,Katia,5,Chen
Tails,MacDonalds,Morning,Katia,48,Chen
Tails,BurgerKing,Midday,Chen,87,Arpit
Tails,Tachos,Night,Chen,18,Chen
Heads,BurgerKing,Morning,Katia,5,Arpit
Tails,Starbucks,Midday,Kalpana,61,Chen
Heads,Starbucks,Night,Katia,30,Dev
Tails,Starbucks,Evening,Chen,49,Chen
Tails,MacDonalds,Midday,Katia,13,Arpit
Heads,Starbucks,Midday,Chen,35,Ayla
Heads,Tachos,Morning,Kalpana,96,Chen
Tails,Panera,Night,Kalpana,8,Chen
Heads,Tachos,Morning,Chen,97,Arpit
Heads,BurgerKing,Midday,Chen,70,Dev
Tails,Tachos,Evening,Kalpana,37,Arpit
Heads,Panera,Midday,Kalpana,99,Chen
Heads,Tachos,Night,Dev,32,Arpit
Heads,Tachos,Midday,Katia,9,Dev
Heads,Starbucks,Evening,John,24,Katia
Tails,Tachos,Midday,John,56,Ayla
Tails,Panera,Night,John,70,Arpit
Heads,Starbucks,Evening,Dev,52,Arpit
Tails,MacDonalds,Morning,Chen,51,Dev
Heads,Starbucks,Midday,Katia,49,Dev
Heads,BurgerKing,Night,Chen,63,Dev
Heads,MacDonalds,Night,John,4,Chen
Tails,BurgerKing,Night,Kalpana,67,Ayla
Heads,BurgerKing,Night,Dev,57,Katia
Tails,BurgerKing,Morning,Dev,34,Dev
Heads,BurgerKing,Morning,Kalpana,99,Dev
Heads,Tachos,Midday,John,94,Arpit
Heads,Panera,Morning,Chen,7,Dev
Tails,Tachos,Midday,John,4,Chen
Heads,MacDonalds,Night,Chen,88,Dev
Heads,BurgerKing,Midday,Katia,84,Arpit
Tails,Panera,Morning,Chen,86,Dev
Heads,Starbucks,Night,Chen,88,Arpit
Tails,Panera,Midday,Kalpana,6,Dev
Heads,Starbucks,Night,Dev,47,Ayla
Tails,Panera,Midday,John,69,Dev
Tails,MacDonalds,Night,Katia,64,Katia
Tails,MacDonalds,Midday,Chen,85,Ayla
Tails,BurgerKing,Midday,Katia,77,Katia
Heads,BurgerKing,Midday,John,50,Ayla
Tails,BurgerKing,Evening,Katia,25,Katia
Heads,Panera,Morning,Katia,41,Arpit
Heads,MacDonalds,Evening,Chen,27,Ayla
Heads,BurgerKing,Morning,Dev,19,Katia
Heads,Panera,Night,John,59,Ayla
Tails,Tachos,Midday,Katia,1,Katia
Heads,BurgerKing,Night,Dev,24,Ayla
Heads,BurgerKing,Midday,Chen,66,Chen
Tails,Tachos,Midday,Chen,81,Katia
Heads,MacDonalds,Night,Chen,18,Dev
Heads,Tachos,Evening,Dev,60,Arpit
Heads,Starbucks,Night,Dev,86,Ayla
Tails,MacDonalds,Morning,Chen,8,Dev
Heads,Starbucks,Evening,Kalpana,62,Katia
Tails,MacDonalds,Midday,Katia,94,Chen
Tails,BurgerKing,Night,Kalpana,45,Chen
Heads,Panera,Night,Chen,29,Dev
Tails,Starbucks,Midday,Dev,8,Ayla
Heads,BurgerKing,Evening,Chen,77,Arpit
Tails,MacDonalds,Morning,Kalpana,60,Katia
Heads,MacDonalds,Night,Chen,14,Arpit
Heads,BurgerKing,Evening,John,70,Katia
Tails,Tachos,Morning,Chen,100,Dev
Heads,Starbucks,Morning,Katia,0,Arpit
Heads,BurgerKing,Morning,John,8,Chen
Tails,MacDonalds,Midday,Katia,4,Dev
Heads,MacDonalds,Midday,Dev,13,Chen
Heads,Starbucks,Midday,Dev,59,Arpit
Tails,Starbucks,Evening,Kalpana,24,Katia
Tails,Panera,Night,John,76,Chen
Tails,Tachos,Midday,Katia,39,Katia
Tails,Tachos,Evening,Chen,75,Arpit
Heads,MacDonalds,Evening,Katia,75,Dev
Tails,Panera,Evening,Kalpana,52,Chen
Tails,Tachos,Evening,Katia,35,Arpit
Tails,Starbucks,Evening,Katia,56,Arpit
Heads,Starbucks,Night,Chen,93,Ayla
Tails,Tachos,Midday,Dev,14,Ayla
Tails,Starbucks,Evening,Kalpana,43,Katia
Tails,Panera,Morning,Dev,95,Dev
Heads,MacDonalds,Morning,Dev,1,Katia
Heads,Tachos,Morning,Dev,6,Chen
Heads,Starbucks,Midday,Katia,15,Dev
Heads,Starbucks,Evening,Katia,88,Chen
Heads,BurgerKing,Night,Kalpana,68,Dev
Heads,Panera,Midday,Dev,36,Arpit
Heads,Starbucks,Evening,Kalpana,68,Ayla
Tails,Panera,Midday,Chen,26,Ayla
Heads,MacDonalds,Midday,Chen,52,Arpit
Tails,BurgerKing,Night,John,85,Dev
Tails,Tachos,Night,Dev,28,Arpit
Tails,BurgerKing,Evening,Dev,60,Dev
Heads,Starbucks,Evening,Dev,86,Chen
Heads,Panera,Midday,Chen,42,Ayla
Heads,Starbucks,Night,John,57,Dev
Heads,Tachos,Midday,John,76,Arpit
Heads,BurgerKing,Evening,John,16,Arpit
Heads,BurgerKing,Midday,John,19,Katia
Heads,Panera,Morning,John,16,Chen
Tails,BurgerKing,Evening,Chen,1,Dev
Heads,Starbucks,Evening,John,83,Arpit
Heads,Starbucks,Midday,Chen,23,Ayla
Tails,BurgerKing,Night,John,1,Ayla
Tails,Starbucks,Morning,John,46,Chen
Tails,MacDonalds,Evening,Kalpana,71,Arpit
Tails,Tachos,Night,Kalpana,44,Arpit
Heads,Tachos,Evening,Katia,90,Chen
Heads,Panera,Morning,Chen,41,Arpit
Heads,MacDonalds,Morning,Dev,30,Chen
Heads,Tachos,Night,Kalpana,79,Dev
Tails,Panera,Midday,Katia,60,Chen
Heads,Panera,Night,Chen,19,Arpit
Tails,Tachos,Night,John,32,Katia
Heads,BurgerKing,Morning,Chen,47,Chen
Heads,Starbucks,Evening,Dev,80,Katia
Tails,Tachos,Morning,John,49,Katia
Heads,Panera,Night,Katia,80,Arpit
Tails,BurgerKing,Morning,Katia,46,Ayla
Heads,BurgerKing,Evening,Katia,10,Chen
Heads,Starbucks,Night,Kalpana,78,Katia
Heads,MacDonalds,Night,Chen,91,Arpit
Heads,Tachos,Night,Katia,14,Dev
Heads,BurgerKing,Night,Katia,26,Chen
Heads,BurgerKing,Morning,Kalpana,65,Dev
Heads,MacDonalds,Midday,John,26,Arpit
Heads,BurgerKing,Midday,John,15,Katia
Heads,Tachos,Night,Dev,82,Arpit
Heads,Tachos,Morning,John,66,Dev
Tails,MacDonalds,Evening,Dev,11,Ayla
Tails,Starbucks,Midday,John,32,Ayla
Heads,Starbucks,Night,Chen,46,Chen
Heads,Tachos,Night,Kalpana,80,Ayla
Heads,MacDonalds,Night,Katia,3,Katia
Heads,Starbucks,Night,Katia,74,Ayla
Heads,MacDonalds,Evening,Kalpana,52,Dev
Tails,Starbucks,Night,Chen,43,Chen
Heads,BurgerKing,Midday,Dev,97,Arpit
Tails,BurgerKing,Night,John,1,Ayla
Heads,Starbucks,Evening,Chen,3,Chen
Tails,Starbucks,Evening,Kalpana,9,Katia
Tails,Tachos,Night,Dev,86,Chen
Heads,Starbucks,Morning,Dev,31,Chen
Tails,Tachos,Midday,Kalpana,59,Katia
Heads,MacDonalds,Morning,John,52,Katia
Tails,BurgerKing,Evening,Katia,90,Ayla
Tails,Tachos,Night,Chen,1,Katia
Heads,Panera,Night,Dev,41,Arpit
Tails,Panera,Morning,Kalpana,9,Katia
Tails,Panera,Morning,John,65,Dev
Heads,Starbucks,Morning,Katia,48,Dev
Tails,BurgerKing,Midday,Dev,61,Dev
Tails,BurgerKing,Morning,Katia,96,Chen
Heads,BurgerKing,Night,Katia,89,Ayla
Tails,Panera,Midday,Chen,91,Ayla
Heads,Starbucks,Evening,Katia,87,Dev
Heads,Starbucks,Midday,John,72,Ayla
Tails,MacDonalds,Morning,Kalpana,52,Chen
Tails,Tachos,Morning,Katia,64,Ayla
Tails,BurgerKing,Midday,Chen,62,Arpit
Heads,Panera,Morning,Dev,79,Ayla
Heads,Starbucks,Night,Chen,34,Arpit
Heads,Starbucks,Evening,John,28,Dev
Heads,BurgerKing,Evening,Katia,36,Arpit
Tails,Starbucks,Midday,Dev,37,Katia
Heads,Starbucks,Midday,Dev,23,Dev
Heads,BurgerKing,Night,Katia,30,Arpit
Tails,Panera,Morning,Chen,0,Chen
Tails,Panera,Midday,Dev,36,Ayla
Tails,BurgerKing,Midday,Kalpana,71,Chen
Tails,Panera,Evening,John,6,Dev
Tails,BurgerKing,Evening,Kalpana,11,Chen
Tails,Panera,Night,Kalpana,60,Arpit
Tails,MacDonalds,Morning,Kalpana,83,Dev
Heads,Starbucks,Night,Dev,59,Katia
Tails,Starbucks,Evening,Kalpana,31,Ayla
Heads,Panera,Evening,Dev,77,Ayla
Tails,BurgerKing,Evening,Kalpana,26,Katia
Tails,Starbucks,Morning,Chen,18,Dev
Heads,MacDonalds,Evening,Katia,50,Arpit
Heads,MacDonalds,Midday,John,77,Chen
Heads,Tachos,Night,Katia,21,Arpit
Tails,Tachos,Midday,Dev,73,Ayla
Tails,Tachos,Midday,Dev,38,Chen
Tails,Panera,Midday,Chen,98,Ayla
Tails,Tachos,Morning,Chen,51,Katia
Heads,MacDonalds,Midday,Katia,19,Ayla
Heads,Tachos,Midday,Katia,93,Katia
Tails,Tachos,Evening,John,48,Chen
Tails,Tachos,Morning,Dev,96,Katia
Tails,MacDonalds,Night,Katia,18,Katia
Heads,MacDonalds,Midday,Chen,60,Dev
Tails,BurgerKing,Evening,Katia,36,Chen
Tails,Panera,Night,Katia,18,Ayla
Heads,MacDonalds,Morning,Chen,96,Arpit
Heads,Panera,Midday,Dev,6,Chen
Heads,BurgerKing,Evening,Chen,5,Dev
Heads,Starbucks,Morning,Katia,28,Ayla
Tails,Starbucks,Evening,Kalpana,29,Ayla
Heads,Starbucks,Midday,Katia,90,Chen
Heads,BurgerKing,Morning,Dev,85,Arpit
Heads,Tachos,Morning,John,41,Katia
Heads,Starbucks,Evening,John,98,Arpit
Tails,BurgerKing,Morning,Chen,79,Chen
Tails,Tachos,Evening,Dev,3,Ayla
Tails,MacDonalds,Evening,Chen,17,Chen
Tails,Panera,Morning,Dev,37,Ayla
Heads,MacDonalds,Evening,Chen,44,Katia
Heads,Panera,Midday,Katia,33,Dev
Tails,MacDonalds,Morning,Kalpana,33,Chen
Tails,BurgerKing,Evening,Chen,88,Chen
Tails,BurgerKing,Night,Chen,90,Dev
Tails,Starbucks,Morning,John,25,Arpit
Tails,Tachos,Midday,Chen,56,Arpit
Tails,Panera,Night,Kalpana,48,Chen
Heads,MacDonalds,Midday,John,69,Arpit
Heads,Starbucks,Night,Katia,64,Dev
Heads,Starbucks,Morning,Chen,52,Arpit
Tails,Tachos,Night,Katia,93,Ayla
Tails,Starbucks,Evening,Kalpana,23,Ayla
Heads,MacDonalds,Evening,John,50,Katia
Tails,Tachos,Morning,Kalpana,14,Katia
Heads,Starbucks,Morning,Dev,86,Arpit
Heads,Panera,Morning,Dev,67,Arpit
Heads,Starbucks,Night,Katia,60,Dev
Heads,MacDonalds,Midday,Chen,64,Dev
Heads,Panera,Night,Katia,8,Chen
Heads,Starbucks,Night,Dev,63,Chen
Heads,BurgerKing,Evening,John,85,Arpit
Heads,Starbucks,Midday,Katia,91,Katia
Heads,Starbucks,Morning,John,84,Katia
Heads,BurgerKing,Morning,John,97,Arpit
Tails,Panera,Evening,John,81,Dev
Heads,Starbucks,Night,Dev,62,Arpit
Tails,BurgerKing,Midday,Kalpana,17,Arpit
Heads,BurgerKing,Morning,Dev,98,Arpit
Heads,MacDonalds,Morning,Dev,37,Arpit
Heads,Tachos,Evening,John,98,Ayla
Tails,Tachos,Morning,Katia,1,Ayla
Tails,Panera,Morning,Kalpana,56,Arpit
Tails,Panera,Night,Katia,10,Dev
Tails,Panera,Evening,Dev,69,Dev
Heads,BurgerKing,Morning,Katia,58,Dev
Heads,MacDonalds,Night,Chen,10,Arpit
Tails,MacDonalds,Evening,Katia,37,Arpit
Tails,Panera,Evening,Chen,26,Dev
Tails,Panera,Midday,John,40,Katia
Tails,Starbucks,Evening,Kalpana,31,Chen
Tails,Starbucks,Midday,Dev,52,Katia
Tails,MacDonalds,Evening,Chen,22,Arpit
Tails,Tachos,Evening,Kalpana,48,Arpit
Heads,Starbucks,Midday,Katia,45,Chen
Heads,BurgerKing,Morning,Dev,65,Katia
Tails,BurgerKing,Midday,Kalpana,94,Chen
Tails,BurgerKing,Night,Kalpana,61,Chen
Heads,BurgerKing,Evening,Dev,45,Arpit
Tails,BurgerKing,Night,Katia,93,Chen
Tails,BurgerKing,Midday,Chen,68,Katia
Heads,Starbucks,Midday,John,2,Katia
Heads,BurgerKing,Night,John,6,Chen
Tails,MacDonalds,Morning,Chen,6,Katia
Heads,Panera,Evening,Katia,39,Chen
Tails,Tachos,Night,Dev,73,Ayla
Tails,MacDonalds,Midday,Kalpana,62,Ayla
Tails,Panera,Night,Katia,5,Chen
Heads,BurgerKing,Evening,Chen,26,Ayla
Tails,BurgerKing,Morning,Dev,90,Katia
Heads,Starbucks,Night,Dev,84,Arpit
Heads,BurgerKing,Morning,Dev,5,Dev
Heads,BurgerKing,Night,Chen,2,Chen
Heads,Panera,Morning,Katia,93,Chen
Tails,Starbucks,Evening,John,29,Katia
Tails,BurgerKing,Night,Kalpana,99,Chen
Tails,BurgerKing,Midday,Chen,45,Ayla
Heads,Starbucks,Midday,Kalpana,100,Dev
Tails,Panera,Night,Kalpana,35,Arpit
Heads,MacDonalds,Morning,Katia,28,Dev
Tails,Tachos,Midday,Katia,81,Ayla
Tails,Tachos,Night,John,12,Ayla
Tails,BurgerKing,Night,John,69,Chen
Tails,Starbucks,Night,Chen,47,Katia
Heads,Starbucks,Evening,John,66,Arpit
Heads,Tachos,Night,John,86,Chen
Heads,MacDonalds,Night,Chen,38,Ayla
Heads,Panera,Evening,Kalpana,71,Dev
Tails,MacDonalds,Evening,Kalpana,18,Chen
Tails,MacDonalds,Night,John,45,Ayla
Heads,Panera,Morning,Dev,34,Katia
Heads,Starbucks,Evening,Katia,74,Arpit
Heads,BurgerKing,Evening,John,14,Katia
Heads,MacDonalds,Midday,Chen,47,Dev
Tails,BurgerKing,Morning,Dev,12,Arpit
Heads,MacDonalds,Evening,Dev,7,Ayla
Heads,Tachos,Morning,John,29,Arpit
Heads,Tachos,Evening,Chen,63,Ayla
Tails,Tachos,Morning,Katia,29,Arpit
Tails,Tachos,Morning,Dev,55,Chen
Heads,Starbucks,Midday,Dev,74,Dev
Heads,Tachos,Night,Dev,66,Ayla
Tails,BurgerKing,Midday,Katia,26,Katia
Tails,BurgerKing,Morning,Dev,81,Dev
Tails,MacDonalds,Night,Chen,7,Arpit
Heads,Panera,Midday,Dev,81,Chen
Tails,Starbucks,Night,Katia,26,Katia
Heads,BurgerKing,Evening,Chen,26,Arpit
Tails,MacDonalds,Morning,Katia,38,Chen
Heads,BurgerKing,Morning,John,33,Chen
Heads,Panera,Morning,Chen,39,Arpit
Tails,Panera,Midday,Dev,63,Ayla
Tails,Panera,Midday,Kalpana,27,Ayla
Tails,Starbucks,Evening,John,26,Ayla
Tails,Panera,Night,John,53,Arpit
Heads,Tachos,Morning,Chen,79,Arpit
Heads,BurgerKing,Night,Dev,26,Chen
Tails,Starbucks,Night,Katia,27,Chen
Heads,BurgerKing,Evening,Dev,52,Chen
Tails,MacDonalds,Night,Katia,9,Arpit
Tails,BurgerKing,Night,Katia,10,Dev
Heads,BurgerKing,Evening,Katia,18,Ayla
Tails,Starbucks,Evening,John,56,Katia
Heads,Panera,Midday,Dev,14,Ayla
Heads,MacDonalds,Midday,Katia,82,Arpit
Heads,Starbucks,Midday,Chen,24,Arpit
Tails,Starbucks,Evening,Chen,30,Ayla
Heads,MacDonalds,Midday,Dev,3,Katia
Tails,MacDonalds,Evening,John,33,Dev
Heads,Tachos,Evening,Katia,77,Arpit
Heads,Tachos,Night,Chen,17,Katia
Tails,MacDonalds,Night,John,4,Ayla
Heads,BurgerKing,Morning,Chen,13,Ayla
Tails,Panera,Midday,Katia,100,Katia
Tails,Starbucks,Morning,Kalpana,8,Katia
Heads,Tachos,Midday,Kalpana,81,Chen
Heads,Tachos,Morning,John,100,Katia
Tails,BurgerKing,Evening,Kalpana,58,Katia
Tails,Panera,Night,Katia,5,Arpit
Heads,Tachos,Night,Kalpana,70,Ayla
Tails,MacDonalds,Evening,Chen,23,Dev
Heads,Tachos,Night,John,66,Chen
Tails,Tachos,Morning,Chen,42,Dev
Tails,Tachos,Night,John,4,Chen
Heads,Panera,Midday,Chen,31,Ayla
Heads,Tachos,Evening,Katia,18,Ayla
Heads,BurgerKing,Morning,Katia,34,Dev
Heads,Tachos,Evening,Katia,75,Chen
Heads,MacDonalds,Night,Dev,85,Dev
Tails,Starbucks,Morning,Dev,58,Katia
Heads,BurgerKing,Night,Katia,73,Arpit
Tails,Tachos,Morning,Dev,30,Arpit
Heads,BurgerKing,Night,Katia,58,Chen
Heads,BurgerKing,Morning,Katia,20,Dev
Tails,Tachos,Midday,Chen,48,Arpit
Heads,Starbucks,Evening,John,85,Ayla
Tails,MacDonalds,Evening,Dev,92,Katia
Heads,Tachos,Night,Katia,12,Dev
Heads,Starbucks,Morning,Chen,98,Arpit
Tails,Tachos,Morning,Katia,16,Dev
Tails,MacDonalds,Midday,Dev,79,Chen
Heads,BurgerKing,Evening,John,63,Chen
Tails,Starbucks,Morning,John,38,Dev
Tails,Starbucks,Morning,Dev,19,Ayla
Heads,Tachos,Night,Dev,56,Chen
Tails,MacDonalds,Morning,Chen,38,Dev
Heads,MacDonalds,Morning,Dev,78,Ayla
Tails,MacDonalds,Midday,Kalpana,23,Chen
Heads,Starbucks,Morning,Chen,45,Arpit
Heads,Starbucks,Morning,Dev,14,Chen
Heads,BurgerKing,Morning,John,34,Dev
Tails,BurgerKing,Evening,Dev,70,Ayla
Tails,BurgerKing,Night,Kalpana,77,Ayla
Heads,MacDonalds,Night,Katia,24,Ayla
Tails,MacDonalds,Evening,Dev,52,Dev
Tails,MacDonalds,Evening,Katia,54,Chen
Tails,MacDonalds,Morning,John,86,Ayla
Tails,Starbucks,Night,Chen,8,Ayla
Heads,BurgerKing,Night,Chen,99,Ayla
Tails,BurgerKing,Midday,Dev,24,Dev
Tails,Tachos,Midday,Chen,91,Dev
Tails,MacDonalds,Midday,John,59,Chen
Heads,MacDonalds,Evening,Dev,50,Katia
Tails,Starbucks,Night,Chen,98,Ayla
Heads,MacDonalds,Evening,Kalpana,21,Arpit
Tails,Tachos,Evening,Kalpana,69,Ayla
Tails,Panera,Evening,Kalpana,88,Arpit
Heads,BurgerKing,Evening,John,21,Dev
Tails,MacDonalds,Night,Kalpana,1,Katia
Tails,Starbucks,Night,John,13,Ayla
Heads,Panera,Midday,Katia,88,Katia
Tails,Tachos,Morning,Chen,95,Ayla
Tails,Panera,Midday,John,35,Ayla
Heads,Panera,Night,Chen,31,Chen
Tails,Tachos,Morning,Katia,2,Katia
Heads,BurgerKing,Night,Katia,5,Arpit
Heads,Tachos,Evening,Dev,45,Arpit
Heads,BurgerKing,Night,Kalpana,24,Dev
Tails,Tachos,Night,Katia,64,Katia
Heads,Tachos,Morning,John,40,Dev
Heads,BurgerKing,Evening,Chen,50,Chen
Tails,BurgerKing,Night,Chen,50,Katia
Heads,Starbucks,Midday,Katia,37,Ayla
Heads,Panera,Morning,Katia,95,Katia
Tails,Starbucks,Midday,Kalpana,37,Katia
Heads,Tachos,Midday,John,20,Katia
Heads,Panera,Night,Dev,22,Ayla
Tails,MacDonalds,Morning,Kalpana,73,Arpit
Heads,Panera,Midday,Dev,3,Dev
Tails,Tachos,Morning,John,10,Chen
Tails,Panera,Evening,Katia,24,Chen
Tails,BurgerKing,Morning,Dev,36,Chen
Tails,BurgerKing,Evening,Kalpana,6,Ayla
Heads,BurgerKing,Midday,Dev,74,Arpit
Heads,Panera,Evening,Katia,60,Katia
Tails,Tachos,Midday,Kalpana,17,Ayla
Tails,Tachos,Morning,John,59,Arpit
Tails,Tachos,Midday,Katia,98,Dev
Tails,BurgerKing,Evening,Kalpana,11,Katia
Heads,Tachos,Evening,Chen,0,Ayla
Tails,BurgerKing,Night,Dev,16,Katia
Tails,Tachos,Night,John,51,Ayla
Tails,BurgerKing,Night,Kalpana,82,Chen
Tails,Starbucks,Night,Kalpana,27,Chen
Tails,MacDonalds,Night,John,92,Katia
Heads,BurgerKing,Evening,Katia,17,Arpit
Heads,Panera,Morning,Dev,5,Arpit
Tails,MacDonalds,Midday,Katia,33,Chen
Heads,MacDonalds,Evening,Dev,40,Dev
Tails,Panera,Night,Chen,59,Katia
Tails,BurgerKing,Evening,Katia,86,Katia
Heads,Starbucks,Midday,Kalpana,65,Chen
Tails,BurgerKing,Morning,Dev,13,Chen
Heads,Tachos,Morning,Kalpana,21,Ayla
Heads,Panera,Midday,Dev,10,Katia
Heads,MacDonalds,Midday,Dev,32,Arpit
Heads,Starbucks,Morning,Chen,98,Chen
Tails,Starbucks,Evening,Kalpana,52,Ayla
Tails,Tachos,Midday,Katia,78,Dev
Heads,Starbucks,Midday,Kalpana,68,Katia
Heads,Tachos,Morning,Katia,73,Arpit
Heads,BurgerKing,Evening,Katia,49,Dev
Heads,Starbucks,Night,Katia,4,Dev
Heads,MacDonalds,Night,Chen,19,Ayla
Heads,BurgerKing,Night,John,52,Arpit
Heads,BurgerKing,Morning,John,18,Ayla
Heads,BurgerKing,Evening,Kalpana,23,Katia
Heads,Panera,Morning,Chen,93,Arpit
Heads,Starbucks,Night,John,69,Ayla
Tails,Tachos,Midday,Chen,36,Dev
Heads,MacDonalds,Midday,John,76,Arpit
Tails,BurgerKing,Midday,Katia,3,Arpit
Tails,MacDonalds,Night,John,100,Ayla
Tails,BurgerKing,Night,Dev,100,Ayla
Tails,MacDonalds,Night,Dev,34,Arpit
Tails,Panera,Evening,Dev,61,Katia
Heads,BurgerKing,Midday,Dev,37,Ayla
Heads,MacDonalds,Midday,Katia,69,Chen
Tails,BurgerKing,Evening,Kalpana,55,Katia
Tails,Tachos,Midday,Chen,78,Katia
Tails,Tachos,Night,Dev,6,Katia
Heads,Starbucks,Night,Dev,1,Dev
Tails,Tachos,Night,Dev,4,Ayla
Tails,Tachos,Evening,Katia,1,Ayla
Tails,MacDonalds,Night,Chen,94,Dev
Heads,Starbucks,Night,Kalpana,66,Dev
Heads,BurgerKing,Evening,Katia,0,Arpit
Tails,MacDonalds,Evening,Chen,80,Ayla
Heads,MacDonalds,Night,John,90,Arpit
Heads,MacDonalds,Night,Kalpana,67,Dev
Heads,MacDonalds,Morning,John,91,Arpit
Heads,BurgerKing,Night,Chen,31,Dev
Tails,Tachos,Evening,Chen,51,Ayla
Tails,Tachos,Evening,John,73,Dev
Tails,Starbucks,Midday,Dev,90,Arpit
Tails,MacDonalds,Evening,John,40,Katia
Heads,MacDonalds,Morning,Kalpana,54,Arpit
Tails,Panera,Midday,Chen,78,Chen
Heads,Tachos,Night,John,70,Chen
